r,t,y,CapitalInvestment
RE1,MINWND,2016,0.0003
RE1,MINWND,2017,0.0004
RE1,MINWND,2018,0.0007
RE1,MINWND,2019,0.001
RE1,MINWND,2020,0.001
RE1,MINWND,2021,0.001
RE1,MINWND,2022,0.001
RE1,MINWND,2023,0.001
RE1,MINWND,2024,0.001
RE1,MINWND,2025,0.001
RE1,MINWND,2026,0.001
RE1,MINWND,2027,0.001
RE1,MINWND,2028,0.001
RE1,MINWND,2029,0.001
RE1,MINWND,2030,0.001
RE1,MINWND,2031,0.001
RE1,MINWND,2032,0.0022
RE1,MINWND,2033,0.0153
RE1,MINWND,2034,0.0287
RE1,MINWND,2035,0.0425
RE1,MINWND,2036,0.0558
RE1,MINWND,2037,0.0707
RE1,MINWND,2038,0.0821
RE1,MINWND,2039,0.091
RE1,MINWND,2040,0.1006
RE1,MINWND,2041,0.1127
RE1,MINWND,2042,0.1271
RE1,MINWND,2043,0.1398
RE1,MINWND,2044,0.1659
RE1,MINWND,2045,0.1948
RE1,MINWND,2046,0.2163
RE1,MINWND,2047,0.2399
RE1,MINWND,2048,0.2634
RE1,MINWND,2049,0.2634
RE1,MINWND,2050,0.2632
RE1,MINWND,2051,0.2632
RE1,MINWND,2052,0.2632
RE1,MINWND,2053,0.2632
RE1,MINWND,2054,0.2632
RE1,MINWND,2055,0.2632
RE1,MINWND,2056,0.2632
RE1,MINWND,2057,0.2632
RE1,MINWND,2058,0.2632
RE1,MINWND,2059,0.2632
RE1,MINWND,2060,0.2632
RE1,MINWND,2061,0.2632
RE1,MINWND,2062,0.262
RE1,MINWND,2063,0.2488
RE1,MINWND,2064,0.2435
RE1,MINWND,2065,0.2434
RE1,MINWND,2066,0.2434
RE1,MINWND,2067,0.2435
RE1,MINWND,2068,0.2444
RE1,MINWND,2069,0.2456
RE1,MINWND,2070,0.5985
RE1,MINGEO,2025,0.0001
RE1,MINGEO,2026,0.0001
RE1,MINGEO,2027,0.0001
RE1,MINGEO,2028,0.0001
RE1,MINGEO,2029,0.0001
RE1,MINGEO,2030,0.0001
RE1,MINGEO,2031,0.0001
RE1,MINGEO,2032,0.0001
RE1,MINGEO,2033,0.0001
RE1,MINGEO,2034,0.0001
RE1,MINGEO,2035,0.0001
RE1,MINGEO,2036,0.0001
RE1,MINGEO,2037,0.0001
RE1,MINGEO,2038,0.0001
RE1,MINGEO,2039,0.0001
RE1,MINGEO,2040,0.0001
RE1,MINGEO,2041,0.0001
RE1,MINGEO,2042,0.0001
RE1,MINGEO,2043,0.0001
RE1,MINGEO,2044,0.0001
RE1,MINGEO,2045,0.0001
RE1,MINGEO,2046,0.0001
RE1,MINGEO,2047,0.0001
RE1,MINGEO,2048,0.0001
RE1,MINGEO,2049,0.0001
RE1,MINGEO,2050,0.0001
RE1,MINGEO,2051,0.0001
RE1,MINGEO,2052,0.0001
RE1,MINGEO,2053,0.0001
RE1,MINGEO,2054,0.0001
RE1,MINGEO,2055,0.0001
RE1,MINGEO,2056,0.0001
RE1,MINGEO,2057,0.0001
RE1,MINGEO,2058,0.0001
RE1,MINGEO,2059,0.0001
RE1,MINGEO,2060,0.0001
RE1,MINGEO,2061,0.0001
RE1,MINGEO,2062,0.0001
RE1,MINGEO,2063,0.0001
RE1,MINGEO,2064,0.0001
RE1,MINGEO,2065,0.0001
RE1,MINGEO,2066,0.0001
RE1,MINGEO,2067,0.0001
RE1,MINGEO,2068,0.0001
RE1,MINGEO,2069,0.0001
RE1,MINHYD,2015,0.0052
RE1,MINHYD,2016,0.0052
RE1,MINHYD,2017,0.0052
RE1,MINHYD,2018,0.0052
RE1,MINHYD,2019,0.0052
RE1,MINHYD,2020,0.0052
RE1,MINHYD,2021,0.0052
RE1,MINHYD,2022,0.0052
RE1,MINHYD,2023,0.0052
RE1,MINHYD,2024,0.0052
RE1,MINHYD,2025,0.0052
RE1,MINHYD,2026,0.0052
RE1,MINHYD,2027,0.0052
RE1,MINHYD,2028,0.0052
RE1,MINHYD,2029,0.0052
RE1,MINHYD,2030,0.0062
RE1,MINHYD,2031,0.0062
RE1,MINHYD,2032,0.0072
RE1,MINHYD,2033,0.0072
RE1,MINHYD,2034,0.0072
RE1,MINHYD,2035,0.0072
RE1,MINHYD,2036,0.0072
RE1,MINHYD,2037,0.0072
RE1,MINHYD,2038,0.0072
RE1,MINHYD,2039,0.0072
RE1,MINHYD,2040,0.0072
RE1,MINHYD,2041,0.0072
RE1,MINHYD,2042,0.0072
RE1,MINHYD,2043,0.0072
RE1,MINHYD,2044,0.0072
RE1,MINHYD,2045,0.0072
RE1,MINHYD,2046,0.0072
RE1,MINHYD,2047,0.0072
RE1,MINHYD,2048,0.0072
RE1,MINHYD,2049,0.0072
RE1,MINHYD,2050,0.0072
RE1,MINHYD,2051,0.002
RE1,MINHYD,2052,0.002
RE1,MINHYD,2053,0.002
RE1,MINHYD,2054,0.002
RE1,MINHYD,2055,0.002
RE1,MINHYD,2056,0.002
RE1,MINHYD,2057,0.002
RE1,MINHYD,2058,0.002
RE1,MINHYD,2059,0.002
RE1,MINHYD,2060,0.002
RE1,MINHYD,2061,0.002
RE1,MINHYD,2062,0.002
RE1,MINHYD,2063,0.002
RE1,MINHYD,2064,0.0072
RE1,MINHYD,2065,0.0072
RE1,MINHYD,2066,0.0072
RE1,MINHYD,2067,0.0072
RE1,MINHYD,2068,0.0072
RE1,MINHYD,2069,0.0072
RE1,MINHYD,2070,0.0023
RE1,PWRBIO001,2032,4524.0355
RE1,PWRCOA001,2019,33426.659
RE1,PWRCOA001,2020,1984.0563
RE1,PWRCOA001,2021,1395.9482
RE1,PWRCOA001,2022,1753.9919
RE1,PWRCOA001,2023,1752.8433
RE1,PWRCOA001,2024,1751.6958
RE1,PWRCOA001,2025,7177.3335
RE1,PWRCOA001,2026,1867.8302
RE1,PWRCOA001,2027,1866.5342
RE1,PWRCOA001,2028,4920.9548
RE1,PWRCOA001,2032,1896.7919
RE1,PWRGEO,2025,20.1194
RE1,PWRSOL001,2025,75026.082
RE1,PWRSOL001,2026,7952.2566
RE1,PWRSOL001,2027,8116.8182
RE1,PWRSOL001,2028,14183.201
RE1,PWRSOL001,2029,19062.047
RE1,PWRSOL001,2030,25446.657
RE1,PWRSOL001,2031,18017.48
RE1,PWRSOL001,2033,7511.8481
RE1,PWRSOL001,2034,2610.7293
RE1,PWRSOL001,2038,4862.2628
RE1,PWRSOL001,2039,23154.169
RE1,PWRSOL001,2040,22551.672
RE1,PWRSOL001,2041,19574.425
RE1,PWRSOL001,2042,16998.435
RE1,PWRSOL001,2043,20408.412
RE1,PWRSOL001,2044,1507.1287
RE1,PWRSOL001,2045,178.7039
RE1,PWRSOL001,2049,3022.6684
RE1,PWRSOL001,2050,24837.183
RE1,PWRSOL001,2051,9637.6805
RE1,PWRSOL001,2052,7047.6115
RE1,PWRSOL001,2053,6833.0448
RE1,PWRSOL001,2054,6881.8051
RE1,PWRSOL001,2055,81825.403
RE1,PWRSOL001,2056,8918.0456
RE1,PWRSOL001,2057,9829.2439
RE1,PWRSOL001,2058,15264.686
RE1,PWRSOL001,2059,19432.13
RE1,PWRSOL001,2060,4009.8809
RE1,PWRSOL001,2061,22419.452
RE1,PWRSOL001,2062,22050.333
RE1,PWRSOL001,2063,22500.715
RE1,PWRSOL001,2064,12830.412
RE1,PWRSOL001,2065,13024.188
RE1,PWRSOL001,2066,13789.761
RE1,PWRSOL001,2067,4717.7069
RE1,PWRSOL001,2068,9000.3104
RE1,PWRSOL001,2069,25186.913
RE1,PWRHYD001,2030,1361.7519
RE1,PWRHYD001,2064,6830.403
RE1,PWRHYD002,2030,54.8815
RE1,PWRHYD002,2064,275.28
RE1,PWRHYD003,2032,1575.0
RE1,PWRWND001,2032,2743.0799
RE1,PWRWND001,2033,30186.547
RE1,PWRWND001,2034,29807.303
RE1,PWRWND001,2035,29572.889
RE1,PWRWND001,2036,28924.507
RE1,PWRWND001,2037,32086.262
RE1,PWRWND001,2038,24566.287
RE1,PWRWND001,2039,19231.625
RE1,PWRWND001,2040,20688.046
RE1,PWRWND001,2041,25974.406
RE1,PWRWND001,2042,30852.081
RE1,PWRWND001,2043,27336.007
RE1,PWRWND001,2044,56137.062
RE1,PWRWND001,2045,62312.302
RE1,PWRWND002,2046,56383.566
RE1,PWRWND002,2047,62696.083
RE1,PWRWND002,2048,60824.05
RE1,PWRWND002,2064,20645.64
RE1,PWRWND002,2065,34588.793
RE1,PWRWND002,2066,34026.481
RE1,PWRWND002,2067,38252.552
RE1,PWRWND002,2068,31187.43
RE1,PWRWND002,2069,25833.134
RE1,PWRSOL001S,2031,2315.7926
RE1,PWRSOL001S,2032,22236.051
RE1,PWRSOL001S,2033,3140.7442
RE1,PWRSOL001S,2034,10173.44
RE1,PWRSOL001S,2035,14315.368
RE1,PWRSOL001S,2036,17070.34
RE1,PWRSOL001S,2037,12102.089
RE1,PWRSOL001S,2038,14494.071
RE1,PWRSOL001S,2049,16986.39
RE1,PWRSOL001S,2066,1757.6723
RE1,PWRSOL001S,2067,7572.9634
RE1,PWRSOL001S,2068,10495.768
RE1,PWRTRNIMP,2015,0.0003
RE1,PWRTRNIMP,2016,0.0004
RE1,PWRTRNIMP,2017,0.0004
RE1,PWRTRNIMP,2018,0.0005
RE1,PWRTRNIMP,2019,0.0005
RE1,PWRTRNIMP,2020,0.0005
RE1,PWRTRNIMP,2021,0.0005
RE1,PWRTRNIMP,2022,0.0005
RE1,PWRTRNIMP,2023,0.0005
RE1,PWRTRNIMP,2024,0.0005
RE1,PWRTRNIMP,2025,0.0007
RE1,PWRTRNIMP,2026,0.0007
RE1,PWRTRNIMP,2027,0.0007
RE1,PWRTRNIMP,2028,0.0007
RE1,PWRTRNIMP,2029,0.0006
RE1,PWRTRNIMP,2030,0.0006
RE1,PWRTRNIMP,2031,0.0007
RE1,PWRTRNIMP,2032,0.0009
RE1,PWRTRNIMP,2033,0.0009
RE1,PWRTRNIMP,2034,0.0009
RE1,PWRTRNIMP,2035,0.001
RE1,PWRTRNIMP,2036,0.0012
RE1,PWRTRNIMP,2037,0.0013
RE1,PWRTRNIMP,2038,0.0014
RE1,PWRTRNIMP,2039,0.0015
RE1,PWRTRNIMP,2040,0.0016
RE1,PWRTRNIMP,2041,0.0017
RE1,PWRTRNIMP,2042,0.0018
RE1,PWRTRNIMP,2043,0.0019
RE1,PWRTRNIMP,2044,0.0021
RE1,PWRTRNIMP,2045,0.0023
RE1,PWRTRNIMP,2046,0.0023
RE1,PWRTRNIMP,2047,0.0023
RE1,PWRTRNIMP,2048,0.0023
RE1,PWRTRNIMP,2049,0.0007
RE1,PWRTRNIMP,2050,0.0009
RE1,PWRTRNIMP,2051,0.0012
RE1,PWRTRNIMP,2052,0.0013
RE1,PWRTRNIMP,2053,0.0014
RE1,PWRTRNIMP,2054,0.0015
RE1,PWRTRNIMP,2055,0.0023
RE1,PWRTRNIMP,2056,0.0023
RE1,PWRTRNIMP,2057,0.0023
RE1,PWRTRNIMP,2058,0.0023
RE1,PWRTRNIMP,2059,0.0023
RE1,PWRTRNIMP,2060,0.0017
RE1,PWRTRNIMP,2061,0.0018
RE1,PWRTRNIMP,2062,0.0019
RE1,PWRTRNIMP,2063,0.0022
RE1,PWRTRNIMP,2064,0.0021
RE1,PWRTRNIMP,2065,0.002
RE1,PWRTRNIMP,2066,0.0019
RE1,PWRTRNIMP,2067,0.0018
RE1,PWRTRNIMP,2068,0.0017
RE1,PWRTRNIMP,2069,0.0016
RE1,PWRTRNIMP,2070,0.0003
RE1,PWRTRN,2025,1760.2674
RE1,PWRTRN,2026,525.0463
RE1,PWRTRN,2027,567.4431
RE1,PWRTRN,2028,868.7767
RE1,PWRTRN,2029,2454.3515
RE1,PWRTRN,2030,3733.4878
RE1,PWRTRN,2031,2925.1414
RE1,PWRTRN,2032,2420.246
RE1,PWRTRN,2033,2333.5935
RE1,PWRTRN,2034,2374.302
RE1,PWRTRN,2035,2313.6885
RE1,PWRTRN,2036,2672.6501
RE1,PWRTRN,2037,2323.0879
RE1,PWRTRN,2038,3251.9666
RE1,PWRTRN,2039,4624.2619
RE1,PWRTRN,2040,4647.8415
RE1,PWRTRN,2041,4261.012
RE1,PWRTRN,2042,3950.8911
RE1,PWRTRN,2043,4458.7895
RE1,PWRTRN,2044,1916.2921
RE1,PWRTRN,2045,1859.7625
RE1,PWRTRN,2046,1277.1011
RE1,PWRTRN,2049,7053.4624
RE1,PWRTRN,2050,4434.239
RE1,PWRTRN,2051,12477.724
RE1,PWRTRN,2052,1262.8574
RE1,PWRTRN,2053,1224.4093
RE1,PWRTRN,2054,1233.1466
RE1,PWRTRN,2055,4784.2736
RE1,PWRTRN,2056,529.7425
RE1,PWRTRN,2057,242.3758
RE1,PWRTRN,2062,1541.4464
RE1,PWRTRN,2063,1698.2966
RE1,PWRTRN,2064,641.9618
RE1,PWRTRN,2065,961.5891
RE1,PWRTRN,2066,987.9712
RE1,PWRTRN,2067,723.0464
RE1,PWRTRN,2068,728.4784
RE1,PWRTRN,2069,705.0485
RE1,PWRDIST,2025,517.9933
RE1,PWRDIST,2026,249.7192
RE1,PWRDIST,2027,269.8956
RE1,PWRDIST,2028,412.3682
RE1,PWRDIST,2029,1161.6299
RE1,PWRDIST,2030,1766.8233
RE1,PWRDIST,2031,1385.8799
RE1,PWRDIST,2032,1148.0468
RE1,PWRDIST,2033,1107.8076
RE1,PWRDIST,2034,1127.7894
RE1,PWRDIST,2035,1099.8336
RE1,PWRDIST,2036,1270.5021
RE1,PWRDIST,2037,1105.7694
RE1,PWRDIST,2038,1546.5607
RE1,PWRDIST,2039,2197.9277
RE1,PWRDIST,2040,2210.5339
RE1,PWRDIST,2041,2028.5218
RE1,PWRDIST,2042,1882.7202
RE1,PWRDIST,2043,2124.9586
RE1,PWRDIST,2044,919.4235
RE1,PWRDIST,2045,893.172
RE1,PWRDIST,2046,616.9797
RE1,PWRDIST,2049,3385.3357
RE1,PWRDIST,2050,2120.6571
RE1,PWRDIST,2051,6205.3761
RE1,PWRDIST,2052,600.6422
RE1,PWRDIST,2053,582.3555
RE1,PWRDIST,2054,586.5111
RE1,PWRDIST,2055,2275.5037
RE1,PWRDIST,2056,251.957
RE1,PWRDIST,2057,115.2792
RE1,PWRDIST,2062,733.1451
RE1,PWRDIST,2063,807.7465
RE1,PWRDIST,2064,305.3309
RE1,PWRDIST,2065,457.3525
RE1,PWRDIST,2066,469.9004
RE1,PWRDIST,2067,343.8964
RE1,PWRDIST,2068,346.48
RE1,PWRDIST,2069,335.3363
RE1,PWRHYD004,2032,175.0
RE1,PWRTRNEXP,2015,0.0
RE1,PWRTRNEXP,2016,0.0
RE1,PWRTRNEXP,2017,0.0
RE1,PWRTRNEXP,2018,0.0
RE1,PWRTRNEXP,2019,0.0
RE1,PWRTRNEXP,2020,0.0
RE1,PWRTRNEXP,2021,0.0
RE1,PWRTRNEXP,2022,0.0
RE1,PWRTRNEXP,2023,0.0
RE1,PWRTRNEXP,2024,0.0
RE1,PWRTRNEXP,2025,0.0
RE1,PWRTRNEXP,2026,0.0
RE1,PWRTRNEXP,2027,0.0
RE1,PWRTRNEXP,2028,0.0
RE1,PWRTRNEXP,2029,0.0001
RE1,PWRTRNEXP,2030,0.0001
RE1,PWRTRNEXP,2031,0.0001
RE1,PWRTRNEXP,2032,0.0001
RE1,PWRTRNEXP,2033,0.0001
RE1,PWRTRNEXP,2034,0.0001
RE1,PWRTRNEXP,2035,0.0001
RE1,PWRTRNEXP,2036,0.0001
RE1,PWRTRNEXP,2037,0.0001
RE1,PWRTRNEXP,2038,0.0001
RE1,PWRTRNEXP,2039,0.0001
RE1,PWRTRNEXP,2040,0.0001
RE1,PWRTRNEXP,2041,0.0001
RE1,PWRTRNEXP,2042,0.0001
RE1,PWRTRNEXP,2043,0.0001
RE1,PWRTRNEXP,2044,0.0001
RE1,PWRTRNEXP,2045,0.0001
RE1,PWRTRNEXP,2046,0.0001
RE1,PWRTRNEXP,2047,0.0001
RE1,PWRTRNEXP,2048,0.0001
RE1,PWRTRNEXP,2049,0.0001
RE1,PWRTRNEXP,2050,0.0001
RE1,PWRTRNEXP,2051,0.0001
RE1,PWRTRNEXP,2052,0.0001
RE1,PWRTRNEXP,2053,0.0001
RE1,PWRTRNEXP,2054,0.0001
RE1,PWRTRNEXP,2055,0.0001
RE1,PWRTRNEXP,2056,0.0001
RE1,PWRTRNEXP,2057,0.0001
RE1,PWRTRNEXP,2058,0.0001
RE1,PWRTRNEXP,2059,0.0001
RE1,PWRTRNEXP,2060,0.0001
RE1,PWRTRNEXP,2061,0.0001
RE1,PWRTRNEXP,2062,0.0001
RE1,PWRTRNEXP,2063,0.0001
RE1,PWRTRNEXP,2064,0.0001
RE1,PWRTRNEXP,2065,0.0001
RE1,PWRTRNEXP,2066,0.0001
RE1,PWRTRNEXP,2067,0.0001
RE1,PWRTRNEXP,2068,0.0001
RE1,PWRTRNEXP,2069,0.0001
RE1,PWRTRNEXP,2070,0.0
RE1,DEMTRAEVC,2025,5027.4894
RE1,DEMTRAEVC,2026,89.8661
RE1,DEMTRAEVC,2027,89.8512
RE1,DEMTRAEVC,2028,695.0984
RE1,DEMTRAEVC,2029,2795.2213
RE1,DEMTRAEVC,2030,2563.8811
RE1,DEMTRAEVC,2031,3772.0122
RE1,DEMTRAEVC,2032,1346.6944
RE1,DEMTRAEVC,2033,1322.2222
RE1,DEMTRAEVC,2034,1250.4965
RE1,DEMTRAEVC,2035,1626.2141
RE1,DEMTRAEVC,2036,1426.9598
RE1,DEMTRAEVC,2037,1190.598
RE1,DEMTRAEVC,2038,1212.5499
RE1,DEMTRAEVC,2039,1235.4053
RE1,DEMTRAEVC,2040,1111.0562
RE1,DEMTRAEVC,2041,1411.2103
RE1,DEMTRAEVC,2042,1285.8481
RE1,DEMTRAEVC,2043,1306.6074
RE1,DEMTRAEVC,2044,1327.3631
RE1,DEMTRAEVC,2045,534.8855
RE1,DEMTRAEVC,2046,1937.0883
RE1,DEMTRAEVC,2047,1382.1072
RE1,DEMTRAEVC,2048,1280.3391
RE1,DEMTRAEVC,2049,4300.9052
RE1,DEMTRAEVC,2050,6247.2181
RE1,DEMTRAEVC,2051,2346.9195
RE1,DEMTRAEVC,2052,2106.6299
RE1,DEMTRAEVC,2053,3440.2063
RE1,DEMTRAEVC,2054,755.3291
RE1,DEMTRAEVC,2056,1198.3477
RE1,DEMTRAEVC,2057,446.5476
RE1,DEMTRAEVC,2058,449.9994
RE1,DEMTRAEVC,2059,453.4781
RE1,DEMTRAEVC,2062,1236.5938
RE1,DEMTRAEVC,2063,602.6007
RE1,DEMTRAEVC,2064,463.7584
RE1,DEMTRAEVC,2065,467.3482
RE1,DEMTRAEVC,2066,470.9661
RE1,DEMTRAEVC,2067,474.6122
RE1,DEMTRAEVC,2068,478.2867
RE1,DEMTRAEVC,2069,481.9899
RE1,DEMTRAMCYELC,2025,14364.688
RE1,DEMTRAMCYELC,2026,227.2362
RE1,DEMTRAMCYELC,2027,197.6713
RE1,DEMTRAMCYELC,2028,168.1178
RE1,DEMTRAMCYELC,2029,2629.1032
RE1,DEMTRAMCYELC,2030,1744.0621
RE1,DEMTRAMCYELC,2031,2320.557
RE1,DEMTRAMCYELC,2032,91.9184
RE1,DEMTRAMCYELC,2033,25.1915
RE1,DEMTRAMCYELC,2034,0.0
RE1,DEMTRAMCYELC,2035,0.0001
RE1,DEMTRAMCYELC,2036,0.0
RE1,DEMTRAMCYELC,2037,0.0
RE1,DEMTRAMCYELC,2038,0.0
RE1,DEMTRAMCYELC,2039,0.0
RE1,DEMTRAMCYELC,2040,0.0009
RE1,DEMTRAMCYELC,2041,0.0001
RE1,DEMTRAMCYELC,2042,0.0
RE1,DEMTRAMCYELC,2043,0.0
RE1,DEMTRAMCYELC,2044,0.0003
RE1,DEMTRAMCYELC,2045,0.0001
RE1,DEMTRAMCYELC,2046,0.0006
RE1,DEMTRAMCYELC,2047,0.0001
RE1,DEMTRAMCYELC,2048,0.0
RE1,DEMTRAMCYELC,2049,0.0
RE1,DEMTRAMCYELC,2052,0.0001
RE1,DEMTRAMCYELC,2053,0.0001
RE1,DEMTRAMCYELC,2054,0.0001
RE1,DEMTRAMCYELC,2055,0.0009
RE1,DEMTRAMCYELC,2056,0.0002
RE1,DEMTRAMCYELC,2057,0.0001
RE1,DEMTRAMCYELC,2058,0.0001
RE1,DEMTRAMCYELC,2059,0.0004
RE1,DEMTRAMCYELC,2060,0.0002
RE1,DEMTRAMCYELC,2061,0.0006
RE1,DEMTRAMCYELC,2062,0.0001
RE1,DEMTRAMCYELC,2063,0.0001
RE1,DEMTRAMCYELC,2064,0.0
RE1,DEMTRAMCYELC,2065,0.0
RE1,DEMTRAMCYELC,2066,0.0
RE1,DEMTRAMCYELC,2067,0.0001
RE1,DEMTRAMCYELC,2068,0.0001
RE1,DEMTRAMCYELC,2069,0.0001
RE1,DEMTRAMCYELC,2070,0.0007
RE1,DEMTRACARELC,2037,160201.12
RE1,DEMTRACARELC,2038,150811.33
RE1,DEMTRACARELC,2039,141018.19
RE1,DEMTRACARELC,2040,130558.92
RE1,DEMTRACARELC,2041,118818.04
RE1,DEMTRACARELC,2042,107321.23
RE1,DEMTRACARELC,2043,95333.251
RE1,DEMTRACARELC,2044,82854.24
RE1,DEMTRACARELC,2045,69884.36
RE1,DEMTRACARELC,2046,54521.382
RE1,DEMTRACARELC,2047,40911.131
