r,t,f,y,ProductionByTechnologyAnnual
RE1,DEMRESELC,RESELC,2066,11.3995
RE1,DEMRESELC,RESELC,2067,11.5267
RE1,DEMRESELC,RESELC,2068,11.6553
RE1,DEMRESELC,RESELC,2069,11.7853
RE1,DEMRESELC,RESELC,2070,42.1905
RE1,DEMRESHEBIO,RESHEL,2015,84.502
RE1,DEMRESHEBIO,RESHEL,2016,80.3936
RE1,DEMRESHEBIO,RESHEL,2017,81.5773
RE1,DEMRESHEBIO,RESHEL,2018,84.502
RE1,DEMRESHEBIO,RESHEL,2019,86.6177
RE1,DEMRESHEBIO,RESHEL,2020,88.7281
RE1,DEMRESHEBIO,RESHEL,2021,90.2975
RE1,DEMRESHEBIO,RESHEL,2022,91.8632
RE1,DEMRESHEBIO,RESHEL,2023,93.4254
RE1,DEMRESHEBIO,RESHEL,2024,94.9844
RE1,DEMRESHEBIO,RESHEL,2025,96.5403
RE1,DEMRESHEBIO,RESHEL,2026,98.2455
RE1,DEMRESHEBIO,RESHEL,2027,99.9472
RE1,DEMRESHEBIO,RESHEL,2028,101.6457
RE1,DEMRESHEBIO,RESHEL,2029,103.3411
RE1,DEMRESHEBIO,RESHEL,2030,105.0337
RE1,DEMRESHEBIO,RESHEL,2031,105.0337
RE1,DEMRESHEBIO,RESHEL,2032,105.0337
RE1,DEMRESHEBIO,RESHEL,2033,88.5086
RE1,DEMRESHEBIO,RESHEL,2034,85.2381
RE1,DEMRESHEBIO,RESHEL,2035,81.4535
RE1,DEMRESHEBIO,RESHEL,2036,79.7632
RE1,DEMRESHEBIO,RESHEL,2037,62.8193
RE1,DEMRESHEBIO,RESHEL,2038,64.1488
RE1,DEMRESHEBIO,RESHEL,2039,65.4763
RE1,DEMRESHEBIO,RESHEL,2040,55.214
RE1,DEMRESHEBIO,RESHEL,2041,56.5374
RE1,DEMRESHEBIO,RESHEL,2042,57.8592
RE1,DEMRESHEBIO,RESHEL,2043,57.6092
RE1,DEMRESHEBIO,RESHEL,2044,52.195
RE1,DEMRESHEBIO,RESHEL,2045,6.7593
RE1,DEMRESHEBIO,RESHEL,2046,6.7593
RE1,DEMRESHEBIO,RESHEL,2047,4.9287
RE1,DEMRESHEBIO,RESHEL,2048,0.6337
RE1,DEMRESHEEL,RESHEL,2031,1.5501
RE1,DEMRESHEEL,RESHEL,2032,3.0955
RE1,DEMRESHEEL,RESHEL,2033,21.1615
RE1,DEMRESHEEL,RESHEL,2034,25.9688
RE1,DEMRESHEEL,RESHEL,2035,31.2862
RE1,DEMRESHEEL,RESHEL,2036,34.3105
RE1,DEMRESHEEL,RESHEL,2037,52.586
RE1,DEMRESHEEL,RESHEL,2038,52.586
RE1,DEMRESHEEL,RESHEL,2039,52.586
RE1,DEMRESHEEL,RESHEL,2040,64.1738
RE1,DEMRESHEEL,RESHEL,2041,64.1738
RE1,DEMRESHEEL,RESHEL,2042,64.1738
RE1,DEMRESHEEL,RESHEL,2043,65.7442
RE1,DEMRESHEEL,RESHEL,2044,72.4775
RE1,DEMRESHEEL,RESHEL,2045,119.2309
RE1,DEMRESHEEL,RESHEL,2046,120.2294
RE1,DEMRESHEEL,RESHEL,2047,123.058
RE1,DEMRESHEEL,RESHEL,2048,128.3503
RE1,DEMRESHEEL,RESHEL,2049,129.9808
RE1,DEMRESHEEL,RESHEL,2050,130.9771
RE1,DEMRESHEEL,RESHEL,2051,131.9979
RE1,DEMRESHEEL,RESHEL,2052,133.0267
RE1,DEMRESHEEL,RESHEL,2053,134.0635
RE1,DEMRESHEEL,RESHEL,2054,135.1084
RE1,DEMRESHEEL,RESHEL,2055,136.1614
RE1,DEMRESHEEL,RESHEL,2056,137.2227
RE1,DEMRESHEEL,RESHEL,2057,138.2922
RE1,DEMRESHEEL,RESHEL,2058,139.37
RE1,DEMRESHEEL,RESHEL,2059,140.4563
RE1,DEMRESHEEL,RESHEL,2060,141.551
RE1,DEMRESHEEL,RESHEL,2061,142.6542
RE1,DEMRESHEEL,RESHEL,2062,143.7661
RE1,DEMRESHEEL,RESHEL,2063,144.8866
RE1,DEMRESHEEL,RESHEL,2064,146.0158
RE1,DEMRESHEEL,RESHEL,2065,147.1539
RE1,DEMRESHEEL,RESHEL,2066,148.3008
RE1,DEMRESHEEL,RESHEL,2067,149.4566
RE1,DEMRESHEEL,RESHEL,2068,150.6215
RE1,DEMRESHEEL,RESHEL,2069,151.7954
RE1,DEMRESHEEL,RESHEL,2070,152.9785
RE1,DEMRESHEOIL,RESHEL,2015,0.0663
RE1,DEMTRABUSELC,TRABUS,2028,34.1956
RE1,DEMTRABUSELC,TRABUS,2029,95.8368
RE1,DEMTRABUSELC,TRABUS,2030,159.5318
RE1,DEMTRABUSELC,TRABUS,2031,224.5823
RE1,DEMTRABUSELC,TRABUS,2032,291.3415
RE1,DEMTRABUSELC,TRABUS,2033,359.8081
RE1,DEMTRABUSELC,TRABUS,2034,429.9814
RE1,DEMTRABUSELC,TRABUS,2035,501.8603
RE1,DEMTRABUSELC,TRABUS,2036,574.832
RE1,DEMTRABUSELC,TRABUS,2037,574.832
RE1,DEMTRABUSELC,TRABUS,2038,574.832
RE1,DEMTRABUSELC,TRABUS,2039,574.832
RE1,DEMTRABUSELC,TRABUS,2040,574.832
RE1,DEMTRABUSELC,TRABUS,2041,574.832
RE1,DEMTRABUSELC,TRABUS,2042,574.832
RE1,DEMTRABUSELC,TRABUS,2043,574.832
RE1,DEMTRABUSELC,TRABUS,2044,574.832
RE1,DEMTRABUSELC,TRABUS,2045,574.832
RE1,DEMTRABUSELC,TRABUS,2046,574.832
RE1,DEMTRABUSELC,TRABUS,2047,574.832
RE1,DEMTRABUSELC,TRABUS,2048,544.5176
RE1,DEMTRABUSELC,TRABUS,2049,624.9466
RE1,DEMTRABUSELC,TRABUS,2050,706.5206
RE1,DEMTRABUSELC,TRABUS,2051,711.9011
RE1,DEMTRABUSELC,TRABUS,2052,717.3231
RE1,DEMTRABUSELC,TRABUS,2053,722.7871
RE1,DEMTRABUSELC,TRABUS,2054,728.2934
RE1,DEMTRABUSELC,TRABUS,2055,733.8422
RE1,DEMTRABUSELC,TRABUS,2056,739.434
RE1,DEMTRABUSELC,TRABUS,2057,745.069
RE1,DEMTRABUSELC,TRABUS,2058,750.7477
RE1,DEMTRABUSELC,TRABUS,2059,756.4703
RE1,DEMTRABUSELC,TRABUS,2060,762.2371
RE1,DEMTRABUSELC,TRABUS,2061,768.0486
RE1,DEMTRABUSELC,TRABUS,2062,773.9051
RE1,DEMTRABUSELC,TRABUS,2063,779.8069
RE1,DEMTRABUSELC,TRABUS,2064,785.7544
RE1,DEMTRABUSELC,TRABUS,2065,791.7479
RE1,DEMTRABUSELC,TRABUS,2066,797.7879
RE1,DEMTRABUSELC,TRABUS,2067,803.8745
RE1,DEMTRABUSELC,TRABUS,2068,810.0083
RE1,DEMTRABUSELC,TRABUS,2069,816.1896
RE1,DEMTRABUSELC,TRABUS,2070,822.4188
RE1,DEMTRABUSGSL,TRABUS,2015,424.8035
RE1,DEMTRABUSGSL,TRABUS,2016,441.0859
RE1,DEMTRABUSGSL,TRABUS,2017,451.2264
RE1,DEMTRABUSGSL,TRABUS,2018,462.1623
RE1,DEMTRABUSGSL,TRABUS,2019,472.7286
RE1,DEMTRABUSGSL,TRABUS,2020,483.2925
RE1,DEMTRABUSGSL,TRABUS,2021,491.7318
RE1,DEMTRABUSGSL,TRABUS,2022,500.1694
RE1,DEMTRABUSGSL,TRABUS,2023,508.6055
RE1,DEMTRABUSGSL,TRABUS,2024,517.04
RE1,DEMTRABUSGSL,TRABUS,2025,525.4732
RE1,DEMTRABUSGSL,TRABUS,2026,534.866
RE1,DEMTRABUSGSL,TRABUS,2027,544.2572
RE1,DEMTRABUSGSL,TRABUS,2028,519.4514
RE1,DEMTRABUSGSL,TRABUS,2029,467.1986
RE1,DEMTRABUSGSL,TRABUS,2030,412.8907
RE1,DEMTRABUSGSL,TRABUS,2031,355.6077
RE1,DEMTRABUSGSL,TRABUS,2032,296.6141
RE1,DEMTRABUSGSL,TRABUS,2033,235.9109
RE1,DEMTRABUSGSL,TRABUS,2034,173.4992
RE1,DEMTRABUSGSL,TRABUS,2035,109.38
RE1,DEMTRABUSGSL,TRABUS,2036,43.4823
RE1,DEMTRABUSGSL,TRABUS,2037,50.5553
RE1,DEMTRABUSGSL,TRABUS,2038,57.6273
RE1,DEMTRABUSGSL,TRABUS,2039,64.6984
RE1,DEMTRABUSGSL,TRABUS,2040,71.7685
RE1,DEMTRABUSGSL,TRABUS,2041,78.496
RE1,DEMTRABUSGSL,TRABUS,2042,85.2228
RE1,DEMTRABUSGSL,TRABUS,2043,91.949
RE1,DEMTRABUSGSL,TRABUS,2044,98.6746
RE1,DEMTRABUSGSL,TRABUS,2045,105.3995
RE1,DEMTRABUSGSL,TRABUS,2046,110.6579
RE1,DEMTRABUSGSL,TRABUS,2047,115.9159
RE1,DEMTRABUSGSL,TRABUS,2048,151.4882
RE1,DEMTRABUSGSL,TRABUS,2049,76.3168
RE1,DEMTRACARELC,TRACAR,2037,59.6191
RE1,DEMTRACARELC,TRACAR,2038,120.4794
RE1,DEMTRACARELC,TRACAR,2039,182.6321
RE1,DEMTRACARELC,TRACAR,2040,246.016
RE1,DEMTRACARELC,TRACAR,2041,310.217
RE1,DEMTRACARELC,TRACAR,2042,375.5916
RE1,DEMTRACARELC,TRACAR,2043,442.1399
RE1,DEMTRACARELC,TRACAR,2044,509.8614
RE1,DEMTRACARELC,TRACAR,2045,578.7561
RE1,DEMTRACARELC,TRACAR,2046,646.4613
RE1,DEMTRACARELC,TRACAR,2047,715.0827
RE1,DEMTRACARELC,TRACAR,2048,808.8716
RE1,DEMTRACARELC,TRACAR,2049,814.9817
RE1,DEMTRACARELC,TRACAR,2050,821.0916
RE1,DEMTRACARELC,TRACAR,2051,827.3445
RE1,DEMTRACARELC,TRACAR,2052,833.6458
RE1,DEMTRACARELC,TRACAR,2053,839.9959
RE1,DEMTRACARELC,TRACAR,2054,846.395
RE1,DEMTRACARELC,TRACAR,2055,852.8437
RE1,DEMTRACARELC,TRACAR,2056,859.3422
RE1,DEMTRACARELC,TRACAR,2057,865.8911
RE1,DEMTRACARELC,TRACAR,2058,872.4906
RE1,DEMTRACARELC,TRACAR,2059,879.1412
RE1,DEMTRACARELC,TRACAR,2060,885.8432
RE1,DEMTRACARELC,TRACAR,2061,892.5971
RE1,DEMTRACARELC,TRACAR,2062,899.4033
RE1,DEMTRACARELC,TRACAR,2063,906.2621
RE1,DEMTRACARELC,TRACAR,2064,913.1741
RE1,DEMTRACARELC,TRACAR,2065,920.1395
RE1,DEMTRACARELC,TRACAR,2066,927.1589
RE1,DEMTRACARELC,TRACAR,2067,934.2326
RE1,DEMTRACARELC,TRACAR,2068,941.3611
RE1,DEMTRACARELC,TRACAR,2069,948.5448
RE1,DEMTRACARELC,TRACAR,2070,955.784
RE1,DEMTRACARGSL,TRACAR,2015,493.6905
RE1,DEMTRACARGSL,TRACAR,2016,512.6133
RE1,DEMTRACARGSL,TRACAR,2017,524.3982
RE1,DEMTRACARGSL,TRACAR,2018,537.1075
RE1,DEMTRACARGSL,TRACAR,2019,549.3873
RE1,DEMTRACARGSL,TRACAR,2020,561.6642
RE1,DEMTRACARGSL,TRACAR,2021,571.4721
RE1,DEMTRACARGSL,TRACAR,2022,581.278
RE1,DEMTRACARGSL,TRACAR,2023,591.082
RE1,DEMTRACARGSL,TRACAR,2024,600.8844
RE1,DEMTRACARGSL,TRACAR,2025,610.6851
RE1,DEMTRACARGSL,TRACAR,2026,621.601
RE1,DEMTRACARGSL,TRACAR,2027,632.5152
RE1,DEMTRACARGSL,TRACAR,2028,643.4276
RE1,DEMTRACARGSL,TRACAR,2029,654.3385
RE1,DEMTRACARGSL,TRACAR,2030,665.2477
RE1,DEMTRACARGSL,TRACAR,2031,674.2749
RE1,DEMTRACARGSL,TRACAR,2032,683.2997
RE1,DEMTRACARGSL,TRACAR,2033,692.3221
RE1,DEMTRACARGSL,TRACAR,2034,701.3422
RE1,DEMTRACARGSL,TRACAR,2035,710.3603
RE1,DEMTRACARGSL,TRACAR,2036,718.5815
RE1,DEMTRACARGSL,TRACAR,2037,667.1824
RE1,DEMTRACARGSL,TRACAR,2038,614.5409
RE1,DEMTRACARGSL,TRACAR,2039,560.6059
RE1,DEMTRACARGSL,TRACAR,2040,505.4386
RE1,DEMTRACARGSL,TRACAR,2041,449.0562
RE1,DEMTRACARGSL,TRACAR,2042,391.4992
RE1,DEMTRACARGSL,TRACAR,2043,332.7678
RE1,DEMTRACARGSL,TRACAR,2044,272.8625
RE1,DEMTRACARGSL,TRACAR,2045,211.7832
RE1,DEMTRACARGSL,TRACAR,2046,150.1891
RE1,DEMTRACARGSL,TRACAR,2047,87.6785
RE1,DEMTRAEVC,ELCEV,2025,315.2839
RE1,DEMTRAEVC,ELCEV,2026,320.9196
RE1,DEMTRAEVC,ELCEV,2027,326.5544
RE1,DEMTRAEVC,ELCEV,2028,370.1454
RE1,DEMTRAEVC,ELCEV,2029,444.2001
RE1,DEMTRAEVC,ELCEV,2030,520.5338
RE1,DEMTRAEVC,ELCEV,2031,597.4004
RE1,DEMTRAEVC,ELCEV,2032,676.1623
RE1,DEMTRAEVC,ELCEV,2033,756.8184
RE1,DEMTRAEVC,ELCEV,2034,839.3677
RE1,DEMTRAEVC,ELCEV,2035,923.8091
RE1,DEMTRAEVC,ELCEV,2036,1009.0522
RE1,DEMTRAEVC,ELCEV,2037,1079.4731
RE1,DEMTRAEVC,ELCEV,2038,1151.2713
RE1,DEMTRAEVC,ELCEV,2039,1224.5034
RE1,DEMTRAEVC,ELCEV,2040,1299.1017
RE1,DEMTRAEVC,ELCEV,2041,1374.4012
RE1,DEMTRAEVC,ELCEV,2042,1451.0032
RE1,DEMTRAEVC,ELCEV,2043,1528.9075
RE1,DEMTRAEVC,ELCEV,2044,1608.1138
RE1,DEMTRAEVC,ELCEV,2045,1688.6218
RE1,DEMTRAEVC,ELCEV,2046,1766.9296
RE1,DEMTRAEVC,ELCEV,2047,1846.2541
RE1,DEMTRAEVC,ELCEV,2048,1919.8655
RE1,DEMTRAEVC,ELCEV,2049,2019.0784
RE1,DEMTRAEVC,ELCEV,2050,2119.562
RE1,DEMTRAEVC,ELCEV,2051,2135.7033
RE1,DEMTRAEVC,ELCEV,2052,2151.9694
RE1,DEMTRAEVC,ELCEV,2053,2168.3614
RE1,DEMTRAEVC,ELCEV,2054,2184.8802
RE1,DEMTRAEVC,ELCEV,2055,2201.5268
RE1,DEMTRAEVC,ELCEV,2056,2218.302
RE1,DEMTRAEVC,ELCEV,2057,2235.2072
RE1,DEMTRAEVC,ELCEV,2058,2252.2431
RE1,DEMTRAEVC,ELCEV,2059,2269.4109
RE1,DEMTRAEVC,ELCEV,2060,2286.7115
RE1,DEMTRAEVC,ELCEV,2061,2304.146
RE1,DEMTRAEVC,ELCEV,2062,2321.7155
RE1,DEMTRAEVC,ELCEV,2063,2339.4209
RE1,DEMTRAEVC,ELCEV,2064,2357.2633
RE1,DEMTRAEVC,ELCEV,2065,2375.2439
RE1,DEMTRAEVC,ELCEV,2066,2393.3636
RE1,DEMTRAEVC,ELCEV,2067,2411.6237
RE1,DEMTRAEVC,ELCEV,2068,2430.0251
RE1,DEMTRAEVC,ELCEV,2069,2448.569
RE1,DEMTRAEVC,ELCEV,2070,2467.2565
RE1,DEMTRAMCYELC,TRAMCY,2025,284.0396
RE1,DEMTRAMCYELC,TRAMCY,2026,289.1168
RE1,DEMTRAMCYELC,TRAMCY,2027,294.1931
RE1,DEMTRAMCYELC,TRAMCY,2028,299.2686
RE1,DEMTRAMCYELC,TRAMCY,2029,304.3435
RE1,DEMTRAMCYELC,TRAMCY,2030,309.4176
RE1,DEMTRAMCYELC,TRAMCY,2031,313.6162
RE1,DEMTRAMCYELC,TRAMCY,2032,317.8138
RE1,DEMTRAMCYELC,TRAMCY,2033,322.0102
RE1,DEMTRAMCYELC,TRAMCY,2034,326.2057
RE1,DEMTRAMCYELC,TRAMCY,2035,330.4002
RE1,DEMTRAMCYELC,TRAMCY,2036,334.224
RE1,DEMTRAMCYELC,TRAMCY,2037,338.0472
RE1,DEMTRAMCYELC,TRAMCY,2038,341.8699
RE1,DEMTRAMCYELC,TRAMCY,2039,345.6921
RE1,DEMTRAMCYELC,TRAMCY,2040,349.5138
RE1,DEMTRAMCYELC,TRAMCY,2041,353.1503
RE1,DEMTRAMCYELC,TRAMCY,2042,356.7864
RE1,DEMTRAMCYELC,TRAMCY,2043,360.4222
RE1,DEMTRAMCYELC,TRAMCY,2044,364.0576
RE1,DEMTRAMCYELC,TRAMCY,2045,367.6928
RE1,DEMTRAMCYELC,TRAMCY,2046,370.5351
RE1,DEMTRAMCYELC,TRAMCY,2047,373.3773
RE1,DEMTRAMCYELC,TRAMCY,2048,376.2193
RE1,DEMTRAMCYELC,TRAMCY,2049,379.0613
RE1,DEMTRAMCYELC,TRAMCY,2050,381.9031
RE1,DEMTRAMCYELC,TRAMCY,2051,384.8114
RE1,DEMTRAMCYELC,TRAMCY,2052,387.7422
RE1,DEMTRAMCYELC,TRAMCY,2053,390.6957
RE1,DEMTRAMCYELC,TRAMCY,2054,393.6721
RE1,DEMTRAMCYELC,TRAMCY,2055,396.6715
RE1,DEMTRAMCYELC,TRAMCY,2056,399.694
RE1,DEMTRAMCYELC,TRAMCY,2057,402.74
RE1,DEMTRAMCYELC,TRAMCY,2058,405.8096
RE1,DEMTRAMCYELC,TRAMCY,2059,408.9029
RE1,DEMTRAMCYELC,TRAMCY,2060,412.0201
RE1,DEMTRAMCYELC,TRAMCY,2061,415.1615
RE1,DEMTRAMCYELC,TRAMCY,2062,418.3271
RE1,DEMTRAMCYELC,TRAMCY,2063,421.5173
RE1,DEMTRAMCYELC,TRAMCY,2064,424.7321
RE1,DEMTRAMCYELC,TRAMCY,2065,427.9719
RE1,DEMTRAMCYELC,TRAMCY,2066,431.2367
RE1,DEMTRAMCYELC,TRAMCY,2067,434.5268
RE1,DEMTRAMCYELC,TRAMCY,2068,437.8424
RE1,DEMTRAMCYELC,TRAMCY,2069,441.1836
RE1,DEMTRAMCYELC,TRAMCY,2070,444.5507
RE1,DEMTRAMCYGSL,TRAMCY,2015,229.6235
RE1,DEMTRAMCYGSL,TRAMCY,2016,238.4248
RE1,DEMTRAMCYGSL,TRAMCY,2017,243.9061
RE1,DEMTRAMCYGSL,TRAMCY,2018,249.8174
RE1,DEMTRAMCYGSL,TRAMCY,2019,255.529
RE1,DEMTRAMCYGSL,TRAMCY,2020,261.2392
RE1,DEMTRAMCYGSL,TRAMCY,2021,265.801
RE1,DEMTRAMCYGSL,TRAMCY,2022,270.3618
RE1,DEMTRAMCYGSL,TRAMCY,2023,274.9219
RE1,DEMTRAMCYGSL,TRAMCY,2024,279.4811
RE1,IMPCOA,COA,2027,649.3658
RE1,IMPCOA,COA,2028,2733.0321
RE1,IMPCOA,COA,2029,2683.011
RE1,IMPCOA,COA,2030,2625.8728
RE1,IMPCOA,COA,2031,2707.3818
RE1,IMPCOA,COA,2032,2635.8366
RE1,IMPCOA,COA,2033,2556.357
RE1,IMPCOA,COA,2034,2468.9526
RE1,IMPCOA,COA,2035,2387.7923
RE1,IMPCOA,COA,2036,2284.8536
RE1,IMPCOA,COA,2037,2165.0587
RE1,IMPCOA,COA,2038,2038.6714
RE1,IMPCOA,COA,2039,1872.401
RE1,IMPCOA,COA,2040,1705.4694
RE1,IMPCOA,COA,2041,1560.6619
RE1,IMPCOA,COA,2042,1412.5128
RE1,IMPCOA,COA,2043,1258.0348
RE1,IMPCOA,COA,2044,1115.6296
RE1,IMPCOA,COA,2045,960.761
RE1,IMPCOA,COA,2046,781.5618
RE1,IMPCOA,COA,2047,597.1535
RE1,IMPCOA,COA,2048,403.645
RE1,IMPCOA,COA,2049,204.0188
RE1,IMPLFO,LFO,2015,5550.8604
RE1,IMPLFO,LFO,2016,5742.9386
RE1,IMPLFO,LFO,2017,5873.1208
RE1,IMPLFO,LFO,2018,6018.0954
RE1,IMPLFO,LFO,2019,6157.2481
RE1,IMPLFO,LFO,2020,6296.354
RE1,IMPLFO,LFO,2021,6407.2812
RE1,IMPLFO,LFO,2022,6518.1765
RE1,IMPLFO,LFO,2023,6629.0418
RE1,IMPLFO,LFO,2024,4812.394
RE1,IMPLFO,LFO,2025,5155.3183
RE1,IMPLFO,LFO,2026,5247.4693
RE1,IMPLFO,LFO,2027,5339.6051
RE1,IMPLFO,LFO,2028,5294.9438
RE1,IMPLFO,LFO,2029,5140.4866
RE1,IMPLFO,LFO,2030,4977.8011
RE1,IMPLFO,LFO,2031,4793.8056
RE1,IMPLFO,LFO,2032,4602.9546
RE1,IMPLFO,LFO,2033,4405.2537
RE1,IMPLFO,LFO,2034,4200.7078
RE1,IMPLFO,LFO,2035,3989.3214
RE1,IMPLFO,LFO,2036,3766.8364
RE1,IMPLFO,LFO,2037,3538.1331
RE1,IMPLFO,LFO,2038,3303.2135
RE1,IMPLFO,LFO,2039,3061.8231
RE1,IMPLFO,LFO,2040,2814.2673
RE1,IMPLFO,LFO,2041,2559.2651
RE1,IMPLFO,LFO,2042,2298.3873
RE1,IMPLFO,LFO,2043,2031.6354
RE1,IMPLFO,LFO,2044,1759.0106
RE1,IMPLFO,LFO,2045,1480.5143
RE1,IMPLFO,LFO,2046,1193.5769
RE1,IMPLFO,LFO,2047,902.0562
RE1,IMPLFO,LFO,2048,605.9528
RE1,IMPLFO,LFO,2049,305.2673
RE1,INDENEFFDP,INDELC,2025,459.1743
RE1,INDENEFFDP,INDELC,2026,472.2246
RE1,INDENEFFDP,INDELC,2027,485.2749
RE1,INDENEFFDP,INDELC,2028,496.3036
RE1,INDENEFFDP,INDELC,2029,499.4444
RE1,INDENEFFDP,INDELC,2030,528.638
RE1,INDENEFFDP,INDELC,2031,543.6743
RE1,INDENEFFDP,INDELC,2032,561.4363
RE1,INDENEFFDP,INDELC,2033,576.5458
RE1,INDENEFFDP,INDELC,2034,591.6553
RE1,INDENEFFDP,INDELC,2035,603.819
RE1,INDENEFFDP,INDELC,2036,615.9242
RE1,INDENEFFDP,INDELC,2037,628.0293
RE1,INDENEFFDP,INDELC,2038,640.1345
RE1,INDENEFFDP,INDELC,2039,652.2396
RE1,INDENEFFDP,INDELC,2040,664.3448
RE1,INDENEFFDP,INDELC,2041,676.1987
RE1,INDENEFFDP,INDELC,2042,688.0524
RE1,INDENEFFDP,INDELC,2043,699.9063
RE1,INDENEFFDP,INDELC,2044,711.7601
RE1,INDENEFFDP,INDELC,2045,727.1442
RE1,INDENEFFDP,INDELC,2046,731.8678
RE1,INDENEFFDP,INDELC,2047,740.1217
RE1,INDENEFFDP,INDELC,2048,752.0267
RE1,INDENEFFDP,INDELC,2049,760.3208
RE1,INDENEFFDP,INDELC,2050,727.2346
RE1,INDENEFFDP,INDELC,2051,701.4454
RE1,INDENEFFDP,INDELC,2052,668.6433
RE1,INDENEFFDP,INDELC,2053,641.1461
RE1,INDENEFFDP,INDELC,2054,613.6489
RE1,INDENEFFDP,INDELC,2055,120.0953
RE1,INDENEFFDP,INDELC,2056,138.8503
RE1,INDENEFFDP,INDELC,2057,259.8049
RE1,INDENEFFDP,INDELC,2058,377.2949
RE1,INDENEFFDP,INDELC,2059,356.5067
RE1,INDENEFFDP,INDELC,2060,800.341
RE1,INDENEFFDP,INDELC,2061,800.341
RE1,INDENEFFDP,INDELC,2062,800.341
RE1,INDENEFFDP,INDELC,2063,856.0472
RE1,INDENEFFDP,INDELC,2064,893.393
RE1,INDENEFFDP,INDELC,2065,903.3587
RE1,INDENEFFDP,INDELC,2066,913.4355
RE1,INDENEFFDP,INDELC,2067,923.6247
RE1,INDENEFFDP,INDELC,2068,933.9276
RE1,INDENEFFDP,INDELC,2069,944.3455
RE1,INDENEFFDP,INDELC,2070,516.6819
RE1,INDENEFFGD,INDELC,2056,0.0
RE1,MINBIO,BIO,2015,1083.0722
RE1,MINBIO,BIO,2016,1039.3006
RE1,MINBIO,BIO,2017,1077.9026
RE1,MINBIO,BIO,2018,1116.6381
RE1,MINBIO,BIO,2019,1137.3915
RE1,MINBIO,BIO,2020,1170.5173
RE1,MINBIO,BIO,2021,1197.7543
RE1,MINBIO,BIO,2022,1212.6691
RE1,MINBIO,BIO,2023,1227.5592
RE1,MINBIO,BIO,2024,1242.4259
RE1,MINBIO,BIO,2025,1047.7255
RE1,MINBIO,BIO,2026,1018.9087
RE1,MINBIO,BIO,2027,988.9821
RE1,MINBIO,BIO,2028,957.9491
RE1,MINBIO,BIO,2029,925.8129
RE1,MINBIO,BIO,2030,892.5764
RE1,MINBIO,BIO,2031,748.3743
RE1,MINBIO,BIO,2032,717.779
RE1,MINBIO,BIO,2033,686.1887
RE1,MINBIO,BIO,2034,653.6075
RE1,MINBIO,BIO,2035,620.0393
RE1,MINBIO,BIO,2036,584.6656
RE1,MINBIO,BIO,2037,548.4332
RE1,MINBIO,BIO,2038,511.3438
RE1,MINBIO,BIO,2039,473.3993
RE1,MINBIO,BIO,2040,434.6014
RE1,MINBIO,BIO,2041,395.0202
RE1,MINBIO,BIO,2042,354.5741
RE1,MINBIO,BIO,2043,313.2644
RE1,MINBIO,BIO,2044,271.0921
RE1,MINBIO,BIO,2045,228.0583
RE1,MINBIO,BIO,2046,180.4831
RE1,MINBIO,BIO,2047,133.8949
RE1,MINBIO,BIO,2048,88.6243
RE1,MINBIO,BIO,2049,44.8826
RE1,MINCOA,COA,2015,1201.8754
RE1,MINCOA,COA,2016,1120.3443
RE1,MINCOA,COA,2017,1132.6138
RE1,MINCOA,COA,2018,1153.041
RE1,MINCOA,COA,2019,2821.0438
RE1,MINCOA,COA,2020,2935.6729
RE1,MINCOA,COA,2021,3016.1628
RE1,MINCOA,COA,2022,3114.3238
RE1,MINCOA,COA,2023,3212.4118
RE1,MINCOA,COA,2024,3310.4279
RE1,MINCOA,COA,2025,2840.3108
RE1,MINCOA,COA,2026,2811.6903
RE1,MINCOA,COA,2027,2126.5622
RE1,MINGEO,GEO,2025,1.4486
RE1,MINGEO,GEO,2026,1.4486
RE1,MINGEO,GEO,2027,1.4486
RE1,MINGEO,GEO,2028,1.4486
RE1,MINGEO,GEO,2029,1.4486
RE1,MINGEO,GEO,2030,1.4486
RE1,MINGEO,GEO,2031,1.4486
RE1,MINGEO,GEO,2032,1.4486
RE1,MINGEO,GEO,2033,1.4486
RE1,MINGEO,GEO,2034,1.4486
RE1,MINGEO,GEO,2035,1.4486
RE1,MINGEO,GEO,2036,1.4486
RE1,MINGEO,GEO,2037,1.4486
RE1,MINGEO,GEO,2038,1.4486
RE1,MINGEO,GEO,2039,1.4486
RE1,MINGEO,GEO,2040,1.4486
RE1,MINGEO,GEO,2041,1.4486
RE1,MINGEO,GEO,2042,1.4486
RE1,MINGEO,GEO,2043,1.4486
RE1,MINGEO,GEO,2044,1.4486
RE1,MINGEO,GEO,2045,1.4486
RE1,MINGEO,GEO,2046,1.2675
RE1,MINGEO,GEO,2047,1.2675
RE1,MINGEO,GEO,2048,1.2675
RE1,MINGEO,GEO,2049,1.4486
RE1,MINGEO,GEO,2050,1.4486
RE1,MINGEO,GEO,2051,1.4486
RE1,MINGEO,GEO,2052,1.4486
RE1,MINGEO,GEO,2053,1.4486
RE1,MINGEO,GEO,2054,1.4486
RE1,MINGEO,GEO,2055,1.4486
RE1,MINGEO,GEO,2056,1.4486
RE1,MINGEO,GEO,2057,1.2675
RE1,MINGEO,GEO,2058,1.2675
RE1,MINGEO,GEO,2059,1.2675
RE1,MINGEO,GEO,2060,1.4486
RE1,MINGEO,GEO,2061,1.4486
RE1,MINGEO,GEO,2062,1.4486
