r,t,y,AnnualFixedOperatingCost
RE1,PWRSOL001,2042,3018.4161
RE1,PWRSOL001,2043,3292.6398
RE1,PWRSOL001,2044,3312.8908
RE1,PWRSOL001,2045,3315.292
RE1,PWRSOL001,2046,3315.292
RE1,PWRSOL001,2047,3315.292
RE1,PWRSOL001,2048,3315.292
RE1,PWRSOL001,2049,3355.907
RE1,PWRSOL001,2050,3689.6393
RE1,PWRSOL001,2051,3819.1389
RE1,PWRSOL001,2052,3913.8362
RE1,PWRSOL001,2053,4005.6505
RE1,PWRSOL001,2054,4098.1199
RE1,PWRSOL001,2055,4456.8762
RE1,PWRSOL001,2056,4496.5998
RE1,PWRSOL001,2057,4545.213
RE1,PWRSOL001,2058,4601.3948
RE1,PWRSOL001,2059,4658.0127
RE1,PWRSOL001,2060,4432.8753
RE1,PWRSOL001,2061,4532.6519
RE1,PWRSOL001,2062,4828.9379
RE1,PWRSOL001,2063,5043.816
RE1,PWRSOL001,2064,5185.1796
RE1,PWRSOL001,2065,5360.183
RE1,PWRSOL001,2066,5545.4733
RE1,PWRSOL001,2067,5608.8641
RE1,PWRSOL001,2068,5667.1357
RE1,PWRSOL001,2069,5700.938
RE1,PWRSOL001,2070,5397.9157
RE1,PWRCSP002,2015,0.6202
RE1,PWRCSP002,2016,0.6202
RE1,PWRCSP002,2017,0.6202
RE1,PWRCSP002,2018,0.6202
RE1,PWRCSP002,2019,0.6202
RE1,PWRCSP002,2020,0.6202
RE1,PWRCSP002,2021,0.6202
RE1,PWRCSP002,2022,0.6202
RE1,PWRCSP002,2023,0.6202
RE1,PWRCSP002,2024,0.6202
RE1,PWRCSP002,2025,0.6202
RE1,PWRCSP002,2026,0.6202
RE1,PWRCSP002,2027,0.6202
RE1,PWRCSP002,2028,0.6202
RE1,PWRCSP002,2029,0.6202
RE1,PWRCSP002,2030,0.6202
RE1,PWRCSP002,2031,0.6202
RE1,PWRCSP002,2032,0.6202
RE1,PWRCSP002,2033,0.6202
RE1,PWRCSP002,2034,0.6202
RE1,PWRCSP002,2035,0.6202
RE1,PWRCSP002,2036,0.6202
RE1,PWRCSP002,2037,0.6202
RE1,PWRCSP002,2038,0.6202
RE1,PWRCSP002,2039,0.6202
RE1,PWRCSP002,2040,0.6202
RE1,PWRCSP002,2041,0.6202
RE1,PWRCSP002,2042,0.6202
RE1,PWRCSP002,2043,0.6202
RE1,PWRHYD001,2015,173.6578
RE1,PWRHYD001,2016,173.6578
RE1,PWRHYD001,2017,173.6578
RE1,PWRHYD001,2018,173.6578
RE1,PWRHYD001,2019,173.6578
RE1,PWRHYD001,2020,173.6578
RE1,PWRHYD001,2021,173.6578
RE1,PWRHYD001,2022,173.6578
RE1,PWRHYD001,2023,173.6578
RE1,PWRHYD001,2024,173.6578
RE1,PWRHYD001,2025,173.6578
RE1,PWRHYD001,2026,173.6578
RE1,PWRHYD001,2027,173.6578
RE1,PWRHYD001,2028,173.6578
RE1,PWRHYD001,2029,173.6578
RE1,PWRHYD001,2030,208.2794
RE1,PWRHYD001,2031,208.2794
RE1,PWRHYD001,2032,208.2794
RE1,PWRHYD001,2033,208.2794
RE1,PWRHYD001,2034,208.2794
RE1,PWRHYD001,2035,208.2794
RE1,PWRHYD001,2036,208.2794
RE1,PWRHYD001,2037,208.2794
RE1,PWRHYD001,2038,208.2794
RE1,PWRHYD001,2039,208.2794
RE1,PWRHYD001,2040,208.2794
RE1,PWRHYD001,2041,208.2794
RE1,PWRHYD001,2042,208.2794
RE1,PWRHYD001,2043,208.2794
RE1,PWRHYD001,2044,208.2794
RE1,PWRHYD001,2045,208.2794
RE1,PWRHYD001,2046,208.2794
RE1,PWRHYD001,2047,208.2794
RE1,PWRHYD001,2048,208.2794
RE1,PWRHYD001,2049,208.2794
RE1,PWRHYD001,2050,208.2794
RE1,PWRHYD001,2051,34.6215
RE1,PWRHYD001,2052,34.6215
RE1,PWRHYD001,2053,34.6215
RE1,PWRHYD001,2054,34.6215
RE1,PWRHYD001,2055,34.6215
RE1,PWRHYD001,2056,34.6215
RE1,PWRHYD001,2057,34.6215
RE1,PWRHYD001,2058,34.6215
RE1,PWRHYD001,2059,34.6215
RE1,PWRHYD001,2060,34.6215
RE1,PWRHYD001,2061,34.6215
RE1,PWRHYD001,2062,34.6215
RE1,PWRHYD001,2063,34.6215
RE1,PWRHYD001,2064,208.2794
RE1,PWRHYD001,2065,208.2794
RE1,PWRHYD001,2066,208.2794
RE1,PWRHYD001,2067,208.2794
RE1,PWRHYD001,2068,208.2794
RE1,PWRHYD001,2069,208.2794
RE1,PWRHYD001,2070,173.6578
RE1,PWRHYD002,2015,7.31
RE1,PWRHYD002,2016,7.31
RE1,PWRHYD002,2017,7.31
RE1,PWRHYD002,2018,7.31
RE1,PWRHYD002,2019,7.31
RE1,PWRHYD002,2020,7.31
RE1,PWRHYD002,2021,7.31
RE1,PWRHYD002,2022,7.31
RE1,PWRHYD002,2023,7.31
RE1,PWRHYD002,2024,7.31
RE1,PWRHYD002,2025,7.31
RE1,PWRHYD002,2026,7.31
RE1,PWRHYD002,2027,7.31
RE1,PWRHYD002,2028,7.31
RE1,PWRHYD002,2029,7.31
RE1,PWRHYD002,2030,8.7673
RE1,PWRHYD002,2031,8.7673
RE1,PWRHYD002,2032,8.7673
RE1,PWRHYD002,2033,8.7673
RE1,PWRHYD002,2034,8.7673
RE1,PWRHYD002,2035,8.7673
RE1,PWRHYD002,2036,8.7673
RE1,PWRHYD002,2037,8.7673
RE1,PWRHYD002,2038,8.7673
RE1,PWRHYD002,2039,8.7673
RE1,PWRHYD002,2040,8.7673
RE1,PWRHYD002,2041,8.7673
RE1,PWRHYD002,2042,8.7673
RE1,PWRHYD002,2043,8.7673
RE1,PWRHYD002,2044,8.7673
RE1,PWRHYD002,2045,8.7673
RE1,PWRHYD002,2046,8.7673
RE1,PWRHYD002,2047,8.7673
RE1,PWRHYD002,2048,8.7673
RE1,PWRHYD002,2049,8.7673
RE1,PWRHYD002,2050,8.7673
RE1,PWRHYD002,2051,1.4574
RE1,PWRHYD002,2052,1.4574
RE1,PWRHYD002,2053,1.4574
RE1,PWRHYD002,2054,1.4574
RE1,PWRHYD002,2055,1.4574
RE1,PWRHYD002,2056,1.4574
RE1,PWRHYD002,2057,1.4574
RE1,PWRHYD002,2058,1.4574
RE1,PWRHYD002,2059,1.4574
RE1,PWRHYD002,2060,1.4574
RE1,PWRHYD002,2061,1.4574
RE1,PWRHYD002,2062,1.4574
RE1,PWRHYD002,2063,1.4574
RE1,PWRHYD002,2064,8.7673
RE1,PWRHYD002,2065,8.7673
RE1,PWRHYD002,2066,8.7673
RE1,PWRHYD002,2067,8.7673
RE1,PWRHYD002,2068,8.7673
RE1,PWRHYD002,2069,8.7673
RE1,PWRHYD002,2070,7.31
RE1,PWRHYD003,2032,42.2348
RE1,PWRHYD003,2033,42.2348
RE1,PWRHYD003,2034,42.2348
RE1,PWRHYD003,2035,42.2348
RE1,PWRHYD003,2036,42.2348
RE1,PWRHYD003,2037,42.2348
RE1,PWRHYD003,2038,42.2348
RE1,PWRHYD003,2039,42.2348
RE1,PWRHYD003,2040,42.2348
RE1,PWRHYD003,2041,42.2348
RE1,PWRHYD003,2042,42.2348
RE1,PWRHYD003,2043,42.2348
RE1,PWRHYD003,2044,42.2348
RE1,PWRHYD003,2045,42.2348
RE1,PWRHYD003,2046,42.2348
RE1,PWRHYD003,2047,42.2348
RE1,PWRHYD003,2048,42.2348
RE1,PWRHYD003,2049,42.2348
RE1,PWRHYD003,2050,42.2348
RE1,PWRHYD003,2051,42.2348
RE1,PWRHYD003,2052,42.2348
RE1,PWRHYD003,2053,42.2348
RE1,PWRHYD003,2054,42.2348
RE1,PWRHYD003,2055,42.2348
RE1,PWRHYD003,2056,42.2348
RE1,PWRHYD003,2057,42.2348
RE1,PWRHYD003,2058,42.2348
RE1,PWRHYD003,2059,42.2348
RE1,PWRHYD003,2060,42.2348
RE1,PWRHYD003,2061,42.2348
RE1,PWRHYD003,2062,42.2348
RE1,PWRHYD003,2063,42.2348
RE1,PWRHYD003,2064,42.2348
RE1,PWRHYD003,2065,42.2348
RE1,PWRHYD003,2066,42.2348
RE1,PWRHYD003,2067,42.2348
RE1,PWRHYD003,2068,42.2348
RE1,PWRHYD003,2069,42.2348
RE1,PWRHYD003,2070,42.2348
RE1,PWRWND001,2015,28.6329
RE1,PWRWND001,2016,58.9376
RE1,PWRWND001,2017,69.1633
RE1,PWRWND001,2018,114.7315
RE1,PWRWND001,2019,147.5392
RE1,PWRWND001,2020,138.3238
RE1,PWRWND001,2021,136.1355
RE1,PWRWND001,2022,130.4592
RE1,PWRWND001,2023,124.7829
RE1,PWRWND001,2024,119.1066
RE1,PWRWND001,2025,113.4303
RE1,PWRWND001,2026,111.4494
RE1,PWRWND001,2027,109.4684
RE1,PWRWND001,2028,107.4874
RE1,PWRWND001,2029,105.5064
RE1,PWRWND001,2030,103.5254
RE1,PWRWND001,2031,100.592
RE1,PWRWND001,2032,211.0686
RE1,PWRWND001,2033,1452.7613
RE1,PWRWND001,2034,2640.1264
RE1,PWRWND001,2035,3778.4179
RE1,PWRWND001,2036,4958.5715
RE1,PWRWND001,2037,6285.1459
RE1,PWRWND001,2038,7300.8145
RE1,PWRWND001,2039,8095.9268
RE1,PWRWND001,2040,8951.2534
RE1,PWRWND001,2041,10025.139
RE1,PWRWND001,2042,11300.688
RE1,PWRWND001,2043,12430.868
RE1,PWRWND001,2044,14751.798
RE1,PWRWND001,2045,17328.038
RE1,PWRWND001,2046,17328.038
RE1,PWRWND001,2047,17284.04
RE1,PWRWND001,2048,17277.886
RE1,PWRWND001,2049,17277.886
RE1,PWRWND001,2050,17254.881
RE1,PWRWND001,2051,17254.881
RE1,PWRWND001,2052,17254.881
RE1,PWRWND001,2053,17254.881
RE1,PWRWND001,2054,17254.881
RE1,PWRWND001,2055,17254.881
RE1,PWRWND001,2056,17254.881
RE1,PWRWND001,2057,17254.881
RE1,PWRWND001,2058,17254.881
RE1,PWRWND001,2059,17254.881
RE1,PWRWND001,2060,17254.881
RE1,PWRWND001,2061,17254.881
RE1,PWRWND001,2062,17151.69
RE1,PWRWND001,2063,15980.954
RE1,PWRWND001,2064,14787.983
RE1,PWRWND001,2065,13565.321
RE1,PWRWND001,2066,12369.467
RE1,PWRWND001,2067,11042.892
RE1,PWRWND001,2068,10027.224
RE1,PWRWND001,2069,9232.1113
RE1,PWRWND001,2070,8376.7847
RE1,PWRWND002,2046,2331.1221
RE1,PWRWND002,2047,4904.4296
RE1,PWRWND002,2048,7379.2657
RE1,PWRWND002,2049,7318.78
RE1,PWRWND002,2050,7258.2942
RE1,PWRWND002,2051,7258.2942
RE1,PWRWND002,2052,7258.2942
RE1,PWRWND002,2053,7258.2942
RE1,PWRWND002,2054,7258.2942
RE1,PWRWND002,2055,7258.2942
RE1,PWRWND002,2056,7258.2942
RE1,PWRWND002,2057,7258.2942
RE1,PWRWND002,2058,7258.2942
RE1,PWRWND002,2059,7258.2942
RE1,PWRWND002,2060,7258.2942
RE1,PWRWND002,2061,7258.2942
RE1,PWRWND002,2062,7258.2942
RE1,PWRWND002,2063,7258.2942
RE1,PWRWND002,2064,8111.8675
RE1,PWRWND002,2065,9541.9066
RE1,PWRWND002,2066,10948.697
RE1,PWRWND002,2067,12530.211
RE1,PWRWND002,2068,13819.624
RE1,PWRWND002,2069,14887.669
RE1,PWRWND002,2070,14887.669
RE1,PWRSOL001S,2031,23.936
RE1,PWRSOL001S,2032,253.2825
RE1,PWRSOL001S,2033,280.7476
RE1,PWRSOL001S,2034,379.9732
RE1,PWRSOL001S,2035,520.1235
RE1,PWRSOL001S,2036,685.9175
RE1,PWRSOL001S,2037,797.391
RE1,PWRSOL001S,2038,930.2037
RE1,PWRSOL001S,2039,910.9574
RE1,PWRSOL001S,2040,890.6963
RE1,PWRSOL001S,2041,883.592
RE1,PWRSOL001S,2042,877.5026
RE1,PWRSOL001S,2043,870.3984
RE1,PWRSOL001S,2044,864.309
RE1,PWRSOL001S,2045,857.2047
RE1,PWRSOL001S,2046,851.1153
RE1,PWRSOL001S,2047,844.011
RE1,PWRSOL001S,2048,837.9216
RE1,PWRSOL001S,2049,1006.3887
RE1,PWRSOL001S,2050,999.0124
RE1,PWRSOL001S,2051,999.0124
RE1,PWRSOL001S,2052,999.0124
RE1,PWRSOL001S,2053,999.0124
RE1,PWRSOL001S,2054,999.0124
RE1,PWRSOL001S,2055,999.0124
RE1,PWRSOL001S,2056,999.0124
RE1,PWRSOL001S,2057,999.0124
RE1,PWRSOL001S,2058,999.0124
RE1,PWRSOL001S,2059,999.0124
RE1,PWRSOL001S,2060,999.0124
RE1,PWRSOL001S,2061,980.6514
RE1,PWRSOL001S,2062,800.701
RE1,PWRSOL001S,2063,774.7722
RE1,PWRSOL001S,2064,688.9728
RE1,PWRSOL001S,2065,565.7069
RE1,PWRSOL001S,2066,433.8149
RE1,PWRSOL001S,2067,403.5496
RE1,PWRSOL001S,2068,379.2102
RE1,PWRSOL001S,2069,379.2102
RE1,PWRSOL001S,2070,379.2102
RE1,PWRTRN,2015,181.0651
RE1,PWRTRN,2016,181.0651
RE1,PWRTRN,2017,181.0651
RE1,PWRTRN,2018,181.0651
RE1,PWRTRN,2019,181.0651
RE1,PWRTRN,2020,181.0651
RE1,PWRTRN,2021,181.0651
RE1,PWRTRN,2022,181.0651
RE1,PWRTRN,2023,181.0651
RE1,PWRTRN,2024,181.0651
RE1,PWRTRN,2025,210.5386
RE1,PWRTRN,2026,219.3298
RE1,PWRTRN,2027,228.8309
RE1,PWRTRN,2028,243.3774
RE1,PWRTRN,2029,284.4724
RE1,PWRTRN,2030,346.9849
RE1,PWRTRN,2031,395.9627
RE1,PWRTRN,2032,436.4866
RE1,PWRTRN,2033,475.5597
RE1,PWRTRN,2034,515.3144
RE1,PWRTRN,2035,554.0541
RE1,PWRTRN,2036,598.8043
RE1,PWRTRN,2037,637.7014
RE1,PWRTRN,2038,692.1514
RE1,PWRTRN,2039,769.5788
RE1,PWRTRN,2040,847.401
RE1,PWRTRN,2041,918.7462
RE1,PWRTRN,2042,984.8989
RE1,PWRTRN,2043,1059.5556
RE1,PWRTRN,2044,1091.6415
RE1,PWRTRN,2045,1122.7809
RE1,PWRTRN,2046,1144.1643
RE1,PWRTRN,2047,1144.1643
RE1,PWRTRN,2048,1144.1643
RE1,PWRTRN,2049,1262.2655
RE1,PWRTRN,2050,1336.5112
RE1,PWRTRN,2051,1364.3697
RE1,PWRTRN,2052,1385.5147
RE1,PWRTRN,2053,1406.0159
RE1,PWRTRN,2054,1426.6633
RE1,PWRTRN,2055,1506.7699
RE1,PWRTRN,2056,1515.6398
RE1,PWRTRN,2057,1519.698
RE1,PWRTRN,2058,1519.698
RE1,PWRTRN,2059,1519.698
RE1,PWRTRN,2060,1519.698
RE1,PWRTRN,2061,1519.698
RE1,PWRTRN,2062,1545.5076
RE1,PWRTRN,2063,1573.9434
RE1,PWRTRN,2064,1584.6922
RE1,PWRTRN,2065,1600.7928
RE1,PWRTRN,2066,1617.3351
RE1,PWRTRN,2067,1629.4416
RE1,PWRTRN,2068,1641.6391
RE1,PWRTRN,2069,1653.4442
RE1,PWRTRN,2070,1653.4442
RE1,PWRDIST,2015,90.5326
RE1,PWRDIST,2016,90.5326
RE1,PWRDIST,2017,90.5326
RE1,PWRDIST,2018,90.5326
RE1,PWRDIST,2019,90.5326
RE1,PWRDIST,2020,90.5326
RE1,PWRDIST,2021,90.5326
RE1,PWRDIST,2022,90.5326
RE1,PWRDIST,2023,90.5326
RE1,PWRDIST,2024,90.5326
RE1,PWRDIST,2025,99.1944
RE1,PWRDIST,2026,103.3701
RE1,PWRDIST,2027,107.8833
RE1,PWRDIST,2028,114.7788
RE1,PWRDIST,2029,134.2034
RE1,PWRDIST,2030,163.748
RE1,PWRDIST,2031,186.9224
RE1,PWRDIST,2032,206.1199
RE1,PWRDIST,2033,224.6445
RE1,PWRDIST,2034,243.5032
RE1,PWRDIST,2035,261.8945
RE1,PWRDIST,2036,283.1396
RE1,PWRDIST,2037,301.6301
RE1,PWRDIST,2038,327.4915
RE1,PWRDIST,2039,364.2449
RE1,PWRDIST,2040,401.2091
RE1,PWRDIST,2041,435.1297
RE1,PWRDIST,2042,466.6123
RE1,PWRDIST,2043,502.1455
RE1,PWRDIST,2044,517.52
RE1,PWRDIST,2045,532.4554
RE1,PWRDIST,2046,542.7725
RE1,PWRDIST,2047,542.7725
RE1,PWRDIST,2048,542.7725
RE1,PWRDIST,2049,599.3815
RE1,PWRDIST,2050,634.8428
RE1,PWRDIST,2051,648.0756
RE1,PWRDIST,2052,658.1195
RE1,PWRDIST,2053,667.8575
RE1,PWRDIST,2054,677.6651
RE1,PWRDIST,2055,715.7157
RE1,PWRDIST,2056,719.9289
RE1,PWRDIST,2057,721.8566
RE1,PWRDIST,2058,721.8566
RE1,PWRDIST,2059,721.8566
RE1,PWRDIST,2060,721.8566
RE1,PWRDIST,2061,721.8566
RE1,PWRDIST,2062,734.1161
RE1,PWRDIST,2063,747.6231
RE1,PWRDIST,2064,752.7288
RE1,PWRDIST,2065,760.3766
RE1,PWRDIST,2066,768.2342
RE1,PWRDIST,2067,773.9848
RE1,PWRDIST,2068,779.7786
RE1,PWRDIST,2069,785.386
RE1,PWRDIST,2070,785.386
RE1,PWRHYD004,2032,4.6928
RE1,PWRHYD004,2033,4.6928
RE1,PWRHYD004,2034,4.6928
RE1,PWRHYD004,2035,4.6928
RE1,PWRHYD004,2036,4.6928
RE1,PWRHYD004,2037,4.6928
RE1,PWRHYD004,2038,4.6928
RE1,PWRHYD004,2039,4.6928
RE1,PWRHYD004,2040,4.6928
RE1,PWRHYD004,2041,4.6928
RE1,PWRHYD004,2042,4.6928
RE1,PWRHYD004,2043,4.6928
RE1,PWRHYD004,2044,4.6928
RE1,PWRHYD004,2045,4.6928
RE1,PWRHYD004,2046,4.6928
RE1,PWRHYD004,2047,4.6928
RE1,PWRHYD004,2048,4.6928
RE1,PWRHYD004,2049,4.6928
RE1,PWRHYD004,2050,4.6928
RE1,PWRHYD004,2051,4.6928
RE1,PWRHYD004,2052,4.6928
RE1,PWRHYD004,2053,4.6928
RE1,PWRHYD004,2054,4.6928
RE1,PWRHYD004,2055,4.6928
RE1,PWRHYD004,2056,4.6928
RE1,PWRHYD004,2057,4.6928
RE1,PWRHYD004,2058,4.6928
RE1,PWRHYD004,2059,4.6928
RE1,PWRHYD004,2060,4.6928
RE1,PWRHYD004,2061,4.6928
RE1,PWRHYD004,2062,4.6928
RE1,PWRHYD004,2063,4.6928
RE1,PWRHYD004,2064,4.6928
RE1,PWRHYD004,2065,4.6928
RE1,PWRHYD004,2066,4.6928
RE1,PWRHYD004,2067,4.6928
RE1,PWRHYD004,2068,4.6928
RE1,PWRHYD004,2069,4.6928
RE1,PWRHYD004,2070,4.6928
RE1,DEMTRABUSELC,2028,343.5492
RE1,DEMTRABUSELC,2029,885.4498
RE1,DEMTRABUSELC,2030,1345.1252
RE1,DEMTRABUSELC,2031,1712.2757
RE1,DEMTRABUSELC,2032,1986.0249
RE1,DEMTRABUSELC,2033,2162.2275
RE1,DEMTRABUSELC,2034,2236.7425
RE1,DEMTRABUSELC,2035,2205.432
RE1,DEMTRABUSELC,2036,2061.9661
RE1,DEMTRABUSELC,2037,1597.8248
RE1,DEMTRABUSELC,2038,1133.6835
RE1,DEMTRABUSELC,2039,669.5421
RE1,DEMTRABUSELC,2040,205.4008
RE1,DEMTRAMCYGSL,2015,227.9531
