r,t,y,CapitalInvestment
RE1,IMPLFO,2033,0.5844
RE1,IMPLFO,2034,0.5921
RE1,IMPLFO,2035,0.5997
RE1,IMPLFO,2036,0.6066
RE1,IMPLFO,2037,0.6136
RE1,IMPLFO,2038,0.6205
RE1,IMPLFO,2039,0.6274
RE1,IMPLFO,2040,0.6344
RE1,IMPLFO,2041,0.641
RE1,IMPLFO,2042,0.6476
RE1,IMPLFO,2043,0.6542
RE1,IMPLFO,2044,0.6608
RE1,IMPLFO,2045,0.6674
RE1,IMPLFO,2046,0.6725
RE1,IMPLFO,2047,0.6777
RE1,IMPLFO,2048,0.6828
RE1,IMPLFO,2049,0.6849
RE1,IMPNGS,2015,0.0417
RE1,IMPNGS,2028,0.0446
RE1,IMPNGS,2029,0.0499
RE1,IMPNGS,2030,0.0538
RE1,IMPNGS,2031,0.0722
RE1,IMPNGS,2032,0.0766
RE1,IMPNGS,2033,0.0809
RE1,IMPNGS,2034,0.0853
RE1,IMPNGS,2035,0.0896
RE1,IMPNGS,2036,0.0934
RE1,IMPNGS,2037,0.1026
RE1,IMPNGS,2038,0.1061
RE1,IMPNGS,2039,0.1096
RE1,IMPNGS,2040,0.1131
RE1,IMPNGS,2041,0.1165
RE1,IMPNGS,2042,0.1227
RE1,IMPNGS,2043,0.1261
RE1,IMPNGS,2044,0.1295
RE1,IMPNGS,2045,0.1329
RE1,IMPNGS,2046,0.137
RE1,IMPNGS,2047,0.1418
RE1,IMPNGS,2048,0.1451
RE1,IMPNGS,2049,0.1488
RE1,IMPNGS,2050,0.3169
RE1,IMPNGS,2051,0.3215
RE1,IMPNGS,2052,0.3252
RE1,IMPNGS,2053,0.3291
RE1,IMPNGS,2054,0.3329
RE1,IMPNGS,2055,0.3369
RE1,IMPNGS,2056,0.3408
RE1,IMPNGS,2057,0.3448
RE1,IMPNGS,2058,0.3488
RE1,IMPNGS,2059,0.3545
RE1,IMPNGS,2060,0.3568
RE1,IMPNGS,2061,0.3611
RE1,IMPNGS,2062,0.3653
RE1,IMPNGS,2063,0.3696
RE1,IMPNGS,2064,0.3748
RE1,IMPNGS,2065,0.3792
RE1,IMPNGS,2066,0.3835
RE1,IMPNGS,2067,0.3879
RE1,IMPNGS,2068,0.3924
RE1,IMPNGS,2069,0.3969
RE1,MINNGS,2015,0.0378
RE1,MINNGS,2016,0.0797
RE1,MINNGS,2017,0.0807
RE1,MINNGS,2018,0.0615
RE1,MINNGS,2019,0.0673
RE1,MINNGS,2020,0.0726
RE1,MINNGS,2021,0.0763
RE1,MINNGS,2022,0.081
RE1,MINNGS,2023,0.0847
RE1,MINNGS,2024,0.0336
RE1,MINNGS,2025,0.0336
RE1,MINNGS,2026,0.037
RE1,MINNGS,2027,0.0408
RE1,MINSOL,2015,0.0019
RE1,MINSOL,2016,0.0033
RE1,MINSOL,2017,0.0037
RE1,MINSOL,2018,0.004
RE1,MINSOL,2019,0.0041
RE1,MINSOL,2020,0.0041
RE1,MINSOL,2021,0.0042
RE1,MINSOL,2022,0.0042
RE1,MINSOL,2023,0.0042
RE1,MINSOL,2024,0.0883
RE1,MINSOL,2025,0.0883
RE1,MINSOL,2026,0.0883
RE1,MINSOL,2027,0.0883
RE1,MINSOL,2028,0.0883
RE1,MINSOL,2029,0.0883
RE1,MINSOL,2030,0.0883
RE1,MINSOL,2031,0.0883
RE1,MINSOL,2032,0.0883
RE1,MINSOL,2033,0.0883
RE1,MINSOL,2034,0.0883
RE1,MINSOL,2035,0.0864
RE1,MINSOL,2036,0.085
RE1,MINSOL,2037,0.0846
RE1,MINSOL,2038,0.0843
RE1,MINSOL,2039,0.0842
RE1,MINSOL,2040,0.0842
RE1,MINSOL,2041,0.0841
RE1,MINSOL,2042,0.0841
RE1,MINSOL,2043,0.0841
RE1,MINSOL,2044,0.0841
RE1,MINSOL,2045,0.0841
RE1,MINSOL,2046,0.0841
RE1,MINSOL,2047,0.0841
RE1,MINSOL,2048,0.0841
RE1,MINSOL,2049,0.0841
RE1,MINSOL,2050,0.0841
RE1,MINSOL,2051,0.0841
RE1,MINSOL,2052,0.0841
RE1,MINSOL,2053,0.0811
RE1,MINWND,2015,0.0002
RE1,MINWND,2016,0.0003
RE1,MINWND,2017,0.0004
RE1,MINWND,2018,0.0007
RE1,MINWND,2019,0.001
RE1,MINWND,2020,0.001
RE1,MINWND,2021,0.001
RE1,MINWND,2022,0.001
RE1,MINWND,2023,0.001
RE1,MINWND,2024,0.001
RE1,MINWND,2025,0.001
RE1,MINWND,2026,0.001
RE1,MINWND,2027,0.001
RE1,MINWND,2028,0.001
RE1,MINWND,2029,0.001
RE1,MINWND,2030,0.001
RE1,MINWND,2031,0.001
RE1,MINWND,2032,0.001
RE1,MINWND,2033,0.001
RE1,MINWND,2034,0.001
RE1,MINWND,2035,0.001
RE1,MINWND,2036,0.0008
RE1,MINWND,2037,0.0008
RE1,MINWND,2038,0.0008
RE1,MINWND,2039,0.0008
RE1,MINWND,2040,0.0008
RE1,MINWND,2041,0.0008
RE1,MINWND,2042,0.0008
RE1,MINWND,2043,0.0008
RE1,MINWND,2044,0.0008
RE1,MINWND,2045,0.0008
RE1,MINWND,2046,0.0008
RE1,MINWND,2047,0.0003
RE1,MINWND,2048,0.0003
RE1,MINWND,2049,0.0003
RE1,MINWND,2070,0.2376
RE1,MINGEO,2024,0.0001
RE1,MINGEO,2025,0.0001
RE1,MINGEO,2026,0.0001
RE1,MINGEO,2027,0.0001
RE1,MINGEO,2028,0.0001
RE1,MINGEO,2029,0.0001
RE1,MINGEO,2030,0.0001
RE1,MINGEO,2031,0.0001
RE1,MINGEO,2032,0.0001
RE1,MINGEO,2033,0.0001
RE1,MINGEO,2034,0.0001
RE1,MINGEO,2035,0.0001
RE1,MINGEO,2036,0.0001
RE1,MINGEO,2037,0.0001
RE1,MINGEO,2038,0.0001
RE1,MINGEO,2039,0.0001
RE1,MINGEO,2040,0.0001
RE1,MINGEO,2041,0.0001
RE1,MINGEO,2042,0.0001
RE1,MINGEO,2043,0.0001
RE1,MINGEO,2044,0.0001
RE1,MINGEO,2045,0.0001
RE1,MINGEO,2046,0.0001
RE1,MINGEO,2047,0.0001
RE1,MINGEO,2048,0.0001
RE1,MINGEO,2049,0.0001
RE1,MINGEO,2050,0.0001
RE1,MINGEO,2051,0.0001
RE1,MINGEO,2052,0.0001
RE1,MINGEO,2053,0.0001
RE1,MINGEO,2054,0.0001
RE1,MINGEO,2055,0.0001
RE1,MINGEO,2056,0.0001
RE1,MINGEO,2057,0.0001
RE1,MINGEO,2058,0.0001
RE1,MINGEO,2059,0.0001
RE1,MINGEO,2060,0.0001
RE1,MINGEO,2061,0.0001
RE1,MINGEO,2062,0.0001
RE1,MINGEO,2063,0.0001
RE1,MINGEO,2064,0.0001
RE1,MINGEO,2065,0.0001
RE1,MINGEO,2066,0.0001
RE1,MINGEO,2067,0.0001
RE1,MINGEO,2068,0.0001
RE1,MINGEO,2069,0.0001
RE1,MINGEO,2070,0.0001
RE1,MINHYD,2015,0.0052
RE1,MINHYD,2016,0.0052
RE1,MINHYD,2017,0.0052
RE1,MINHYD,2018,0.0052
RE1,MINHYD,2019,0.0052
RE1,MINHYD,2020,0.0052
RE1,MINHYD,2021,0.0052
RE1,MINHYD,2022,0.0052
RE1,MINHYD,2023,0.0052
RE1,MINHYD,2024,0.0072
RE1,MINHYD,2025,0.0072
RE1,MINHYD,2026,0.0072
RE1,MINHYD,2027,0.0072
RE1,MINHYD,2028,0.0072
RE1,MINHYD,2029,0.0072
RE1,MINHYD,2030,0.0072
RE1,MINHYD,2031,0.0072
RE1,MINHYD,2032,0.0072
RE1,MINHYD,2033,0.0072
RE1,MINHYD,2034,0.0072
RE1,MINHYD,2035,0.0072
RE1,MINHYD,2036,0.0072
RE1,MINHYD,2037,0.0072
RE1,MINHYD,2038,0.0072
RE1,MINHYD,2039,0.0072
RE1,MINHYD,2040,0.0072
RE1,MINHYD,2041,0.0072
RE1,MINHYD,2042,0.0072
RE1,MINHYD,2043,0.0072
RE1,MINHYD,2044,0.0072
RE1,MINHYD,2045,0.0072
RE1,MINHYD,2046,0.0072
RE1,MINHYD,2047,0.0072
RE1,MINHYD,2048,0.0072
RE1,MINHYD,2049,0.0072
RE1,MINHYD,2050,0.0072
RE1,MINHYD,2051,0.0072
RE1,MINHYD,2052,0.0072
RE1,MINHYD,2053,0.0072
RE1,MINHYD,2054,0.0072
RE1,MINHYD,2055,0.0072
RE1,MINHYD,2056,0.0072
RE1,MINHYD,2057,0.0072
RE1,MINHYD,2058,0.0072
RE1,MINHYD,2059,0.0072
RE1,MINHYD,2060,0.0072
RE1,MINHYD,2061,0.0072
RE1,MINHYD,2062,0.0072
RE1,MINHYD,2063,0.0072
RE1,MINHYD,2064,0.0062
RE1,MINHYD,2065,0.0062
RE1,MINHYD,2066,0.0062
RE1,MINHYD,2067,0.0062
RE1,MINHYD,2068,0.0062
RE1,MINHYD,2069,0.0062
RE1,MINHYD,2070,0.0062
RE1,PWRCOA001,2018,8378.8521
RE1,PWRGEO,2024,20.1194
RE1,PWRNGS001,2026,2225.5102
RE1,PWRNGS001,2027,1493.6523
RE1,PWRNGS001,2028,1643.8764
RE1,PWRNGS001,2029,2229.6684
RE1,PWRNGS001,2030,2925.7965
RE1,PWRNGS001,2031,7500.5983
RE1,PWRNGS001,2032,1705.7502
RE1,PWRNGS001,2033,2711.8282
RE1,PWRNGS001,2034,2118.107
RE1,PWRNGS001,2035,1702.4134
RE1,PWRNGS001,2036,1472.664
RE1,PWRNGS001,2037,3600.7946
RE1,PWRNGS001,2038,4860.6129
RE1,PWRNGS001,2039,1362.6001
RE1,PWRNGS001,2040,2220.1422
RE1,PWRNGS001,2041,1834.4331
RE1,PWRNGS001,2042,2428.6139
RE1,PWRNGS001,2043,1330.3238
RE1,PWRNGS001,2044,3280.4346
RE1,PWRNGS001,2045,3279.5702
RE1,PWRNGS001,2046,1577.4623
RE1,PWRNGS001,2047,1876.2614
RE1,PWRNGS001,2048,1284.704
RE1,PWRNGS001,2049,1475.0461
RE1,PWRNGS001,2050,65632.689
RE1,PWRNGS001,2051,1797.6944
RE1,PWRNGS001,2052,1481.8151
RE1,PWRNGS001,2053,1496.6443
RE1,PWRNGS001,2054,1511.6258
RE1,PWRNGS001,2055,1526.7616
RE1,PWRNGS001,2056,3767.5632
RE1,PWRNGS001,2057,3051.1541
RE1,PWRNGS001,2058,3216.9861
RE1,PWRNGS001,2059,4456.3953
RE1,PWRNGS001,2060,3820.6032
RE1,PWRNGS001,2061,9193.656
RE1,PWRNGS001,2062,3342.9151
RE1,PWRNGS001,2063,4365.4214
RE1,PWRNGS001,2064,4175.7529
RE1,PWRNGS001,2065,3389.3729
RE1,PWRNGS001,2066,3176.5652
RE1,PWRNGS001,2067,5321.8121
RE1,PWRNGS001,2068,6598.9233
RE1,PWRNGS001,2069,3118.3819
RE1,PWRSOL001,2024,55511.816
RE1,PWRHYD001,2024,1361.7519
RE1,PWRHYD001,2051,6830.403
RE1,PWRHYD001,2064,1361.7519
RE1,PWRHYD002,2024,54.8815
RE1,PWRHYD002,2051,275.28
RE1,PWRHYD002,2064,54.8815
RE1,PWRHYD003,2024,1575.0
RE1,PWRWND001,2070,105421.8
RE1,PWRSOL001S,2024,96744.228
RE1,PWRSOL001S,2025,32946.175
RE1,PWRSOL001S,2026,4174.9159
RE1,PWRSOL001S,2027,4192.1201
RE1,PWRSOL001S,2028,4117.5597
RE1,PWRSOL001S,2029,6011.8211
RE1,PWRSOL001S,2030,111721.58
RE1,PWRSOL001S,2031,5125.0596
RE1,PWRSOL001S,2032,5013.0687
RE1,PWRSOL001S,2033,4906.5006
RE1,PWRSOL001S,2034,4795.6658
RE1,PWRSOL001S,2035,7548.8204
RE1,PWRSOL001S,2036,6231.575
RE1,PWRSOL001S,2037,6791.2024
RE1,PWRSOL001S,2038,7403.502
RE1,PWRSOL001S,2039,7051.939
RE1,PWRSOL001S,2040,16378.843
RE1,PWRSOL001S,2041,1824.188
RE1,PWRSOL001S,2042,4218.4619
RE1,PWRSOL001S,2043,5615.18
RE1,PWRSOL001S,2044,5572.4373
RE1,PWRSOL001S,2045,75141.624
RE1,PWRSOL001S,2046,4450.5424
RE1,PWRSOL001S,2047,4534.2351
RE1,PWRSOL001S,2048,4286.8628
RE1,PWRSOL001S,2049,5003.0722
RE1,PWRSOL001S,2050,187935.07
RE1,PWRSOL001S,2051,4664.9798
RE1,PWRSOL001S,2052,4704.3452
RE1,PWRSOL001S,2053,5190.2958
RE1,PWRSOL001S,2054,103564.02
RE1,PWRSOL001S,2055,25621.626
RE1,PWRSOL001S,2056,7588.4574
RE1,PWRSOL001S,2057,7735.0179
RE1,PWRSOL001S,2058,7825.3365
RE1,PWRSOL001S,2059,10402.297
RE1,PWRSOL001S,2060,87864.059
RE1,PWRSOL001S,2061,9193.0625
RE1,PWRSOL001S,2062,9042.4884
RE1,PWRSOL001S,2063,9079.6991
RE1,PWRSOL001S,2064,9487.8286
RE1,PWRSOL001S,2065,11537.327
RE1,PWRSOL001S,2066,10592.894
RE1,PWRSOL001S,2067,13170.328
RE1,PWRSOL001S,2068,4526.8676
RE1,PWRTRNIMP,2015,0.0003
RE1,PWRTRNIMP,2016,0.0004
RE1,PWRTRNIMP,2017,0.0004
RE1,PWRTRNIMP,2018,0.0005
RE1,PWRTRNIMP,2019,0.0005
RE1,PWRTRNIMP,2020,0.0005
RE1,PWRTRNIMP,2021,0.0005
RE1,PWRTRNIMP,2022,0.0005
RE1,PWRTRNIMP,2023,0.0005
RE1,PWRTRNIMP,2024,0.0007
RE1,PWRTRNIMP,2025,0.0008
RE1,PWRTRNIMP,2026,0.0009
RE1,PWRTRNIMP,2027,0.0009
RE1,PWRTRNIMP,2028,0.0009
RE1,PWRTRNIMP,2029,0.0009
RE1,PWRTRNIMP,2030,0.0009
RE1,PWRTRNIMP,2031,0.0009
RE1,PWRTRNIMP,2032,0.0009
RE1,PWRTRNIMP,2033,0.0009
RE1,PWRTRNIMP,2034,0.0009
RE1,PWRTRNIMP,2035,0.0009
RE1,PWRTRNIMP,2036,0.0009
RE1,PWRTRNIMP,2037,0.0009
RE1,PWRTRNIMP,2038,0.0009
RE1,PWRTRNIMP,2039,0.0009
RE1,PWRTRNIMP,2040,0.0009
RE1,PWRTRNIMP,2041,0.0009
RE1,PWRTRNIMP,2042,0.0009
RE1,PWRTRNIMP,2043,0.0009
RE1,PWRTRNIMP,2044,0.0009
RE1,PWRTRNIMP,2045,0.0009
RE1,PWRTRNIMP,2046,0.0009
RE1,PWRTRNIMP,2047,0.0009
RE1,PWRTRNIMP,2048,0.0009
RE1,PWRTRNIMP,2049,0.0009
RE1,PWRTRNIMP,2050,0.0009
RE1,PWRTRNIMP,2051,0.0009
RE1,PWRTRNIMP,2052,0.0009
RE1,PWRTRNIMP,2053,0.0009
RE1,PWRTRNIMP,2054,0.0009
RE1,PWRTRNIMP,2055,0.0009
RE1,PWRTRNIMP,2056,0.0009
RE1,PWRTRNIMP,2057,0.0009
RE1,PWRTRNIMP,2058,0.0009
RE1,PWRTRNIMP,2059,0.0009
RE1,PWRTRNIMP,2060,0.0009
RE1,PWRTRNIMP,2061,0.0009
RE1,PWRTRNIMP,2062,0.0009
RE1,PWRTRNIMP,2063,0.0009
RE1,PWRTRNIMP,2064,0.0009
RE1,PWRTRNIMP,2065,0.0009
RE1,PWRTRNIMP,2066,0.0009
RE1,PWRTRNIMP,2067,0.0009
RE1,PWRTRNIMP,2068,0.0009
RE1,PWRTRNIMP,2069,0.0009
RE1,PWRTRNIMP,2070,0.001
RE1,PWRTRN,2024,4344.9877
RE1,PWRTRN,2025,2156.2109
RE1,PWRTRN,2026,365.4668
RE1,PWRTRN,2027,379.6181
RE1,PWRTRN,2028,386.1731
RE1,PWRTRN,2029,584.6967
RE1,PWRTRN,2030,11283.384
RE1,PWRTRN,2031,527.6144
RE1,PWRTRN,2032,526.7656
RE1,PWRTRN,2033,525.9454
RE1,PWRTRN,2034,525.1514
RE1,PWRTRN,2035,689.7283
RE1,PWRTRN,2036,587.0964
RE1,PWRTRN,2037,763.4737
RE1,PWRTRN,2038,852.0291
RE1,PWRTRN,2039,854.5355
RE1,PWRTRN,2040,2035.3337
RE1,PWRTRN,2041,220.1097
RE1,PWRTRN,2042,532.0933
RE1,PWRTRN,2043,714.0484
RE1,PWRTRN,2044,713.2273
RE1,PWRTRN,2045,9702.376
RE1,PWRTRN,2046,578.7708
RE1,PWRTRN,2047,563.4031
RE1,PWRTRN,2048,561.8971
RE1,PWRTRN,2049,666.5201
RE1,PWRTRN,2050,25205.659
RE1,PWRTRN,2051,11439.975
RE1,PWRTRN,2052,631.3505
RE1,PWRTRN,2053,448.7388
RE1,PWRTRN,2055,648.6134
RE1,PWRTRN,2056,654.0962
RE1,PWRTRN,2057,659.627
RE1,PWRTRN,2058,665.2062
RE1,PWRTRN,2059,827.209
RE1,PWRTRN,2060,495.0139
RE1,PWRTRN,2061,707.3613
RE1,PWRTRN,2062,688.0158
RE1,PWRTRN,2063,693.8436
RE1,PWRTRN,2064,738.9187
RE1,PWRTRN,2065,705.6531
RE1,PWRTRN,2066,711.6356
RE1,PWRDIST,2024,1735.027
RE1,PWRDIST,2025,1019.5591
RE1,PWRDIST,2026,175.1428
RE1,PWRDIST,2027,181.936
RE1,PWRDIST,2028,185.1487
RE1,PWRDIST,2029,279.0464
RE1,PWRDIST,2030,5334.7224
RE1,PWRDIST,2031,254.0769
RE1,PWRDIST,2032,253.8384
RE1,PWRDIST,2033,253.6131
RE1,PWRDIST,2034,253.3998
RE1,PWRDIST,2035,331.4572
RE1,PWRDIST,2036,283.078
RE1,PWRDIST,2037,366.7941
RE1,PWRDIST,2038,408.9846
RE1,PWRDIST,2039,410.4356
RE1,PWRDIST,2040,970.4896
RE1,PWRDIST,2041,110.2803
RE1,PWRDIST,2042,258.3491
RE1,PWRDIST,2043,344.8586
RE1,PWRDIST,2044,344.6892
RE1,PWRDIST,2045,4613.4041
RE1,PWRDIST,2046,282.6499
RE1,PWRDIST,2047,275.5265
RE1,PWRDIST,2048,274.9846
RE1,PWRDIST,2049,324.9029
RE1,PWRDIST,2050,11996.452
RE1,PWRDIST,2051,5711.8
RE1,PWRDIST,2052,300.2839
RE1,PWRDIST,2053,213.4298
RE1,PWRDIST,2055,308.4945
RE1,PWRDIST,2056,311.1023
RE1,PWRDIST,2057,313.7328
RE1,PWRDIST,2058,316.3864
RE1,PWRDIST,2059,393.4384
RE1,PWRDIST,2060,235.4393
RE1,PWRDIST,2061,336.4363
RE1,PWRDIST,2062,327.2351
RE1,PWRDIST,2063,330.007
RE1,PWRDIST,2064,351.4457
RE1,PWRDIST,2065,335.6238
RE1,PWRDIST,2066,338.4692
RE1,PWRHYD004,2024,175.0
RE1,PWRTRNEXP,2015,0.0
RE1,PWRTRNEXP,2016,0.0
RE1,PWRTRNEXP,2017,0.0
RE1,PWRTRNEXP,2018,0.0
RE1,PWRTRNEXP,2019,0.0
RE1,PWRTRNEXP,2020,0.0
RE1,PWRTRNEXP,2021,0.0
RE1,PWRTRNEXP,2022,0.0
RE1,PWRTRNEXP,2023,0.0
RE1,PWRTRNEXP,2024,0.0001
RE1,PWRTRNEXP,2025,0.0001
RE1,PWRTRNEXP,2026,0.0001
RE1,PWRTRNEXP,2027,0.0001
RE1,PWRTRNEXP,2028,0.0001
RE1,PWRTRNEXP,2029,0.0001
RE1,PWRTRNEXP,2030,0.0001
RE1,PWRTRNEXP,2031,0.0001
RE1,PWRTRNEXP,2032,0.0001
RE1,PWRTRNEXP,2033,0.0001
RE1,PWRTRNEXP,2034,0.0001
RE1,PWRTRNEXP,2035,0.0001
RE1,PWRTRNEXP,2036,0.0001
RE1,PWRTRNEXP,2037,0.0001
RE1,PWRTRNEXP,2038,0.0001
RE1,PWRTRNEXP,2039,0.0001
RE1,PWRTRNEXP,2040,0.0001
RE1,PWRTRNEXP,2041,0.0001
RE1,PWRTRNEXP,2042,0.0001
RE1,PWRTRNEXP,2043,0.0001
RE1,PWRTRNEXP,2044,0.0001
RE1,PWRTRNEXP,2045,0.0001
RE1,PWRTRNEXP,2046,0.0001
RE1,PWRTRNEXP,2047,0.0001
RE1,PWRTRNEXP,2048,0.0001
RE1,PWRTRNEXP,2049,0.0001
RE1,PWRTRNEXP,2050,0.0001
RE1,PWRTRNEXP,2051,0.0001
RE1,PWRTRNEXP,2052,0.0001
RE1,PWRTRNEXP,2053,0.0001
RE1,PWRTRNEXP,2054,0.0003
RE1,PWRTRNEXP,2055,0.0003
RE1,PWRTRNEXP,2056,0.0003
RE1,PWRTRNEXP,2057,0.0003
RE1,PWRTRNEXP,2058,0.0003
RE1,PWRTRNEXP,2059,0.0004
RE1,PWRTRNEXP,2060,0.0003
RE1,PWRTRNEXP,2061,0.0003
RE1,PWRTRNEXP,2062,0.0003
RE1,PWRTRNEXP,2063,0.0004
RE1,PWRTRNEXP,2064,0.0004
RE1,PWRTRNEXP,2065,0.0004
RE1,PWRTRNEXP,2066,0.0004
RE1,PWRTRNEXP,2067,0.0001
RE1,PWRTRNEXP,2068,0.0001
RE1,PWRTRNEXP,2069,0.0004
RE1,PWRTRNEXP,2070,0.0
RE1,DEMTRAEVC,2024,7720.8793
RE1,DEMTRAEVC,2025,923.9315
RE1,DEMTRAEVC,2026,142.4124
RE1,DEMTRAEVC,2027,141.516
RE1,DEMTRAEVC,2028,151.9072
RE1,DEMTRAEVC,2029,153.9834
RE1,DEMTRAEVC,2030,153.9618
RE1,DEMTRAEVC,2031,127.4005
RE1,DEMTRAEVC,2032,127.3655
RE1,DEMTRAEVC,2033,127.3324
RE1,DEMTRAEVC,2034,343.6345
RE1,DEMTRAEVC,2035,211.9204
RE1,DEMTRAEVC,2036,74.7841
RE1,DEMTRAEVC,2037,87.5339
RE1,DEMTRAEVC,2038,84.1001
RE1,DEMTRAEVC,2039,86.5403
RE1,DEMTRAEVC,2040,177.0091
RE1,DEMTRAEVC,2042,105.4504
RE1,DEMTRAEVC,2043,96.4895
RE1,DEMTRAEVC,2044,96.4967
RE1,DEMTRAEVC,2045,22.1747
RE1,DEMTRAEVC,2046,86.2449
RE1,DEMTRAEVC,2047,86.2404
RE1,DEMTRAEVC,2048,86.2361
RE1,DEMTRAEVC,2049,194.3809
RE1,DEMTRAEVC,2050,37397.677
RE1,DEMTRAEVC,2051,373.2121
RE1,DEMTRAEVC,2052,376.0988
RE1,DEMTRAEVC,2053,379.0079
RE1,DEMTRAEVC,2054,381.9398
RE1,DEMTRAEVC,2055,384.8945
RE1,DEMTRAEVC,2056,387.8722
RE1,DEMTRAEVC,2057,390.8732
RE1,DEMTRAEVC,2058,393.8976
RE1,DEMTRAEVC,2059,396.9456
RE1,DEMTRAEVC,2060,400.0173
RE1,DEMTRAEVC,2061,403.113
RE1,DEMTRAEVC,2062,406.2329
RE1,DEMTRAEVC,2063,409.3771
RE1,DEMTRAEVC,2064,412.5458
RE1,DEMTRAEVC,2065,415.7392
RE1,DEMTRAEVC,2066,1023.7636
RE1,DEMTRAEVC,2067,671.6288
RE1,DEMTRAEVC,2070,432.084
RE1,DEMTRAMCYELC,2024,24597.567
RE1,DEMTRAMCYELC,2025,2639.8837
RE1,DEMTRAMCYELC,2026,360.1051
RE1,DEMTRAMCYELC,2027,311.3332
RE1,DEMTRAMCYELC,2028,284.2737
RE1,DEMTRAMCYELC,2029,237.5568
RE1,DEMTRAMCYELC,2030,186.9282
RE1,DEMTRAMCYELC,2031,112.813
RE1,DEMTRAMCYELC,2032,70.927
RE1,DEMTRAMCYELC,2033,29.0644
RE1,DEMTRAMCYELC,2034,0.0001
