r,t,y,SalvageValue
RE1,PWRSOL001S,2062,7541.7462
RE1,PWRSOL001S,2063,7774.694
RE1,PWRSOL001S,2064,8325.1055
RE1,PWRSOL001S,2065,10356.152
RE1,PWRSOL001S,2066,9711.8974
RE1,PWRSOL001S,2067,12315.922
RE1,PWRSOL001S,2068,4312.0693
RE1,PWRTRN,2024,648.1446
RE1,PWRTRN,2025,418.8129
RE1,PWRTRN,2026,86.6721
RE1,PWRTRN,2027,105.5452
RE1,PWRTRN,2028,122.4009
RE1,PWRTRN,2029,207.0023
RE1,PWRTRN,2030,4393.1095
RE1,PWRTRN,2031,223.1658
RE1,PWRTRN,2032,239.6774
RE1,PWRTRN,2033,255.3465
RE1,PWRTRN,2034,270.2163
RE1,PWRTRN,2035,373.9812
RE1,PWRTRN,2036,333.8018
RE1,PWRTRN,2037,453.242
RE1,PWRTRN,2038,526.1761
RE1,PWRTRN,2039,547.174
RE1,PWRTRN,2040,1347.3795
RE1,PWRTRN,2041,150.2555
RE1,PWRTRN,2042,373.6896
RE1,PWRTRN,2043,514.8477
RE1,PWRTRN,2044,526.9751
RE1,PWRTRN,2045,7333.4881
RE1,PWRTRN,2046,446.8228
RE1,PWRTRN,2047,443.6381
RE1,PWRTRN,2048,450.6963
RE1,PWRTRN,2049,543.9276
RE1,PWRTRN,2050,20905.034
RE1,PWRTRN,2051,9633.0613
RE1,PWRTRN,2052,539.2511
RE1,PWRTRN,2053,388.4369
RE1,PWRTRN,2055,575.3164
RE1,PWRTRN,2056,586.6752
RE1,PWRTRN,2057,597.8744
RE1,PWRTRN,2058,608.9229
RE1,PWRTRN,2059,764.3147
RE1,PWRTRN,2060,461.4212
RE1,PWRTRN,2061,664.8622
RE1,PWRTRN,2062,651.7773
RE1,PWRTRN,2063,662.1949
RE1,PWRTRN,2064,710.1805
RE1,PWRTRN,2065,682.7257
RE1,PWRTRN,2066,692.8523
RE1,PWRDIST,2024,1209.9173
RE1,PWRDIST,2025,727.3312
RE1,PWRDIST,2026,127.6169
RE1,PWRDIST,2027,135.2121
RE1,PWRDIST,2028,140.1636
RE1,PWRDIST,2029,214.9273
RE1,PWRDIST,2030,4175.9176
RE1,PWRDIST,2031,201.9258
RE1,PWRDIST,2032,204.6281
RE1,PWRDIST,2033,207.1981
RE1,PWRDIST,2034,209.6423
RE1,PWRDIST,2035,277.4825
RE1,PWRDIST,2036,239.6346
RE1,PWRDIST,2037,313.777
RE1,PWRDIST,2038,353.3461
RE1,PWRDIST,2039,357.9227
RE1,PWRDIST,2040,853.8044
RE1,PWRDIST,2041,97.8308
RE1,PWRDIST,2042,230.991
RE1,PWRDIST,2043,310.6366
RE1,PWRDIST,2044,312.6706
RE1,PWRDIST,2045,4212.7319
RE1,PWRDIST,2046,259.7282
RE1,PWRDIST,2047,254.6924
RE1,PWRDIST,2048,255.6266
RE1,PWRDIST,2049,303.6457
RE1,PWRDIST,2050,11268.358
RE1,PWRDIST,2051,5390.8875
RE1,PWRDIST,2052,284.702
RE1,PWRDIST,2053,203.2276
RE1,PWRDIST,2055,296.0937
RE1,PWRDIST,2056,299.6956
RE1,PWRDIST,2057,303.2852
RE1,PWRDIST,2058,306.8641
RE1,PWRDIST,2059,382.7976
RE1,PWRDIST,2060,229.7559
RE1,PWRDIST,2061,329.2461
RE1,PWRDIST,2062,321.1041
RE1,PWRDIST,2063,324.6525
RE1,PWRDIST,2064,346.5836
RE1,PWRDIST,2065,331.7448
RE1,PWRDIST,2066,335.2914
RE1,DEMTRAEVC,2024,1151.7285
RE1,DEMTRAEVC,2025,179.4604
RE1,DEMTRAEVC,2026,33.7738
RE1,DEMTRAEVC,2027,39.3457
RE1,DEMTRAEVC,2028,48.1483
RE1,DEMTRAEVC,2029,54.5153
RE1,DEMTRAEVC,2030,59.944
RE1,DEMTRAEVC,2031,53.8868
RE1,DEMTRAEVC,2032,57.9511
RE1,DEMTRAEVC,2033,61.8199
RE1,DEMTRAEVC,2034,176.8169
RE1,DEMTRAEVC,2035,114.9064
RE1,DEMTRAEVC,2036,42.5195
RE1,DEMTRAEVC,2037,51.9652
RE1,DEMTRAEVC,2038,51.9366
RE1,DEMTRAEVC,2039,55.4133
RE1,DEMTRAEVC,2040,117.179
RE1,DEMTRAEVC,2042,74.0579
RE1,DEMTRAEVC,2043,69.5715
RE1,DEMTRAEVC,2044,71.2976
RE1,DEMTRAEVC,2045,16.7607
RE1,DEMTRAEVC,2046,66.5828
RE1,DEMTRAEVC,2047,67.9079
RE1,DEMTRAEVC,2048,69.1697
RE1,DEMTRAEVC,2049,158.6286
RE1,DEMTRAEVC,2050,31016.832
RE1,DEMTRAEVC,2051,314.2643
RE1,DEMTRAEVC,2052,321.2347
RE1,DEMTRAEVC,2053,328.0765
RE1,DEMTRAEVC,2054,334.796
RE1,DEMTRAEVC,2055,341.3993
RE1,DEMTRAEVC,2056,347.8923
RE1,DEMTRAEVC,2057,354.2806
RE1,DEMTRAEVC,2058,360.5698
RE1,DEMTRAEVC,2059,366.765
RE1,DEMTRAEVC,2060,372.8713
RE1,DEMTRAEVC,2061,378.8935
RE1,DEMTRAEVC,2062,384.8362
RE1,DEMTRAEVC,2063,390.7039
RE1,DEMTRAEVC,2064,396.501
RE1,DEMTRAEVC,2065,402.2314
RE1,DEMTRAEVC,2066,996.7419
RE1,DEMTRAEVC,2067,657.8011
RE1,DEMTRAEVC,2070,430.02
RE1,DEMTRAMCYELC,2057,0.0
RE1,DEMTRAMCYELC,2058,0.0
RE1,DEMTRAMCYELC,2059,0.0
RE1,DEMTRAMCYELC,2060,0.0
RE1,DEMTRAMCYELC,2061,0.0
RE1,DEMTRAMCYELC,2062,0.0
RE1,DEMTRAMCYELC,2063,0.0
RE1,DEMTRAMCYELC,2064,0.0001
RE1,DEMTRAMCYELC,2065,0.0
RE1,DEMTRAMCYELC,2066,0.0
RE1,DEMTRAMCYELC,2067,0.0001
RE1,DEMTRAMCYELC,2068,0.0
RE1,DEMTRAMCYELC,2069,0.0013
RE1,DEMTRAMCYELC,2070,0.0002
RE1,DEMTRACARELC,2052,0.0
RE1,DEMTRACARELC,2053,0.0
RE1,DEMTRACARELC,2054,0.0
RE1,DEMTRACARELC,2055,0.0
RE1,DEMTRACARELC,2056,0.0
RE1,DEMTRACARELC,2057,0.0
RE1,DEMTRACARELC,2058,0.0
RE1,DEMTRACARELC,2059,0.0
RE1,DEMTRACARELC,2060,0.0
RE1,DEMTRACARELC,2061,0.0
RE1,DEMTRACARELC,2062,0.0
RE1,DEMTRACARELC,2063,0.0
RE1,DEMTRACARELC,2064,0.0
RE1,DEMTRACARELC,2065,0.0
RE1,DEMTRACARELC,2066,0.0001
RE1,DEMTRACARELC,2067,0.0
RE1,DEMTRACARELC,2069,0.0
RE1,DEMTRACARELC,2070,0.0044
RE1,DEMTRABUSELC,2052,351.189
RE1,DEMTRABUSELC,2053,690.9583
RE1,DEMTRABUSELC,2054,1019.7891
RE1,DEMTRABUSELC,2055,1338.1434
RE1,DEMTRABUSELC,2056,1646.4646
RE1,DEMTRABUSELC,2057,1945.1785
RE1,DEMTRABUSELC,2058,2234.6941
RE1,DEMTRABUSELC,2059,2515.4037
RE1,DEMTRABUSELC,2060,2787.6844
RE1,DEMTRABUSELC,2061,3051.898
RE1,DEMTRABUSELC,2062,3308.3918
RE1,DEMTRABUSELC,2063,3557.4997
RE1,DEMTRABUSELC,2064,3799.5419
RE1,DEMTRABUSELC,2065,4034.8263
RE1,DEMTRABUSELC,2066,4263.6482
RE1,DEMTRABUSELC,2067,4486.2913
RE1,DEMTRABUSELC,2068,4703.0281
RE1,DEMTRABUSELC,2069,4914.1205
RE1,DEMTRABUSELC,2070,585817.3
RE1,DEMINDELC,2062,0.0
RE1,DEMINDELC,2063,0.0
RE1,DEMINDELC,2064,0.0
RE1,DEMINDELC,2065,0.0
RE1,DEMINDELC,2066,0.0
RE1,DEMINDELC,2067,0.0
RE1,DEMINDELC,2068,0.0
RE1,DEMINDELC,2069,0.0001
RE1,DEMINDELC,2070,0.0003
RE1,INDENEFFDP,2062,132.4825
RE1,INDENEFFDP,2063,259.8234
RE1,INDENEFFDP,2064,4199.3677
RE1,INDENEFFDP,2065,585.7719
RE1,INDENEFFDP,2066,762.5635
RE1,INDENEFFDP,2067,827.8994
RE1,INDENEFFDP,2068,947.6583
RE1,INDENEFFDP,2069,242.8858
RE1,DEMINDHEEH,2057,21.5538
RE1,DEMINDHEEH,2058,42.2104
RE1,DEMINDHEEH,2059,108.5741
RE1,DEMINDHEEH,2060,3606.2701
RE1,DEMINDHEEH,2061,143.9688
RE1,DEMINDHEEH,2062,169.0469
RE1,DEMINDHEEH,2063,193.0291
RE1,DEMINDHEEH,2064,131.1148
RE1,DEMINDHEEH,2065,177.6884
RE1,DEMINDHEEH,2066,252.1731
RE1,DEMINDHEEH,2067,520.0133
RE1,DEMINDHEEH,2068,268.9398
RE1,DEMINDHEEH,2069,401.3527
RE1,DEMINDHEEH,2070,966.8929
RE1,DEMINDHEEL,2057,7.8577
RE1,DEMINDHEEL,2058,53.653
RE1,DEMINDHEEL,2059,81.1956
RE1,DEMINDHEEL,2060,1831.8647
RE1,DEMINDHEEL,2061,78.3872
RE1,DEMINDHEEL,2062,91.5124
RE1,DEMINDHEEL,2063,157.1927
RE1,DEMINDHEEL,2064,56.3109
RE1,DEMINDHEEL,2065,541.9749
RE1,DEMINDHEEL,2070,677.0337
RE1,DEMINDHEBIO,2068,504.3594
RE1,DEMINDHEBIO,2069,1051.6881
RE1,DEMRESELC,2062,0.0
RE1,DEMRESELC,2063,0.0
RE1,DEMRESELC,2064,0.0
RE1,DEMRESELC,2065,0.0
RE1,DEMRESELC,2066,0.0
RE1,DEMRESELC,2067,0.0
RE1,DEMRESELC,2068,0.0
RE1,DEMRESELC,2069,0.0001
RE1,DEMRESELC,2070,0.0001
RE1,RESENEFFDP,2062,66.1356
RE1,RESENEFFDP,2063,129.7045
RE1,RESENEFFDP,2064,2096.335
RE1,RESENEFFDP,2065,292.4188
RE1,RESENEFFDP,2066,380.6737
RE1,RESENEFFDP,2067,413.2895
RE1,RESENEFFDP,2068,473.0734
RE1,RESENEFFDP,2069,121.2492
RE1,DEMRESCKNELC,2042,4.355
RE1,DEMRESCKNELC,2043,5.776
RE1,DEMRESCKNELC,2044,8.4563
RE1,DEMRESCKNELC,2045,77.9644
RE1,DEMRESCKNELC,2046,9.6259
RE1,DEMRESCKNELC,2047,10.6944
RE1,DEMRESCKNELC,2048,12.6276
RE1,DEMRESCKNELC,2049,15.3198
RE1,DEMRESCKNELC,2050,308.957
RE1,DEMRESCKNELC,2051,17.7807
RE1,DEMRESCKNELC,2052,19.285
RE1,DEMRESCKNELC,2054,850.8226
RE1,DEMRESCKNELC,2055,343.4346
RE1,DEMRESCKNELC,2056,51.5592
RE1,DEMRESCKNELC,2057,57.6481
RE1,DEMRESCKNELC,2058,60.3558
RE1,DEMRESCKNELC,2059,81.7898
RE1,DEMRESCKNELC,2060,365.3997
RE1,DEMRESCKNELC,2061,75.0594
RE1,DEMRESCKNELC,2062,71.4645
RE1,DEMRESCKNELC,2063,73.5801
RE1,DEMRESCKNELC,2064,83.2228
RE1,DEMRESCKNELC,2065,81.2241
RE1,DEMRESCKNELC,2066,77.0143
RE1,DEMRESCKNELC,2068,5.1919
RE1,DEMRESHEBIO,2068,162.4952
RE1,DEMRESHEBIO,2069,14.7799
RE1,DEMRESHEEL,2060,416.8147
RE1,DEMRESHEEL,2061,28.3307
RE1,DEMRESHEEL,2062,47.8931
RE1,DEMRESHEEL,2064,41.9985
RE1,DEMRESHEEL,2065,152.4432
RE1,DEMRESHEEL,2070,148.8083
RE1,DEMCOMELC,2062,0.0
RE1,DEMCOMELC,2063,0.0
RE1,DEMCOMELC,2064,0.0
RE1,DEMCOMELC,2065,0.0
RE1,DEMCOMELC,2066,0.0
RE1,DEMCOMELC,2067,0.0
RE1,DEMCOMELC,2068,0.0
RE1,DEMCOMELC,2069,0.0001
RE1,DEMCOMELC,2070,0.0002
RE1,COMENEFFDP,2062,68.3542
RE1,COMENEFFDP,2063,134.0556
RE1,COMENEFFDP,2064,2166.6594
RE1,COMENEFFDP,2065,302.2284
RE1,COMENEFFDP,2066,393.4439
RE1,COMENEFFDP,2067,427.1538
RE1,COMENEFFDP,2068,488.9433
RE1,COMENEFFDP,2069,125.3167
RE1,DEMCOMHEBIO,2068,11.5658
RE1,DEMCOMHEEL,2060,203.2281
RE1,DEMCOMHEEL,2061,16.8819
RE1,DEMCOMHEEL,2064,101.6115
RE1,DEMCOMHEEL,2065,75.1268
