r,t,y,TotalCapacityAnnual
RE1,MINWND,2067,3434.0057
RE1,MINWND,2068,3463.7099
RE1,MINWND,2069,3493.6828
RE1,MINWND,2070,3591.231
RE1,MINGEO,2021,1.4486
RE1,MINGEO,2022,1.4486
RE1,MINGEO,2023,1.4486
RE1,MINGEO,2024,1.4486
RE1,MINGEO,2025,1.4486
RE1,MINGEO,2026,1.4486
RE1,MINGEO,2027,1.4486
RE1,MINGEO,2028,1.4486
RE1,MINGEO,2029,1.4486
RE1,MINGEO,2030,1.4486
RE1,MINGEO,2031,1.4486
RE1,MINGEO,2032,1.4486
RE1,MINGEO,2033,1.4486
RE1,MINGEO,2034,1.4486
RE1,MINGEO,2035,1.4486
RE1,MINGEO,2036,1.4486
RE1,MINGEO,2037,1.4486
RE1,MINGEO,2038,1.4486
RE1,MINGEO,2039,1.4486
RE1,MINGEO,2040,1.4486
RE1,MINGEO,2041,1.4486
RE1,MINGEO,2042,1.4486
RE1,MINGEO,2043,1.4486
RE1,MINGEO,2044,1.4486
RE1,MINGEO,2045,1.4486
RE1,MINGEO,2046,1.4486
RE1,MINGEO,2047,1.4486
RE1,MINGEO,2048,1.4486
RE1,MINGEO,2049,1.4486
RE1,MINGEO,2050,1.4486
RE1,MINGEO,2051,1.4486
RE1,MINGEO,2052,1.4486
RE1,MINGEO,2053,1.4486
RE1,MINGEO,2054,1.4486
RE1,MINGEO,2055,1.4486
RE1,MINGEO,2056,1.4486
RE1,MINGEO,2057,1.4486
RE1,MINGEO,2058,1.4486
RE1,MINGEO,2059,1.4486
RE1,MINGEO,2060,1.4486
RE1,MINGEO,2061,1.4486
RE1,MINGEO,2062,1.4486
RE1,MINGEO,2063,1.4486
RE1,MINGEO,2064,1.4486
RE1,MINGEO,2065,1.4486
RE1,MINGEO,2066,1.4486
RE1,MINGEO,2067,1.4486
RE1,MINGEO,2068,1.4486
RE1,MINGEO,2069,1.4486
RE1,MINGEO,2070,1.4486
RE1,MINHYD,2015,51.7481
RE1,MINHYD,2016,51.7481
RE1,MINHYD,2017,51.7481
RE1,MINHYD,2018,51.7481
RE1,MINHYD,2019,51.7481
RE1,MINHYD,2020,51.7481
RE1,MINHYD,2021,63.0214
RE1,MINHYD,2022,71.6301
RE1,MINHYD,2023,71.6301
RE1,MINHYD,2024,71.6301
RE1,MINHYD,2025,71.6301
RE1,MINHYD,2026,71.6301
RE1,MINHYD,2027,71.6301
RE1,MINHYD,2028,71.6301
RE1,MINHYD,2029,71.6301
RE1,MINHYD,2030,71.6301
RE1,MINHYD,2031,71.6301
RE1,MINHYD,2032,71.6301
RE1,MINHYD,2033,71.6301
RE1,MINHYD,2034,71.6301
RE1,MINHYD,2035,71.6301
RE1,MINHYD,2036,71.6301
RE1,MINHYD,2037,71.6301
RE1,MINHYD,2038,71.6301
RE1,MINHYD,2039,71.6301
RE1,MINHYD,2040,71.6301
RE1,MINHYD,2041,71.6301
RE1,MINHYD,2042,71.6301
RE1,MINHYD,2043,71.6301
RE1,MINHYD,2044,71.6301
RE1,MINHYD,2045,71.6301
RE1,MINHYD,2046,71.6301
RE1,MINHYD,2047,71.6301
RE1,MINHYD,2048,71.6301
RE1,MINHYD,2049,71.6301
RE1,MINHYD,2050,71.6301
RE1,MINHYD,2051,71.6301
RE1,MINHYD,2052,71.6301
RE1,MINHYD,2053,71.6301
RE1,MINHYD,2054,71.6301
RE1,MINHYD,2055,71.6301
RE1,MINHYD,2056,71.6301
RE1,MINHYD,2057,71.6301
RE1,MINHYD,2058,71.6301
RE1,MINHYD,2059,71.6301
RE1,MINHYD,2060,71.6301
RE1,MINHYD,2061,71.6301
RE1,MINHYD,2062,71.6301
RE1,MINHYD,2063,71.6301
RE1,MINHYD,2064,71.6301
RE1,MINHYD,2065,71.6301
RE1,MINHYD,2066,71.6301
RE1,MINHYD,2067,71.6301
RE1,MINHYD,2068,71.6301
RE1,MINHYD,2069,71.6301
RE1,MINHYD,2070,71.6301
RE1,PWRBIO001,2015,3.2304
RE1,PWRBIO001,2016,3.2304
RE1,PWRBIO001,2017,3.2304
RE1,PWRBIO001,2018,3.2304
RE1,PWRBIO001,2019,3.2304
RE1,PWRBIO001,2020,3.2304
RE1,PWRBIO001,2021,3.2304
RE1,PWRBIO001,2022,3.2304
RE1,PWRBIO001,2023,3.2304
RE1,PWRBIO001,2024,3.2304
RE1,PWRBIO001,2025,3.2304
RE1,PWRBIO001,2026,3.2304
RE1,PWRBIO001,2027,3.2304
RE1,PWRBIO001,2028,3.2304
RE1,PWRBIO001,2029,3.2304
RE1,PWRBIO001,2030,3.2304
RE1,PWRCOA001,2015,5.259
RE1,PWRCOA001,2016,5.259
RE1,PWRCOA001,2017,5.2886
RE1,PWRCOA001,2018,9.7609
RE1,PWRCOA001,2019,9.7609
RE1,PWRCOA001,2020,9.7609
RE1,PWRCOA001,2021,9.7609
RE1,PWRCOA001,2022,10.1018
RE1,PWRCOA001,2023,17.3593
RE1,PWRCOA001,2024,27.7737
RE1,PWRCOA001,2025,29.6649
RE1,PWRCOA001,2026,31.5573
RE1,PWRCOA001,2027,31.5573
RE1,PWRCOA001,2028,31.5573
RE1,PWRCOA001,2029,31.2293
RE1,PWRCOA001,2030,31.2293
RE1,PWRCOA001,2031,30.7033
RE1,PWRCOA001,2032,30.7033
RE1,PWRCOA001,2033,30.7033
RE1,PWRCOA001,2034,30.7033
RE1,PWRCOA001,2035,30.7033
RE1,PWRCOA001,2036,30.7033
RE1,PWRCOA001,2037,29.3583
RE1,PWRCOA001,2038,29.3583
RE1,PWRCOA001,2039,29.3583
RE1,PWRCOA001,2040,29.3583
RE1,PWRCOA001,2041,29.3583
RE1,PWRCOA001,2042,28.6983
RE1,PWRCOA001,2043,28.6983
RE1,PWRCOA001,2044,28.6983
RE1,PWRCOA001,2045,28.6983
RE1,PWRCOA001,2046,28.6983
RE1,PWRCOA001,2047,28.6983
RE1,PWRCOA001,2048,28.6983
RE1,PWRCOA001,2049,28.6983
RE1,PWRCOA001,2050,28.6983
RE1,PWRCOA001,2051,28.6983
RE1,PWRCOA001,2052,28.6983
RE1,PWRCOA001,2053,28.6983
RE1,PWRCOA001,2054,28.6983
RE1,PWRCOA001,2055,28.6983
RE1,PWRCOA001,2056,28.6983
RE1,PWRCOA001,2057,28.6983
RE1,PWRCOA001,2058,28.6983
RE1,PWRCOA001,2059,28.6983
RE1,PWRCOA001,2060,28.6983
RE1,PWRCOA001,2061,28.6983
RE1,PWRCOA001,2062,28.6983
RE1,PWRCOA001,2063,28.6983
RE1,PWRCOA001,2064,28.6983
RE1,PWRCOA001,2065,28.6983
RE1,PWRCOA001,2066,28.6983
RE1,PWRCOA001,2067,28.6983
RE1,PWRCOA001,2068,28.6983
RE1,PWRCOA001,2069,28.6983
RE1,PWRCOA001,2070,28.6983
RE1,PWRGEO,2021,0.0066
RE1,PWRGEO,2022,0.0066
RE1,PWRGEO,2023,0.0066
RE1,PWRGEO,2024,0.0066
RE1,PWRGEO,2025,0.0066
RE1,PWRGEO,2026,0.0066
RE1,PWRGEO,2027,0.0066
RE1,PWRGEO,2028,0.0066
RE1,PWRGEO,2029,0.0066
RE1,PWRGEO,2030,0.0066
RE1,PWRGEO,2031,0.0066
RE1,PWRGEO,2032,0.0066
RE1,PWRGEO,2033,0.0066
RE1,PWRGEO,2034,0.0066
RE1,PWRGEO,2035,0.0066
RE1,PWRGEO,2036,0.0066
RE1,PWRGEO,2037,0.0066
RE1,PWRGEO,2038,0.0066
RE1,PWRGEO,2039,0.0066
RE1,PWRGEO,2040,0.0066
RE1,PWRGEO,2041,0.0066
RE1,PWRGEO,2042,0.0066
RE1,PWRGEO,2043,0.0066
RE1,PWRGEO,2044,0.0066
RE1,PWRGEO,2045,0.0066
RE1,PWRGEO,2046,0.0066
RE1,PWRGEO,2047,0.0066
RE1,PWRGEO,2048,0.0066
RE1,PWRGEO,2049,0.0066
RE1,PWRGEO,2050,0.0066
RE1,PWRGEO,2051,0.0066
RE1,PWRGEO,2052,0.0066
RE1,PWRGEO,2053,0.0066
RE1,PWRGEO,2054,0.0066
RE1,PWRGEO,2055,0.0066
RE1,PWRGEO,2056,0.0066
RE1,PWRGEO,2057,0.0066
RE1,PWRGEO,2058,0.0066
RE1,PWRGEO,2059,0.0066
RE1,PWRGEO,2060,0.0066
RE1,PWRGEO,2061,0.0066
RE1,PWRGEO,2062,0.0066
RE1,PWRGEO,2063,0.0066
RE1,PWRGEO,2064,0.0066
RE1,PWRGEO,2065,0.0066
RE1,PWRGEO,2066,0.0066
RE1,PWRGEO,2067,0.0066
RE1,PWRGEO,2068,0.0066
RE1,PWRGEO,2069,0.0066
RE1,PWRGEO,2070,0.0066
RE1,PWRNGS001,2015,27.132
RE1,PWRNGS001,2016,27.132
RE1,PWRNGS001,2017,27.132
RE1,PWRNGS001,2018,27.132
RE1,PWRNGS001,2019,27.132
RE1,PWRNGS001,2020,27.132
RE1,PWRNGS001,2021,27.132
RE1,PWRNGS001,2022,27.132
RE1,PWRNGS001,2023,27.132
RE1,PWRNGS001,2024,10.764
RE1,PWRNGS001,2025,10.764
RE1,PWRNGS001,2026,10.016
RE1,PWRNGS001,2027,10.016
RE1,PWRNGS001,2028,9.892
RE1,PWRNGS001,2029,9.77
RE1,PWRNGS001,2030,8.594
RE1,PWRNGS001,2031,8.35
RE1,PWRNGS001,2032,8.35
RE1,PWRNGS001,2033,7.524
RE1,PWRNGS001,2034,7.184
RE1,PWRNGS001,2035,7.184
RE1,PWRNGS001,2036,7.184
RE1,PWRNGS001,2037,7.184
RE1,PWRNGS001,2038,4.316
RE1,PWRNGS001,2039,4.316
RE1,PWRNGS001,2040,3.612
RE1,PWRNGS001,2041,3.2
RE1,PWRNGS001,2042,3.2
RE1,PWRNGS001,2043,3.2
RE1,PWRNGS001,2044,1.6
RE1,PWRSOL001,2015,1.4145
RE1,PWRSOL001,2016,1.4145
RE1,PWRSOL001,2017,1.4145
RE1,PWRSOL001,2018,1.4145
RE1,PWRSOL001,2019,1.4145
RE1,PWRSOL001,2020,1.4145
RE1,PWRSOL001,2021,13.3234
RE1,PWRSOL001,2022,28.7165
RE1,PWRSOL001,2023,29.5888
RE1,PWRSOL001,2024,32.1681
RE1,PWRSOL001,2025,35.2685
RE1,PWRSOL001,2026,36.4564
RE1,PWRSOL001,2027,37.6523
RE1,PWRSOL001,2028,39.7094
RE1,PWRSOL001,2029,42.501
RE1,PWRSOL001,2030,46.7678
RE1,PWRSOL001,2031,49.6175
RE1,PWRSOL001,2032,53.0291
RE1,PWRSOL001,2033,56.5031
RE1,PWRSOL001,2034,60.2675
RE1,PWRSOL001,2035,64.7741
RE1,PWRSOL001,2036,69.2476
RE1,PWRSOL001,2037,73.3152
RE1,PWRSOL001,2038,78.8054
RE1,PWRSOL001,2039,85.0843
RE1,PWRSOL001,2040,91.5414
RE1,PWRSOL001,2041,98.1706
RE1,PWRSOL001,2042,104.5272
RE1,PWRSOL001,2043,110.3683
RE1,PWRSOL001,2044,114.0342
RE1,PWRSOL001,2045,120.2713
RE1,PWRSOL001,2046,122.0416
RE1,PWRSOL001,2047,125.4977
RE1,PWRSOL001,2048,129.3164
RE1,PWRSOL001,2049,133.2628
RE1,PWRSOL001,2050,136.3068
RE1,PWRSOL001,2051,137.4779
RE1,PWRSOL001,2052,138.6596
RE1,PWRSOL001,2053,139.8519
RE1,PWRSOL001,2054,141.0549
RE1,PWRSOL001,2055,142.2688
RE1,PWRSOL001,2056,143.4935
RE1,PWRSOL001,2057,144.7294
RE1,PWRSOL001,2058,145.9763
RE1,PWRSOL001,2059,147.2345
RE1,PWRSOL001,2060,148.5041
RE1,PWRSOL001,2061,149.7851
RE1,PWRSOL001,2062,151.0777
RE1,PWRSOL001,2063,152.3819
RE1,PWRSOL001,2064,153.6979
RE1,PWRSOL001,2065,155.0258
RE1,PWRSOL001,2066,156.3658
RE1,PWRSOL001,2067,157.7178
RE1,PWRSOL001,2068,161.0797
RE1,PWRSOL001,2069,164.4712
RE1,PWRSOL001,2070,161.8477
RE1,PWRCSP002,2015,0.005
RE1,PWRCSP002,2016,0.005
RE1,PWRCSP002,2017,0.005
RE1,PWRCSP002,2018,0.005
RE1,PWRCSP002,2019,0.005
RE1,PWRCSP002,2020,0.005
RE1,PWRCSP002,2021,0.005
RE1,PWRCSP002,2022,0.005
RE1,PWRCSP002,2023,0.005
RE1,PWRCSP002,2024,0.005
RE1,PWRCSP002,2025,0.005
RE1,PWRCSP002,2026,0.005
RE1,PWRCSP002,2027,0.005
RE1,PWRCSP002,2028,0.005
RE1,PWRCSP002,2029,0.005
RE1,PWRCSP002,2030,0.005
RE1,PWRCSP002,2031,0.005
RE1,PWRCSP002,2032,0.005
RE1,PWRCSP002,2033,0.005
RE1,PWRCSP002,2034,0.005
RE1,PWRCSP002,2035,0.005
RE1,PWRCSP002,2036,0.005
RE1,PWRCSP002,2037,0.005
RE1,PWRCSP002,2038,0.005
RE1,PWRCSP002,2039,0.005
RE1,PWRCSP002,2040,0.005
RE1,PWRCSP002,2041,0.005
RE1,PWRCSP002,2042,0.005
RE1,PWRCSP002,2043,0.005
RE1,PWRCSP002,2048,13.9397
RE1,PWRCSP002,2049,44.5062
RE1,PWRCSP002,2050,89.541
RE1,PWRCSP002,2051,89.541
RE1,PWRCSP002,2052,89.541
RE1,PWRCSP002,2053,90.1912
RE1,PWRCSP002,2054,90.9032
RE1,PWRCSP002,2055,91.6192
RE1,PWRCSP002,2056,92.3389
RE1,PWRCSP002,2057,93.0624
RE1,PWRCSP002,2058,93.7898
RE1,PWRCSP002,2059,94.5211
RE1,PWRCSP002,2060,95.2562
RE1,PWRCSP002,2061,95.9952
RE1,PWRCSP002,2062,96.738
RE1,PWRCSP002,2063,97.4848
RE1,PWRCSP002,2064,98.2355
RE1,PWRCSP002,2065,98.9901
RE1,PWRCSP002,2066,99.7486
RE1,PWRCSP002,2067,100.511
RE1,PWRCSP002,2068,101.2774
RE1,PWRCSP002,2069,102.0478
RE1,PWRCSP002,2070,102.8221
RE1,PWRHYD001,2015,3.639
RE1,PWRHYD001,2016,3.639
RE1,PWRHYD001,2017,3.639
RE1,PWRHYD001,2018,3.639
RE1,PWRHYD001,2019,3.639
RE1,PWRHYD001,2020,3.639
RE1,PWRHYD001,2021,4.3645
RE1,PWRHYD001,2022,4.3645
RE1,PWRHYD001,2023,4.3645
RE1,PWRHYD001,2024,4.3645
RE1,PWRHYD001,2025,4.3645
RE1,PWRHYD001,2026,4.3645
RE1,PWRHYD001,2027,4.3645
RE1,PWRHYD001,2028,4.3645
RE1,PWRHYD001,2029,4.3645
RE1,PWRHYD001,2030,4.3645
RE1,PWRHYD001,2031,4.3645
RE1,PWRHYD001,2032,4.3645
RE1,PWRHYD001,2033,4.3645
RE1,PWRHYD001,2034,4.3645
RE1,PWRHYD001,2035,4.3645
RE1,PWRHYD001,2036,4.3645
RE1,PWRHYD001,2037,4.3645
RE1,PWRHYD001,2038,4.3645
RE1,PWRHYD001,2039,4.3645
RE1,PWRHYD001,2040,4.3645
RE1,PWRHYD001,2041,4.3645
RE1,PWRHYD001,2042,4.3645
RE1,PWRHYD001,2043,4.3645
RE1,PWRHYD001,2044,4.3645
RE1,PWRHYD001,2045,4.3645
RE1,PWRHYD001,2046,4.3645
RE1,PWRHYD001,2047,4.3645
RE1,PWRHYD001,2048,4.3645
RE1,PWRHYD001,2049,4.3645
RE1,PWRHYD001,2050,4.3645
RE1,PWRHYD001,2051,4.3645
RE1,PWRHYD001,2052,4.3645
RE1,PWRHYD001,2053,4.3645
RE1,PWRHYD001,2054,4.3645
RE1,PWRHYD001,2055,4.3645
RE1,PWRHYD001,2056,4.3645
RE1,PWRHYD001,2057,4.3645
RE1,PWRHYD001,2058,4.3645
RE1,PWRHYD001,2059,4.3645
RE1,PWRHYD001,2060,4.3645
RE1,PWRHYD001,2061,4.3645
RE1,PWRHYD001,2062,4.3645
RE1,PWRHYD001,2063,4.3645
RE1,PWRHYD001,2064,4.3645
RE1,PWRHYD001,2065,4.3645
RE1,PWRHYD001,2066,4.3645
RE1,PWRHYD001,2067,4.3645
RE1,PWRHYD001,2068,4.3645
RE1,PWRHYD001,2069,4.3645
RE1,PWRHYD001,2070,4.3645
RE1,PWRHYD002,2015,0.148
RE1,PWRHYD002,2016,0.148
RE1,PWRHYD002,2017,0.148
RE1,PWRHYD002,2018,0.148
RE1,PWRHYD002,2019,0.148
RE1,PWRHYD002,2020,0.148
RE1,PWRHYD002,2021,0.1775
RE1,PWRHYD002,2022,0.1775
RE1,PWRHYD002,2023,0.1775
RE1,PWRHYD002,2024,0.1775
RE1,PWRHYD002,2025,0.1775
RE1,PWRHYD002,2026,0.1775
RE1,PWRHYD002,2027,0.1775
RE1,PWRHYD002,2028,0.1775
RE1,PWRHYD002,2029,0.1775
RE1,PWRHYD002,2030,0.1775
RE1,PWRHYD002,2031,0.1775
RE1,PWRHYD002,2032,0.1775
RE1,PWRHYD002,2033,0.1775
RE1,PWRHYD002,2034,0.1775
RE1,PWRHYD002,2035,0.1775
RE1,PWRHYD002,2036,0.1775
RE1,PWRHYD002,2037,0.1775
RE1,PWRHYD002,2038,0.1775
RE1,PWRHYD002,2039,0.1775
RE1,PWRHYD002,2040,0.1775
RE1,PWRHYD002,2041,0.1775
RE1,PWRHYD002,2042,0.1775
RE1,PWRHYD002,2043,0.1775
RE1,PWRHYD002,2044,0.1775
RE1,PWRHYD002,2045,0.1775
RE1,PWRHYD002,2046,0.1775
RE1,PWRHYD002,2047,0.1775
RE1,PWRHYD002,2048,0.1775
RE1,PWRHYD002,2049,0.1775
RE1,PWRHYD002,2050,0.1775
RE1,PWRHYD002,2051,0.1775
RE1,PWRHYD002,2052,0.1775
RE1,PWRHYD002,2053,0.1775
RE1,PWRHYD002,2054,0.1775
RE1,PWRHYD002,2055,0.1775
RE1,PWRHYD002,2056,0.1775
RE1,PWRHYD002,2057,0.1775
RE1,PWRHYD002,2058,0.1775
RE1,PWRHYD002,2059,0.1775
RE1,PWRHYD002,2060,0.1775
RE1,PWRHYD002,2061,0.1775
RE1,PWRHYD002,2062,0.1775
RE1,PWRHYD002,2063,0.1775
