r,t,y,SalvageValue
RE1,PWRWND001,2058,5890.3629
RE1,PWRWND001,2059,1594.0788
RE1,PWRWND001,2060,2233.2137
RE1,PWRWND001,2061,27108.249
RE1,PWRWND001,2062,10280.245
RE1,PWRWND001,2063,14822.987
RE1,PWRWND001,2064,7427.1929
RE1,PWRWND001,2065,8725.7092
RE1,PWRWND001,2066,8880.2061
RE1,PWRWND001,2067,8443.9499
RE1,PWRWND001,2068,4367.3533
RE1,PWRWND001,2069,2222.7984
RE1,PWRWND002,2042,427.4551
RE1,PWRWND002,2043,760.8833
RE1,PWRWND002,2044,693.8719
RE1,PWRWND002,2045,1184.4607
RE1,PWRWND002,2046,936.7488
RE1,PWRWND002,2047,1190.2226
RE1,PWRWND002,2048,1487.0528
RE1,PWRWND002,2049,3520.8627
RE1,PWRWND002,2052,649.7279
RE1,PWRWND002,2053,699.5214
RE1,PWRWND002,2054,748.0496
RE1,PWRWND002,2055,795.3674
RE1,PWRWND002,2056,841.5301
RE1,PWRWND002,2057,886.5886
RE1,PWRWND002,2058,13313.732
RE1,PWRWND002,2059,21021.039
RE1,PWRWND002,2060,4429.0696
RE1,PWRWND002,2061,3407.5385
RE1,PWRWND002,2062,3992.4504
RE1,PWRWND002,2063,4163.3404
RE1,PWRWND002,2064,4536.1921
RE1,PWRWND002,2065,5329.2669
RE1,PWRWND002,2066,5423.6266
RE1,PWRWND002,2067,5157.1811
RE1,PWRWND002,2068,6643.9747
RE1,PWRWND002,2069,7549.7216
RE1,PWRWND002,2070,1392.2083
RE1,PWRSOL001S,2042,291.8583
RE1,PWRSOL001S,2043,519.3683
RE1,PWRSOL001S,2044,474.0464
RE1,PWRSOL001S,2045,808.9809
RE1,PWRSOL001S,2046,640.3729
RE1,PWRSOL001S,2047,813.4189
RE1,PWRSOL001S,2048,1017.2156
RE1,PWRSOL001S,2049,1164.246
RE1,PWRSOL001S,2050,980.3366
RE1,PWRSOL001S,2051,409.7478
RE1,PWRSOL001S,2052,444.7378
RE1,PWRSOL001S,2053,584.7729
RE1,PWRSOL001S,2054,7479.8785
RE1,PWRSOL001S,2055,8901.9439
RE1,PWRSOL001S,2056,1134.7183
RE1,PWRSOL001S,2057,1194.1397
RE1,PWRSOL001S,2058,1687.8037
RE1,PWRSOL001S,2059,2145.03
RE1,PWRSOL001S,2060,3031.6917
RE1,PWRSOL001S,2061,2332.4552
RE1,PWRSOL001S,2062,2732.8265
RE1,PWRSOL001S,2063,2849.8005
RE1,PWRSOL001S,2064,3105.017
RE1,PWRSOL001S,2065,3647.8755
RE1,PWRSOL001S,2066,3712.4646
RE1,PWRSOL001S,2067,3530.083
RE1,PWRSOL001S,2068,4547.791
RE1,PWRSOL001S,2069,5167.7735
RE1,PWRSOL001S,2070,5382.8611
RE1,PWRWND001S,2042,1700.4089
RE1,PWRWND001S,2043,3976.9482
RE1,PWRWND001S,2044,7968.9021
RE1,PWRWND001S,2045,3517.4616
RE1,PWRWND001S,2046,12863.63
RE1,PWRWND001S,2047,18388.048
RE1,PWRWND001S,2048,5673.9652
RE1,PWRWND001S,2049,9171.7241
RE1,PWRWND001S,2050,820.5758
RE1,PWRWND001S,2051,131.6285
RE1,PWRWND001S,2052,1863.9287
RE1,PWRWND001S,2053,2006.7754
RE1,PWRWND001S,2054,2145.9922
RE1,PWRWND001S,2055,2281.7368
RE1,PWRWND001S,2056,2414.1677
RE1,PWRWND001S,2057,2543.4309
RE1,PWRWND001S,2058,2669.6671
RE1,PWRWND001S,2059,2793.0219
RE1,PWRWND001S,2060,2913.6187
RE1,PWRWND001S,2061,3031.5926
RE1,PWRWND001S,2062,3147.0598
RE1,PWRWND001S,2063,15194.903
RE1,PWRWND001S,2064,22373.42
RE1,PWRWND001S,2065,20005.12
RE1,PWRWND001S,2066,20629.31
RE1,PWRWND001S,2067,25176.169
RE1,PWRWND001S,2068,22955.358
RE1,PWRWND001S,2069,21536.992
RE1,PWRWND001S,2070,3993.9445
RE1,PWRTRN,2025,160.0243
RE1,PWRTRN,2027,122.3371
RE1,PWRTRN,2028,104.7222
RE1,PWRTRN,2029,237.4717
RE1,PWRTRN,2030,258.569
RE1,PWRTRN,2031,558.117
RE1,PWRTRN,2032,225.5338
RE1,PWRTRN,2033,365.3626
RE1,PWRTRN,2034,457.3284
RE1,PWRTRN,2035,489.8084
RE1,PWRTRN,2036,771.8144
RE1,PWRTRN,2037,859.7765
RE1,PWRTRN,2038,956.4399
RE1,PWRTRN,2039,1025.1792
RE1,PWRTRN,2040,1142.4783
RE1,PWRTRN,2041,1281.8011
RE1,PWRTRN,2042,1451.4803
RE1,PWRTRN,2043,1492.3127
RE1,PWRTRN,2044,1358.5905
RE1,PWRTRN,2045,860.2623
RE1,PWRTRN,2046,1586.7915
RE1,PWRTRN,2047,1601.8691
RE1,PWRTRN,2048,109.5476
RE1,PWRTRN,2049,1730.1755
RE1,PWRTRN,2050,4542.8004
RE1,PWRTRN,2051,8532.6874
RE1,PWRTRN,2052,297.7573
RE1,PWRTRN,2053,338.9685
RE1,PWRTRN,2054,349.3572
RE1,PWRTRN,2055,356.5544
RE1,PWRTRN,2056,363.6492
RE1,PWRTRN,2057,370.6474
RE1,PWRTRN,2058,377.5546
RE1,PWRTRN,2059,384.3755
RE1,PWRTRN,2060,391.1158
RE1,PWRTRN,2061,397.78
RE1,PWRTRN,2062,404.3732
RE1,PWRTRN,2063,410.8995
RE1,PWRTRN,2064,417.3635
RE1,PWRTRN,2065,423.7695
RE1,PWRTRN,2066,430.1213
RE1,PWRTRN,2067,436.4234
RE1,PWRDIST,2025,96.6121
RE1,PWRDIST,2026,1.0765
RE1,PWRDIST,2027,155.2691
RE1,PWRDIST,2028,119.129
RE1,PWRDIST,2029,244.9575
RE1,PWRDIST,2030,246.6595
RE1,PWRDIST,2031,496.4808
RE1,PWRDIST,2032,190.3108
RE1,PWRDIST,2033,292.1295
RE1,PWRDIST,2034,349.2794
RE1,PWRDIST,2035,359.4222
RE1,PWRDIST,2036,545.4608
RE1,PWRDIST,2037,588.3063
RE1,PWRDIST,2038,635.6124
RE1,PWRDIST,2039,663.5719
RE1,PWRDIST,2040,721.8419
RE1,PWRDIST,2041,792.1602
RE1,PWRDIST,2042,878.9982
RE1,PWRDIST,2043,887.3827
RE1,PWRDIST,2044,794.8979
RE1,PWRDIST,2045,497.3122
RE1,PWRDIST,2046,900.6
RE1,PWRDIST,2047,897.3168
RE1,PWRDIST,2048,65.5432
RE1,PWRDIST,2049,946.1909
RE1,PWRDIST,2050,2449.4943
RE1,PWRDIST,2051,4749.5112
RE1,PWRDIST,2052,156.998
RE1,PWRDIST,2053,177.1144
RE1,PWRDIST,2054,180.9998
RE1,PWRDIST,2055,183.2654
RE1,PWRDIST,2056,185.5229
RE1,PWRDIST,2057,187.7735
RE1,PWRDIST,2058,190.0184
RE1,PWRDIST,2059,192.2582
RE1,PWRDIST,2060,194.4942
RE1,PWRDIST,2061,196.727
RE1,PWRDIST,2062,198.9578
RE1,PWRDIST,2063,201.1873
RE1,PWRDIST,2064,203.4163
RE1,PWRDIST,2065,205.6457
RE1,PWRDIST,2066,207.8762
RE1,PWRDIST,2067,210.1087
RE1,PWRSOL002,2048,1471.7722
RE1,PWRSOL002,2049,743.8102
RE1,PWRSOL002,2050,3570.4598
RE1,PWRSOL002,2051,2019.5568
RE1,PWRSOL002,2052,1622.431
RE1,PWRSOL002,2053,611.1689
RE1,PWRSOL002,2054,10937.779
RE1,PWRSOL002,2055,1224.9385
RE1,PWRSOL002,2056,10335.836
RE1,PWRSOL002,2057,3672.7923
RE1,PWRSOL002,2058,4203.906
RE1,PWRSOL002,2059,5160.1507
RE1,PWRSOL002,2060,5448.2574
RE1,PWRSOL002,2061,5346.9229
RE1,PWRSOL002,2062,7110.0383
RE1,PWRSOL002,2063,8299.8951
RE1,PWRSOL002,2064,3264.1609
RE1,PWRSOL002,2065,1567.6626
RE1,PWRSOL002,2066,1635.3833
RE1,PWRSOL002,2067,1701.6298
RE1,PWRSOL002,2068,1766.4773
RE1,PWRSOL002,2069,44692.679
RE1,PWRSOL002,2070,1892.2203
RE1,PWRHYD004,2061,135.5822
RE1,DEMTRAEVC,2022,32.5599
RE1,DEMTRAEVC,2023,63.5693
RE1,DEMTRAEVC,2024,93.1021
RE1,DEMTRAEVC,2025,121.2286
RE1,DEMTRAEVC,2026,206.8267
RE1,DEMTRAEVC,2027,270.9631
RE1,DEMTRAEVC,2028,320.4275
RE1,DEMTRAEVC,2029,388.3404
RE1,DEMTRAEVC,2030,728.9419
RE1,DEMTRAEVC,2031,706.4889
RE1,DEMTRAEVC,2032,770.9911
RE1,DEMTRAEVC,2033,524.5261
RE1,DEMTRAEVC,2034,615.7527
RE1,DEMTRAEVC,2035,687.8449
RE1,DEMTRAEVC,2036,698.5014
RE1,DEMTRAEVC,2037,871.7314
RE1,DEMTRAEVC,2038,871.8106
RE1,DEMTRAEVC,2039,1498.5142
RE1,DEMTRAEVC,2040,910.4414
RE1,DEMTRAEVC,2041,1454.8471
RE1,DEMTRAEVC,2042,964.1098
RE1,DEMTRAEVC,2043,928.8411
RE1,DEMTRAEVC,2044,967.1517
RE1,DEMTRAEVC,2045,758.9303
RE1,DEMTRAEVC,2046,1494.5069
RE1,DEMTRAEVC,2047,1166.0617
RE1,DEMTRAEVC,2048,1194.9568
RE1,DEMTRAEVC,2049,1255.2501
RE1,DEMTRAEVC,2050,1989.3122
RE1,DEMTRAEVC,2051,585.8067
RE1,DEMTRAEVC,2052,430.316
RE1,DEMTRAEVC,2053,439.604
RE1,DEMTRAEVC,2054,901.0662
RE1,DEMTRAEVC,2056,466.5502
RE1,DEMTRAEVC,2057,1791.1212
RE1,DEMTRAEVC,2058,2809.4818
RE1,DEMTRAEVC,2059,2839.7296
RE1,DEMTRAEVC,2060,1740.882
RE1,DEMTRAEVC,2061,378.8935
RE1,DEMTRAEVC,2062,384.8362
RE1,DEMTRAEVC,2063,390.7039
RE1,DEMTRAEVC,2064,396.501
RE1,DEMTRAEVC,2065,402.2314
RE1,DEMTRAEVC,2066,407.8994
RE1,DEMTRAEVC,2067,413.5086
RE1,DEMTRAEVC,2068,419.0628
RE1,DEMTRAEVC,2069,424.5654
RE1,DEMTRAMCYELC,2057,0.0
RE1,DEMTRAMCYELC,2058,0.0001
RE1,DEMTRAMCYELC,2059,0.0001
RE1,DEMTRAMCYELC,2060,0.0
RE1,DEMTRAMCYELC,2061,0.0001
RE1,DEMTRAMCYELC,2062,0.0001
RE1,DEMTRAMCYELC,2063,0.0001
RE1,DEMTRAMCYELC,2064,0.0001
RE1,DEMTRAMCYELC,2065,0.0001
RE1,DEMTRAMCYELC,2066,0.0
RE1,DEMTRAMCYELC,2067,0.0
RE1,DEMTRAMCYELC,2068,0.0
RE1,DEMTRAMCYELC,2069,0.0
RE1,DEMTRAMCYELC,2070,0.0002
RE1,DEMTRACARELC,2052,0.0
RE1,DEMTRACARELC,2054,0.0001
RE1,DEMTRACARELC,2056,0.0001
RE1,DEMTRACARELC,2057,0.0001
RE1,DEMTRACARELC,2058,0.0002
RE1,DEMTRACARELC,2059,0.0003
RE1,DEMTRACARELC,2060,0.0003
RE1,DEMTRACARELC,2061,0.0001
RE1,DEMTRACARELC,2062,0.0002
RE1,DEMTRACARELC,2063,0.0002
RE1,DEMTRACARELC,2064,0.0002
RE1,DEMTRACARELC,2065,0.0001
RE1,DEMTRACARELC,2066,0.0001
RE1,DEMTRACARELC,2067,0.0001
RE1,DEMTRACARELC,2068,0.0001
RE1,DEMTRACARELC,2069,0.0002
RE1,DEMTRACARELC,2070,0.0004
RE1,DEMTRABUSELC,2052,2639.2756
RE1,DEMTRABUSELC,2053,5158.175
RE1,DEMTRABUSELC,2054,7562.3678
RE1,DEMTRABUSELC,2055,9857.2572
RE1,DEMTRABUSELC,2056,12047.993
RE1,DEMTRABUSELC,2057,14139.483
RE1,DEMTRABUSELC,2058,16136.404
RE1,DEMTRABUSELC,2059,18043.214
RE1,DEMTRABUSELC,2060,2787.6844
RE1,DEMTRABUSELC,2061,3051.898
RE1,DEMTRABUSELC,2062,3308.3918
RE1,DEMTRABUSELC,2063,3557.4997
RE1,DEMTRABUSELC,2064,3799.5419
RE1,DEMTRABUSELC,2065,27816.227
RE1,DEMTRABUSELC,2066,54137.716
RE1,DEMTRABUSELC,2067,56561.577
RE1,DEMTRABUSELC,2068,58874.711
RE1,DEMTRABUSELC,2069,61082.373
RE1,DEMTRABUSELC,2070,63189.566
RE1,DEMINDELC,2063,0.0
RE1,DEMINDELC,2064,0.0
RE1,DEMINDELC,2065,0.0
RE1,DEMINDELC,2066,0.0
RE1,DEMINDELC,2067,0.0
RE1,DEMINDELC,2068,0.0
RE1,DEMINDELC,2069,0.0
RE1,DEMINDELC,2070,0.0
RE1,INDENEFFDP,2062,385.8
RE1,INDENEFFDP,2063,537.5878
RE1,INDENEFFDP,2064,789.2089
RE1,INDENEFFDP,2065,1030.0946
RE1,INDENEFFDP,2066,1260.7488
RE1,INDENEFFDP,2067,1481.6523
RE1,INDENEFFDP,2068,1693.2634
RE1,INDENEFFDP,2069,1896.0196
RE1,INDENEFFDP,2070,2090.3378
RE1,DEMINDHEEH,2060,260.4029
RE1,DEMINDHEEH,2061,703.874
RE1,DEMINDHEEH,2062,825.5699
RE1,DEMINDHEEH,2063,941.5986
RE1,DEMINDHEEH,2064,1052.2292
RE1,DEMINDHEEH,2065,1157.7179
RE1,DEMINDHEEH,2066,67.7253
RE1,DEMINDHEEH,2067,73.5019
RE1,DEMINDHEEH,2068,79.1273
RE1,DEMINDHEEH,2069,84.6086
RE1,DEMINDHEEL,2057,68.23
RE1,DEMINDHEEL,2058,45.3813
RE1,DEMINDHEEL,2059,80.6699
RE1,DEMINDHEEL,2060,569.478
RE1,DEMINDHEEL,2061,5.7912
RE1,DEMINDHEEL,2062,285.5837
RE1,DEMINDHEEL,2063,350.5466
RE1,DEMINDHEEL,2064,348.1025
RE1,DEMINDHEEL,2065,965.6139
RE1,DEMINDHEEL,2066,264.2385
RE1,DEMINDHEEL,2067,405.9134
RE1,DEMINDHEEL,2068,352.2032
RE1,DEMINDHEEL,2069,90.0602
RE1,DEMRESELC,2064,0.0
RE1,DEMRESELC,2065,0.0
RE1,DEMRESELC,2066,0.0
RE1,DEMRESELC,2067,0.0
RE1,DEMRESELC,2068,0.0
RE1,DEMRESELC,2069,0.0
RE1,DEMRESELC,2070,0.0
RE1,RESENEFFDP,2062,137.1587
RE1,RESENEFFDP,2063,297.9425
RE1,RESENEFFDP,2064,393.9751
RE1,RESENEFFDP,2065,514.2258
RE1,RESENEFFDP,2066,629.369
RE1,RESENEFFDP,2067,739.6446
RE1,RESENEFFDP,2068,845.2814
RE1,RESENEFFDP,2069,946.4978
RE1,RESENEFFDP,2070,1043.502
RE1,DEMRESCKNELC,2045,48.4512
RE1,DEMRESCKNELC,2050,63.8827
RE1,DEMRESCKNELC,2051,325.4514
RE1,DEMRESCKNELC,2052,120.2224
RE1,DEMRESCKNELC,2053,159.2739
RE1,DEMRESCKNELC,2054,170.0595
RE1,DEMRESCKNELC,2055,179.3902
RE1,DEMRESCKNELC,2056,66.033
RE1,DEMRESCKNELC,2057,74.5448
RE1,DEMRESCKNELC,2058,136.396
RE1,DEMRESCKNELC,2059,45.1311
RE1,DEMRESCKNELC,2060,98.9491
RE1,DEMRESCKNELC,2061,29.0277
RE1,DEMRESCKNELC,2062,37.6482
RE1,DEMRESCKNELC,2063,154.5655
RE1,DEMRESCKNELC,2064,92.2952
RE1,DEMRESCKNELC,2065,110.018
RE1,DEMRESCKNELC,2066,258.5108
RE1,DEMRESCKNELC,2067,263.9714
RE1,DEMRESCKNELC,2068,87.1572
RE1,DEMRESCKNELC,2069,87.3938
RE1,DEMRESHEEL,2058,2.4361
RE1,DEMRESHEEL,2059,45.7836
RE1,DEMRESHEEL,2060,27.2185
RE1,DEMRESHEEL,2061,26.3804
RE1,DEMRESHEEL,2062,115.283
RE1,DEMRESHEEL,2063,112.2483
RE1,DEMRESHEEL,2064,91.0745
RE1,DEMRESHEEL,2065,216.1582
RE1,DEMRESHEEL,2066,161.451
RE1,DEMRESHEEL,2067,6.6298
RE1,DEMRESHEEL,2068,130.4927
RE1,DEMRESHEEL,2069,61.8557
RE1,DEMCOMELC,2064,0.0
RE1,DEMCOMELC,2065,0.0
RE1,DEMCOMELC,2066,0.0
RE1,DEMCOMELC,2067,0.0
RE1,DEMCOMELC,2068,0.0
RE1,DEMCOMELC,2069,0.0
RE1,DEMCOMELC,2070,0.0
RE1,COMENEFFDP,2062,214.2263
RE1,COMENEFFDP,2063,277.3679
RE1,COMENEFFDP,2064,407.1915
RE1,COMENEFFDP,2065,531.4762
RE1,COMENEFFDP,2066,650.4821
RE1,COMENEFFDP,2067,764.457
RE1,COMENEFFDP,2068,873.6375
RE1,COMENEFFDP,2069,978.2493
RE1,COMENEFFDP,2070,1078.5076
RE1,DEMCOMHEEL,2057,0.42
RE1,DEMCOMHEEL,2058,3.9769
RE1,DEMCOMHEEL,2059,12.689
RE1,DEMCOMHEEL,2060,33.3254
RE1,DEMCOMHEEL,2061,2.9125
RE1,DEMCOMHEEL,2062,64.9955
RE1,DEMCOMHEEL,2063,65.096
RE1,DEMCOMHEEL,2064,16.3476
RE1,DEMCOMHEEL,2065,103.2791
RE1,DEMCOMHEEL,2066,40.4964
RE1,DEMCOMHEEL,2067,65.5549
RE1,DEMCOMHEEL,2068,42.3932
RE1,DEMCOMHEEL,2069,17.6468
