r,t,y,DiscountedSalvageValue
RE1,PWRDIST,2038,8.7139
RE1,PWRDIST,2039,7.3857
RE1,PWRDIST,2040,53.8232
RE1,PWRDIST,2041,3.9698
RE1,PWRDIST,2042,6.1628
RE1,PWRDIST,2043,12.0663
RE1,PWRDIST,2044,6.2521
RE1,PWRDIST,2045,10.396
RE1,PWRDIST,2046,7.9486
RE1,PWRDIST,2047,8.0012
RE1,PWRDIST,2048,7.0908
RE1,PWRDIST,2049,6.187
RE1,PWRDIST,2050,727.7929
RE1,PWRDIST,2051,354.2604
RE1,PWRDIST,2052,12.125
RE1,PWRDIST,2053,12.2854
RE1,PWRDIST,2054,11.4511
RE1,PWRDIST,2055,8.676
RE1,PWRDIST,2056,12.802
RE1,PWRDIST,2057,12.961
RE1,PWRDIST,2058,13.1196
RE1,PWRDIST,2059,17.8422
RE1,PWRDIST,2060,4.0827
RE1,PWRDIST,2061,18.3835
RE1,PWRDIST,2062,13.7523
RE1,PWRDIST,2063,13.9103
RE1,PWRDIST,2064,14.0684
RE1,PWRDIST,2065,5.764
RE1,PWRDIST,2066,3.8976
RE1,PWRDIST,2070,10.8844
RE1,DEMTRAEVC,2024,48.0184
RE1,DEMTRAEVC,2025,1.0198
RE1,DEMTRAEVC,2026,1.3868
RE1,DEMTRAEVC,2027,1.6256
RE1,DEMTRAEVC,2028,1.8529
RE1,DEMTRAEVC,2029,2.0694
RE1,DEMTRAEVC,2030,2.2754
RE1,DEMTRAEVC,2031,24.0946
RE1,DEMTRAEVC,2032,10.6761
RE1,DEMTRAEVC,2033,15.7536
RE1,DEMTRAEVC,2034,55.6571
RE1,DEMTRAEVC,2035,12.7744
RE1,DEMTRAEVC,2036,11.8068
RE1,DEMTRAEVC,2037,23.6191
RE1,DEMTRAEVC,2038,8.3249
RE1,DEMTRAEVC,2039,4.8324
RE1,DEMTRAEVC,2040,5.9156
RE1,DEMTRAEVC,2041,3.9526
RE1,DEMTRAEVC,2042,5.0422
RE1,DEMTRAEVC,2043,5.1761
RE1,DEMTRAEVC,2044,5.3036
RE1,DEMTRAEVC,2045,5.4251
RE1,DEMTRAEVC,2046,4.3327
RE1,DEMTRAEVC,2047,4.419
RE1,DEMTRAEVC,2048,4.5011
RE1,DEMTRAEVC,2049,4.5793
RE1,DEMTRAEVC,2050,2095.99
RE1,DEMTRAEVC,2051,28.929
RE1,DEMTRAEVC,2052,21.6733
RE1,DEMTRAEVC,2053,22.137
RE1,DEMTRAEVC,2054,21.7652
RE1,DEMTRAEVC,2055,22.6079
RE1,DEMTRAEVC,2056,23.5322
RE1,DEMTRAEVC,2057,23.9667
RE1,DEMTRAEVC,2058,24.3946
RE1,DEMTRAEVC,2059,25.4408
RE1,DEMTRAEVC,2060,23.4144
RE1,DEMTRAEVC,2061,26.8393
RE1,DEMTRAEVC,2062,26.0468
RE1,DEMTRAEVC,2063,26.4466
RE1,DEMTRAEVC,2064,26.8417
RE1,DEMTRAEVC,2068,1.234
RE1,DEMTRAEVC,2069,27.6276
RE1,DEMTRAEVC,2070,42.7648
RE1,DEMTRAMCYELC,2057,0.0
RE1,DEMTRAMCYELC,2058,0.0
RE1,DEMTRAMCYELC,2059,0.0
RE1,DEMTRAMCYELC,2060,0.0
RE1,DEMTRAMCYELC,2061,0.0
RE1,DEMTRAMCYELC,2062,0.0
RE1,DEMTRAMCYELC,2063,0.0
RE1,DEMTRAMCYELC,2064,0.0
RE1,DEMTRAMCYELC,2065,0.0
RE1,DEMTRAMCYELC,2066,0.0
RE1,DEMTRAMCYELC,2067,0.0
RE1,DEMTRAMCYELC,2068,0.0
RE1,DEMTRAMCYELC,2069,0.0001
RE1,DEMTRAMCYELC,2070,0.0
RE1,DEMTRACARELC,2052,0.0
RE1,DEMTRACARELC,2053,0.0
RE1,DEMTRACARELC,2054,0.0
RE1,DEMTRACARELC,2055,0.0
RE1,DEMTRACARELC,2056,0.0
RE1,DEMTRACARELC,2057,0.0
RE1,DEMTRACARELC,2058,0.0
RE1,DEMTRACARELC,2059,0.0
RE1,DEMTRACARELC,2060,0.0
RE1,DEMTRACARELC,2061,0.0
RE1,DEMTRACARELC,2062,0.0
RE1,DEMTRACARELC,2064,0.0
RE1,DEMTRACARELC,2070,0.0003
RE1,DEMTRABUSELC,2052,22.8528
RE1,DEMTRABUSELC,2053,44.9626
RE1,DEMTRABUSELC,2054,66.3605
RE1,DEMTRABUSELC,2055,87.0767
RE1,DEMTRABUSELC,2056,107.14
RE1,DEMTRABUSELC,2057,126.5781
RE1,DEMTRABUSELC,2058,145.4177
RE1,DEMTRABUSELC,2059,163.6843
RE1,DEMTRABUSELC,2060,181.4023
RE1,DEMTRABUSELC,2061,198.5954
RE1,DEMTRABUSELC,2062,215.2862
RE1,DEMTRABUSELC,2063,231.4963
RE1,DEMTRABUSELC,2064,247.2467
RE1,DEMTRABUSELC,2065,262.5573
RE1,DEMTRABUSELC,2066,277.4474
RE1,DEMTRABUSELC,2067,291.9354
RE1,DEMTRABUSELC,2068,306.039
RE1,DEMTRABUSELC,2069,319.7754
RE1,DEMTRABUSELC,2070,38120.751
RE1,DEMINDELC,2062,0.0
RE1,DEMINDELC,2063,0.0
RE1,DEMINDELC,2064,0.0
RE1,DEMINDELC,2065,0.0
RE1,DEMINDELC,2066,0.0
RE1,DEMINDELC,2067,0.0
RE1,DEMINDELC,2068,0.0
RE1,DEMINDELC,2069,0.0
RE1,DEMINDELC,2070,0.0
RE1,INDENEFFDP,2062,8.3385
RE1,INDENEFFDP,2063,16.3526
RE1,INDENEFFDP,2064,260.3346
RE1,INDENEFFDP,2065,35.6722
RE1,INDENEFFDP,2066,49.2258
RE1,INDENEFFDP,2067,52.0148
RE1,INDENEFFDP,2068,52.2338
RE1,INDENEFFDP,2069,26.6974
RE1,DEMINDHEEH,2070,30.3537
RE1,DEMINDHEBIO,2057,1.4144
RE1,DEMINDHEBIO,2058,2.7619
RE1,DEMINDHEBIO,2059,4.0466
RE1,DEMINDHEBIO,2060,137.6163
RE1,DEMINDHEBIO,2061,5.7059
RE1,DEMINDHEBIO,2062,6.696
RE1,DEMINDHEBIO,2063,7.6412
RE1,DEMINDHEBIO,2064,8.5453
RE1,DEMINDHEBIO,2065,9.4123
RE1,DEMINDHEBIO,2066,9.8146
RE1,DEMINDHEBIO,2067,13.5177
RE1,DEMINDHEBIO,2068,16.1612
RE1,DEMINDHEBIO,2069,17.1725
RE1,DEMINDHEBIO,2070,18.1468
RE1,DEMRESELC,2062,0.0
RE1,DEMRESELC,2063,0.0
RE1,DEMRESELC,2064,0.0
RE1,DEMRESELC,2065,0.0
RE1,DEMRESELC,2066,0.0
RE1,DEMRESELC,2067,0.0
RE1,DEMRESELC,2068,0.0
RE1,DEMRESELC,2069,0.0
RE1,DEMRESELC,2070,0.0
RE1,RESENEFFDP,2062,4.1626
RE1,RESENEFFDP,2063,8.1632
RE1,RESENEFFDP,2064,129.9597
RE1,RESENEFFDP,2065,17.8076
RE1,RESENEFFDP,2066,24.5736
RE1,RESENEFFDP,2067,25.9659
RE1,RESENEFFDP,2068,26.0752
RE1,RESENEFFDP,2069,13.3274
RE1,DEMRESCKNELC,2043,0.5696
RE1,DEMRESCKNELC,2045,0.7504
RE1,DEMRESCKNELC,2046,0.7503
RE1,DEMRESCKNELC,2047,0.8809
RE1,DEMRESCKNELC,2048,0.7241
RE1,DEMRESCKNELC,2049,0.5021
RE1,DEMRESCKNELC,2050,22.0762
RE1,DEMRESCKNELC,2051,2.5551
RE1,DEMRESCKNELC,2052,0.8311
RE1,DEMRESCKNELC,2053,0.8944
RE1,DEMRESCKNELC,2054,17.5135
RE1,DEMRESCKNELC,2055,0.7982
RE1,DEMRESCKNELC,2056,9.0161
RE1,DEMRESCKNELC,2057,4.0571
RE1,DEMRESCKNELC,2058,5.129
RE1,DEMRESCKNELC,2059,3.9463
RE1,DEMRESCKNELC,2060,15.3325
RE1,DEMRESCKNELC,2061,4.4169
RE1,DEMRESCKNELC,2062,1.4129
RE1,DEMRESCKNELC,2063,1.4631
RE1,DEMRESCKNELC,2064,1.5122
RE1,DEMRESCKNELC,2065,1.1235
RE1,DEMRESCKNBIO,2052,0.2489
RE1,DEMRESCKNBIO,2053,0.486
RE1,DEMRESCKNBIO,2054,0.7119
RE1,DEMRESCKNBIO,2055,0.9273
RE1,DEMRESCKNBIO,2056,1.118
RE1,DEMRESCKNBIO,2057,1.3112
RE1,DEMRESCKNBIO,2058,1.4954
RE1,DEMRESCKNBIO,2059,0.2684
RE1,DEMRESCKNBIO,2060,0.296
RE1,DEMRESCKNBIO,2061,0.3224
RE1,DEMRESCKNBIO,2062,0.3478
RE1,DEMRESCKNBIO,2063,0.3722
RE1,DEMRESCKNBIO,2064,0.3957
RE1,DEMRESCKNBIO,2065,0.4182
RE1,DEMRESCKNBIO,2066,0.3832
RE1,DEMRESCKNBIO,2067,0.4016
RE1,DEMRESCKNBIO,2068,0.4194
RE1,DEMRESCKNBIO,2069,0.4366
RE1,DEMRESHEBIO,2057,0.3421
RE1,DEMRESHEBIO,2058,0.6678
RE1,DEMRESHEBIO,2059,0.978
RE1,DEMRESHEBIO,2060,27.5081
RE1,DEMRESHEBIO,2061,1.3819
RE1,DEMRESHEBIO,2062,1.6208
RE1,DEMRESHEBIO,2063,1.8486
RE1,DEMRESHEBIO,2064,3.2224
RE1,DEMRESHEBIO,2065,3.5839
RE1,DEMRESHEBIO,2066,3.4166
RE1,DEMRESHEBIO,2067,3.6826
RE1,DEMRESHEBIO,2068,3.938
RE1,DEMRESHEBIO,2069,4.1826
RE1,DEMRESHEBIO,2070,4.418
RE1,DEMCOMELC,2062,0.0
RE1,DEMCOMELC,2063,0.0
RE1,DEMCOMELC,2064,0.0
RE1,DEMCOMELC,2065,0.0
RE1,DEMCOMELC,2066,0.0
RE1,DEMCOMELC,2067,0.0
RE1,DEMCOMELC,2068,0.0
RE1,DEMCOMELC,2069,0.0
RE1,DEMCOMELC,2070,0.0
RE1,COMENEFFDP,2062,4.3022
RE1,COMENEFFDP,2063,8.4371
RE1,COMENEFFDP,2064,134.3193
RE1,COMENEFFDP,2065,18.405
RE1,COMENEFFDP,2066,25.398
RE1,COMENEFFDP,2067,26.837
RE1,COMENEFFDP,2068,26.95
RE1,COMENEFFDP,2069,13.7745
RE1,DEMCOMHEBIO,2057,0.1685
RE1,DEMCOMHEBIO,2058,0.3292
RE1,DEMCOMHEBIO,2059,0.4826
RE1,DEMCOMHEBIO,2060,12.172
RE1,DEMCOMHEBIO,2061,1.3769
RE1,DEMCOMHEBIO,2062,1.1947
RE1,DEMCOMHEBIO,2063,1.3634
RE1,DEMCOMHEBIO,2064,1.5247
RE1,DEMCOMHEBIO,2065,1.6793
RE1,DEMCOMHEBIO,2066,1.6784
RE1,DEMCOMHEBIO,2067,1.8112
RE1,DEMCOMHEBIO,2068,1.939
RE1,DEMCOMHEBIO,2069,2.0616
RE1,DEMCOMHEBIO,2070,2.1798
RE1,DEMINDHECOA,2057,2.7004
RE1,DEMINDHECOA,2058,5.2793
RE1,DEMINDHECOA,2059,7.7428
RE1,DEMINDHECOA,2060,263.5958
RE1,DEMINDHECOA,2061,10.9393
RE1,DEMINDHECOA,2062,12.8438
RE1,DEMINDHECOA,2063,14.6648
RE1,DEMINDHECOA,2064,16.4064
RE1,DEMINDHECOA,2065,18.0726
RE1,DEMINDHECOA,2066,18.8494
RE1,DEMINDHECOA,2067,25.9657
RE1,DEMINDHECOA,2068,31.0462
RE1,DEMINDHECOA,2069,32.9948
