r,t,y,TotalCapacityAnnual
RE1,UPSREF001,2029,2876.6643
RE1,UPSREF001,2030,2876.6643
RE1,UPSREF001,2031,2876.6643
RE1,UPSREF001,2032,2876.6643
RE1,UPSREF001,2033,2876.6643
RE1,UPSREF001,2034,2876.6643
RE1,UPSREF001,2035,2876.6643
RE1,UPSREF001,2036,2876.6643
RE1,UPSREF001,2037,2876.6643
RE1,UPSREF001,2038,2876.6643
RE1,UPSREF001,2039,2876.6643
RE1,UPSREF001,2040,2876.6643
RE1,UPSREF001,2041,2876.6643
RE1,UPSREF001,2042,2876.6643
RE1,UPSREF001,2043,2876.6643
RE1,UPSREF001,2044,2876.6643
RE1,UPSREF001,2045,2876.6643
RE1,MINNGS,2015,794.6634
RE1,MINNGS,2016,796.9507
RE1,MINNGS,2017,806.5935
RE1,MINNGS,2018,839.6294
RE1,MINNGS,2019,846.9226
RE1,MINNGS,2024,335.9972
RE1,MINNGS,2025,335.9972
RE1,MINNGS,2026,312.6484
RE1,MINNGS,2027,312.6484
RE1,MINNGS,2028,308.7778
RE1,MINNGS,2029,304.9696
RE1,MINNGS,2030,216.1532
RE1,MINNGS,2031,260.6444
RE1,MINNGS,2032,260.6444
RE1,MINNGS,2033,234.8609
RE1,MINNGS,2038,18.1356
RE1,MINNGS,2039,53.2477
RE1,MINNGS,2040,99.4344
RE1,MINNGS,2041,99.8877
RE1,MINNGS,2042,99.8877
RE1,MINNGS,2043,99.8877
RE1,MINNGS,2044,49.9438
RE1,MINSOL,2015,19.2273
RE1,MINSOL,2016,33.282
RE1,MINSOL,2017,36.6855
RE1,MINSOL,2018,40.2789
RE1,MINSOL,2019,40.5636
RE1,MINSOL,2020,40.5636
RE1,MINSOL,2021,41.6077
RE1,MINSOL,2022,41.6077
RE1,MINSOL,2023,41.6077
RE1,MINSOL,2024,70.8451
RE1,MINSOL,2025,318.1121
RE1,MINSOL,2026,318.1121
RE1,MINSOL,2027,318.1121
RE1,MINSOL,2028,318.1121
RE1,MINSOL,2029,318.1121
RE1,MINSOL,2030,318.1121
RE1,MINSOL,2031,318.1121
RE1,MINSOL,2032,318.1121
RE1,MINSOL,2033,318.1121
RE1,MINSOL,2034,318.1121
RE1,MINSOL,2035,298.9318
RE1,MINSOL,2036,284.8771
RE1,MINSOL,2037,281.4736
RE1,MINSOL,2038,277.8802
RE1,MINSOL,2039,277.5955
RE1,MINSOL,2040,277.5955
RE1,MINSOL,2041,276.5514
RE1,MINSOL,2042,276.5514
RE1,MINSOL,2043,276.5514
RE1,MINSOL,2044,276.5043
RE1,MINSOL,2045,276.5043
RE1,MINSOL,2046,276.5043
RE1,MINSOL,2047,276.5043
RE1,MINSOL,2048,276.5043
RE1,MINSOL,2049,276.5043
RE1,MINSOL,2050,276.5043
RE1,MINSOL,2051,276.5043
RE1,MINSOL,2052,276.5043
RE1,MINSOL,2053,276.5043
RE1,MINSOL,2054,247.267
RE1,MINWND,2015,1.5132
RE1,MINWND,2016,3.2785
RE1,MINWND,2017,4.061
RE1,MINWND,2018,7.1325
RE1,MINWND,2019,9.745
RE1,MINWND,2020,9.745
RE1,MINWND,2021,9.9907
RE1,MINWND,2022,9.9907
RE1,MINWND,2023,9.9907
RE1,MINWND,2024,9.9907
RE1,MINWND,2025,9.9907
RE1,MINWND,2026,9.9907
RE1,MINWND,2027,9.9907
RE1,MINWND,2028,9.9907
RE1,MINWND,2029,9.9907
RE1,MINWND,2030,9.9907
RE1,MINWND,2031,9.9907
RE1,MINWND,2032,9.9907
RE1,MINWND,2033,9.9907
RE1,MINWND,2034,9.9907
RE1,MINWND,2035,9.9907
RE1,MINWND,2036,8.2254
RE1,MINWND,2037,8.2254
RE1,MINWND,2038,8.2254
RE1,MINWND,2039,8.2254
RE1,MINWND,2040,8.2254
RE1,MINWND,2041,8.2254
RE1,MINWND,2042,8.2254
RE1,MINWND,2043,8.2254
RE1,MINWND,2044,8.2254
RE1,MINWND,2045,8.2254
RE1,MINWND,2046,8.2254
RE1,MINWND,2047,3.2785
RE1,MINWND,2048,2.5866
RE1,MINWND,2049,2.5866
RE1,MINWND,2070,1374.8473
RE1,MINGEO,2024,1.4486
RE1,MINGEO,2025,1.4486
RE1,MINGEO,2026,1.4486
RE1,MINGEO,2027,1.4486
RE1,MINGEO,2028,1.4486
RE1,MINGEO,2029,1.4486
RE1,MINGEO,2030,1.4486
RE1,MINGEO,2031,1.4486
RE1,MINGEO,2032,1.4486
RE1,MINGEO,2033,1.4486
RE1,MINGEO,2034,1.4486
RE1,MINGEO,2035,1.4486
RE1,MINGEO,2036,1.4486
RE1,MINGEO,2037,1.4486
RE1,MINGEO,2038,1.4486
RE1,MINGEO,2039,1.4486
RE1,MINGEO,2040,1.4486
RE1,MINGEO,2041,1.4486
RE1,MINGEO,2042,1.4486
RE1,MINGEO,2043,1.4486
RE1,MINGEO,2044,1.4486
RE1,MINGEO,2045,1.4486
RE1,MINGEO,2046,1.4486
RE1,MINGEO,2047,1.4486
RE1,MINGEO,2048,1.4486
RE1,MINGEO,2049,1.4486
RE1,MINGEO,2050,1.4486
RE1,MINGEO,2051,1.4486
RE1,MINGEO,2052,1.4486
RE1,MINGEO,2053,1.4486
RE1,MINGEO,2054,1.4486
RE1,MINGEO,2055,1.4486
RE1,MINGEO,2056,1.4486
RE1,MINGEO,2057,1.4486
RE1,MINGEO,2058,1.4486
RE1,MINGEO,2059,1.4486
RE1,MINGEO,2060,1.4486
RE1,MINGEO,2061,1.4486
RE1,MINGEO,2062,1.4486
RE1,MINGEO,2063,1.4486
RE1,MINGEO,2064,1.4486
RE1,MINGEO,2065,1.4486
RE1,MINGEO,2066,1.4486
RE1,MINGEO,2067,1.4486
RE1,MINGEO,2068,1.4486
RE1,MINGEO,2069,1.4486
RE1,MINGEO,2070,1.4486
RE1,MINHYD,2015,51.7481
RE1,MINHYD,2016,51.7481
RE1,MINHYD,2017,51.7481
RE1,MINHYD,2018,51.7481
RE1,MINHYD,2019,51.7481
RE1,MINHYD,2020,51.7481
RE1,MINHYD,2021,51.7481
RE1,MINHYD,2022,51.7481
RE1,MINHYD,2023,51.7481
RE1,MINHYD,2024,51.7481
RE1,MINHYD,2025,51.7481
RE1,MINHYD,2026,51.7481
RE1,MINHYD,2027,51.7481
RE1,MINHYD,2028,51.7481
RE1,MINHYD,2029,51.7481
RE1,MINHYD,2030,51.7481
RE1,MINHYD,2031,51.7481
RE1,MINHYD,2032,51.7481
RE1,MINHYD,2033,51.7481
RE1,MINHYD,2034,51.7481
RE1,MINHYD,2035,51.7481
RE1,MINHYD,2036,51.7481
RE1,MINHYD,2037,51.7481
RE1,MINHYD,2038,51.7481
RE1,MINHYD,2039,51.7481
RE1,MINHYD,2040,51.7481
RE1,MINHYD,2041,51.7481
RE1,MINHYD,2042,51.7481
RE1,MINHYD,2043,51.7481
RE1,MINHYD,2044,51.7481
RE1,MINHYD,2045,51.7481
RE1,MINHYD,2046,51.7481
RE1,MINHYD,2047,51.7481
RE1,MINHYD,2048,51.7481
RE1,MINHYD,2049,51.7481
RE1,MINHYD,2050,51.7481
RE1,PWRBIO001,2015,2.978
RE1,PWRBIO001,2016,3.404
RE1,PWRBIO001,2017,3.829
RE1,PWRBIO001,2018,4.04
RE1,PWRBIO001,2019,4.04
RE1,PWRBIO001,2020,4.255
RE1,PWRBIO001,2021,4.468
RE1,PWRBIO001,2022,4.468
RE1,PWRBIO001,2023,4.468
RE1,PWRBIO001,2024,4.468
RE1,PWRBIO001,2025,4.468
RE1,PWRBIO001,2026,4.468
RE1,PWRBIO001,2027,4.468
RE1,PWRBIO001,2028,4.468
RE1,PWRBIO001,2029,4.468
RE1,PWRBIO001,2030,4.468
RE1,PWRBIO001,2031,1.49
RE1,PWRBIO001,2032,1.49
RE1,PWRBIO001,2033,1.49
RE1,PWRBIO001,2034,1.49
RE1,PWRBIO001,2035,1.49
RE1,PWRBIO001,2036,1.49
RE1,PWRBIO001,2037,1.49
RE1,PWRBIO001,2038,1.49
RE1,PWRBIO001,2039,1.49
RE1,PWRBIO001,2040,1.49
RE1,PWRBIO001,2041,1.49
RE1,PWRBIO001,2042,1.49
RE1,PWRBIO001,2043,1.49
RE1,PWRBIO001,2044,1.49
RE1,PWRBIO001,2045,1.49
RE1,PWRBIO001,2046,1.064
RE1,PWRBIO001,2047,0.639
RE1,PWRBIO001,2048,0.428
RE1,PWRBIO001,2049,0.428
RE1,PWRBIO001,2050,0.213
RE1,PWRCOA001,2015,5.259
RE1,PWRCOA001,2016,5.259
RE1,PWRCOA001,2017,5.259
RE1,PWRCOA001,2018,5.259
RE1,PWRCOA001,2019,6.4493
RE1,PWRCOA001,2020,27.5977
RE1,PWRCOA001,2021,28.4784
RE1,PWRCOA001,2022,29.5849
RE1,PWRCOA001,2023,30.6907
RE1,PWRCOA001,2024,35.8243
RE1,PWRCOA001,2025,33.4243
RE1,PWRCOA001,2026,33.4243
RE1,PWRCOA001,2027,33.4243
RE1,PWRCOA001,2028,33.4243
RE1,PWRCOA001,2029,33.0963
RE1,PWRCOA001,2030,33.0963
RE1,PWRCOA001,2031,32.5703
RE1,PWRCOA001,2032,32.5703
RE1,PWRCOA001,2033,32.5703
RE1,PWRCOA001,2034,32.5703
RE1,PWRCOA001,2035,32.5703
RE1,PWRCOA001,2036,32.5703
RE1,PWRCOA001,2037,31.2253
RE1,PWRCOA001,2038,31.2253
RE1,PWRCOA001,2039,31.2253
RE1,PWRCOA001,2040,31.2253
RE1,PWRCOA001,2041,31.7604
RE1,PWRCOA001,2042,32.5662
RE1,PWRCOA001,2043,33.3716
RE1,PWRCOA001,2044,35.3497
RE1,PWRCOA001,2045,37.3274
RE1,PWRCOA001,2046,38.2797
RE1,PWRCOA001,2047,39.4117
RE1,PWRCOA001,2048,40.188
RE1,PWRCOA001,2049,40.7417
RE1,PWRCOA001,2050,80.3087
RE1,PWRCOA001,2051,82.8935
RE1,PWRCOA001,2052,83.7886
RE1,PWRCOA001,2053,84.6926
RE1,PWRCOA001,2054,85.6057
RE1,PWRCOA001,2055,86.528
RE1,PWRCOA001,2056,87.4595
RE1,PWRCOA001,2057,88.4003
RE1,PWRCOA001,2058,89.3506
RE1,PWRCOA001,2059,90.7989
RE1,PWRCOA001,2060,90.8919
RE1,PWRCOA001,2061,92.2589
RE1,PWRCOA001,2062,93.2479
RE1,PWRCOA001,2063,94.2468
RE1,PWRCOA001,2064,95.2558
RE1,PWRCOA001,2065,96.2749
RE1,PWRCOA001,2066,97.3042
RE1,PWRCOA001,2067,98.3438
RE1,PWRCOA001,2068,99.3939
RE1,PWRCOA001,2069,100.4546
RE1,PWRCOA001,2070,100.4546
RE1,PWRGEO,2024,0.0066
RE1,PWRGEO,2025,0.0066
RE1,PWRGEO,2026,0.0066
RE1,PWRGEO,2027,0.0066
RE1,PWRGEO,2028,0.0066
RE1,PWRGEO,2029,0.0066
RE1,PWRGEO,2030,0.0066
RE1,PWRGEO,2031,0.0066
RE1,PWRGEO,2032,0.0066
RE1,PWRGEO,2033,0.0066
RE1,PWRGEO,2034,0.0066
RE1,PWRGEO,2035,0.0066
RE1,PWRGEO,2036,0.0066
RE1,PWRGEO,2037,0.0066
RE1,PWRGEO,2038,0.0066
RE1,PWRGEO,2039,0.0066
RE1,PWRGEO,2040,0.0066
RE1,PWRGEO,2041,0.0066
RE1,PWRGEO,2042,0.0066
RE1,PWRGEO,2043,0.0066
RE1,PWRGEO,2044,0.0066
RE1,PWRGEO,2045,0.0066
RE1,PWRGEO,2046,0.0066
RE1,PWRGEO,2047,0.0066
RE1,PWRGEO,2048,0.0066
RE1,PWRGEO,2049,0.0066
RE1,PWRGEO,2050,0.0066
RE1,PWRGEO,2051,0.0066
RE1,PWRGEO,2052,0.0066
RE1,PWRGEO,2053,0.0066
RE1,PWRGEO,2054,0.0066
RE1,PWRGEO,2055,0.0066
RE1,PWRGEO,2056,0.0066
RE1,PWRGEO,2057,0.0066
RE1,PWRGEO,2058,0.0066
RE1,PWRGEO,2059,0.0066
RE1,PWRGEO,2060,0.0066
RE1,PWRGEO,2061,0.0066
RE1,PWRGEO,2062,0.0066
RE1,PWRGEO,2063,0.0066
RE1,PWRGEO,2064,0.0066
RE1,PWRGEO,2065,0.0066
RE1,PWRGEO,2066,0.0066
RE1,PWRGEO,2067,0.0066
RE1,PWRGEO,2068,0.0066
RE1,PWRGEO,2069,0.0066
RE1,PWRGEO,2070,0.0066
RE1,PWRNGS001,2015,27.132
RE1,PWRNGS001,2016,27.132
RE1,PWRNGS001,2017,27.132
RE1,PWRNGS001,2018,27.132
RE1,PWRNGS001,2019,27.132
RE1,PWRNGS001,2020,27.132
RE1,PWRNGS001,2021,27.132
RE1,PWRNGS001,2022,27.132
RE1,PWRNGS001,2023,27.132
RE1,PWRNGS001,2024,10.764
RE1,PWRNGS001,2025,10.764
RE1,PWRNGS001,2026,10.016
RE1,PWRNGS001,2027,10.016
RE1,PWRNGS001,2028,9.892
RE1,PWRNGS001,2029,9.77
RE1,PWRNGS001,2030,8.594
RE1,PWRNGS001,2031,8.35
RE1,PWRNGS001,2032,8.35
RE1,PWRNGS001,2033,7.524
RE1,PWRNGS001,2034,7.184
RE1,PWRNGS001,2035,7.184
RE1,PWRNGS001,2036,7.184
RE1,PWRNGS001,2037,7.184
RE1,PWRNGS001,2038,4.316
RE1,PWRNGS001,2039,4.316
RE1,PWRNGS001,2040,3.612
RE1,PWRNGS001,2041,3.2
RE1,PWRNGS001,2042,3.2
RE1,PWRNGS001,2043,3.2
RE1,PWRNGS001,2044,1.6
RE1,PWRSOL001,2015,1.4145
RE1,PWRSOL001,2016,2.451
RE1,PWRSOL001,2017,2.702
RE1,PWRSOL001,2018,2.967
RE1,PWRSOL001,2019,2.988
RE1,PWRSOL001,2020,2.988
RE1,PWRSOL001,2021,3.065
RE1,PWRSOL001,2022,3.065
RE1,PWRSOL001,2023,3.065
RE1,PWRSOL001,2024,5.2212
RE1,PWRSOL001,2025,23.4565
RE1,PWRSOL001,2026,23.4565
RE1,PWRSOL001,2027,23.4565
RE1,PWRSOL001,2028,23.4565
RE1,PWRSOL001,2029,23.4565
RE1,PWRSOL001,2030,23.4565
RE1,PWRSOL001,2031,23.4565
RE1,PWRSOL001,2032,23.4565
RE1,PWRSOL001,2033,23.4565
RE1,PWRSOL001,2034,23.4565
RE1,PWRSOL001,2035,22.042
RE1,PWRSOL001,2036,21.0055
RE1,PWRSOL001,2037,20.7545
RE1,PWRSOL001,2038,20.4895
RE1,PWRSOL001,2039,20.4685
RE1,PWRSOL001,2040,20.4685
RE1,PWRSOL001,2041,20.3915
RE1,PWRSOL001,2042,20.3915
RE1,PWRSOL001,2043,20.3915
RE1,PWRSOL001,2044,20.3915
RE1,PWRSOL001,2045,20.3915
RE1,PWRSOL001,2046,20.3915
RE1,PWRSOL001,2047,20.3915
RE1,PWRSOL001,2048,20.3915
RE1,PWRSOL001,2049,20.3915
RE1,PWRSOL001,2050,20.3915
RE1,PWRSOL001,2051,20.3915
RE1,PWRSOL001,2052,20.3915
RE1,PWRSOL001,2053,20.3915
RE1,PWRSOL001,2054,18.2353
RE1,PWRCSP002,2015,0.005
RE1,PWRCSP002,2016,0.005
RE1,PWRCSP002,2017,0.005
RE1,PWRCSP002,2018,0.005
RE1,PWRCSP002,2019,0.005
RE1,PWRCSP002,2020,0.005
RE1,PWRCSP002,2021,0.005
RE1,PWRCSP002,2022,0.005
RE1,PWRCSP002,2023,0.005
RE1,PWRCSP002,2024,0.005
RE1,PWRCSP002,2025,0.005
RE1,PWRCSP002,2026,0.005
RE1,PWRCSP002,2027,0.005
RE1,PWRCSP002,2028,0.005
RE1,PWRCSP002,2029,0.005
RE1,PWRCSP002,2030,0.005
RE1,PWRCSP002,2031,0.005
RE1,PWRCSP002,2032,0.005
RE1,PWRCSP002,2033,0.005
RE1,PWRCSP002,2034,0.005
RE1,PWRCSP002,2035,0.005
RE1,PWRCSP002,2036,0.005
RE1,PWRCSP002,2037,0.005
RE1,PWRCSP002,2038,0.005
RE1,PWRCSP002,2039,0.005
RE1,PWRCSP002,2040,0.005
RE1,PWRCSP002,2041,0.005
RE1,PWRCSP002,2042,0.005
RE1,PWRCSP002,2043,0.005
RE1,PWRHYD001,2015,3.639
RE1,PWRHYD001,2016,3.639
RE1,PWRHYD001,2017,3.639
RE1,PWRHYD001,2018,3.639
RE1,PWRHYD001,2019,3.639
RE1,PWRHYD001,2020,3.639
RE1,PWRHYD001,2021,3.639
RE1,PWRHYD001,2022,3.639
RE1,PWRHYD001,2023,3.639
RE1,PWRHYD001,2024,3.639
RE1,PWRHYD001,2025,3.639
RE1,PWRHYD001,2026,3.639
RE1,PWRHYD001,2027,3.639
RE1,PWRHYD001,2028,3.639
RE1,PWRHYD001,2029,3.639
RE1,PWRHYD001,2030,3.639
RE1,PWRHYD001,2031,3.639
RE1,PWRHYD001,2032,3.639
RE1,PWRHYD001,2033,3.639
RE1,PWRHYD001,2034,3.639
RE1,PWRHYD001,2035,3.639
RE1,PWRHYD001,2036,3.639
RE1,PWRHYD001,2037,3.639
RE1,PWRHYD001,2038,3.639
RE1,PWRHYD001,2039,3.639
RE1,PWRHYD001,2040,3.639
RE1,PWRHYD001,2041,3.639
RE1,PWRHYD001,2042,3.639
RE1,PWRHYD001,2043,3.639
RE1,PWRHYD001,2044,3.639
RE1,PWRHYD001,2045,3.639
RE1,PWRHYD001,2046,3.639
RE1,PWRHYD001,2047,3.639
RE1,PWRHYD001,2048,3.639
RE1,PWRHYD001,2049,3.639
RE1,PWRHYD001,2050,3.639
RE1,PWRHYD002,2015,0.148
RE1,PWRHYD002,2016,0.148
RE1,PWRHYD002,2017,0.148
RE1,PWRHYD002,2018,0.148
RE1,PWRHYD002,2019,0.148
RE1,PWRHYD002,2020,0.148
RE1,PWRHYD002,2021,0.148
RE1,PWRHYD002,2022,0.148
RE1,PWRHYD002,2023,0.148
RE1,PWRHYD002,2024,0.148
RE1,PWRHYD002,2025,0.148
RE1,PWRHYD002,2026,0.148
RE1,PWRHYD002,2027,0.148
RE1,PWRHYD002,2028,0.148
RE1,PWRHYD002,2029,0.148
RE1,PWRHYD002,2030,0.148
RE1,PWRHYD002,2031,0.148
RE1,PWRHYD002,2032,0.148
RE1,PWRHYD002,2033,0.148
RE1,PWRHYD002,2034,0.148
RE1,PWRHYD002,2035,0.148
RE1,PWRHYD002,2036,0.148
RE1,PWRHYD002,2037,0.148
RE1,PWRHYD002,2038,0.148
RE1,PWRHYD002,2039,0.148
RE1,PWRHYD002,2040,0.148
RE1,PWRHYD002,2041,0.148
RE1,PWRHYD002,2042,0.148
RE1,PWRHYD002,2043,0.148
RE1,PWRHYD002,2044,0.148
RE1,PWRHYD002,2045,0.148
RE1,PWRHYD002,2046,0.148
RE1,PWRHYD002,2047,0.148
RE1,PWRHYD002,2048,0.148
RE1,PWRHYD002,2049,0.148
RE1,PWRHYD002,2050,0.148
RE1,PWRWND001,2015,0.234
RE1,PWRWND001,2016,0.507
RE1,PWRWND001,2017,0.628
RE1,PWRWND001,2018,1.103
RE1,PWRWND001,2019,1.507
RE1,PWRWND001,2020,1.507
RE1,PWRWND001,2021,1.545
RE1,PWRWND001,2022,1.545
RE1,PWRWND001,2023,1.545
RE1,PWRWND001,2024,1.545
RE1,PWRWND001,2025,1.545
RE1,PWRWND001,2026,1.545
RE1,PWRWND001,2027,1.545
RE1,PWRWND001,2028,1.545
RE1,PWRWND001,2029,1.545
RE1,PWRWND001,2030,1.545
RE1,PWRWND001,2031,1.545
RE1,PWRWND001,2032,1.545
RE1,PWRWND001,2033,1.545
RE1,PWRWND001,2034,1.545
RE1,PWRWND001,2035,1.545
RE1,PWRWND001,2036,1.272
RE1,PWRWND001,2037,1.272
RE1,PWRWND001,2038,1.272
RE1,PWRWND001,2039,1.272
RE1,PWRWND001,2040,1.272
RE1,PWRWND001,2041,1.272
RE1,PWRWND001,2042,1.272
RE1,PWRWND001,2043,1.272
RE1,PWRWND001,2044,1.272
RE1,PWRWND001,2045,1.272
RE1,PWRWND001,2046,1.272
RE1,PWRWND001,2047,0.507
RE1,PWRWND001,2048,0.4
RE1,PWRWND001,2049,0.4
RE1,PWRWND001,2070,43.8464
RE1,PWRSOL001S,2026,2.8253
RE1,PWRSOL001S,2027,8.1241
RE1,PWRSOL001S,2028,13.7362
RE1,PWRSOL001S,2029,27.7115
RE1,PWRSOL001S,2030,40.1953
RE1,PWRSOL001S,2031,54.8309
RE1,PWRSOL001S,2032,60.2624
RE1,PWRSOL001S,2033,66.5887
RE1,PWRSOL001S,2034,81.1869
RE1,PWRSOL001S,2035,87.8936
RE1,PWRSOL001S,2036,93.0847
RE1,PWRSOL001S,2037,102.2393
RE1,PWRSOL001S,2038,105.9774
RE1,PWRSOL001S,2039,108.9025
RE1,PWRSOL001S,2040,168.3887
RE1,PWRSOL001S,2041,168.3887
RE1,PWRSOL001S,2042,169.3082
RE1,PWRSOL001S,2043,175.6357
RE1,PWRSOL001S,2044,177.6217
RE1,PWRSOL001S,2045,180.9361
RE1,PWRSOL001S,2046,183.4371
RE1,PWRSOL001S,2047,186.2244
RE1,PWRSOL001S,2048,188.4591
RE1,PWRSOL001S,2049,190.3537
RE1,PWRSOL001S,2050,419.9866
RE1,PWRSOL001S,2051,427.3926
RE1,PWRSOL001S,2052,431.1814
