r,t,y,NewCapacity
RE1,IMPLFO,2044,8795.0527
RE1,IMPLFO,2045,8883.0856
RE1,IMPLFO,2046,8951.8264
RE1,IMPLFO,2047,9020.5621
RE1,IMPLFO,2048,9089.2927
RE1,IMPLFO,2049,9158.0185
RE1,IMPLFO,2050,9226.7394
RE1,IMPLFO,2051,9297.0735
RE1,IMPLFO,2052,9367.9518
RE1,IMPLFO,2053,9439.3785
RE1,IMPLFO,2054,9511.358
RE1,IMPLFO,2055,9583.8944
RE1,IMPLFO,2056,9656.9922
RE1,IMPLFO,2057,9730.6558
RE1,IMPLFO,2058,9804.8895
RE1,IMPLFO,2059,9879.6978
RE1,IMPLFO,2060,9955.0851
RE1,IMPLFO,2061,10031.056
RE1,IMPLFO,2062,10107.615
RE1,IMPLFO,2063,10184.767
RE1,IMPLFO,2064,10262.516
RE1,IMPLFO,2065,10340.868
RE1,IMPLFO,2066,10419.825
RE1,IMPLFO,2067,10499.395
RE1,IMPLFO,2068,10579.58
RE1,IMPLFO,2069,10660.387
RE1,IMPLFO,2070,10741.82
RE1,MINNGS,2015,794.6634
RE1,MINNGS,2016,796.9507
RE1,MINNGS,2017,806.5935
RE1,MINNGS,2018,839.6294
RE1,MINNGS,2019,846.9226
RE1,MINNGS,2039,47.2138
RE1,MINNGS,2040,94.1685
RE1,MINNGS,2041,99.8877
RE1,MINNGS,2042,99.8877
RE1,MINNGS,2043,99.8877
RE1,MINNGS,2044,49.9438
RE1,MINSOL,2015,19.2273
RE1,MINSOL,2016,33.282
RE1,MINSOL,2017,36.6855
RE1,MINSOL,2018,40.2789
RE1,MINSOL,2019,40.5636
RE1,MINSOL,2020,40.5636
RE1,MINSOL,2021,41.6077
RE1,MINSOL,2022,41.6077
RE1,MINSOL,2023,41.6077
RE1,MINSOL,2024,41.6077
RE1,MINSOL,2025,41.6077
RE1,MINSOL,2026,41.6077
RE1,MINSOL,2027,41.6077
RE1,MINSOL,2028,41.6077
RE1,MINSOL,2029,41.6077
RE1,MINSOL,2030,41.6077
RE1,MINSOL,2031,41.6077
RE1,MINSOL,2032,41.6077
RE1,MINSOL,2033,41.6077
RE1,MINSOL,2034,41.6077
RE1,MINSOL,2035,22.4274
RE1,MINSOL,2036,8.3727
RE1,MINSOL,2037,4.9692
RE1,MINSOL,2038,1.3759
RE1,MINSOL,2039,1.0911
RE1,MINSOL,2040,1.0911
RE1,MINSOL,2041,0.047
RE1,MINSOL,2042,0.047
RE1,MINSOL,2043,0.047
RE1,MINWND,2015,1.5132
RE1,MINWND,2016,3.2785
RE1,MINWND,2017,4.061
RE1,MINWND,2018,7.1325
RE1,MINWND,2019,9.745
RE1,MINWND,2020,9.745
RE1,MINWND,2021,9.9907
RE1,MINWND,2022,9.9907
RE1,MINWND,2023,9.9907
RE1,MINWND,2024,9.9907
RE1,MINWND,2025,9.9907
RE1,MINWND,2026,9.9907
RE1,MINWND,2027,9.9907
RE1,MINWND,2028,9.9907
RE1,MINWND,2029,9.9907
RE1,MINWND,2030,9.9907
RE1,MINWND,2031,9.9907
RE1,MINWND,2032,9.9907
RE1,MINWND,2033,9.9907
RE1,MINWND,2034,9.9907
RE1,MINWND,2035,9.9907
RE1,MINWND,2036,8.2254
RE1,MINWND,2037,8.2254
RE1,MINWND,2038,8.2254
RE1,MINWND,2039,8.2254
RE1,MINWND,2040,8.2254
RE1,MINWND,2041,8.2254
RE1,MINWND,2042,8.2254
RE1,MINWND,2043,8.2254
RE1,MINWND,2044,8.2254
RE1,MINWND,2045,8.2254
RE1,MINWND,2046,8.2254
RE1,MINWND,2047,3.2785
RE1,MINWND,2048,2.5866
RE1,MINWND,2049,2.5866
RE1,MINHYD,2015,51.7481
RE1,MINHYD,2016,51.7481
RE1,MINHYD,2017,51.7481
RE1,MINHYD,2018,51.7481
RE1,MINHYD,2019,51.7481
RE1,MINHYD,2020,51.7481
RE1,MINHYD,2021,51.7481
RE1,MINHYD,2022,51.7481
RE1,MINHYD,2023,51.7481
RE1,MINHYD,2024,51.7481
RE1,MINHYD,2025,51.7481
RE1,MINHYD,2026,51.7481
RE1,MINHYD,2027,51.7481
RE1,MINHYD,2028,51.7481
RE1,MINHYD,2029,51.7481
RE1,MINHYD,2030,51.7481
RE1,MINHYD,2031,51.7481
RE1,MINHYD,2032,51.7481
RE1,MINHYD,2033,51.7481
RE1,MINHYD,2034,51.7481
RE1,MINHYD,2035,51.7481
RE1,MINHYD,2036,51.7481
RE1,MINHYD,2037,51.7481
RE1,MINHYD,2038,51.7481
RE1,MINHYD,2039,51.7481
RE1,MINHYD,2040,51.7481
RE1,MINHYD,2041,51.7481
RE1,MINHYD,2042,51.7481
RE1,MINHYD,2043,51.7481
RE1,MINHYD,2044,51.7481
RE1,MINHYD,2045,51.7481
RE1,MINHYD,2046,51.7481
RE1,MINHYD,2047,51.7481
RE1,MINHYD,2048,51.7481
RE1,MINHYD,2049,51.7481
RE1,MINHYD,2050,51.7481
RE1,PWRCOA001,2019,1.1903
RE1,PWRCOA001,2020,21.1484
RE1,PWRCOA001,2021,0.8806
RE1,PWRCOA001,2022,1.1065
RE1,PWRCOA001,2023,1.1058
RE1,PWRCOA001,2024,1.1051
RE1,PWRCOA001,2025,3.5043
RE1,PWRCOA001,2026,1.195
RE1,PWRCOA001,2027,1.1942
RE1,PWRCOA001,2028,1.1935
RE1,PWRCOA001,2029,1.5207
RE1,PWRCOA001,2030,1.1919
RE1,PWRCOA001,2031,4.6716
RE1,PWRCOA001,2032,1.3652
RE1,PWRCOA001,2033,1.3643
RE1,PWRCOA001,2034,1.3634
RE1,PWRCOA001,2035,1.7242
RE1,PWRCOA001,2036,1.4127
RE1,PWRCOA001,2037,2.4979
RE1,PWRCOA001,2038,1.1558
RE1,PWRCOA001,2041,0.9644
RE1,PWRCOA001,2042,1.7384
RE1,PWRCOA001,2043,1.0777
RE1,PWRCOA001,2044,2.2515
RE1,PWRCOA001,2045,2.2496
RE1,PWRCOA001,2046,1.1399
RE1,PWRCOA001,2047,1.3018
RE1,PWRCOA001,2048,0.9611
RE1,PWRCOA001,2049,0.7409
RE1,PWRCOA001,2050,1.03
RE1,PWRCOA001,2051,2.3754
RE1,PWRCOA001,2052,0.8075
RE1,PWRCOA001,2053,0.8165
RE1,PWRCOA001,2054,0.8256
RE1,PWRCOA001,2055,0.8367
RE1,PWRCOA001,2056,0.8528
RE1,PWRCOA001,2057,0.8623
RE1,PWRCOA001,2058,0.8719
RE1,PWRCOA001,2059,0.8817
RE1,PWRCOA001,2060,0.8915
RE1,PWRCOA001,2061,0.9014
RE1,PWRCOA001,2062,0.9115
RE1,PWRCOA001,2063,0.9217
RE1,PWRCOA001,2064,0.9319
RE1,PWRCOA001,2065,0.9423
RE1,PWRCOA001,2066,0.9529
RE1,PWRCOA001,2067,0.9635
RE1,PWRCOA001,2068,0.9742
RE1,PWRCOA001,2069,0.9851
RE1,PWRCOA001,2070,0.9961
RE1,PWRTRNIMP,2015,3.135
RE1,PWRTRNIMP,2016,3.7339
RE1,PWRTRNIMP,2017,4.3449
RE1,PWRTRNIMP,2018,4.6598
RE1,PWRTRNIMP,2019,4.7646
RE1,PWRTRNIMP,2020,4.8461
RE1,PWRTRNIMP,2021,4.8953
RE1,PWRTRNIMP,2022,4.9576
RE1,PWRTRNIMP,2023,5.0199
RE1,PWRTRNIMP,2024,5.0822
RE1,PWRTRNIMP,2025,5.1444
RE1,PWRTRNIMP,2026,5.2116
RE1,PWRTRNIMP,2027,5.2788
RE1,PWRTRNIMP,2028,5.3459
RE1,PWRTRNIMP,2029,5.413
RE1,PWRTRNIMP,2030,5.48
RE1,PWRTRNIMP,2031,5.5568
RE1,PWRTRNIMP,2032,5.6334
RE1,PWRTRNIMP,2033,5.71
RE1,PWRTRNIMP,2034,5.7866
RE1,PWRTRNIMP,2035,6.1523
RE1,PWRTRNIMP,2036,6.407
RE1,PWRTRNIMP,2037,6.5197
RE1,PWRTRNIMP,2038,6.6351
RE1,PWRTRNIMP,2039,6.7007
RE1,PWRTRNIMP,2040,6.7619
RE1,PWRTRNIMP,2041,6.8375
RE1,PWRTRNIMP,2042,6.8973
RE1,PWRTRNIMP,2043,6.9571
RE1,PWRTRNIMP,2044,7.0175
RE1,PWRTRNIMP,2045,7.0772
RE1,PWRTRNIMP,2046,7.1184
RE1,PWRTRNIMP,2047,7.1075
RE1,PWRTRNIMP,2048,7.1413
RE1,PWRTRNIMP,2049,7.1824
RE1,PWRTRNIMP,2050,7.1936
RE1,PWRTRNIMP,2051,6.9155
RE1,PWRTRNIMP,2052,6.9536
RE1,PWRTRNIMP,2053,6.9922
RE1,PWRTRNIMP,2054,7.0311
RE1,PWRTRNIMP,2055,7.0691
RE1,PWRTRNIMP,2056,7.1024
RE1,PWRTRNIMP,2057,7.1361
RE1,PWRTRNIMP,2058,7.1702
RE1,PWRTRNIMP,2059,7.2046
RE1,PWRTRNIMP,2060,7.2395
RE1,PWRTRNIMP,2061,7.2747
RE1,PWRTRNIMP,2062,7.3103
RE1,PWRTRNIMP,2063,7.3463
RE1,PWRTRNIMP,2064,7.3827
RE1,PWRTRNIMP,2065,7.4195
RE1,PWRTRNIMP,2066,7.4568
RE1,PWRTRNIMP,2067,7.4944
RE1,PWRTRNIMP,2068,7.5325
RE1,PWRTRNIMP,2069,7.5709
RE1,PWRTRNIMP,2070,7.6099
RE1,PWRTRN,2033,0.2287
RE1,PWRTRN,2034,1.1013
RE1,PWRTRN,2035,1.1006
RE1,PWRTRN,2036,0.8802
RE1,PWRTRN,2037,0.8796
RE1,PWRTRN,2038,0.879
RE1,PWRTRN,2039,0.8908
RE1,PWRTRN,2040,0.8902
RE1,PWRTRN,2041,0.8709
RE1,PWRTRN,2042,0.8703
RE1,PWRTRN,2043,0.8697
RE1,PWRTRN,2044,0.8692
RE1,PWRTRN,2045,0.8686
RE1,PWRTRN,2046,0.5991
RE1,PWRTRN,2047,0.5987
RE1,PWRTRN,2048,0.5983
RE1,PWRTRN,2049,0.5979
RE1,PWRTRN,2050,0.5975
RE1,PWRTRN,2051,43.5166
RE1,PWRTRN,2052,0.6437
RE1,PWRTRN,2053,0.6509
RE1,PWRTRN,2054,0.6582
RE1,PWRTRN,2055,0.6655
RE1,PWRTRN,2056,0.6729
RE1,PWRTRN,2057,0.6804
RE1,PWRTRN,2058,0.688
RE1,PWRTRN,2059,0.6957
RE1,PWRTRN,2060,0.7035
RE1,PWRTRN,2061,0.7113
RE1,PWRTRN,2062,0.7192
RE1,PWRTRN,2063,0.7273
RE1,PWRTRN,2064,0.7354
RE1,PWRTRN,2065,0.7436
RE1,PWRTRN,2066,0.7519
RE1,PWRTRN,2067,0.7603
RE1,PWRTRN,2068,0.7687
RE1,PWRTRN,2069,0.7773
RE1,PWRTRN,2070,0.786
RE1,PWRDIST,2036,0.8018
RE1,PWRDIST,2037,0.8463
RE1,PWRDIST,2038,0.8463
RE1,PWRDIST,2039,0.858
RE1,PWRDIST,2040,0.858
RE1,PWRDIST,2041,0.8402
RE1,PWRDIST,2042,0.8402
RE1,PWRDIST,2043,0.8402
RE1,PWRDIST,2044,0.8402
RE1,PWRDIST,2045,0.8402
RE1,PWRDIST,2046,0.5851
RE1,PWRDIST,2047,0.5851
RE1,PWRDIST,2048,0.5851
RE1,PWRDIST,2049,0.5851
RE1,PWRDIST,2050,0.5851
RE1,PWRDIST,2051,43.4848
RE1,PWRDIST,2052,0.6115
RE1,PWRDIST,2053,0.6183
RE1,PWRDIST,2054,0.6252
RE1,PWRDIST,2055,0.6322
RE1,PWRDIST,2056,0.6393
RE1,PWRDIST,2057,0.6464
RE1,PWRDIST,2058,0.6536
RE1,PWRDIST,2059,0.6609
RE1,PWRDIST,2060,0.6683
RE1,PWRDIST,2061,0.6757
RE1,PWRDIST,2062,0.6833
RE1,PWRDIST,2063,0.6909
RE1,PWRDIST,2064,0.6986
RE1,PWRDIST,2065,0.7064
RE1,PWRDIST,2066,0.7143
RE1,PWRDIST,2067,0.7222
RE1,PWRDIST,2068,0.7303
RE1,PWRDIST,2069,0.7384
RE1,PWRDIST,2070,0.7467
RE1,PWRTRNEXP,2015,0.277
RE1,PWRTRNEXP,2016,0.1731
RE1,PWRTRNEXP,2017,0.1385
RE1,PWRTRNEXP,2018,0.1385
RE1,PWRTRNEXP,2019,0.1385
RE1,PWRTRNEXP,2020,0.1385
RE1,PWRTRNEXP,2021,0.1385
RE1,PWRTRNEXP,2022,0.1385
RE1,PWRTRNEXP,2023,0.1385
RE1,PWRTRNEXP,2024,0.1385
RE1,PWRTRNEXP,2025,0.1385
RE1,PWRTRNEXP,2026,0.1385
RE1,PWRTRNEXP,2027,0.1385
RE1,PWRTRNEXP,2028,0.1385
RE1,PWRTRNEXP,2029,0.1385
RE1,PWRTRNEXP,2030,0.1385
RE1,PWRTRNEXP,2031,0.1385
RE1,PWRTRNEXP,2032,0.1385
RE1,PWRTRNEXP,2033,0.1385
RE1,PWRTRNEXP,2034,0.1385
RE1,PWRTRNEXP,2035,0.1385
RE1,PWRTRNEXP,2036,0.1385
RE1,PWRTRNEXP,2037,0.1385
RE1,PWRTRNEXP,2038,0.2566
RE1,PWRTRNEXP,2039,0.3322
RE1,PWRTRNEXP,2040,0.4036
RE1,PWRTRNEXP,2041,0.4883
RE1,PWRTRNEXP,2042,0.5581
RE1,PWRTRNEXP,2043,0.6279
RE1,PWRTRNEXP,2044,0.697
RE1,PWRTRNEXP,2045,0.7667
RE1,PWRTRNEXP,2046,0.8148
RE1,PWRTRNEXP,2047,0.8283
RE1,PWRTRNEXP,2048,0.8714
RE1,PWRTRNEXP,2049,0.9194
RE1,PWRTRNEXP,2050,0.952
RE1,PWRTRNEXP,2051,0.9695
RE1,PWRTRNEXP,2052,0.9695
RE1,PWRTRNEXP,2053,0.9695
RE1,PWRTRNEXP,2054,0.9695
RE1,PWRTRNEXP,2055,0.9595
RE1,PWRTRNEXP,2056,0.9139
RE1,PWRTRNEXP,2057,0.8677
RE1,PWRTRNEXP,2058,0.821
RE1,PWRTRNEXP,2059,0.7739
RE1,PWRTRNEXP,2060,0.7261
RE1,PWRTRNEXP,2061,0.6779
RE1,PWRTRNEXP,2062,0.6291
RE1,PWRTRNEXP,2063,0.5798
RE1,PWRTRNEXP,2064,0.5299
RE1,PWRTRNEXP,2065,0.4848
RE1,PWRTRNEXP,2066,0.4848
RE1,PWRTRNEXP,2067,0.4848
RE1,PWRTRNEXP,2068,0.4848
RE1,PWRTRNEXP,2069,0.4848
RE1,PWRTRNEXP,2070,0.4848
RE1,DEMTRAMCYGSL,2015,7.3231
RE1,DEMTRAMCYGSL,2016,0.2807
RE1,DEMTRAMCYGSL,2017,0.1748
RE1,DEMTRAMCYGSL,2018,0.1885
RE1,DEMTRAMCYGSL,2019,0.1822
RE1,DEMTRAMCYGSL,2020,0.1821
RE1,DEMTRAMCYGSL,2021,0.1455
RE1,DEMTRAMCYGSL,2022,0.1455
RE1,DEMTRAMCYGSL,2023,0.1454
RE1,DEMTRAMCYGSL,2024,0.1454
RE1,DEMTRAMCYGSL,2025,0.1454
RE1,DEMTRAMCYGSL,2026,0.1619
RE1,DEMTRAMCYGSL,2027,0.1619
RE1,DEMTRAMCYGSL,2028,0.1619
RE1,DEMTRAMCYGSL,2029,0.1618
RE1,DEMTRAMCYGSL,2030,7.4849
RE1,DEMTRAMCYGSL,2031,0.4146
RE1,DEMTRAMCYGSL,2032,0.3087
RE1,DEMTRAMCYGSL,2033,0.3224
RE1,DEMTRAMCYGSL,2034,1.7013
RE1,DEMTRAMCYGSL,2040,0.2673
RE1,DEMTRAMCYGSL,2041,0.2779
RE1,DEMTRAMCYGSL,2042,0.2779
RE1,DEMTRAMCYGSL,2043,0.2778
RE1,DEMTRAMCYGSL,2044,0.2778
RE1,DEMTRAMCYGSL,2045,7.6009
RE1,DEMTRAMCYGSL,2046,0.5052
RE1,DEMTRAMCYGSL,2047,0.3993
RE1,DEMTRAMCYGSL,2048,0.413
RE1,DEMTRAMCYGSL,2049,1.7919
RE1,DEMTRAMCYGSL,2050,0.0906
RE1,DEMTRAMCYGSL,2051,0.0928
RE1,DEMTRAMCYGSL,2052,0.0935
RE1,DEMTRAMCYGSL,2053,0.0942
RE1,DEMTRAMCYGSL,2054,0.0949
RE1,DEMTRAMCYGSL,2055,0.3629
RE1,DEMTRAMCYGSL,2056,0.3743
RE1,DEMTRAMCYGSL,2057,0.375
RE1,DEMTRAMCYGSL,2058,0.3757
RE1,DEMTRAMCYGSL,2059,0.3764
RE1,DEMTRAMCYGSL,2060,7.7003
RE1,DEMTRAMCYGSL,2061,0.6054
RE1,DEMTRAMCYGSL,2062,0.5003
RE1,DEMTRAMCYGSL,2063,0.5147
RE1,DEMTRAMCYGSL,2064,1.8944
RE1,DEMTRAMCYGSL,2065,0.194
RE1,DEMTRAMCYGSL,2066,0.1969
RE1,DEMTRAMCYGSL,2067,0.1984
RE1,DEMTRAMCYGSL,2068,0.1999
RE1,DEMTRAMCYGSL,2069,0.2015
RE1,DEMTRAMCYGSL,2070,0.4703
RE1,DEMTRACARGSL,2015,17.2366
RE1,DEMTRACARGSL,2016,3.2835
RE1,DEMTRACARGSL,2029,23.9653
RE1,DEMTRACARGSL,2041,0.2493
RE1,DEMTRACARGSL,2042,0.2493
RE1,DEMTRACARGSL,2043,0.2493
RE1,DEMTRACARGSL,2044,0.2493
RE1,DEMTRACARGSL,2045,0.2492
RE1,DEMTRACARGSL,2046,0.1949
RE1,DEMTRACARGSL,2047,0.1949
RE1,DEMTRACARGSL,2048,0.1949
RE1,DEMTRACARGSL,2049,24.7554
RE1,DEMTRACARGSL,2053,0.2025
RE1,DEMTRACARGSL,2054,0.2041
RE1,DEMTRACARGSL,2055,0.2057
RE1,DEMTRACARGSL,2056,0.2073
RE1,DEMTRACARGSL,2057,0.2089
RE1,DEMTRACARGSL,2058,0.2105
RE1,DEMTRACARGSL,2059,0.2121
RE1,DEMTRACARGSL,2060,0.2137
RE1,DEMTRACARGSL,2061,0.4647
RE1,DEMTRACARGSL,2062,0.4664
RE1,DEMTRACARGSL,2063,0.468
RE1,DEMTRACARGSL,2064,0.4697
RE1,DEMTRACARGSL,2065,0.4714
RE1,DEMTRACARGSL,2066,0.4188
RE1,DEMTRACARGSL,2067,0.4205
RE1,DEMTRACARGSL,2068,0.4222
RE1,DEMTRACARGSL,2069,24.9845
RE1,DEMTRACARGSL,2070,0.2309
RE1,DEMTRABUSGSL,2015,13.5478
RE1,DEMTRABUSGSL,2016,0.5193
RE1,DEMTRABUSGSL,2017,0.3234
RE1,DEMTRABUSGSL,2018,0.3488
RE1,DEMTRABUSGSL,2019,0.337
RE1,DEMTRABUSGSL,2020,0.3369
RE1,DEMTRABUSGSL,2021,0.2691
RE1,DEMTRABUSGSL,2022,0.2691
RE1,DEMTRABUSGSL,2023,0.269
RE1,DEMTRABUSGSL,2024,0.5797
RE1,DEMTRABUSGSL,2025,0.4626
RE1,DEMTRABUSGSL,2027,0.0947
RE1,DEMTRABUSGSL,2028,0.2995
RE1,DEMTRABUSGSL,2029,0.2994
RE1,DEMTRABUSGSL,2030,0.2994
RE1,DEMTRABUSGSL,2031,0.2477
RE1,DEMTRABUSGSL,2032,0.2477
RE1,DEMTRABUSGSL,2033,0.2476
RE1,DEMTRABUSGSL,2034,1.3993
RE1,DEMTRABUSGSL,2035,14.178
RE1,DEMTRABUSGSL,2036,0.002
RE1,DEMTRABUSGSL,2037,0.0631
RE1,DEMTRABUSGSL,2038,0.4099
RE1,DEMTRABUSGSL,2039,0.4212
RE1,DEMTRABUSGSL,2040,0.5624
RE1,DEMTRABUSGSL,2041,0.4837
RE1,DEMTRABUSGSL,2042,0.4836
RE1,DEMTRABUSGSL,2043,0.4836
RE1,DEMTRABUSGSL,2044,0.7942
RE1,DEMTRABUSGSL,2045,0.6771
RE1,DEMTRABUSGSL,2046,0.1677
RE1,DEMTRABUSGSL,2047,0.2624
RE1,DEMTRABUSGSL,2048,0.4671
RE1,DEMTRABUSGSL,2049,0.4671
RE1,DEMTRABUSGSL,2050,0.467
RE1,DEMTRABUSGSL,2051,0.4193
RE1,DEMTRABUSGSL,2052,0.4206
RE1,DEMTRABUSGSL,2053,0.4218
RE1,DEMTRABUSGSL,2054,1.5749
RE1,DEMTRABUSGSL,2055,14.3549
RE1,DEMTRABUSGSL,2056,0.1803
RE1,DEMTRABUSGSL,2057,0.2428
RE1,DEMTRABUSGSL,2058,0.591
RE1,DEMTRABUSGSL,2059,0.6037
RE1,DEMTRABUSGSL,2060,0.7463
RE1,DEMTRABUSGSL,2061,0.669
RE1,DEMTRABUSGSL,2062,0.6704
RE1,DEMTRABUSGSL,2063,0.6718
RE1,DEMTRABUSGSL,2064,0.9839
RE1,DEMTRABUSGSL,2065,0.8682
RE1,DEMTRABUSGSL,2066,0.3603
RE1,DEMTRABUSGSL,2067,0.4565
RE1,DEMTRABUSGSL,2068,0.6628
RE1,DEMTRABUSGSL,2069,0.6642
RE1,DEMTRABUSGSL,2070,0.6657
RE1,DEMINDELC,2015,11.2574
RE1,DEMINDELC,2016,0.651
RE1,DEMINDELC,2017,0.5579
RE1,DEMINDELC,2018,0.5579
RE1,DEMINDELC,2019,0.5579
RE1,DEMINDELC,2020,0.5579
RE1,DEMINDELC,2021,0.4282
RE1,DEMINDELC,2022,0.4282
RE1,DEMINDELC,2023,0.4282
RE1,DEMINDELC,2024,0.4282
RE1,DEMINDELC,2025,11.6856
RE1,DEMINDELC,2026,1.1137
RE1,DEMINDELC,2027,1.0206
RE1,DEMINDELC,2028,1.0206
RE1,DEMINDELC,2029,1.0206
RE1,DEMINDELC,2030,1.0206
RE1,DEMINDELC,2031,0.9571
RE1,DEMINDELC,2032,0.9571
RE1,DEMINDELC,2033,0.9571
RE1,DEMINDELC,2034,0.9571
RE1,DEMINDELC,2035,12.2145
RE1,DEMINDELC,2036,1.5395
RE1,DEMINDELC,2037,1.4464
RE1,DEMINDELC,2038,1.4464
RE1,DEMINDELC,2039,1.4464
RE1,DEMINDELC,2040,1.4464
RE1,DEMINDELC,2041,1.3741
RE1,DEMINDELC,2042,1.3741
RE1,DEMINDELC,2043,1.3741
