r,t,y,TotalTechnologyAnnualActivity
RE1,PWRBIO001,2038,32.7043
RE1,PWRBIO001,2039,32.7043
RE1,PWRBIO001,2040,32.7043
RE1,PWRBIO001,2041,32.7043
RE1,PWRBIO001,2042,32.7043
RE1,PWRBIO001,2043,32.7043
RE1,PWRBIO001,2044,32.7043
RE1,PWRBIO001,2045,32.7043
RE1,PWRBIO001,2046,23.354
RE1,PWRBIO001,2047,14.0255
RE1,PWRBIO001,2048,9.3943
RE1,PWRBIO001,2049,9.3943
RE1,PWRBIO001,2050,4.6752
RE1,PWRCOA001,2015,123.6759
RE1,PWRCOA001,2016,123.6759
RE1,PWRCOA001,2017,123.6759
RE1,PWRCOA001,2018,123.6759
RE1,PWRCOA001,2019,151.6685
RE1,PWRCOA001,2020,649.0163
RE1,PWRCOA001,2021,669.7261
RE1,PWRCOA001,2022,695.7476
RE1,PWRCOA001,2023,721.7522
RE1,PWRCOA001,2024,747.7397
RE1,PWRCOA001,2025,773.7102
RE1,PWRCOA001,2026,801.8135
RE1,PWRCOA001,2027,829.8985
RE1,PWRCOA001,2028,857.9651
RE1,PWRCOA001,2029,886.0133
RE1,PWRCOA001,2030,914.0432
RE1,PWRCOA001,2031,1011.5348
RE1,PWRCOA001,2032,1043.6406
RE1,PWRCOA001,2033,1075.7255
RE1,PWRCOA001,2034,1107.7895
RE1,PWRCOA001,2035,1148.3367
RE1,PWRCOA001,2036,1181.5589
RE1,PWRCOA001,2037,1208.6716
RE1,PWRCOA001,2038,1235.8517
RE1,PWRCOA001,2039,1235.8517
RE1,PWRCOA001,2040,1235.8517
RE1,PWRCOA001,2041,1258.5317
RE1,PWRCOA001,2042,1283.8921
RE1,PWRCOA001,2043,1309.2359
RE1,PWRCOA001,2044,1362.184
RE1,PWRCOA001,2045,1415.0881
RE1,PWRCOA001,2046,1441.8956
RE1,PWRCOA001,2047,1472.51
RE1,PWRCOA001,2048,1495.1128
RE1,PWRCOA001,2049,1512.536
RE1,PWRCOA001,2050,1536.6748
RE1,PWRCOA001,2051,1589.392
RE1,PWRCOA001,2052,1608.1499
RE1,PWRCOA001,2053,1627.117
RE1,PWRCOA001,2054,1646.2958
RE1,PWRCOA001,2055,1665.6884
RE1,PWRCOA001,2056,1685.2974
RE1,PWRCOA001,2057,1705.1251
RE1,PWRCOA001,2058,1725.174
RE1,PWRCOA001,2059,1745.4465
RE1,PWRCOA001,2060,1765.9452
RE1,PWRCOA001,2061,1786.6725
RE1,PWRCOA001,2062,1807.631
RE1,PWRCOA001,2063,1828.8233
RE1,PWRCOA001,2064,1850.2521
RE1,PWRCOA001,2065,1871.9198
RE1,PWRCOA001,2066,1893.8293
RE1,PWRCOA001,2067,1915.9831
RE1,PWRCOA001,2068,1938.3841
RE1,PWRCOA001,2069,1961.0349
RE1,PWRCOA001,2070,1960.5136
RE1,PWRNGS001,2015,439.0405
RE1,PWRNGS001,2016,440.3043
RE1,PWRNGS001,2017,445.6318
RE1,PWRNGS001,2018,463.8837
RE1,PWRNGS001,2019,467.9131
RE1,PWRNGS001,2039,26.085
RE1,PWRNGS001,2040,52.0268
RE1,PWRNGS001,2041,55.1866
RE1,PWRNGS001,2042,55.1866
RE1,PWRNGS001,2043,55.1866
RE1,PWRNGS001,2044,27.5933
RE1,PWRSOL001,2015,8.5041
RE1,PWRSOL001,2016,14.7357
RE1,PWRSOL001,2017,16.2447
RE1,PWRSOL001,2018,17.8379
RE1,PWRSOL001,2019,17.9642
RE1,PWRSOL001,2020,17.9642
RE1,PWRSOL001,2021,18.4271
RE1,PWRSOL001,2022,18.4271
RE1,PWRSOL001,2023,18.4271
RE1,PWRSOL001,2024,18.4271
RE1,PWRSOL001,2025,18.4271
RE1,PWRSOL001,2026,18.4271
RE1,PWRSOL001,2027,18.4271
RE1,PWRSOL001,2028,18.4271
RE1,PWRSOL001,2029,18.4271
RE1,PWRSOL001,2030,18.4271
RE1,PWRSOL001,2031,18.4271
RE1,PWRSOL001,2032,18.4271
RE1,PWRSOL001,2033,18.4271
RE1,PWRSOL001,2034,18.4271
RE1,PWRSOL001,2035,9.923
RE1,PWRSOL001,2036,3.6914
RE1,PWRSOL001,2037,2.1824
RE1,PWRSOL001,2038,0.5892
RE1,PWRSOL001,2039,0.4629
RE1,PWRSOL001,2040,0.4629
RE1,PWRCSP002,2015,0.0274
RE1,PWRCSP002,2016,0.0274
RE1,PWRCSP002,2017,0.0274
RE1,PWRCSP002,2018,0.0274
RE1,PWRCSP002,2019,0.0274
RE1,PWRCSP002,2020,0.0274
RE1,PWRCSP002,2021,0.0274
RE1,PWRCSP002,2022,0.0274
RE1,PWRCSP002,2023,0.0274
RE1,PWRCSP002,2024,0.0274
RE1,PWRCSP002,2025,0.0274
RE1,PWRCSP002,2026,0.0274
RE1,PWRCSP002,2027,0.0274
RE1,PWRCSP002,2028,0.0274
RE1,PWRCSP002,2029,0.0274
RE1,PWRCSP002,2030,0.0274
RE1,PWRCSP002,2031,0.0274
RE1,PWRCSP002,2032,0.0274
RE1,PWRCSP002,2033,0.0274
RE1,PWRCSP002,2034,0.0274
RE1,PWRCSP002,2035,0.0274
RE1,PWRCSP002,2036,0.0274
RE1,PWRCSP002,2037,0.0274
RE1,PWRCSP002,2038,0.0274
RE1,PWRCSP002,2039,0.0274
RE1,PWRCSP002,2040,0.0274
RE1,PWRCSP002,2041,0.0274
RE1,PWRCSP002,2042,0.0274
RE1,PWRCSP002,2043,0.0274
RE1,PWRHYD001,2015,28.3385
RE1,PWRHYD001,2016,28.3385
RE1,PWRHYD001,2017,28.3385
RE1,PWRHYD001,2018,28.3385
RE1,PWRHYD001,2019,28.3385
RE1,PWRHYD001,2020,28.3385
RE1,PWRHYD001,2021,28.3385
RE1,PWRHYD001,2022,28.3385
RE1,PWRHYD001,2023,28.3385
RE1,PWRHYD001,2024,28.3385
RE1,PWRHYD001,2025,28.3385
RE1,PWRHYD001,2026,28.3385
RE1,PWRHYD001,2027,28.3385
RE1,PWRHYD001,2028,28.3385
RE1,PWRHYD001,2029,28.3385
RE1,PWRHYD001,2030,28.3385
RE1,PWRHYD001,2031,28.3385
RE1,PWRHYD001,2032,28.3385
RE1,PWRHYD001,2033,28.3385
RE1,PWRHYD001,2034,28.3385
RE1,PWRHYD001,2035,28.3385
RE1,PWRHYD001,2036,28.3385
RE1,PWRHYD001,2037,28.3385
RE1,PWRHYD001,2038,28.3385
RE1,PWRHYD001,2039,28.3385
RE1,PWRHYD001,2040,28.3385
RE1,PWRHYD001,2041,28.3385
RE1,PWRHYD001,2042,28.3385
RE1,PWRHYD001,2043,28.3385
RE1,PWRHYD001,2044,28.3385
RE1,PWRHYD001,2045,28.3385
RE1,PWRHYD001,2046,28.3385
RE1,PWRHYD001,2047,28.3385
RE1,PWRHYD001,2048,28.3385
RE1,PWRHYD001,2049,28.3385
RE1,PWRHYD001,2050,28.3385
RE1,PWRHYD002,2015,1.1525
RE1,PWRHYD002,2016,1.1525
RE1,PWRHYD002,2017,1.1525
RE1,PWRHYD002,2018,1.1525
RE1,PWRHYD002,2019,1.1525
RE1,PWRHYD002,2020,1.1525
RE1,PWRHYD002,2021,1.1525
RE1,PWRHYD002,2022,1.1525
RE1,PWRHYD002,2023,1.1525
RE1,PWRHYD002,2024,1.1525
RE1,PWRHYD002,2025,1.1525
RE1,PWRHYD002,2026,1.1525
RE1,PWRHYD002,2027,1.1525
RE1,PWRHYD002,2028,1.1525
RE1,PWRHYD002,2029,1.1525
RE1,PWRHYD002,2030,1.1525
RE1,PWRHYD002,2031,1.1525
RE1,PWRHYD002,2032,1.1525
RE1,PWRHYD002,2033,1.1525
RE1,PWRHYD002,2034,1.1525
RE1,PWRHYD002,2035,1.1525
RE1,PWRHYD002,2036,1.1525
RE1,PWRHYD002,2037,1.1525
RE1,PWRHYD002,2038,1.1525
RE1,PWRHYD002,2039,1.1525
RE1,PWRHYD002,2040,1.1525
RE1,PWRHYD002,2041,1.1525
RE1,PWRHYD002,2042,1.1525
RE1,PWRHYD002,2043,1.1525
RE1,PWRHYD002,2044,1.1525
RE1,PWRHYD002,2045,1.1525
RE1,PWRHYD002,2046,1.1525
RE1,PWRHYD002,2047,1.1525
RE1,PWRHYD002,2048,1.1525
RE1,PWRHYD002,2049,1.1525
RE1,PWRHYD002,2050,1.1525
RE1,PWRWND001,2015,1.1746
RE1,PWRWND001,2016,2.545
RE1,PWRWND001,2017,3.1524
RE1,PWRWND001,2018,5.5368
RE1,PWRWND001,2019,7.5648
RE1,PWRWND001,2020,7.5648
RE1,PWRWND001,2021,7.7555
RE1,PWRWND001,2022,7.7555
RE1,PWRWND001,2023,7.7555
RE1,PWRWND001,2024,7.7555
RE1,PWRWND001,2025,7.7555
RE1,PWRWND001,2026,7.7555
RE1,PWRWND001,2027,7.7555
RE1,PWRWND001,2028,7.7555
RE1,PWRWND001,2029,7.7555
RE1,PWRWND001,2030,7.7555
RE1,PWRWND001,2031,7.7555
RE1,PWRWND001,2032,7.7555
RE1,PWRWND001,2033,7.7555
RE1,PWRWND001,2034,7.7555
RE1,PWRWND001,2035,7.7555
RE1,PWRWND001,2036,6.3851
RE1,PWRWND001,2037,6.3851
RE1,PWRWND001,2038,6.3851
RE1,PWRWND001,2039,6.3851
RE1,PWRWND001,2040,6.3851
RE1,PWRWND001,2041,6.3851
RE1,PWRWND001,2042,6.3851
RE1,PWRWND001,2043,6.3851
RE1,PWRWND001,2044,6.3851
RE1,PWRWND001,2045,6.3851
RE1,PWRWND001,2046,6.3851
RE1,PWRWND001,2047,2.545
RE1,PWRWND001,2048,2.0079
RE1,PWRWND001,2049,2.0079
RE1,PWRNUC,2070,23.4249
RE1,PWRTRNIMP,2015,52.0
RE1,PWRTRNIMP,2016,71.0
RE1,PWRTRNIMP,2017,88.0
RE1,PWRTRNIMP,2018,96.0
RE1,PWRTRNIMP,2019,96.0
RE1,PWRTRNIMP,2020,96.0
RE1,PWRTRNIMP,2021,96.0
RE1,PWRTRNIMP,2022,96.0
RE1,PWRTRNIMP,2023,96.0
RE1,PWRTRNIMP,2024,96.0
RE1,PWRTRNIMP,2025,96.0
RE1,PWRTRNIMP,2026,96.0
RE1,PWRTRNIMP,2027,96.0
RE1,PWRTRNIMP,2028,96.0
RE1,PWRTRNIMP,2029,96.0
RE1,PWRTRNIMP,2030,96.0
RE1,PWRTRNIMP,2031,96.0
RE1,PWRTRNIMP,2032,96.0
RE1,PWRTRNIMP,2033,96.0
RE1,PWRTRNIMP,2034,96.0
RE1,PWRTRNIMP,2035,96.0
RE1,PWRTRNIMP,2036,96.0
RE1,PWRTRNIMP,2037,96.0
RE1,PWRTRNIMP,2038,96.0
RE1,PWRTRNIMP,2039,96.0
RE1,PWRTRNIMP,2040,96.0
RE1,PWRTRNIMP,2041,96.0
RE1,PWRTRNIMP,2042,96.0
RE1,PWRTRNIMP,2043,96.0
RE1,PWRTRNIMP,2044,96.0
RE1,PWRTRNIMP,2045,96.0
RE1,PWRTRNIMP,2046,96.0
RE1,PWRTRNIMP,2047,96.0
RE1,PWRTRNIMP,2048,96.0
RE1,PWRTRNIMP,2049,96.0
RE1,PWRTRNIMP,2050,96.0
RE1,PWRTRNIMP,2051,96.0
RE1,PWRTRNIMP,2052,96.0
RE1,PWRTRNIMP,2053,96.0
RE1,PWRTRNIMP,2054,96.0
RE1,PWRTRNIMP,2055,96.0
RE1,PWRTRNIMP,2056,96.0
RE1,PWRTRNIMP,2057,96.0
RE1,PWRTRNIMP,2058,96.0
RE1,PWRTRNIMP,2059,96.0
RE1,PWRTRNIMP,2060,96.0
RE1,PWRTRNIMP,2061,96.0
RE1,PWRTRNIMP,2062,96.0
RE1,PWRTRNIMP,2063,96.0
RE1,PWRTRNIMP,2064,96.0
RE1,PWRTRNIMP,2065,96.0
RE1,PWRTRNIMP,2066,96.0
RE1,PWRTRNIMP,2067,96.0
RE1,PWRTRNIMP,2068,96.0
RE1,PWRTRNIMP,2069,96.0
RE1,PWRTRNIMP,2070,96.0
RE1,PWRTRN,2015,711.6784
RE1,PWRTRN,2016,751.7444
RE1,PWRTRN,2017,786.4668
RE1,PWRTRN,2018,821.3276
RE1,PWRTRN,2019,855.5038
RE1,PWRTRN,2020,889.6576
RE1,PWRTRN,2021,915.6962
RE1,PWRTRN,2022,941.7178
RE1,PWRTRN,2023,967.7224
RE1,PWRTRN,2024,993.7099
RE1,PWRTRN,2025,1019.6804
RE1,PWRTRN,2026,1047.7837
RE1,PWRTRN,2027,1075.8686
RE1,PWRTRN,2028,1103.9352
RE1,PWRTRN,2029,1131.9835
RE1,PWRTRN,2030,1160.0134
RE1,PWRTRN,2031,1192.1402
RE1,PWRTRN,2032,1224.2461
RE1,PWRTRN,2033,1256.331
RE1,PWRTRN,2034,1288.3949
RE1,PWRTRN,2035,1320.438
RE1,PWRTRN,2036,1346.0583
RE1,PWRTRN,2037,1371.6619
RE1,PWRTRN,2038,1397.2488
RE1,PWRTRN,2039,1423.2076
RE1,PWRTRN,2040,1449.1494
RE1,PWRTRN,2041,1474.5262
RE1,PWRTRN,2042,1499.8866
RE1,PWRTRN,2043,1525.2304
RE1,PWRTRN,2044,1550.5578
RE1,PWRTRN,2045,1575.8686
RE1,PWRTRN,2046,1593.3258
RE1,PWRTRN,2047,1610.7716
RE1,PWRTRN,2048,1628.2061
RE1,PWRTRN,2049,1645.6292
RE1,PWRTRN,2050,1663.041
RE1,PWRTRN,2051,1681.592
RE1,PWRTRN,2052,1700.3499
RE1,PWRTRN,2053,1719.317
RE1,PWRTRN,2054,1738.4958
RE1,PWRTRN,2055,1757.8884
RE1,PWRTRN,2056,1777.4974
RE1,PWRTRN,2057,1797.3251
RE1,PWRTRN,2058,1817.374
RE1,PWRTRN,2059,1837.6465
RE1,PWRTRN,2060,1858.1452
RE1,PWRTRN,2061,1878.8725
RE1,PWRTRN,2062,1899.831
RE1,PWRTRN,2063,1921.0233
RE1,PWRTRN,2064,1942.4521
RE1,PWRTRN,2065,1964.1198
RE1,PWRTRN,2066,1986.0293
RE1,PWRTRN,2067,2008.1831
RE1,PWRTRN,2068,2030.5841
RE1,PWRTRN,2069,2053.2349
RE1,PWRTRN,2070,2076.1385
RE1,PWRDIST,2015,668.4143
RE1,PWRDIST,2016,706.2764
RE1,PWRDIST,2017,739.1412
RE1,PWRDIST,2018,772.1574
RE1,PWRDIST,2019,804.5514
RE1,PWRDIST,2020,836.9454
RE1,PWRDIST,2021,861.7236
RE1,PWRDIST,2022,886.5018
RE1,PWRDIST,2023,911.2799
RE1,PWRDIST,2024,936.0581
RE1,PWRDIST,2025,960.8363
RE1,PWRDIST,2026,987.6409
RE1,PWRDIST,2027,1014.4455
RE1,PWRDIST,2028,1041.2501
RE1,PWRDIST,2029,1068.0547
RE1,PWRDIST,2030,1094.8593
RE1,PWRDIST,2031,1125.5493
RE1,PWRDIST,2032,1156.2392
RE1,PWRDIST,2033,1186.9292
RE1,PWRDIST,2034,1217.6191
RE1,PWRDIST,2035,1248.3091
RE1,PWRDIST,2036,1272.9449
RE1,PWRDIST,2037,1297.5807
RE1,PWRDIST,2038,1322.2166
RE1,PWRDIST,2039,1347.2201
RE1,PWRDIST,2040,1372.2237
RE1,PWRDIST,2041,1396.7081
RE1,PWRDIST,2042,1421.1925
RE1,PWRDIST,2043,1445.6769
RE1,PWRDIST,2044,1470.1613
RE1,PWRDIST,2045,1494.6457
RE1,PWRDIST,2046,1511.6944
RE1,PWRDIST,2047,1528.743
RE1,PWRDIST,2048,1545.7917
RE1,PWRDIST,2049,1562.8403
RE1,PWRDIST,2050,1579.889
RE1,PWRDIST,2051,1597.5124
RE1,PWRDIST,2052,1615.3324
RE1,PWRDIST,2053,1633.3512
RE1,PWRDIST,2054,1651.571
RE1,PWRDIST,2055,1669.994
RE1,PWRDIST,2056,1688.6225
RE1,PWRDIST,2057,1707.4588
RE1,PWRDIST,2058,1726.5053
RE1,PWRDIST,2059,1745.7642
RE1,PWRDIST,2060,1765.2379
RE1,PWRDIST,2061,1784.9289
RE1,PWRDIST,2062,1804.8395
RE1,PWRDIST,2063,1824.9722
RE1,PWRDIST,2064,1845.3295
RE1,PWRDIST,2065,1865.9138
RE1,PWRDIST,2066,1886.7278
RE1,PWRDIST,2067,1907.774
