r,t,y,CapitalInvestment
RE1,IMPLFO,2051,0.9297
RE1,IMPLFO,2052,0.9368
RE1,IMPLFO,2053,0.9439
RE1,IMPLFO,2054,0.9511
RE1,IMPLFO,2055,0.9584
RE1,IMPLFO,2056,0.9657
RE1,IMPLFO,2057,0.9731
RE1,IMPLFO,2058,0.9805
RE1,IMPLFO,2059,0.988
RE1,IMPLFO,2060,0.9955
RE1,IMPLFO,2061,1.0031
RE1,IMPLFO,2062,1.0108
RE1,IMPLFO,2063,1.0185
RE1,IMPLFO,2064,1.0263
RE1,IMPLFO,2065,1.0341
RE1,IMPLFO,2066,1.042
RE1,IMPLFO,2067,1.0499
RE1,IMPLFO,2068,1.058
RE1,IMPLFO,2069,1.066
RE1,IMPLFO,2070,1.0742
RE1,MINNGS,2015,0.0795
RE1,MINNGS,2016,0.0797
RE1,MINNGS,2017,0.0807
RE1,MINNGS,2018,0.084
RE1,MINNGS,2019,0.0847
RE1,MINNGS,2039,0.0047
RE1,MINNGS,2040,0.0094
RE1,MINNGS,2041,0.01
RE1,MINNGS,2042,0.01
RE1,MINNGS,2043,0.01
RE1,MINNGS,2044,0.005
RE1,MINSOL,2015,0.0019
RE1,MINSOL,2016,0.0033
RE1,MINSOL,2017,0.0037
RE1,MINSOL,2018,0.004
RE1,MINSOL,2019,0.0041
RE1,MINSOL,2020,0.0041
RE1,MINSOL,2021,0.0042
RE1,MINSOL,2022,0.0042
RE1,MINSOL,2023,0.0042
RE1,MINSOL,2024,0.0042
RE1,MINSOL,2025,0.0042
RE1,MINSOL,2026,0.0042
RE1,MINSOL,2027,0.0042
RE1,MINSOL,2028,0.0042
RE1,MINSOL,2029,0.0042
RE1,MINSOL,2030,0.0042
RE1,MINSOL,2031,0.0042
RE1,MINSOL,2032,0.0042
RE1,MINSOL,2033,0.0042
RE1,MINSOL,2034,0.0042
RE1,MINSOL,2035,0.0022
RE1,MINSOL,2036,0.0008
RE1,MINSOL,2037,0.0005
RE1,MINSOL,2038,0.0001
RE1,MINSOL,2039,0.0001
RE1,MINSOL,2040,0.0001
RE1,MINSOL,2041,0.0
RE1,MINSOL,2042,0.0
RE1,MINSOL,2043,0.0
RE1,MINWND,2015,0.0002
RE1,MINWND,2016,0.0003
RE1,MINWND,2017,0.0004
RE1,MINWND,2018,0.0007
RE1,MINWND,2019,0.001
RE1,MINWND,2020,0.001
RE1,MINWND,2021,0.001
RE1,MINWND,2022,0.001
RE1,MINWND,2023,0.001
RE1,MINWND,2024,0.001
RE1,MINWND,2025,0.001
RE1,MINWND,2026,0.001
RE1,MINWND,2027,0.001
RE1,MINWND,2028,0.001
RE1,MINWND,2029,0.001
RE1,MINWND,2030,0.001
RE1,MINWND,2031,0.001
RE1,MINWND,2032,0.001
RE1,MINWND,2033,0.001
RE1,MINWND,2034,0.001
RE1,MINWND,2035,0.001
RE1,MINWND,2036,0.0008
RE1,MINWND,2037,0.0008
RE1,MINWND,2038,0.0008
RE1,MINWND,2039,0.0008
RE1,MINWND,2040,0.0008
RE1,MINWND,2041,0.0008
RE1,MINWND,2042,0.0008
RE1,MINWND,2043,0.0008
RE1,MINWND,2044,0.0008
RE1,MINWND,2045,0.0008
RE1,MINWND,2046,0.0008
RE1,MINWND,2047,0.0003
RE1,MINWND,2048,0.0003
RE1,MINWND,2049,0.0003
RE1,MINURN,2070,0.0071
RE1,MINHYD,2015,0.0052
RE1,MINHYD,2016,0.0052
RE1,MINHYD,2017,0.0052
RE1,MINHYD,2018,0.0052
RE1,MINHYD,2019,0.0052
RE1,MINHYD,2020,0.0052
RE1,MINHYD,2021,0.0052
RE1,MINHYD,2022,0.0052
RE1,MINHYD,2023,0.0052
RE1,MINHYD,2024,0.0052
RE1,MINHYD,2025,0.0052
RE1,MINHYD,2026,0.0052
RE1,MINHYD,2027,0.0052
RE1,MINHYD,2028,0.0052
RE1,MINHYD,2029,0.0052
RE1,MINHYD,2030,0.0052
RE1,MINHYD,2031,0.0052
RE1,MINHYD,2032,0.0052
RE1,MINHYD,2033,0.0052
RE1,MINHYD,2034,0.0052
RE1,MINHYD,2035,0.0052
RE1,MINHYD,2036,0.0052
RE1,MINHYD,2037,0.0052
RE1,MINHYD,2038,0.0052
RE1,MINHYD,2039,0.0052
RE1,MINHYD,2040,0.0052
RE1,MINHYD,2041,0.0052
RE1,MINHYD,2042,0.0052
RE1,MINHYD,2043,0.0052
RE1,MINHYD,2044,0.0052
RE1,MINHYD,2045,0.0052
RE1,MINHYD,2046,0.0052
RE1,MINHYD,2047,0.0052
RE1,MINHYD,2048,0.0052
RE1,MINHYD,2049,0.0052
RE1,MINHYD,2050,0.0052
RE1,PWRCOA001,2019,1886.8484
RE1,PWRCOA001,2020,33523.867
RE1,PWRCOA001,2021,1395.9482
RE1,PWRCOA001,2022,1753.9919
RE1,PWRCOA001,2023,1752.8433
RE1,PWRCOA001,2024,1751.6958
RE1,PWRCOA001,2025,5554.9574
RE1,PWRCOA001,2026,1894.3127
RE1,PWRCOA001,2027,1893.0738
RE1,PWRCOA001,2028,1891.8362
RE1,PWRCOA001,2029,2410.5355
RE1,PWRCOA001,2030,1889.3645
RE1,PWRCOA001,2031,7405.2445
RE1,PWRCOA001,2032,2164.104
RE1,PWRCOA001,2033,2162.6914
RE1,PWRCOA001,2034,2161.2803
RE1,PWRCOA001,2035,2733.0936
RE1,PWRCOA001,2036,2239.3555
RE1,PWRCOA001,2037,3959.5894
RE1,PWRCOA001,2038,1832.0846
RE1,PWRCOA001,2041,1528.7538
RE1,PWRCOA001,2042,2755.6325
RE1,PWRCOA001,2043,1708.3082
RE1,PWRCOA001,2044,3568.9793
RE1,PWRCOA001,2045,3566.0199
RE1,PWRCOA001,2046,1806.9673
RE1,PWRCOA001,2047,2063.5672
RE1,PWRCOA001,2048,1523.5525
RE1,PWRCOA001,2049,1174.4122
RE1,PWRCOA001,2050,1632.7218
RE1,PWRCOA001,2051,3765.4653
RE1,PWRCOA001,2052,1279.9786
RE1,PWRCOA001,2053,1294.2565
RE1,PWRCOA001,2054,1308.6938
RE1,PWRCOA001,2055,1326.3085
RE1,PWRCOA001,2056,1351.8357
RE1,PWRCOA001,2057,1366.9153
RE1,PWRCOA001,2058,1382.163
RE1,PWRCOA001,2059,1397.5808
RE1,PWRCOA001,2060,1413.1706
RE1,PWRCOA001,2061,1428.9343
RE1,PWRCOA001,2062,1444.8738
RE1,PWRCOA001,2063,1460.9912
RE1,PWRCOA001,2064,1477.2883
RE1,PWRCOA001,2065,1493.7672
RE1,PWRCOA001,2066,1510.43
RE1,PWRCOA001,2067,1527.2786
RE1,PWRCOA001,2068,1544.3151
RE1,PWRCOA001,2069,1561.5418
RE1,PWRNUC,2070,4565.3793
RE1,PWRTRNIMP,2015,0.0003
RE1,PWRTRNIMP,2016,0.0004
RE1,PWRTRNIMP,2017,0.0004
RE1,PWRTRNIMP,2018,0.0005
RE1,PWRTRNIMP,2019,0.0005
RE1,PWRTRNIMP,2020,0.0005
RE1,PWRTRNIMP,2021,0.0005
RE1,PWRTRNIMP,2022,0.0005
RE1,PWRTRNIMP,2023,0.0005
RE1,PWRTRNIMP,2024,0.0005
RE1,PWRTRNIMP,2025,0.0005
RE1,PWRTRNIMP,2026,0.0005
RE1,PWRTRNIMP,2027,0.0005
RE1,PWRTRNIMP,2028,0.0005
RE1,PWRTRNIMP,2029,0.0005
RE1,PWRTRNIMP,2030,0.0005
RE1,PWRTRNIMP,2031,0.0006
RE1,PWRTRNIMP,2032,0.0006
RE1,PWRTRNIMP,2033,0.0006
RE1,PWRTRNIMP,2034,0.0006
RE1,PWRTRNIMP,2035,0.0006
RE1,PWRTRNIMP,2036,0.0006
RE1,PWRTRNIMP,2037,0.0007
RE1,PWRTRNIMP,2038,0.0007
RE1,PWRTRNIMP,2039,0.0007
RE1,PWRTRNIMP,2040,0.0007
RE1,PWRTRNIMP,2041,0.0007
RE1,PWRTRNIMP,2042,0.0007
RE1,PWRTRNIMP,2043,0.0007
RE1,PWRTRNIMP,2044,0.0007
RE1,PWRTRNIMP,2045,0.0007
RE1,PWRTRNIMP,2046,0.0007
RE1,PWRTRNIMP,2047,0.0007
RE1,PWRTRNIMP,2048,0.0007
RE1,PWRTRNIMP,2049,0.0007
RE1,PWRTRNIMP,2050,0.0007
RE1,PWRTRNIMP,2051,0.0007
RE1,PWRTRNIMP,2052,0.0007
RE1,PWRTRNIMP,2053,0.0007
RE1,PWRTRNIMP,2054,0.0007
RE1,PWRTRNIMP,2055,0.0007
RE1,PWRTRNIMP,2056,0.0007
RE1,PWRTRNIMP,2057,0.0007
RE1,PWRTRNIMP,2058,0.0007
RE1,PWRTRNIMP,2059,0.0007
RE1,PWRTRNIMP,2060,0.0007
RE1,PWRTRNIMP,2061,0.0007
RE1,PWRTRNIMP,2062,0.0007
RE1,PWRTRNIMP,2063,0.0007
RE1,PWRTRNIMP,2064,0.0007
RE1,PWRTRNIMP,2065,0.0007
RE1,PWRTRNIMP,2066,0.0007
RE1,PWRTRNIMP,2067,0.0007
RE1,PWRTRNIMP,2068,0.0008
RE1,PWRTRNIMP,2069,0.0008
RE1,PWRTRNIMP,2070,0.0008
RE1,PWRTRN,2033,57.6845
RE1,PWRTRN,2034,277.7325
RE1,PWRTRN,2035,277.5513
RE1,PWRTRN,2036,221.9663
RE1,PWRTRN,2037,221.8216
RE1,PWRTRN,2038,221.677
RE1,PWRTRN,2039,224.6571
RE1,PWRTRN,2040,224.5108
RE1,PWRTRN,2041,219.6212
RE1,PWRTRN,2042,219.4783
RE1,PWRTRN,2043,219.3355
RE1,PWRTRN,2044,219.1928
RE1,PWRTRN,2045,219.0503
RE1,PWRTRN,2046,151.081
RE1,PWRTRN,2047,150.9828
RE1,PWRTRN,2048,150.8848
RE1,PWRTRN,2049,150.7868
RE1,PWRTRN,2050,150.6889
RE1,PWRTRN,2051,10974.455
RE1,PWRTRN,2052,162.3382
RE1,PWRTRN,2053,164.1491
RE1,PWRTRN,2054,165.9801
RE1,PWRTRN,2055,167.8316
RE1,PWRTRN,2056,169.7038
RE1,PWRTRN,2057,171.5968
RE1,PWRTRN,2058,173.5109
RE1,PWRTRN,2059,175.4464
RE1,PWRTRN,2060,177.4035
RE1,PWRTRN,2061,179.3824
RE1,PWRTRN,2062,181.3834
RE1,PWRTRN,2063,183.4067
RE1,PWRTRN,2064,185.4526
RE1,PWRTRN,2065,187.5212
RE1,PWRTRN,2066,189.613
RE1,PWRTRN,2067,191.7281
RE1,PWRTRN,2068,193.8668
RE1,PWRTRN,2069,196.0294
RE1,PWRTRN,2070,198.216
RE1,PWRDIST,2036,101.2365
RE1,PWRDIST,2037,106.8562
RE1,PWRDIST,2038,106.8562
RE1,PWRDIST,2039,108.3369
RE1,PWRDIST,2040,108.3369
RE1,PWRDIST,2041,106.0875
RE1,PWRDIST,2042,106.0875
RE1,PWRDIST,2043,106.0875
RE1,PWRDIST,2044,106.0875
RE1,PWRDIST,2045,106.0875
RE1,PWRDIST,2046,73.8694
RE1,PWRDIST,2047,73.8694
RE1,PWRDIST,2048,73.8694
RE1,PWRDIST,2049,73.8694
RE1,PWRDIST,2050,73.8694
RE1,PWRDIST,2051,5490.3886
RE1,PWRDIST,2052,77.2116
RE1,PWRDIST,2053,78.0728
RE1,PWRDIST,2054,78.9437
RE1,PWRDIST,2055,79.8243
RE1,PWRDIST,2056,80.7148
RE1,PWRDIST,2057,81.6151
RE1,PWRDIST,2058,82.5255
RE1,PWRDIST,2059,83.4461
RE1,PWRDIST,2060,84.3769
RE1,PWRDIST,2061,85.3181
RE1,PWRDIST,2062,86.2698
RE1,PWRDIST,2063,87.2322
RE1,PWRDIST,2064,88.2052
RE1,PWRDIST,2065,89.1891
RE1,PWRDIST,2066,90.184
RE1,PWRDIST,2067,91.19
RE1,PWRDIST,2068,92.2072
RE1,PWRDIST,2069,93.2358
RE1,PWRDIST,2070,94.2758
RE1,PWRTRNEXP,2015,0.0
RE1,PWRTRNEXP,2016,0.0
RE1,PWRTRNEXP,2017,0.0
RE1,PWRTRNEXP,2018,0.0
RE1,PWRTRNEXP,2019,0.0
RE1,PWRTRNEXP,2020,0.0
RE1,PWRTRNEXP,2021,0.0
RE1,PWRTRNEXP,2022,0.0
RE1,PWRTRNEXP,2023,0.0
RE1,PWRTRNEXP,2024,0.0
RE1,PWRTRNEXP,2025,0.0
RE1,PWRTRNEXP,2026,0.0
RE1,PWRTRNEXP,2027,0.0
RE1,PWRTRNEXP,2028,0.0
RE1,PWRTRNEXP,2029,0.0
RE1,PWRTRNEXP,2030,0.0
RE1,PWRTRNEXP,2031,0.0
RE1,PWRTRNEXP,2032,0.0
RE1,PWRTRNEXP,2033,0.0
RE1,PWRTRNEXP,2034,0.0
RE1,PWRTRNEXP,2035,0.0
RE1,PWRTRNEXP,2036,0.0
RE1,PWRTRNEXP,2037,0.0
RE1,PWRTRNEXP,2038,0.0
RE1,PWRTRNEXP,2039,0.0
RE1,PWRTRNEXP,2040,0.0
RE1,PWRTRNEXP,2041,0.0
RE1,PWRTRNEXP,2042,0.0001
RE1,PWRTRNEXP,2043,0.0001
RE1,PWRTRNEXP,2044,0.0001
RE1,PWRTRNEXP,2045,0.0001
RE1,PWRTRNEXP,2046,0.0001
RE1,PWRTRNEXP,2047,0.0001
RE1,PWRTRNEXP,2048,0.0001
RE1,PWRTRNEXP,2049,0.0001
RE1,PWRTRNEXP,2050,0.0001
RE1,PWRTRNEXP,2051,0.0001
RE1,PWRTRNEXP,2052,0.0001
RE1,PWRTRNEXP,2053,0.0001
RE1,PWRTRNEXP,2054,0.0001
RE1,PWRTRNEXP,2055,0.0001
RE1,PWRTRNEXP,2056,0.0001
RE1,PWRTRNEXP,2057,0.0001
RE1,PWRTRNEXP,2058,0.0001
RE1,PWRTRNEXP,2059,0.0001
RE1,PWRTRNEXP,2060,0.0001
RE1,PWRTRNEXP,2061,0.0001
RE1,PWRTRNEXP,2062,0.0001
RE1,PWRTRNEXP,2063,0.0001
RE1,PWRTRNEXP,2064,0.0001
RE1,PWRTRNEXP,2065,0.0
RE1,PWRTRNEXP,2066,0.0
RE1,PWRTRNEXP,2067,0.0
RE1,PWRTRNEXP,2068,0.0
RE1,PWRTRNEXP,2069,0.0
RE1,PWRTRNEXP,2070,0.0
RE1,DEMTRAMCYGSL,2015,0.0007
RE1,DEMTRAMCYGSL,2016,0.0
RE1,DEMTRAMCYGSL,2017,0.0
RE1,DEMTRAMCYGSL,2018,0.0
RE1,DEMTRAMCYGSL,2019,0.0
RE1,DEMTRAMCYGSL,2020,0.0
RE1,DEMTRAMCYGSL,2021,0.0
RE1,DEMTRAMCYGSL,2022,0.0
RE1,DEMTRAMCYGSL,2023,0.0
RE1,DEMTRAMCYGSL,2024,0.0
RE1,DEMTRAMCYGSL,2025,0.0
RE1,DEMTRAMCYGSL,2026,0.0
RE1,DEMTRAMCYGSL,2027,0.0
RE1,DEMTRAMCYGSL,2028,0.0
RE1,DEMTRAMCYGSL,2029,0.0
RE1,DEMTRAMCYGSL,2030,0.0007
RE1,DEMTRAMCYGSL,2031,0.0
RE1,DEMTRAMCYGSL,2032,0.0
RE1,DEMTRAMCYGSL,2033,0.0
RE1,DEMTRAMCYGSL,2034,94.7667
RE1,DEMTRAMCYGSL,2040,307.351
RE1,DEMTRAMCYGSL,2041,370.2672
RE1,DEMTRAMCYGSL,2042,420.8926
RE1,DEMTRAMCYGSL,2043,471.5072
RE1,DEMTRAMCYGSL,2044,522.1117
RE1,DEMTRAMCYGSL,2045,15672.51
RE1,DEMTRAMCYGSL,2046,1133.9247
RE1,DEMTRAMCYGSL,2047,969.0341
RE1,DEMTRAMCYGSL,2048,1077.5404
RE1,DEMTRAMCYGSL,2049,5002.1031
RE1,DEMTRAMCYGSL,2050,269.5206
RE1,DEMTRAMCYGSL,2051,275.833
RE1,DEMTRAMCYGSL,2052,277.9664
RE1,DEMTRAMCYGSL,2053,280.1165
RE1,DEMTRAMCYGSL,2054,282.2834
RE1,DEMTRAMCYGSL,2055,1079.2589
RE1,DEMTRAMCYGSL,2056,1113.0915
RE1,DEMTRAMCYGSL,2057,1115.1945
RE1,DEMTRAMCYGSL,2058,1117.3205
RE1,DEMTRAMCYGSL,2059,1119.4693
RE1,DEMTRAMCYGSL,2060,22899.595
RE1,DEMTRAMCYGSL,2061,1800.452
RE1,DEMTRAMCYGSL,2062,1487.7633
RE1,DEMTRAMCYGSL,2063,1530.7512
RE1,DEMTRAMCYGSL,2064,5633.8313
RE1,DEMTRAMCYGSL,2065,576.7844
RE1,DEMTRAMCYGSL,2066,585.4754
RE1,DEMTRAMCYGSL,2067,590.006
RE1,DEMTRAMCYGSL,2068,594.572
RE1,DEMTRAMCYGSL,2069,599.1735
RE1,DEMTRAMCYGSL,2070,1398.6027
RE1,DEMTRACARGSL,2015,0.0017
RE1,DEMTRACARGSL,2016,0.0003
RE1,DEMTRACARGSL,2029,0.0024
RE1,DEMTRACARGSL,2041,0.0
RE1,DEMTRACARGSL,2042,0.0
RE1,DEMTRACARGSL,2043,0.0
RE1,DEMTRACARGSL,2044,0.0
RE1,DEMTRACARGSL,2045,0.0
RE1,DEMTRACARGSL,2046,0.0
RE1,DEMTRACARGSL,2047,0.0
RE1,DEMTRACARGSL,2048,0.0
RE1,DEMTRACARGSL,2049,0.0025
RE1,DEMTRACARGSL,2053,197.4712
RE1,DEMTRACARGSL,2054,198.9987
RE1,DEMTRACARGSL,2055,200.5382
RE1,DEMTRACARGSL,2056,202.0896
RE1,DEMTRACARGSL,2057,203.6532
RE1,DEMTRACARGSL,2058,205.229
RE1,DEMTRACARGSL,2059,206.817
RE1,DEMTRACARGSL,2060,208.4175
RE1,DEMTRACARGSL,2061,453.166
RE1,DEMTRACARGSL,2062,454.767
RE1,DEMTRACARGSL,2063,456.3815
RE1,DEMTRACARGSL,2064,458.0097
RE1,DEMTRACARGSL,2065,459.6515
RE1,DEMTRACARGSL,2066,408.325
RE1,DEMTRACARGSL,2067,410.0051
RE1,DEMTRACARGSL,2068,411.6987
RE1,DEMTRACARGSL,2069,24362.27
RE1,DEMTRACARGSL,2070,225.1249
RE1,DEMTRABUSGSL,2015,0.0014
RE1,DEMTRABUSGSL,2016,0.0
RE1,DEMTRABUSGSL,2017,0.0
RE1,DEMTRABUSGSL,2018,0.0
RE1,DEMTRABUSGSL,2019,0.0
RE1,DEMTRABUSGSL,2020,0.0
RE1,DEMTRABUSGSL,2021,0.0
RE1,DEMTRABUSGSL,2022,0.0001
RE1,DEMTRABUSGSL,2023,0.0
RE1,DEMTRABUSGSL,2024,0.0001
RE1,DEMTRABUSGSL,2025,0.0
RE1,DEMTRABUSGSL,2027,0.0
RE1,DEMTRABUSGSL,2028,0.0
RE1,DEMTRABUSGSL,2029,0.0
RE1,DEMTRABUSGSL,2030,0.0
RE1,DEMTRABUSGSL,2031,0.0
RE1,DEMTRABUSGSL,2032,0.0
RE1,DEMTRABUSGSL,2033,0.0
RE1,DEMTRABUSGSL,2034,0.0
RE1,DEMTRABUSGSL,2035,0.0016
RE1,DEMTRABUSGSL,2036,0.0
RE1,DEMTRABUSGSL,2038,0.0
RE1,DEMTRABUSGSL,2039,0.0
RE1,DEMTRABUSGSL,2040,0.0001
RE1,DEMTRABUSGSL,2041,0.0
RE1,DEMTRABUSGSL,2042,0.0001
RE1,DEMTRABUSGSL,2043,0.0
RE1,DEMTRABUSGSL,2044,0.0001
RE1,DEMTRABUSGSL,2045,0.0
RE1,DEMTRABUSGSL,2046,0.0
RE1,DEMTRABUSGSL,2047,0.0
RE1,DEMTRABUSGSL,2048,0.0
RE1,DEMTRABUSGSL,2049,0.0
RE1,DEMTRABUSGSL,2050,0.0
RE1,DEMTRABUSGSL,2051,0.0
RE1,DEMTRABUSGSL,2052,0.0
RE1,DEMTRABUSGSL,2053,0.0
RE1,DEMTRABUSGSL,2054,0.0
RE1,DEMTRABUSGSL,2055,0.0016
RE1,DEMTRABUSGSL,2056,0.0
RE1,DEMTRABUSGSL,2057,0.0
RE1,DEMTRABUSGSL,2058,0.0
RE1,DEMTRABUSGSL,2059,0.0001
RE1,DEMTRABUSGSL,2060,0.0001
RE1,DEMTRABUSGSL,2061,0.0001
RE1,DEMTRABUSGSL,2062,0.0001
RE1,DEMTRABUSGSL,2063,0.0
RE1,DEMTRABUSGSL,2064,0.0001
RE1,DEMTRABUSGSL,2065,0.0
RE1,DEMTRABUSGSL,2066,0.0
RE1,DEMTRABUSGSL,2067,0.0001
RE1,DEMTRABUSGSL,2068,0.0001
RE1,DEMTRABUSGSL,2069,0.0001
RE1,DEMTRABUSGSL,2070,0.0001
RE1,DEMINDELC,2015,0.0011
RE1,DEMINDELC,2016,0.0001
RE1,DEMINDELC,2017,0.0001
RE1,DEMINDELC,2018,0.0001
RE1,DEMINDELC,2019,0.0001
RE1,DEMINDELC,2020,0.0001
RE1,DEMINDELC,2021,0.0
RE1,DEMINDELC,2022,0.0
RE1,DEMINDELC,2023,0.0
RE1,DEMINDELC,2024,0.0
RE1,DEMINDELC,2025,0.0012
RE1,DEMINDELC,2026,0.0001
RE1,DEMINDELC,2027,0.0001
RE1,DEMINDELC,2028,0.0001
RE1,DEMINDELC,2029,0.0001
RE1,DEMINDELC,2030,0.0001
RE1,DEMINDELC,2031,0.0001
RE1,DEMINDELC,2032,0.0001
RE1,DEMINDELC,2033,0.0001
RE1,DEMINDELC,2034,0.0001
RE1,DEMINDELC,2035,0.0012
RE1,DEMINDELC,2036,0.0002
RE1,DEMINDELC,2037,0.0001
RE1,DEMINDELC,2038,0.0001
RE1,DEMINDELC,2039,0.0001
RE1,DEMINDELC,2040,0.0001
RE1,DEMINDELC,2041,0.0001
RE1,DEMINDELC,2042,0.0001
RE1,DEMINDELC,2043,0.0001
RE1,DEMINDELC,2044,0.0001
RE1,DEMINDELC,2045,0.0013
RE1,DEMINDELC,2046,0.0002
RE1,DEMINDELC,2047,0.0002
RE1,DEMINDELC,2048,0.0002
RE1,DEMINDELC,2049,0.0002
RE1,DEMINDELC,2050,0.0002
RE1,DEMINDELC,2051,0.0002
RE1,DEMINDELC,2052,0.0002
RE1,DEMINDELC,2053,0.0002
RE1,DEMINDELC,2054,0.0002
