r,t,y,AnnualVariableOperatingCost
RE1,PWRSOL001,2055,0.009
RE1,PWRSOL001,2056,0.009
RE1,PWRSOL001,2057,0.009
RE1,PWRSOL001,2058,0.009
RE1,PWRSOL001,2059,0.009
RE1,PWRSOL001,2060,0.0087
RE1,PWRSOL001,2061,0.009
RE1,PWRSOL001,2062,0.009
RE1,PWRSOL001,2063,0.009
RE1,PWRSOL001,2064,0.009
RE1,PWRSOL001,2065,0.009
RE1,PWRSOL001,2066,0.009
RE1,PWRSOL001,2067,0.009
RE1,PWRSOL001,2068,0.009
RE1,PWRSOL001,2069,0.009
RE1,PWRSOL001,2070,0.009
RE1,PWRCSP002,2015,0.0
RE1,PWRCSP002,2016,0.0
RE1,PWRCSP002,2017,0.0
RE1,PWRCSP002,2018,0.0
RE1,PWRCSP002,2019,0.0
RE1,PWRCSP002,2020,0.0
RE1,PWRCSP002,2021,0.0
RE1,PWRCSP002,2022,0.0
RE1,PWRCSP002,2023,0.0
RE1,PWRCSP002,2024,0.0
RE1,PWRCSP002,2025,0.0
RE1,PWRCSP002,2026,0.0
RE1,PWRCSP002,2027,0.0
RE1,PWRCSP002,2028,0.0
RE1,PWRCSP002,2029,0.0
RE1,PWRCSP002,2030,0.0
RE1,PWRCSP002,2031,0.0
RE1,PWRCSP002,2032,0.0
RE1,PWRCSP002,2033,0.0
RE1,PWRCSP002,2034,0.0
RE1,PWRCSP002,2035,0.0
RE1,PWRCSP002,2036,0.0
RE1,PWRCSP002,2037,0.0
RE1,PWRCSP002,2038,0.0
RE1,PWRCSP002,2039,0.0
RE1,PWRCSP002,2040,0.0
RE1,PWRCSP002,2041,0.0
RE1,PWRCSP002,2042,0.0
RE1,PWRCSP002,2043,0.0
RE1,PWRHYD001,2015,0.0028
RE1,PWRHYD001,2016,0.0028
RE1,PWRHYD001,2017,0.0028
RE1,PWRHYD001,2018,0.0028
RE1,PWRHYD001,2019,0.0028
RE1,PWRHYD001,2020,0.0028
RE1,PWRHYD001,2021,0.0028
RE1,PWRHYD001,2022,0.0028
RE1,PWRHYD001,2023,0.0028
RE1,PWRHYD001,2024,0.0028
RE1,PWRHYD001,2025,0.0034
RE1,PWRHYD001,2026,0.0034
RE1,PWRHYD001,2027,0.0034
RE1,PWRHYD001,2028,0.0034
RE1,PWRHYD001,2029,0.0034
RE1,PWRHYD001,2030,0.0034
RE1,PWRHYD001,2031,0.0034
RE1,PWRHYD001,2032,0.0034
RE1,PWRHYD001,2033,0.0034
RE1,PWRHYD001,2034,0.0034
RE1,PWRHYD001,2035,0.0034
RE1,PWRHYD001,2036,0.0034
RE1,PWRHYD001,2037,0.0034
RE1,PWRHYD001,2038,0.0034
RE1,PWRHYD001,2039,0.0034
RE1,PWRHYD001,2040,0.0034
RE1,PWRHYD001,2041,0.0034
RE1,PWRHYD001,2042,0.0034
RE1,PWRHYD001,2043,0.0034
RE1,PWRHYD001,2044,0.0034
RE1,PWRHYD001,2045,0.0034
RE1,PWRHYD001,2046,0.0034
RE1,PWRHYD001,2047,0.0034
RE1,PWRHYD001,2048,0.0034
RE1,PWRHYD001,2049,0.0034
RE1,PWRHYD001,2050,0.0034
RE1,PWRHYD001,2051,0.0006
RE1,PWRHYD001,2052,0.0006
RE1,PWRHYD001,2053,0.0006
RE1,PWRHYD001,2054,0.0006
RE1,PWRHYD001,2055,0.0006
RE1,PWRHYD001,2056,0.0006
RE1,PWRHYD001,2057,0.0006
RE1,PWRHYD001,2058,0.0006
RE1,PWRHYD001,2059,0.0006
RE1,PWRHYD001,2060,0.0006
RE1,PWRHYD001,2061,0.0006
RE1,PWRHYD001,2062,0.0006
RE1,PWRHYD001,2063,0.0006
RE1,PWRHYD001,2064,0.0006
RE1,PWRHYD002,2015,0.0001
RE1,PWRHYD002,2016,0.0001
RE1,PWRHYD002,2017,0.0001
RE1,PWRHYD002,2018,0.0001
RE1,PWRHYD002,2019,0.0001
RE1,PWRHYD002,2020,0.0001
RE1,PWRHYD002,2021,0.0001
RE1,PWRHYD002,2022,0.0001
RE1,PWRHYD002,2023,0.0001
RE1,PWRHYD002,2024,0.0001
RE1,PWRHYD002,2025,0.0001
RE1,PWRHYD002,2026,0.0001
RE1,PWRHYD002,2027,0.0001
RE1,PWRHYD002,2028,0.0001
RE1,PWRHYD002,2029,0.0001
RE1,PWRHYD002,2030,0.0001
RE1,PWRHYD002,2031,0.0001
RE1,PWRHYD002,2032,0.0001
RE1,PWRHYD002,2033,0.0001
RE1,PWRHYD002,2034,0.0001
RE1,PWRHYD002,2035,0.0001
RE1,PWRHYD002,2036,0.0001
RE1,PWRHYD002,2037,0.0001
RE1,PWRHYD002,2038,0.0001
RE1,PWRHYD002,2039,0.0001
RE1,PWRHYD002,2040,0.0001
RE1,PWRHYD002,2041,0.0001
RE1,PWRHYD002,2042,0.0001
RE1,PWRHYD002,2043,0.0001
RE1,PWRHYD002,2044,0.0001
RE1,PWRHYD002,2045,0.0001
RE1,PWRHYD002,2046,0.0001
RE1,PWRHYD002,2047,0.0001
RE1,PWRHYD002,2048,0.0001
RE1,PWRHYD002,2049,0.0001
RE1,PWRHYD002,2050,0.0001
RE1,PWRHYD002,2051,0.0
RE1,PWRHYD002,2052,0.0
RE1,PWRHYD002,2053,0.0
RE1,PWRHYD002,2054,0.0
RE1,PWRHYD002,2055,0.0
RE1,PWRHYD002,2056,0.0
RE1,PWRHYD002,2057,0.0
RE1,PWRHYD002,2058,0.0
RE1,PWRHYD002,2059,0.0
RE1,PWRHYD002,2060,0.0
RE1,PWRHYD002,2061,0.0
RE1,PWRHYD002,2062,0.0
RE1,PWRHYD002,2063,0.0
RE1,PWRHYD002,2064,0.0
RE1,PWRHYD003,2025,0.0005
RE1,PWRHYD003,2026,0.0005
RE1,PWRHYD003,2027,0.0005
RE1,PWRHYD003,2028,0.0005
RE1,PWRHYD003,2029,0.0005
RE1,PWRHYD003,2030,0.0005
RE1,PWRHYD003,2031,0.0005
RE1,PWRHYD003,2032,0.0005
RE1,PWRHYD003,2033,0.0005
RE1,PWRHYD003,2034,0.0005
RE1,PWRHYD003,2035,0.0005
RE1,PWRHYD003,2036,0.0005
RE1,PWRHYD003,2037,0.0005
RE1,PWRHYD003,2038,0.0005
RE1,PWRHYD003,2039,0.0005
RE1,PWRHYD003,2040,0.0005
RE1,PWRHYD003,2041,0.0005
RE1,PWRHYD003,2042,0.0005
RE1,PWRHYD003,2043,0.0005
RE1,PWRHYD003,2044,0.0005
RE1,PWRHYD003,2045,0.0005
RE1,PWRHYD003,2046,0.0005
RE1,PWRHYD003,2047,0.0005
RE1,PWRHYD003,2048,0.0005
RE1,PWRHYD003,2049,0.0005
RE1,PWRHYD003,2050,0.0005
RE1,PWRHYD003,2051,0.0005
RE1,PWRHYD003,2052,0.0005
RE1,PWRHYD003,2053,0.0005
RE1,PWRHYD003,2054,0.0005
RE1,PWRHYD003,2055,0.0005
RE1,PWRHYD003,2056,0.0005
RE1,PWRHYD003,2057,0.0005
RE1,PWRHYD003,2058,0.0005
RE1,PWRHYD003,2059,0.0005
RE1,PWRHYD003,2060,0.0005
RE1,PWRHYD003,2061,0.0005
RE1,PWRHYD003,2062,0.0005
RE1,PWRHYD003,2063,0.0005
RE1,PWRHYD003,2064,0.0005
RE1,PWRWND001,2015,0.0001
RE1,PWRWND001,2016,0.0003
RE1,PWRWND001,2017,0.0003
RE1,PWRWND001,2018,0.0006
RE1,PWRWND001,2019,0.0008
RE1,PWRWND001,2020,0.0008
RE1,PWRWND001,2021,0.0008
RE1,PWRWND001,2022,0.0008
RE1,PWRWND001,2023,0.0008
RE1,PWRWND001,2024,0.0008
RE1,PWRWND001,2025,0.0013
RE1,PWRWND001,2026,0.0018
RE1,PWRWND001,2027,0.0023
RE1,PWRWND001,2028,0.0028
RE1,PWRWND001,2029,0.0033
RE1,PWRWND001,2030,0.0038
RE1,PWRWND001,2031,0.0043
RE1,PWRWND001,2032,0.0048
RE1,PWRWND001,2033,0.0053
RE1,PWRWND001,2034,0.0058
RE1,PWRWND001,2035,0.0063
RE1,PWRWND001,2036,0.0067
RE1,PWRWND001,2037,0.0072
RE1,PWRWND001,2038,0.0077
RE1,PWRWND001,2039,0.0082
RE1,PWRWND001,2040,0.0082
RE1,PWRWND001,2041,0.0082
RE1,PWRWND001,2042,0.0082
RE1,PWRWND001,2043,0.0082
RE1,PWRWND001,2044,0.0082
RE1,PWRWND001,2045,0.0082
RE1,PWRWND001,2046,0.0082
RE1,PWRWND001,2047,0.0078
RE1,PWRWND001,2048,0.0077
RE1,PWRWND001,2049,0.0077
RE1,PWRWND001,2050,0.0075
RE1,PWRWND001,2051,0.0075
RE1,PWRWND001,2052,0.0075
RE1,PWRWND001,2053,0.0075
RE1,PWRWND001,2054,0.0075
RE1,PWRWND001,2055,0.007
RE1,PWRWND001,2056,0.0065
RE1,PWRWND001,2057,0.006
RE1,PWRWND001,2058,0.0055
RE1,PWRWND001,2059,0.005
RE1,PWRWND001,2060,0.0045
RE1,PWRWND001,2061,0.004
RE1,PWRWND001,2062,0.0035
RE1,PWRWND001,2063,0.003
RE1,PWRWND001,2064,0.0025
RE1,PWRWND001,2065,0.002
RE1,PWRWND001,2066,0.0015
RE1,PWRWND001,2067,0.001
RE1,PWRWND001,2068,0.0005
RE1,PWRWND001,2069,0.003
RE1,PWRWND001,2070,0.0188
RE1,PWRWND002,2025,0.0005
RE1,PWRWND002,2026,0.001
RE1,PWRWND002,2027,0.0016
RE1,PWRWND002,2028,0.0021
RE1,PWRWND002,2029,0.0026
RE1,PWRWND002,2030,0.0031
RE1,PWRWND002,2031,0.0036
RE1,PWRWND002,2032,0.0042
RE1,PWRWND002,2033,0.0047
RE1,PWRWND002,2034,0.0052
RE1,PWRWND002,2035,0.0057
RE1,PWRWND002,2036,0.0062
RE1,PWRWND002,2037,0.0067
RE1,PWRWND002,2038,0.0073
RE1,PWRWND002,2039,0.0078
RE1,PWRWND002,2040,0.0078
RE1,PWRWND002,2041,0.0078
RE1,PWRWND002,2042,0.0078
RE1,PWRWND002,2043,0.0078
RE1,PWRWND002,2044,0.0078
RE1,PWRWND002,2045,0.0078
RE1,PWRWND002,2046,0.0078
RE1,PWRWND002,2047,0.0078
RE1,PWRWND002,2048,0.0078
RE1,PWRWND002,2049,0.0078
RE1,PWRWND002,2050,0.0078
RE1,PWRWND002,2051,0.0078
RE1,PWRWND002,2052,0.0078
RE1,PWRWND002,2053,0.0078
RE1,PWRWND002,2054,0.0078
RE1,PWRWND002,2055,0.0073
RE1,PWRWND002,2056,0.0067
RE1,PWRWND002,2057,0.0062
RE1,PWRWND002,2058,0.0057
RE1,PWRWND002,2059,0.0052
RE1,PWRWND002,2060,0.0047
RE1,PWRWND002,2061,0.0042
RE1,PWRWND002,2062,0.0036
RE1,PWRWND002,2063,0.0031
RE1,PWRWND002,2064,0.0026
RE1,PWRWND002,2065,0.0021
RE1,PWRWND002,2066,0.0016
RE1,PWRWND002,2067,0.001
RE1,PWRWND002,2068,0.0005
RE1,PWRNUC,2035,0.0056
RE1,PWRNUC,2036,0.0113
RE1,PWRNUC,2037,0.0198
RE1,PWRNUC,2038,0.0282
RE1,PWRNUC,2039,0.0395
RE1,PWRNUC,2040,0.0508
RE1,PWRNUC,2041,0.0649
RE1,PWRNUC,2042,0.0818
RE1,PWRNUC,2043,0.1016
RE1,PWRNUC,2044,0.1242
RE1,PWRNUC,2045,0.1467
RE1,PWRNUC,2046,0.1693
RE1,PWRNUC,2047,0.1919
RE1,PWRNUC,2048,0.2145
RE1,PWRNUC,2049,0.2371
RE1,PWRNUC,2050,0.2457
RE1,PWRNUC,2051,0.2525
RE1,PWRNUC,2052,0.2559
RE1,PWRNUC,2053,0.2592
RE1,PWRNUC,2054,0.2596
RE1,PWRNUC,2055,0.2595
RE1,PWRNUC,2056,0.2594
RE1,PWRNUC,2057,0.2594
RE1,PWRNUC,2058,0.2593
RE1,PWRNUC,2059,0.2595
RE1,PWRNUC,2060,0.2596
RE1,PWRNUC,2061,0.2596
RE1,PWRNUC,2062,0.2596
RE1,PWRNUC,2063,0.2596
RE1,PWRNUC,2064,0.2596
RE1,PWRNUC,2065,0.2596
RE1,PWRNUC,2066,0.2596
RE1,PWRNUC,2067,0.2596
RE1,PWRNUC,2068,0.2596
RE1,PWRNUC,2069,0.2596
RE1,PWRNUC,2070,0.2549
RE1,PWRSOL001S,2025,0.0004
RE1,PWRSOL001S,2026,0.0007
RE1,PWRSOL001S,2027,0.0011
RE1,PWRSOL001S,2028,0.0014
RE1,PWRSOL001S,2029,0.0018
RE1,PWRSOL001S,2030,0.0021
RE1,PWRSOL001S,2031,0.0025
RE1,PWRSOL001S,2032,0.0028
RE1,PWRSOL001S,2033,0.0032
RE1,PWRSOL001S,2034,0.0035
RE1,PWRSOL001S,2035,0.0039
RE1,PWRSOL001S,2036,0.0042
RE1,PWRSOL001S,2037,0.0046
RE1,PWRSOL001S,2038,0.0049
RE1,PWRSOL001S,2039,0.0053
RE1,PWRSOL001S,2040,0.0053
RE1,PWRSOL001S,2041,0.0053
RE1,PWRSOL001S,2042,0.0053
RE1,PWRSOL001S,2043,0.0053
RE1,PWRSOL001S,2044,0.0053
RE1,PWRSOL001S,2045,0.0053
RE1,PWRSOL001S,2046,0.0053
RE1,PWRSOL001S,2047,0.0053
RE1,PWRSOL001S,2048,0.0053
RE1,PWRSOL001S,2049,0.0053
RE1,PWRSOL001S,2050,0.0053
RE1,PWRSOL001S,2051,0.0053
RE1,PWRSOL001S,2052,0.0053
RE1,PWRSOL001S,2053,0.0053
RE1,PWRSOL001S,2054,0.0053
RE1,PWRSOL001S,2055,0.0064
RE1,PWRSOL001S,2056,0.0077
RE1,PWRSOL001S,2057,0.0091
RE1,PWRSOL001S,2058,0.0103
RE1,PWRSOL001S,2059,0.0105
RE1,PWRSOL001S,2060,0.0102
RE1,PWRSOL001S,2061,0.0105
RE1,PWRSOL001S,2062,0.0105
RE1,PWRSOL001S,2063,0.0105
RE1,PWRSOL001S,2064,0.0105
RE1,PWRSOL001S,2065,0.0105
RE1,PWRSOL001S,2066,0.0105
RE1,PWRSOL001S,2067,0.0105
RE1,PWRSOL001S,2068,0.0105
RE1,PWRSOL001S,2069,0.0105
RE1,PWRSOL001S,2070,0.0105
RE1,PWRWND001S,2025,0.0005
RE1,PWRWND001S,2026,0.001
RE1,PWRWND001S,2027,0.0015
RE1,PWRWND001S,2028,0.002
RE1,PWRWND001S,2029,0.0025
RE1,PWRWND001S,2030,0.003
RE1,PWRWND001S,2031,0.0035
RE1,PWRWND001S,2032,0.004
RE1,PWRWND001S,2033,0.0045
RE1,PWRWND001S,2034,0.005
RE1,PWRWND001S,2035,0.0055
RE1,PWRWND001S,2036,0.006
RE1,PWRWND001S,2037,0.0065
RE1,PWRWND001S,2038,0.007
RE1,PWRWND001S,2039,0.0075
RE1,PWRWND001S,2040,0.0075
RE1,PWRWND001S,2041,0.0075
RE1,PWRWND001S,2042,0.0075
RE1,PWRWND001S,2043,0.0075
RE1,PWRWND001S,2044,0.0075
RE1,PWRWND001S,2045,0.0075
RE1,PWRWND001S,2046,0.0075
RE1,PWRWND001S,2047,0.0075
RE1,PWRWND001S,2048,0.0075
RE1,PWRWND001S,2049,0.0075
RE1,PWRWND001S,2050,0.0075
RE1,PWRWND001S,2051,0.0075
RE1,PWRWND001S,2052,0.0075
RE1,PWRWND001S,2053,0.0075
RE1,PWRWND001S,2054,0.0075
RE1,PWRWND001S,2055,0.007
RE1,PWRWND001S,2056,0.0065
RE1,PWRWND001S,2057,0.006
RE1,PWRWND001S,2058,0.0055
RE1,PWRWND001S,2059,0.005
RE1,PWRWND001S,2060,0.0045
RE1,PWRWND001S,2061,0.004
RE1,PWRWND001S,2062,0.0035
RE1,PWRWND001S,2063,0.003
RE1,PWRWND001S,2064,0.0025
RE1,PWRWND001S,2065,0.002
RE1,PWRWND001S,2066,0.0015
RE1,PWRWND001S,2067,0.001
RE1,PWRWND001S,2068,0.0005
RE1,PWRTRNIMP,2015,0.0052
RE1,PWRTRNIMP,2016,0.0071
RE1,PWRTRNIMP,2017,0.0088
RE1,PWRTRNIMP,2018,0.0096
RE1,PWRTRNIMP,2019,0.0096
RE1,PWRTRNIMP,2020,0.0096
RE1,PWRTRNIMP,2021,0.0096
RE1,PWRTRNIMP,2022,0.0096
RE1,PWRTRNIMP,2023,0.0096
RE1,PWRTRNIMP,2024,0.0096
RE1,PWRTRNIMP,2025,0.0096
RE1,PWRTRNIMP,2026,0.0096
RE1,PWRTRNIMP,2027,0.0096
RE1,PWRTRNIMP,2028,0.0096
RE1,PWRTRNIMP,2029,0.0096
RE1,PWRTRNIMP,2030,0.0096
RE1,PWRTRNIMP,2031,0.0096
RE1,PWRTRNIMP,2032,0.0096
RE1,PWRTRNIMP,2033,0.0096
RE1,PWRTRNIMP,2034,0.0096
RE1,PWRTRNIMP,2035,0.0096
RE1,PWRTRNIMP,2036,0.0096
RE1,PWRTRNIMP,2037,0.0096
RE1,PWRTRNIMP,2038,0.0096
RE1,PWRTRNIMP,2039,0.0096
RE1,PWRTRNIMP,2040,0.0096
RE1,PWRTRNIMP,2041,0.0096
RE1,PWRTRNIMP,2042,0.0096
RE1,PWRTRNIMP,2043,0.0096
RE1,PWRTRNIMP,2044,0.0096
RE1,PWRTRNIMP,2045,0.0096
RE1,PWRTRNIMP,2046,0.0096
RE1,PWRTRNIMP,2047,0.0096
RE1,PWRTRNIMP,2048,0.0096
RE1,PWRTRNIMP,2049,0.0096
RE1,PWRTRNIMP,2050,0.0096
RE1,PWRTRNIMP,2051,0.0096
RE1,PWRTRNIMP,2052,0.0096
RE1,PWRTRNIMP,2053,0.0096
RE1,PWRTRNIMP,2054,0.0096
RE1,PWRTRNIMP,2055,0.0096
RE1,PWRTRNIMP,2056,0.0096
RE1,PWRTRNIMP,2057,0.0096
RE1,PWRTRNIMP,2058,0.0096
RE1,PWRTRNIMP,2059,0.0096
RE1,PWRTRNIMP,2060,0.0096
RE1,PWRTRNIMP,2061,0.0096
RE1,PWRTRNIMP,2062,0.0096
RE1,PWRTRNIMP,2063,0.0096
RE1,PWRTRNIMP,2064,0.0096
RE1,PWRTRNIMP,2065,0.0096
RE1,PWRTRNIMP,2066,0.0096
RE1,PWRTRNIMP,2067,0.0096
RE1,PWRTRNIMP,2068,0.0096
RE1,PWRTRNIMP,2069,0.0096
RE1,PWRTRNIMP,2070,0.0096
RE1,PWRTRN,2015,0.0702
RE1,PWRTRN,2016,0.0737
RE1,PWRTRN,2017,0.0737
RE1,PWRTRN,2018,0.0737
RE1,PWRTRN,2019,0.0736
RE1,PWRTRN,2020,0.0736
RE1,PWRTRN,2021,0.0735
RE1,PWRTRN,2022,0.0799
RE1,PWRTRN,2023,0.0799
RE1,PWRTRN,2024,0.0799
RE1,PWRTRN,2025,0.0745
RE1,PWRTRN,2026,0.0945
RE1,PWRTRN,2027,0.1145
RE1,PWRTRN,2028,0.1321
RE1,PWRTRN,2029,0.1432
RE1,PWRTRN,2030,0.1525
RE1,PWRTRN,2031,0.1569
RE1,PWRTRN,2032,0.1682
RE1,PWRTRN,2033,0.1781
RE1,PWRTRN,2034,0.1888
RE1,PWRTRN,2035,0.1999
RE1,PWRTRN,2036,0.2025
RE1,PWRTRN,2037,0.2137
RE1,PWRTRN,2038,0.22
RE1,PWRTRN,2039,0.233
RE1,PWRTRN,2040,0.2395
RE1,PWRTRN,2041,0.2458
RE1,PWRTRN,2042,0.2521
RE1,PWRTRN,2043,0.2584
RE1,PWRTRN,2044,0.2646
RE1,PWRTRN,2045,0.2708
RE1,PWRTRN,2046,0.2762
RE1,PWRTRN,2047,0.2819
RE1,PWRTRN,2048,0.2875
RE1,PWRTRN,2049,0.2938
RE1,PWRTRN,2050,0.3003
RE1,PWRTRN,2051,0.3031
RE1,PWRTRN,2052,0.3059
RE1,PWRTRN,2053,0.3088
RE1,PWRTRN,2054,0.3116
RE1,PWRTRN,2055,0.3131
RE1,PWRTRN,2056,0.3122
RE1,PWRTRN,2057,0.3114
RE1,PWRTRN,2058,0.3106
RE1,PWRTRN,2059,0.3093
RE1,PWRTRN,2060,0.3054
RE1,PWRTRN,2061,0.3038
RE1,PWRTRN,2062,0.3016
RE1,PWRTRN,2063,0.2993
RE1,PWRTRN,2064,0.2971
RE1,PWRTRN,2065,0.2965
RE1,PWRTRN,2066,0.298
RE1,PWRTRN,2067,0.2997
RE1,PWRTRN,2068,0.3013
RE1,PWRTRN,2069,0.3028
RE1,PWRTRN,2070,0.3138
RE1,PWRDIST,2015,0.066
RE1,PWRDIST,2016,0.0693
RE1,PWRDIST,2017,0.0693
RE1,PWRDIST,2018,0.0693
RE1,PWRDIST,2019,0.0693
RE1,PWRDIST,2020,0.0692
RE1,PWRDIST,2021,0.0692
RE1,PWRDIST,2022,0.0752
RE1,PWRDIST,2023,0.0753
RE1,PWRDIST,2024,0.0753
RE1,PWRDIST,2025,0.0702
RE1,PWRDIST,2026,0.0891
RE1,PWRDIST,2027,0.1079
RE1,PWRDIST,2028,0.1246
RE1,PWRDIST,2029,0.1351
RE1,PWRDIST,2030,0.1439
RE1,PWRDIST,2031,0.1481
RE1,PWRDIST,2032,0.1588
RE1,PWRDIST,2033,0.1682
RE1,PWRDIST,2034,0.1784
RE1,PWRDIST,2035,0.189
RE1,PWRDIST,2036,0.1915
RE1,PWRDIST,2037,0.2022
RE1,PWRDIST,2038,0.2081
RE1,PWRDIST,2039,0.2206
RE1,PWRDIST,2040,0.2267
RE1,PWRDIST,2041,0.2328
RE1,PWRDIST,2042,0.2389
RE1,PWRDIST,2043,0.2449
RE1,PWRDIST,2044,0.2509
RE1,PWRDIST,2045,0.2568
RE1,PWRDIST,2046,0.2621
RE1,PWRDIST,2047,0.2675
RE1,PWRDIST,2048,0.2729
RE1,PWRDIST,2049,0.279
RE1,PWRDIST,2050,0.2852
RE1,PWRDIST,2051,0.2879
RE1,PWRDIST,2052,0.2906
RE1,PWRDIST,2053,0.2933
RE1,PWRDIST,2054,0.2961
RE1,PWRDIST,2055,0.2974
RE1,PWRDIST,2056,0.2966
RE1,PWRDIST,2057,0.2959
RE1,PWRDIST,2058,0.295
RE1,PWRDIST,2059,0.2938
RE1,PWRDIST,2060,0.2902
RE1,PWRDIST,2061,0.2886
RE1,PWRDIST,2062,0.2865
RE1,PWRDIST,2063,0.2844
RE1,PWRDIST,2064,0.2822
RE1,PWRDIST,2065,0.2816
RE1,PWRDIST,2066,0.2831
RE1,PWRDIST,2067,0.2847
RE1,PWRDIST,2068,0.2862
RE1,PWRDIST,2069,0.2876
RE1,PWRDIST,2070,0.2981
RE1,PWROHC003,2025,0.0288
RE1,PWROHC003,2026,0.0237
RE1,PWROHC003,2027,0.0148
RE1,PWROHC003,2028,0.0081
RE1,PWROHC003,2029,0.0074
RE1,PWROHC003,2030,0.0084
RE1,PWROHC003,2031,0.0143
RE1,PWROHC003,2032,0.0097
RE1,PWROHC003,2033,0.0064
RE1,PWROHC003,2034,0.0022
RE1,PWROHC003,2036,0.0008
RE1,PWRSOL002,2025,0.0007
RE1,PWRSOL002,2026,0.0014
RE1,PWRSOL002,2027,0.0021
RE1,PWRSOL002,2028,0.0028
RE1,PWRSOL002,2029,0.0035
RE1,PWRSOL002,2030,0.0042
RE1,PWRSOL002,2031,0.0049
RE1,PWRSOL002,2032,0.0056
RE1,PWRSOL002,2033,0.0063
RE1,PWRSOL002,2034,0.007
RE1,PWRSOL002,2035,0.0077
RE1,PWRSOL002,2036,0.0084
RE1,PWRSOL002,2037,0.0091
RE1,PWRSOL002,2038,0.0098
RE1,PWRSOL002,2039,0.0105
RE1,PWRSOL002,2040,0.0105
RE1,PWRSOL002,2041,0.0105
RE1,PWRSOL002,2042,0.0105
RE1,PWRSOL002,2043,0.0105
RE1,PWRSOL002,2044,0.0105
RE1,PWRSOL002,2045,0.0105
RE1,PWRSOL002,2046,0.0105
RE1,PWRSOL002,2047,0.0105
RE1,PWRSOL002,2048,0.0105
RE1,PWRSOL002,2049,0.0098
RE1,PWRSOL002,2050,0.0091
RE1,PWRSOL002,2051,0.0084
RE1,PWRSOL002,2052,0.0077
RE1,PWRSOL002,2053,0.007
RE1,PWRSOL002,2054,0.0063
RE1,PWRSOL002,2055,0.0056
RE1,PWRSOL002,2056,0.0049
RE1,PWRSOL002,2057,0.0042
RE1,PWRSOL002,2058,0.0035
RE1,PWRSOL002,2059,0.0028
RE1,PWRSOL002,2060,0.0021
RE1,PWRSOL002,2061,0.0014
RE1,PWRSOL002,2062,0.0007
RE1,PWRHYD004,2025,0.0001
RE1,PWRHYD004,2026,0.0001
RE1,PWRHYD004,2027,0.0001
RE1,PWRHYD004,2028,0.0001
RE1,PWRHYD004,2029,0.0001
RE1,PWRHYD004,2030,0.0001
RE1,PWRHYD004,2031,0.0001
RE1,PWRHYD004,2032,0.0001
RE1,PWRHYD004,2033,0.0001
RE1,PWRHYD004,2034,0.0001
RE1,PWRHYD004,2035,0.0001
RE1,PWRHYD004,2036,0.0001
RE1,PWRHYD004,2037,0.0001
RE1,PWRHYD004,2038,0.0001
RE1,PWRHYD004,2039,0.0001
RE1,PWRHYD004,2040,0.0001
RE1,PWRHYD004,2041,0.0001
RE1,PWRHYD004,2042,0.0001
RE1,PWRHYD004,2043,0.0001
RE1,PWRHYD004,2044,0.0001
RE1,PWRHYD004,2045,0.0001
RE1,PWRHYD004,2046,0.0001
RE1,PWRHYD004,2047,0.0001
RE1,PWRHYD004,2048,0.0001
RE1,PWRHYD004,2049,0.0001
RE1,PWRHYD004,2050,0.0001
RE1,PWRHYD004,2051,0.0001
RE1,PWRHYD004,2052,0.0001
RE1,PWRHYD004,2053,0.0001
RE1,PWRHYD004,2054,0.0001
RE1,PWRHYD004,2055,0.0001
RE1,PWRHYD004,2056,0.0001
RE1,PWRHYD004,2057,0.0001
RE1,PWRHYD004,2058,0.0001
RE1,PWRHYD004,2059,0.0001
RE1,PWRHYD004,2060,0.0001
RE1,PWRHYD004,2061,0.0001
RE1,PWRHYD004,2062,0.0001
RE1,PWRHYD004,2063,0.0001
RE1,PWRHYD004,2064,0.0001
RE1,PWRTRNEXP,2015,0.0008
RE1,PWRTRNEXP,2016,0.0005
RE1,PWRTRNEXP,2017,0.0004
RE1,PWRTRNEXP,2018,0.0004
RE1,PWRTRNEXP,2019,0.0004
RE1,PWRTRNEXP,2020,0.0004
RE1,PWRTRNEXP,2021,0.0004
RE1,PWRTRNEXP,2022,0.0004
RE1,PWRTRNEXP,2023,0.0004
RE1,PWRTRNEXP,2024,0.0004
RE1,PWRTRNEXP,2025,0.0004
RE1,PWRTRNEXP,2026,0.0004
RE1,PWRTRNEXP,2027,0.0004
RE1,PWRTRNEXP,2028,0.0004
RE1,PWRTRNEXP,2029,0.0004
RE1,PWRTRNEXP,2030,0.0004
RE1,PWRTRNEXP,2031,0.0004
RE1,PWRTRNEXP,2032,0.0004
RE1,PWRTRNEXP,2033,0.0004
RE1,PWRTRNEXP,2034,0.0004
RE1,PWRTRNEXP,2035,0.0004
RE1,PWRTRNEXP,2036,0.0004
RE1,PWRTRNEXP,2037,0.0004
RE1,PWRTRNEXP,2038,0.0004
RE1,PWRTRNEXP,2039,0.0004
RE1,PWRTRNEXP,2040,0.0004
RE1,PWRTRNEXP,2041,0.0004
RE1,PWRTRNEXP,2042,0.0004
RE1,PWRTRNEXP,2043,0.0004
RE1,PWRTRNEXP,2044,0.0004
RE1,PWRTRNEXP,2045,0.0004
RE1,PWRTRNEXP,2046,0.0004
RE1,PWRTRNEXP,2047,0.0004
RE1,PWRTRNEXP,2048,0.0004
RE1,PWRTRNEXP,2049,0.0004
RE1,PWRTRNEXP,2050,0.0004
