r,t,y,DiscountedSalvageValue
RE1,DEMTRABUSGSL,2061,0.0
RE1,DEMTRABUSGSL,2062,0.0
RE1,DEMTRABUSGSL,2063,0.0
RE1,DEMTRABUSGSL,2064,0.0
RE1,DEMTRABUSGSL,2065,0.0
RE1,DEMTRABUSGSL,2066,0.0
RE1,DEMTRABUSGSL,2067,0.0
RE1,DEMTRABUSGSL,2068,0.0
RE1,DEMTRABUSGSL,2069,0.0
RE1,DEMTRABUSGSL,2070,0.0
RE1,DEMINDELC,2062,0.0
RE1,DEMINDELC,2063,0.0
RE1,DEMINDELC,2064,0.0
RE1,DEMINDELC,2065,0.0
RE1,DEMINDELC,2066,0.0
RE1,DEMINDELC,2067,0.0
RE1,DEMINDELC,2068,0.0
RE1,DEMINDELC,2069,0.0
RE1,DEMINDELC,2070,0.0
RE1,DEMINDHEBIO,2057,1.4144
RE1,DEMINDHEBIO,2058,2.7619
RE1,DEMINDHEBIO,2059,4.0466
RE1,DEMINDHEBIO,2060,137.6163
RE1,DEMINDHEBIO,2061,5.7059
RE1,DEMINDHEBIO,2062,6.696
RE1,DEMINDHEBIO,2063,7.6412
RE1,DEMINDHEBIO,2064,8.5453
RE1,DEMINDHEBIO,2065,9.4123
RE1,DEMINDHEBIO,2066,9.8146
RE1,DEMINDHEBIO,2067,13.5177
RE1,DEMINDHEBIO,2068,16.1612
RE1,DEMINDHEBIO,2069,17.1725
RE1,DEMINDHEBIO,2070,18.1468
RE1,DEMRESELC,2062,0.0
RE1,DEMRESELC,2063,0.0
RE1,DEMRESELC,2064,0.0
RE1,DEMRESELC,2065,0.0
RE1,DEMRESELC,2066,0.0
RE1,DEMRESELC,2067,0.0
RE1,DEMRESELC,2068,0.0
RE1,DEMRESELC,2069,0.0
RE1,DEMRESELC,2070,0.0
RE1,DEMRESCKNOIL,2052,0.2011
RE1,DEMRESCKNOIL,2053,0.3928
RE1,DEMRESCKNOIL,2054,0.5756
RE1,DEMRESCKNOIL,2055,0.7497
RE1,DEMRESCKNOIL,2056,0.8992
RE1,DEMRESCKNOIL,2057,1.0548
RE1,DEMRESCKNOIL,2058,1.2032
RE1,DEMRESCKNOIL,2059,0.306
RE1,DEMRESCKNOIL,2060,0.3374
RE1,DEMRESCKNOIL,2061,0.3675
RE1,DEMRESCKNOIL,2062,0.3965
RE1,DEMRESCKNOIL,2063,0.4244
RE1,DEMRESCKNOIL,2064,0.4511
RE1,DEMRESCKNOIL,2065,0.4768
RE1,DEMRESCKNOIL,2066,0.4368
RE1,DEMRESCKNOIL,2067,2.5452
RE1,DEMRESCKNOIL,2068,2.6656
RE1,DEMRESCKNOIL,2069,2.7651
RE1,DEMRESCKNOIL,2070,2.8601
RE1,DEMRESCKNBIO,2052,0.2489
RE1,DEMRESCKNBIO,2053,0.486
RE1,DEMRESCKNBIO,2054,0.7119
RE1,DEMRESCKNBIO,2055,0.9273
RE1,DEMRESCKNBIO,2056,1.118
RE1,DEMRESCKNBIO,2057,1.3112
RE1,DEMRESCKNBIO,2058,1.4954
RE1,DEMRESCKNBIO,2059,0.2684
RE1,DEMRESCKNBIO,2060,0.296
RE1,DEMRESCKNBIO,2061,0.3224
RE1,DEMRESCKNBIO,2062,0.3478
RE1,DEMRESCKNBIO,2063,0.3722
RE1,DEMRESCKNBIO,2064,0.3957
RE1,DEMRESCKNBIO,2065,0.4182
RE1,DEMRESCKNBIO,2066,0.3832
RE1,DEMRESCKNBIO,2067,0.4016
RE1,DEMRESCKNBIO,2068,0.4194
RE1,DEMRESCKNBIO,2069,0.4366
RE1,DEMRESCKNBIO,2070,1.3118
RE1,DEMRESHEBIO,2057,0.3421
RE1,DEMRESHEBIO,2058,0.6678
RE1,DEMRESHEBIO,2059,0.978
RE1,DEMRESHEBIO,2060,27.5081
RE1,DEMRESHEBIO,2061,1.3819
RE1,DEMRESHEBIO,2062,1.6208
RE1,DEMRESHEBIO,2063,1.8486
RE1,DEMRESHEBIO,2064,3.2224
RE1,DEMRESHEBIO,2065,3.5839
RE1,DEMRESHEBIO,2066,3.4166
RE1,DEMRESHEBIO,2067,3.6826
RE1,DEMRESHEBIO,2068,3.938
RE1,DEMRESHEBIO,2069,4.1826
RE1,DEMRESHEBIO,2070,4.418
RE1,DEMCOMELC,2062,0.0
RE1,DEMCOMELC,2063,0.0
RE1,DEMCOMELC,2064,0.0
RE1,DEMCOMELC,2065,0.0
RE1,DEMCOMELC,2066,0.0
RE1,DEMCOMELC,2067,0.0
RE1,DEMCOMELC,2068,0.0
RE1,DEMCOMELC,2069,0.0
RE1,DEMCOMELC,2070,0.0
RE1,DEMCOMHEBIO,2057,0.1685
RE1,DEMCOMHEBIO,2058,0.3292
RE1,DEMCOMHEBIO,2059,0.4826
RE1,DEMCOMHEBIO,2060,12.172
RE1,DEMCOMHEBIO,2061,1.3769
RE1,DEMCOMHEBIO,2062,1.1947
RE1,DEMCOMHEBIO,2063,1.3634
RE1,DEMCOMHEBIO,2064,1.5247
RE1,DEMCOMHEBIO,2065,1.6793
RE1,DEMCOMHEBIO,2066,1.6784
RE1,DEMCOMHEBIO,2067,1.8112
RE1,DEMCOMHEBIO,2068,1.939
RE1,DEMCOMHEBIO,2069,2.0616
RE1,DEMCOMHEBIO,2070,2.1798
RE1,DEMINDHECOA,2057,2.7004
RE1,DEMINDHECOA,2058,5.2793
RE1,DEMINDHECOA,2059,7.7428
RE1,DEMINDHECOA,2060,263.5958
RE1,DEMINDHECOA,2061,10.9393
RE1,DEMINDHECOA,2062,12.8438
RE1,DEMINDHECOA,2063,14.6648
RE1,DEMINDHECOA,2064,16.4064
RE1,DEMINDHECOA,2065,18.0726
RE1,DEMINDHECOA,2066,18.8494
RE1,DEMINDHECOA,2067,25.9657
RE1,DEMINDHECOA,2068,31.0462
RE1,DEMINDHECOA,2069,32.9948
RE1,DEMINDHECOA,2070,34.8667
