r,t,y,TotalTechnologyAnnualActivity
RE1,MINSOL,2047,1440.7034
RE1,MINSOL,2048,1631.4202
RE1,MINSOL,2049,1846.6003
RE1,MINSOL,2050,2130.3211
RE1,MINSOL,2051,2144.4029
RE1,MINSOL,2052,2158.6115
RE1,MINSOL,2053,2176.5155
RE1,MINSOL,2054,2194.8884
RE1,MINSOL,2055,2213.4124
RE1,MINSOL,2056,2232.0889
RE1,MINSOL,2057,2250.919
RE1,MINSOL,2058,2269.9042
RE1,MINSOL,2059,2289.0457
RE1,MINSOL,2060,2308.3449
RE1,MINSOL,2061,2327.8031
RE1,MINSOL,2062,2347.4216
RE1,MINSOL,2063,2367.2018
RE1,MINSOL,2064,2387.1451
RE1,MINSOL,2065,2407.2529
RE1,MINSOL,2066,2427.5265
RE1,MINSOL,2067,2447.9674
RE1,MINSOL,2068,2468.577
RE1,MINSOL,2069,2489.3566
RE1,MINSOL,2070,2510.3079
RE1,MINWND,2015,1.0541
RE1,MINWND,2016,1.0541
RE1,MINWND,2017,1.0541
RE1,MINWND,2018,1.0541
RE1,MINWND,2019,1.0541
RE1,MINWND,2020,1.0541
RE1,MINWND,2021,1.0541
RE1,MINWND,2022,1.0391
RE1,MINWND,2023,1.0391
RE1,MINWND,2024,1.0391
RE1,MINWND,2025,1.0391
RE1,MINWND,2026,33.2276
RE1,MINWND,2027,112.3451
RE1,MINWND,2028,200.3362
RE1,MINWND,2029,303.1383
RE1,MINWND,2030,322.8578
RE1,MINWND,2031,447.2409
RE1,MINWND,2032,497.6218
RE1,MINWND,2033,614.0131
RE1,MINWND,2034,726.0685
RE1,MINWND,2035,834.4188
RE1,MINWND,2036,943.0511
RE1,MINWND,2037,1062.674
RE1,MINWND,2038,1162.0703
RE1,MINWND,2039,1249.7217
RE1,MINWND,2040,1350.957
RE1,MINWND,2041,1471.8311
RE1,MINWND,2042,1628.6055
RE1,MINWND,2043,1798.8485
RE1,MINWND,2044,1988.605
RE1,MINWND,2045,2089.1177
RE1,MINWND,2046,2276.6657
RE1,MINWND,2047,2501.6891
RE1,MINWND,2048,2591.5482
RE1,MINWND,2049,2670.6358
RE1,MINWND,2050,2731.6381
RE1,MINWND,2051,2755.1079
RE1,MINWND,2052,2778.7887
RE1,MINWND,2053,2802.6827
RE1,MINWND,2054,2826.7917
RE1,MINWND,2055,2851.1177
RE1,MINWND,2056,2875.6629
RE1,MINWND,2057,2900.4293
RE1,MINWND,2058,2925.4188
RE1,MINWND,2059,2950.6337
RE1,MINWND,2060,2976.076
RE1,MINWND,2061,3001.7479
RE1,MINWND,2062,3027.6515
RE1,MINWND,2063,3053.789
RE1,MINWND,2064,3080.1625
RE1,MINWND,2065,3106.7744
RE1,MINWND,2066,3133.6268
RE1,MINWND,2067,3160.7219
RE1,MINWND,2068,3188.0622
RE1,MINWND,2069,3215.6498
RE1,MINWND,2070,3243.4871
RE1,MINGEO,2021,1.4486
RE1,MINGEO,2022,1.4486
RE1,MINGEO,2023,1.4486
RE1,MINGEO,2024,1.4486
RE1,MINGEO,2025,1.4486
RE1,MINGEO,2026,1.4486
RE1,MINGEO,2027,1.4486
RE1,MINGEO,2028,1.4486
RE1,MINGEO,2029,1.4486
RE1,MINGEO,2030,1.4486
RE1,MINGEO,2031,1.4486
RE1,MINGEO,2032,1.4486
RE1,MINGEO,2033,1.4486
RE1,MINGEO,2034,1.4486
RE1,MINGEO,2035,1.4486
RE1,MINGEO,2036,1.4486
RE1,MINGEO,2037,1.4486
RE1,MINGEO,2038,1.4486
RE1,MINGEO,2039,1.4486
RE1,MINGEO,2040,1.4486
RE1,MINGEO,2041,1.4486
RE1,MINGEO,2042,1.4486
RE1,MINGEO,2043,1.4486
RE1,MINGEO,2044,1.4486
RE1,MINGEO,2045,1.4486
RE1,MINGEO,2046,1.4486
RE1,MINGEO,2047,1.4486
RE1,MINGEO,2048,1.4486
RE1,MINGEO,2049,1.4486
RE1,MINGEO,2050,1.4486
RE1,MINGEO,2051,1.4486
RE1,MINGEO,2052,1.4486
RE1,MINGEO,2053,1.4486
RE1,MINGEO,2054,1.4486
RE1,MINGEO,2055,1.4486
RE1,MINGEO,2056,1.4486
RE1,MINGEO,2057,1.4486
RE1,MINGEO,2058,1.4486
RE1,MINGEO,2059,1.4486
RE1,MINGEO,2060,1.4486
RE1,MINGEO,2061,1.4486
RE1,MINGEO,2062,1.4486
RE1,MINGEO,2063,1.4486
RE1,MINGEO,2064,1.4486
RE1,MINGEO,2065,1.4486
RE1,MINGEO,2066,1.4486
RE1,MINGEO,2067,1.4486
RE1,MINGEO,2068,1.4486
RE1,MINGEO,2069,1.4486
RE1,MINGEO,2070,1.4486
RE1,MINHYD,2015,29.4911
RE1,MINHYD,2016,29.4911
RE1,MINHYD,2017,29.4911
RE1,MINHYD,2018,29.4911
RE1,MINHYD,2019,29.4911
RE1,MINHYD,2020,29.4911
RE1,MINHYD,2021,35.9157
RE1,MINHYD,2022,40.8218
RE1,MINHYD,2023,40.8218
RE1,MINHYD,2024,40.8218
RE1,MINHYD,2025,40.8218
RE1,MINHYD,2026,40.8218
RE1,MINHYD,2027,40.8218
RE1,MINHYD,2028,40.8218
RE1,MINHYD,2029,40.8218
RE1,MINHYD,2030,40.8218
RE1,MINHYD,2031,40.8218
RE1,MINHYD,2032,40.8218
RE1,MINHYD,2033,40.8218
RE1,MINHYD,2034,40.8218
RE1,MINHYD,2035,40.8218
RE1,MINHYD,2036,40.8218
RE1,MINHYD,2037,40.8218
RE1,MINHYD,2038,40.8218
RE1,MINHYD,2039,40.8218
RE1,MINHYD,2040,40.8218
RE1,MINHYD,2041,40.8218
RE1,MINHYD,2042,40.8218
RE1,MINHYD,2043,40.8218
RE1,MINHYD,2044,40.8218
RE1,MINHYD,2045,40.8218
RE1,MINHYD,2046,40.8218
RE1,MINHYD,2047,40.8218
RE1,MINHYD,2048,40.8218
RE1,MINHYD,2049,40.8218
RE1,MINHYD,2050,40.8218
RE1,MINHYD,2051,40.8218
RE1,MINHYD,2052,40.8218
RE1,MINHYD,2053,40.8218
RE1,MINHYD,2054,40.8218
RE1,MINHYD,2055,40.8218
RE1,MINHYD,2056,40.8218
RE1,MINHYD,2057,40.8218
RE1,MINHYD,2058,40.8218
RE1,MINHYD,2059,40.8218
RE1,MINHYD,2060,40.8218
RE1,MINHYD,2061,40.8218
RE1,MINHYD,2062,40.8218
RE1,MINHYD,2063,40.8218
RE1,MINHYD,2064,40.8218
RE1,MINHYD,2065,40.8218
RE1,MINHYD,2066,40.8218
RE1,MINHYD,2067,40.8218
RE1,MINHYD,2068,40.8218
RE1,MINHYD,2069,40.8218
RE1,MINHYD,2070,40.8218
RE1,PWRBIO001,2015,70.9047
RE1,PWRBIO001,2016,70.9047
RE1,PWRBIO001,2017,70.9047
RE1,PWRBIO001,2018,70.9047
RE1,PWRBIO001,2019,70.9047
RE1,PWRBIO001,2020,70.9047
RE1,PWRBIO001,2021,56.6295
RE1,PWRBIO001,2022,70.9047
RE1,PWRBIO001,2023,70.9047
RE1,PWRBIO001,2024,64.6303
RE1,PWRBIO001,2025,64.8344
RE1,PWRBIO001,2026,70.9047
RE1,PWRBIO001,2027,70.9047
RE1,PWRBIO001,2028,56.5083
RE1,PWRBIO001,2029,40.847
RE1,PWRBIO001,2030,56.5554
RE1,PWRCOA001,2015,123.6759
RE1,PWRCOA001,2016,123.6759
RE1,PWRCOA001,2017,124.3723
RE1,PWRCOA001,2018,229.5474
RE1,PWRCOA001,2019,229.5474
RE1,PWRCOA001,2020,229.5474
RE1,PWRCOA001,2021,229.5474
RE1,PWRCOA001,2022,237.5635
RE1,PWRCOA001,2023,408.239
RE1,PWRCOA001,2024,653.1533
RE1,PWRCOA001,2025,639.6241
RE1,PWRCOA001,2026,625.7687
RE1,PWRCOA001,2027,609.7734
RE1,PWRCOA001,2028,591.6404
RE1,PWRCOA001,2029,572.0995
RE1,PWRCOA001,2030,549.6633
RE1,PWRCOA001,2031,572.7438
RE1,PWRCOA001,2032,546.1753
RE1,PWRCOA001,2033,517.2304
RE1,PWRCOA001,2034,490.4471
RE1,PWRCOA001,2035,456.4733
RE1,PWRCOA001,2036,417.3608
RE1,PWRCOA001,2037,376.3366
RE1,PWRCOA001,2038,333.4027
RE1,PWRCOA001,2039,288.7034
RE1,PWRCOA001,2040,242.0722
RE1,PWRCOA001,2041,193.2577
RE1,PWRCOA001,2042,162.2248
RE1,PWRCOA001,2043,130.9013
RE1,PWRCOA001,2044,92.377
RE1,PWRCOA001,2045,114.8135
RE1,PWRCOA001,2046,61.8608
RE1,PWRCOA001,2047,12.3494
RE1,PWRGEO,2021,0.1449
RE1,PWRGEO,2022,0.1449
RE1,PWRGEO,2023,0.1449
RE1,PWRGEO,2024,0.1449
RE1,PWRGEO,2025,0.1449
RE1,PWRGEO,2026,0.1449
RE1,PWRGEO,2027,0.1449
RE1,PWRGEO,2028,0.1449
RE1,PWRGEO,2029,0.1449
RE1,PWRGEO,2030,0.1449
RE1,PWRGEO,2031,0.1449
RE1,PWRGEO,2032,0.1449
RE1,PWRGEO,2033,0.1449
RE1,PWRGEO,2034,0.1449
RE1,PWRGEO,2035,0.1449
RE1,PWRGEO,2036,0.1449
RE1,PWRGEO,2037,0.1449
RE1,PWRGEO,2038,0.1449
RE1,PWRGEO,2039,0.1449
RE1,PWRGEO,2040,0.1449
RE1,PWRGEO,2041,0.1449
RE1,PWRGEO,2042,0.1449
RE1,PWRGEO,2043,0.1449
RE1,PWRGEO,2044,0.1449
RE1,PWRGEO,2045,0.1449
RE1,PWRGEO,2046,0.1449
RE1,PWRGEO,2047,0.1449
RE1,PWRGEO,2048,0.1449
RE1,PWRGEO,2049,0.1449
RE1,PWRGEO,2050,0.1449
RE1,PWRGEO,2051,0.1449
RE1,PWRGEO,2052,0.1449
RE1,PWRGEO,2053,0.1449
RE1,PWRGEO,2054,0.1449
RE1,PWRGEO,2055,0.1449
RE1,PWRGEO,2056,0.1449
RE1,PWRGEO,2057,0.1449
RE1,PWRGEO,2058,0.1449
RE1,PWRGEO,2059,0.1449
RE1,PWRGEO,2060,0.1449
RE1,PWRGEO,2061,0.1449
RE1,PWRGEO,2062,0.1449
RE1,PWRGEO,2063,0.1449
RE1,PWRGEO,2064,0.1449
RE1,PWRGEO,2065,0.1449
RE1,PWRGEO,2066,0.1449
RE1,PWRGEO,2067,0.1449
RE1,PWRGEO,2068,0.1449
RE1,PWRGEO,2069,0.1449
RE1,PWRGEO,2070,0.1449
RE1,PWRNGS001,2015,433.621
RE1,PWRNGS001,2016,451.8371
RE1,PWRNGS001,2017,467.9131
RE1,PWRNGS001,2018,389.5987
RE1,PWRNGS001,2019,423.775
RE1,PWRNGS001,2020,457.9288
RE1,PWRNGS001,2021,452.316
RE1,PWRNGS001,2022,436.7189
RE1,PWRNGS001,2023,256.4677
RE1,PWRSOL001,2015,8.5041
RE1,PWRSOL001,2016,8.5041
RE1,PWRSOL001,2017,8.5041
RE1,PWRSOL001,2018,8.5041
RE1,PWRSOL001,2019,8.5041
RE1,PWRSOL001,2020,8.5041
RE1,PWRSOL001,2021,80.1019
RE1,PWRSOL001,2022,172.647
RE1,PWRSOL001,2023,177.8909
RE1,PWRSOL001,2024,193.3983
RE1,PWRSOL001,2025,212.0379
RE1,PWRSOL001,2026,219.1798
RE1,PWRSOL001,2027,226.3698
RE1,PWRSOL001,2028,238.7371
RE1,PWRSOL001,2029,255.5206
RE1,PWRSOL001,2030,281.1734
RE1,PWRSOL001,2031,298.3058
RE1,PWRSOL001,2032,318.817
RE1,PWRSOL001,2033,339.7026
RE1,PWRSOL001,2034,362.3346
RE1,PWRSOL001,2035,389.4288
RE1,PWRSOL001,2036,416.324
RE1,PWRSOL001,2037,440.7791
RE1,PWRSOL001,2038,473.7865
RE1,PWRSOL001,2039,511.5359
RE1,PWRSOL001,2040,550.3568
RE1,PWRSOL001,2041,590.2123
RE1,PWRSOL001,2042,628.4289
RE1,PWRSOL001,2043,663.5462
RE1,PWRSOL001,2044,685.5858
RE1,PWRSOL001,2045,714.7104
RE1,PWRSOL001,2046,733.7277
RE1,PWRSOL001,2047,754.506
RE1,PWRSOL001,2048,777.4645
RE1,PWRSOL001,2049,801.1908
RE1,PWRSOL001,2050,819.4914
RE1,PWRSOL001,2051,826.5324
RE1,PWRSOL001,2052,833.6366
RE1,PWRSOL001,2053,840.8048
RE1,PWRSOL001,2054,848.0375
RE1,PWRSOL001,2055,855.3353
RE1,PWRSOL001,2056,862.6989
RE1,PWRSOL001,2057,870.1288
RE1,PWRSOL001,2058,877.6256
RE1,PWRSOL001,2059,885.1901
RE1,PWRSOL001,2060,892.8228
RE1,PWRSOL001,2061,900.5244
RE1,PWRSOL001,2062,908.2954
RE1,PWRSOL001,2063,916.1367
RE1,PWRSOL001,2064,924.0488
RE1,PWRSOL001,2065,932.0323
RE1,PWRSOL001,2066,940.088
RE1,PWRSOL001,2067,948.2166
RE1,PWRSOL001,2068,956.4186
RE1,PWRSOL001,2069,964.695
RE1,PWRSOL001,2070,973.0461
RE1,PWRCSP002,2015,0.0274
RE1,PWRCSP002,2016,0.0274
RE1,PWRCSP002,2017,0.0274
RE1,PWRCSP002,2018,0.0274
RE1,PWRCSP002,2019,0.0274
RE1,PWRCSP002,2020,0.0274
RE1,PWRCSP002,2021,0.0274
RE1,PWRCSP002,2022,0.0274
RE1,PWRCSP002,2023,0.0274
RE1,PWRCSP002,2024,0.0274
RE1,PWRCSP002,2025,0.0274
RE1,PWRCSP002,2026,0.0274
RE1,PWRCSP002,2027,0.0274
RE1,PWRCSP002,2028,0.0274
RE1,PWRCSP002,2029,0.0274
RE1,PWRCSP002,2030,0.0274
RE1,PWRCSP002,2031,0.0274
RE1,PWRCSP002,2032,0.0274
RE1,PWRCSP002,2033,0.0274
RE1,PWRCSP002,2034,0.0274
RE1,PWRCSP002,2035,0.0274
RE1,PWRCSP002,2036,0.0274
RE1,PWRCSP002,2037,0.0274
RE1,PWRCSP002,2038,0.0274
RE1,PWRCSP002,2039,0.0274
RE1,PWRCSP002,2040,0.0274
RE1,PWRCSP002,2041,0.0274
RE1,PWRCSP002,2042,0.0274
RE1,PWRCSP002,2043,0.0274
RE1,PWRCSP002,2048,76.4913
RE1,PWRCSP002,2049,244.2188
RE1,PWRCSP002,2050,491.3382
RE1,PWRCSP002,2051,491.3382
RE1,PWRCSP002,2052,491.3382
RE1,PWRCSP002,2053,494.9059
RE1,PWRCSP002,2054,498.8134
RE1,PWRCSP002,2055,502.7418
RE1,PWRCSP002,2056,506.6911
RE1,PWRCSP002,2057,510.6615
RE1,PWRCSP002,2058,514.6529
RE1,PWRCSP002,2059,518.6655
RE1,PWRCSP002,2060,522.6993
RE1,PWRCSP002,2061,526.7543
RE1,PWRCSP002,2062,530.8307
RE1,PWRCSP002,2063,534.9284
RE1,PWRCSP002,2064,539.0476
RE1,PWRCSP002,2065,543.1883
RE1,PWRCSP002,2066,547.3504
RE1,PWRCSP002,2067,551.5343
RE1,PWRCSP002,2068,555.7397
RE1,PWRCSP002,2069,559.9667
RE1,PWRCSP002,2070,564.2156
RE1,PWRHYD001,2015,28.3385
RE1,PWRHYD001,2016,28.3385
RE1,PWRHYD001,2017,28.3385
RE1,PWRHYD001,2018,28.3385
RE1,PWRHYD001,2019,28.3385
RE1,PWRHYD001,2020,28.3385
RE1,PWRHYD001,2021,33.9883
RE1,PWRHYD001,2022,33.9883
RE1,PWRHYD001,2023,33.9883
RE1,PWRHYD001,2024,33.9883
RE1,PWRHYD001,2025,33.9883
RE1,PWRHYD001,2026,33.9883
RE1,PWRHYD001,2027,33.9883
RE1,PWRHYD001,2028,33.9883
RE1,PWRHYD001,2029,33.9883
RE1,PWRHYD001,2030,33.9883
RE1,PWRHYD001,2031,33.9883
RE1,PWRHYD001,2032,33.9883
RE1,PWRHYD001,2033,33.9883
RE1,PWRHYD001,2034,33.9883
RE1,PWRHYD001,2035,33.9883
RE1,PWRHYD001,2036,33.9883
RE1,PWRHYD001,2037,33.9883
RE1,PWRHYD001,2038,33.9883
RE1,PWRHYD001,2039,33.9883
RE1,PWRHYD001,2040,33.9883
RE1,PWRHYD001,2041,33.9883
RE1,PWRHYD001,2042,33.9883
RE1,PWRHYD001,2043,33.9883
RE1,PWRHYD001,2044,33.9883
RE1,PWRHYD001,2045,33.9883
RE1,PWRHYD001,2046,33.9883
RE1,PWRHYD001,2047,33.9883
RE1,PWRHYD001,2048,33.9883
RE1,PWRHYD001,2049,33.9883
RE1,PWRHYD001,2050,33.9883
RE1,PWRHYD001,2051,33.9883
RE1,PWRHYD001,2052,33.9883
RE1,PWRHYD001,2053,33.9883
RE1,PWRHYD001,2054,33.9883
RE1,PWRHYD001,2055,33.9883
RE1,PWRHYD001,2056,33.9883
RE1,PWRHYD001,2057,33.9883
RE1,PWRHYD001,2058,33.9883
RE1,PWRHYD001,2059,33.9883
RE1,PWRHYD001,2060,33.9883
RE1,PWRHYD001,2061,33.9883
RE1,PWRHYD001,2062,33.9883
RE1,PWRHYD001,2063,33.9883
RE1,PWRHYD001,2064,33.9883
RE1,PWRHYD001,2065,33.9883
RE1,PWRHYD001,2066,33.9883
RE1,PWRHYD001,2067,33.9883
RE1,PWRHYD001,2068,33.9883
RE1,PWRHYD001,2069,33.9883
RE1,PWRHYD001,2070,33.9883
RE1,PWRHYD002,2015,1.1525
RE1,PWRHYD002,2016,1.1525
RE1,PWRHYD002,2017,1.1525
RE1,PWRHYD002,2018,1.1525
RE1,PWRHYD002,2019,1.1525
RE1,PWRHYD002,2020,1.1525
RE1,PWRHYD002,2021,1.3823
RE1,PWRHYD002,2022,1.3823
RE1,PWRHYD002,2023,1.3823
RE1,PWRHYD002,2024,1.3823
RE1,PWRHYD002,2025,1.3823
RE1,PWRHYD002,2026,1.3823
RE1,PWRHYD002,2027,1.3823
RE1,PWRHYD002,2028,1.3823
RE1,PWRHYD002,2029,1.3823
RE1,PWRHYD002,2030,1.3823
RE1,PWRHYD002,2031,1.3823
RE1,PWRHYD002,2032,1.3823
RE1,PWRHYD002,2033,1.3823
RE1,PWRHYD002,2034,1.3823
RE1,PWRHYD002,2035,1.3823
RE1,PWRHYD002,2036,1.3823
RE1,PWRHYD002,2037,1.3823
RE1,PWRHYD002,2038,1.3823
RE1,PWRHYD002,2039,1.3823
RE1,PWRHYD002,2040,1.3823
RE1,PWRHYD002,2041,1.3823
RE1,PWRHYD002,2042,1.3823
RE1,PWRHYD002,2043,1.3823
RE1,PWRHYD002,2044,1.3823
RE1,PWRHYD002,2045,1.3823
RE1,PWRHYD002,2046,1.3823
RE1,PWRHYD002,2047,1.3823
RE1,PWRHYD002,2048,1.3823
RE1,PWRHYD002,2049,1.3823
RE1,PWRHYD002,2050,1.3823
RE1,PWRHYD002,2051,1.3823
RE1,PWRHYD002,2052,1.3823
RE1,PWRHYD002,2053,1.3823
RE1,PWRHYD002,2054,1.3823
RE1,PWRHYD002,2055,1.3823
RE1,PWRHYD002,2056,1.3823
RE1,PWRHYD002,2057,1.3823
RE1,PWRHYD002,2058,1.3823
RE1,PWRHYD002,2059,1.3823
RE1,PWRHYD002,2060,1.3823
RE1,PWRHYD002,2061,1.3823
RE1,PWRHYD002,2062,1.3823
RE1,PWRHYD002,2063,1.3823
RE1,PWRHYD002,2064,1.3823
RE1,PWRHYD002,2065,1.3823
RE1,PWRHYD002,2066,1.3823
RE1,PWRHYD002,2067,1.3823
RE1,PWRHYD002,2068,1.3823
RE1,PWRHYD002,2069,1.3823
RE1,PWRHYD002,2070,1.3823
RE1,PWRHYD003,2022,4.9061
RE1,PWRHYD003,2023,4.9061
RE1,PWRHYD003,2024,4.9061
RE1,PWRHYD003,2025,4.9061
RE1,PWRHYD003,2026,4.9061
RE1,PWRHYD003,2027,4.9061
RE1,PWRHYD003,2028,4.9061
RE1,PWRHYD003,2029,4.9061
RE1,PWRHYD003,2030,4.9061
RE1,PWRHYD003,2031,4.9061
RE1,PWRHYD003,2032,4.9061
RE1,PWRHYD003,2033,4.9061
RE1,PWRHYD003,2034,4.9061
RE1,PWRHYD003,2035,4.9061
RE1,PWRHYD003,2036,4.9061
RE1,PWRHYD003,2037,4.9061
RE1,PWRHYD003,2038,4.9061
RE1,PWRHYD003,2039,4.9061
RE1,PWRHYD003,2040,4.9061
RE1,PWRHYD003,2041,4.9061
RE1,PWRHYD003,2042,4.9061
RE1,PWRHYD003,2043,4.9061
RE1,PWRHYD003,2044,4.9061
RE1,PWRHYD003,2045,4.9061
RE1,PWRHYD003,2046,4.9061
RE1,PWRHYD003,2047,4.9061
RE1,PWRHYD003,2048,4.9061
RE1,PWRHYD003,2049,4.9061
RE1,PWRHYD003,2050,4.9061
RE1,PWRHYD003,2051,4.9061
RE1,PWRHYD003,2052,4.9061
RE1,PWRHYD003,2053,4.9061
RE1,PWRHYD003,2054,4.9061
RE1,PWRHYD003,2055,4.9061
RE1,PWRHYD003,2056,4.9061
RE1,PWRHYD003,2057,4.9061
RE1,PWRHYD003,2058,4.9061
RE1,PWRHYD003,2059,4.9061
RE1,PWRHYD003,2060,4.9061
RE1,PWRHYD003,2061,4.9061
RE1,PWRHYD003,2062,4.9061
RE1,PWRHYD003,2063,4.9061
RE1,PWRHYD003,2064,4.9061
RE1,PWRHYD003,2065,4.9061
RE1,PWRHYD003,2066,4.9061
RE1,PWRHYD003,2067,4.9061
RE1,PWRHYD003,2068,4.9061
RE1,PWRHYD003,2069,4.9061
RE1,PWRHYD003,2070,4.9061
RE1,PWRWND001,2015,1.0541
RE1,PWRWND001,2016,1.0541
RE1,PWRWND001,2017,1.0541
RE1,PWRWND001,2018,1.0541
RE1,PWRWND001,2019,1.0541
RE1,PWRWND001,2020,1.0541
RE1,PWRWND001,2021,1.0541
RE1,PWRWND001,2022,1.0391
RE1,PWRWND001,2023,1.0391
RE1,PWRWND001,2024,1.0391
RE1,PWRWND001,2025,1.0391
RE1,PWRWND001,2026,33.2276
RE1,PWRWND001,2027,112.3451
RE1,PWRWND001,2028,133.8303
RE1,PWRWND001,2029,132.7912
