r,t,y,SalvageValue
RE1,PWRBIO001,2047,297.8392
RE1,PWRBIO001,2048,423.6185
RE1,PWRBIO001,2049,468.3374
RE1,PWRBIO001,2050,67940.147
RE1,PWRBIO001,2051,2864.0866
RE1,PWRBIO001,2052,1680.4442
RE1,PWRBIO001,2053,1933.3459
RE1,PWRBIO001,2054,2179.36
RE1,PWRBIO001,2055,2418.7663
RE1,PWRBIO001,2056,2651.868
RE1,PWRBIO001,2057,2878.9291
RE1,PWRBIO001,2058,3100.2137
RE1,PWRBIO001,2059,2813.2766
RE1,PWRBIO001,2060,7926.4056
RE1,PWRBIO001,2061,5511.7233
RE1,PWRBIO001,2062,10316.268
RE1,PWRBIO001,2063,9923.5776
RE1,PWRBIO001,2064,7192.6139
RE1,PWRBIO001,2065,7535.8725
RE1,PWRBIO001,2066,8910.1727
RE1,PWRBIO001,2067,10093.339
RE1,PWRBIO001,2068,8217.0017
RE1,PWRBIO001,2069,8612.9971
RE1,PWRCOA001,2019,644.2451
RE1,PWRCOA001,2020,12587.988
RE1,PWRCOA001,2021,569.4425
RE1,PWRCOA001,2022,769.6741
RE1,PWRCOA001,2023,820.7329
RE1,PWRCOA001,2024,10518.073
RE1,PWRCOA001,2031,3190.9589
RE1,PWRCOA001,2032,1276.6594
RE1,PWRCOA001,2033,1643.2457
RE1,PWRCOA001,2034,1151.982
RE1,PWRGEO,2024,3.0012
RE1,PWRSOL001,2042,12.0872
RE1,PWRSOL001,2043,23.5945
RE1,PWRSOL001,2044,34.5495
RE1,PWRSOL001,2045,44.9789
RE1,PWRSOL001,2046,40.0806
RE1,PWRSOL001,2047,46.9837
RE1,PWRSOL001,2048,53.5559
RE1,PWRSOL001,2049,59.8153
RE1,PWRSOL001,2050,5644.387
RE1,PWRSOL001,2051,323.6808
RE1,PWRSOL001,2052,131.5694
RE1,PWRSOL001,2053,141.6361
RE1,PWRSOL001,2054,151.4401
RE1,PWRSOL001,2055,5744.0873
RE1,PWRSOL001,2056,267.814
RE1,PWRSOL001,2057,340.3432
RE1,PWRSOL001,2058,422.4671
RE1,PWRSOL001,2059,285.8558
RE1,PWRSOL001,2061,891.2976
RE1,PWRSOL001,2062,413.9497
RE1,PWRSOL001,2063,426.9172
RE1,PWRSOL001,2064,711.7004
RE1,PWRSOL001,2065,1231.5174
RE1,PWRSOL001,2066,1014.9303
RE1,PWRSOL001,2067,590.3692
RE1,PWRSOL001,2068,611.7886
RE1,PWRSOL001,2069,480.8954
RE1,PWRSOL001,2070,4797.4405
RE1,PWRWND001,2070,16279.594
RE1,PWRSOL001S,2042,14.7183
RE1,PWRSOL001S,2043,28.4978
RE1,PWRSOL001S,2044,41.4375
RE1,PWRSOL001S,2045,53.5029
RE1,PWRSOL001S,2046,47.3375
RE1,PWRSOL001S,2047,55.0274
RE1,PWRSOL001S,2048,62.2722
RE1,PWRSOL001S,2049,68.9607
RE1,PWRSOL001S,2050,6459.68
RE1,PWRSOL001S,2051,370.4343
RE1,PWRSOL001S,2052,150.5737
RE1,PWRSOL001S,2053,162.0945
RE1,PWRSOL001S,2054,173.3146
RE1,PWRSOL001S,2055,184.2562
RE1,PWRSOL001S,2056,194.9234
RE1,PWRSOL001S,2057,205.3336
RE1,PWRSOL001S,2058,215.4987
RE1,PWRSOL001S,2059,767.8887
RE1,PWRSOL001S,2060,9646.2745
RE1,PWRSOL001S,2061,1020.0394
RE1,PWRSOL001S,2062,473.7419
RE1,PWRSOL001S,2063,488.5825
RE1,PWRSOL001S,2064,814.5006
RE1,PWRSOL001S,2065,525.0241
RE1,PWRSOL001S,2066,499.6179
RE1,PWRSOL001S,2067,512.1561
RE1,PWRSOL001S,2068,524.3344
RE1,PWRSOL001S,2069,1754.5281
RE1,PWRSOL001S,2070,4199.3579
RE1,PWRTRN,2026,27.2571
RE1,PWRTRN,2027,70.7228
RE1,PWRTRN,2028,80.5563
RE1,PWRTRN,2029,71.2982
RE1,PWRTRN,2030,281.273
RE1,PWRTRN,2031,20.4447
RE1,PWRTRN,2032,137.2044
RE1,PWRTRN,2033,174.0876
RE1,PWRTRN,2034,191.7788
RE1,PWRTRN,2035,163.754
RE1,PWRTRN,2036,142.1956
RE1,PWRTRN,2037,148.0408
RE1,PWRTRN,2038,276.7195
RE1,PWRTRN,2039,159.4402
RE1,PWRTRN,2040,215.7535
RE1,PWRTRN,2041,165.7359
RE1,PWRTRN,2042,170.1789
RE1,PWRTRN,2043,175.6392
RE1,PWRTRN,2044,270.6498
RE1,PWRTRN,2045,265.4756
RE1,PWRTRN,2046,132.2515
RE1,PWRTRN,2047,143.8225
RE1,PWRTRN,2048,138.5139
RE1,PWRTRN,2049,139.5316
RE1,PWRTRN,2050,14838.375
RE1,PWRTRN,2051,9523.8126
RE1,PWRTRN,2052,273.2258
RE1,PWRTRN,2053,279.4287
RE1,PWRTRN,2054,285.5436
RE1,PWRTRN,2055,291.5773
RE1,PWRTRN,2056,297.5328
RE1,PWRTRN,2057,303.4157
RE1,PWRTRN,2058,309.2302
RE1,PWRTRN,2059,342.1041
RE1,PWRTRN,2060,183.9738
RE1,PWRTRN,2061,436.547
RE1,PWRTRN,2062,331.8832
RE1,PWRTRN,2063,337.4149
RE1,PWRTRN,2064,342.9016
RE1,PWRTRN,2065,348.3455
RE1,PWRTRN,2066,353.7509
RE1,PWRTRN,2067,359.1212
RE1,PWRTRN,2068,364.4582
RE1,PWRTRN,2069,408.8245
RE1,PWRDIST,2029,64.6091
RE1,PWRDIST,2030,268.6262
RE1,PWRDIST,2031,19.6747
RE1,PWRDIST,2032,116.4874
RE1,PWRDIST,2033,140.1673
RE1,PWRDIST,2034,147.5663
RE1,PWRDIST,2035,121.403
RE1,PWRDIST,2036,102.0345
RE1,PWRDIST,2037,102.8825
RE1,PWRDIST,2038,185.3097
RE1,PWRDIST,2039,104.8872
RE1,PWRDIST,2040,137.9608
RE1,PWRDIST,2041,104.2303
RE1,PWRDIST,2042,104.9194
RE1,PWRDIST,2043,106.3154
RE1,PWRDIST,2044,159.9719
RE1,PWRDIST,2045,154.6032
RE1,PWRDIST,2046,77.1428
RE1,PWRDIST,2047,82.6341
RE1,PWRDIST,2048,78.7524
RE1,PWRDIST,2049,78.4636
RE1,PWRDIST,2050,7995.3966
RE1,PWRDIST,2051,5332.6469
RE1,PWRDIST,2052,144.2518
RE1,PWRDIST,2053,146.1953
RE1,PWRDIST,2054,148.132
RE1,PWRDIST,2055,150.0639
RE1,PWRDIST,2056,151.9909
RE1,PWRDIST,2057,153.9144
RE1,PWRDIST,2058,155.8352
RE1,PWRDIST,2059,171.3386
