r,t,y,CapitalInvestment
RE1,MINSOL,2023,0.0042
RE1,MINSOL,2024,0.0042
RE1,MINSOL,2025,0.0235
RE1,MINSOL,2026,0.0238
RE1,MINSOL,2027,0.0243
RE1,MINSOL,2028,0.025
RE1,MINSOL,2029,0.0255
RE1,MINSOL,2030,0.026
RE1,MINSOL,2031,0.0266
RE1,MINSOL,2032,0.0271
RE1,MINSOL,2033,0.0276
RE1,MINSOL,2034,0.0288
RE1,MINSOL,2035,0.0293
RE1,MINSOL,2036,0.0298
RE1,MINSOL,2037,0.0302
RE1,MINSOL,2038,0.0307
RE1,MINSOL,2039,0.0311
RE1,MINSOL,2040,0.0321
RE1,MINSOL,2041,0.032
RE1,MINSOL,2042,0.0324
RE1,MINSOL,2043,0.0329
RE1,MINSOL,2044,0.0333
RE1,MINSOL,2045,0.0337
RE1,MINSOL,2046,0.034
RE1,MINSOL,2047,0.0344
RE1,MINSOL,2048,0.0347
RE1,MINSOL,2049,0.035
RE1,MINSOL,2050,0.0622
RE1,MINSOL,2051,0.0636
RE1,MINSOL,2052,0.0642
RE1,MINSOL,2053,0.0647
RE1,MINSOL,2054,0.0653
RE1,MINSOL,2055,0.0658
RE1,MINSOL,2056,0.0664
RE1,MINSOL,2057,0.067
RE1,MINSOL,2058,0.0675
RE1,MINSOL,2059,0.0678
RE1,MINSOL,2060,0.0673
RE1,MINSOL,2061,0.0693
RE1,MINSOL,2062,0.0699
RE1,MINSOL,2063,0.0705
RE1,MINSOL,2064,0.0711
RE1,MINSOL,2065,0.0717
RE1,MINSOL,2066,0.0723
RE1,MINSOL,2067,0.0729
RE1,MINSOL,2068,0.0735
RE1,MINSOL,2069,0.0742
RE1,MINSOL,2070,0.084
RE1,MINWND,2015,0.0002
RE1,MINWND,2016,0.0003
RE1,MINWND,2017,0.0004
RE1,MINWND,2018,0.0007
RE1,MINWND,2019,0.001
RE1,MINWND,2020,0.001
RE1,MINWND,2021,0.001
RE1,MINWND,2022,0.001
RE1,MINWND,2023,0.001
RE1,MINWND,2024,0.001
RE1,MINWND,2025,0.001
RE1,MINWND,2026,0.001
RE1,MINWND,2027,0.001
RE1,MINWND,2028,0.001
RE1,MINWND,2029,0.001
RE1,MINWND,2030,0.001
RE1,MINWND,2031,0.001
RE1,MINWND,2032,0.001
RE1,MINWND,2033,0.001
RE1,MINWND,2034,0.001
RE1,MINWND,2035,0.001
RE1,MINWND,2036,0.0008
RE1,MINWND,2037,0.0008
RE1,MINWND,2038,0.0008
RE1,MINWND,2039,0.0008
RE1,MINWND,2040,0.0008
RE1,MINWND,2041,0.0008
RE1,MINWND,2042,0.0008
RE1,MINWND,2043,0.0008
RE1,MINWND,2044,0.0008
RE1,MINWND,2045,0.0008
RE1,MINWND,2046,0.0008
RE1,MINWND,2047,0.0003
RE1,MINWND,2048,0.0003
RE1,MINWND,2049,0.0003
RE1,MINWND,2070,0.0373
RE1,MINGEO,2024,0.0001
RE1,MINGEO,2025,0.0001
RE1,MINGEO,2026,0.0001
RE1,MINGEO,2027,0.0001
RE1,MINGEO,2028,0.0001
RE1,MINGEO,2029,0.0001
RE1,MINGEO,2030,0.0001
RE1,MINGEO,2031,0.0001
RE1,MINGEO,2032,0.0001
RE1,MINGEO,2033,0.0001
RE1,MINGEO,2034,0.0001
RE1,MINGEO,2035,0.0001
RE1,MINGEO,2036,0.0001
RE1,MINGEO,2037,0.0001
RE1,MINGEO,2038,0.0001
RE1,MINGEO,2039,0.0001
RE1,MINGEO,2040,0.0001
RE1,MINGEO,2041,0.0001
RE1,MINGEO,2042,0.0001
RE1,MINGEO,2043,0.0001
RE1,MINGEO,2044,0.0001
RE1,MINGEO,2045,0.0001
RE1,MINGEO,2046,0.0001
RE1,MINGEO,2047,0.0001
RE1,MINGEO,2048,0.0001
RE1,MINGEO,2049,0.0001
RE1,MINGEO,2050,0.0001
RE1,MINGEO,2051,0.0001
RE1,MINGEO,2052,0.0001
RE1,MINGEO,2053,0.0001
RE1,MINGEO,2054,0.0001
RE1,MINGEO,2055,0.0001
RE1,MINGEO,2056,0.0001
RE1,MINGEO,2057,0.0001
RE1,MINGEO,2058,0.0001
RE1,MINGEO,2059,0.0001
RE1,MINGEO,2060,0.0001
RE1,MINGEO,2061,0.0001
RE1,MINGEO,2062,0.0001
RE1,MINGEO,2063,0.0001
RE1,MINGEO,2064,0.0001
RE1,MINGEO,2065,0.0001
RE1,MINGEO,2066,0.0001
RE1,MINGEO,2067,0.0001
RE1,MINGEO,2068,0.0001
RE1,MINGEO,2069,0.0001
RE1,MINGEO,2070,0.0001
RE1,MINHYD,2015,0.0052
RE1,MINHYD,2016,0.0052
RE1,MINHYD,2017,0.0052
RE1,MINHYD,2018,0.0052
RE1,MINHYD,2019,0.0052
RE1,MINHYD,2020,0.0052
RE1,MINHYD,2021,0.0052
RE1,MINHYD,2022,0.0052
RE1,MINHYD,2023,0.0052
RE1,MINHYD,2024,0.0052
RE1,MINHYD,2025,0.0052
RE1,MINHYD,2026,0.0052
RE1,MINHYD,2027,0.0052
RE1,MINHYD,2028,0.0052
RE1,MINHYD,2029,0.0052
RE1,MINHYD,2030,0.0052
RE1,MINHYD,2031,0.0052
RE1,MINHYD,2032,0.0052
RE1,MINHYD,2033,0.0052
RE1,MINHYD,2034,0.0052
RE1,MINHYD,2035,0.0052
RE1,MINHYD,2036,0.0052
RE1,MINHYD,2037,0.0052
RE1,MINHYD,2038,0.0052
RE1,MINHYD,2039,0.0052
RE1,MINHYD,2040,0.0052
RE1,MINHYD,2041,0.0052
RE1,MINHYD,2042,0.0052
RE1,MINHYD,2043,0.0052
RE1,MINHYD,2044,0.0052
RE1,MINHYD,2045,0.0052
RE1,MINHYD,2046,0.0052
RE1,MINHYD,2047,0.0052
RE1,MINHYD,2048,0.0052
RE1,MINHYD,2049,0.0052
RE1,MINHYD,2050,0.0052
RE1,PWRBIO001,2035,4232.7517
RE1,PWRBIO001,2036,3694.38
RE1,PWRBIO001,2037,8301.6312
RE1,PWRBIO001,2038,7244.3611
RE1,PWRBIO001,2039,3463.0848
RE1,PWRBIO001,2040,3531.332
RE1,PWRBIO001,2041,4771.2438
RE1,PWRBIO001,2042,5740.7485
RE1,PWRBIO001,2043,3394.0682
RE1,PWRBIO001,2044,5732.3801
RE1,PWRBIO001,2045,7525.9874
RE1,PWRBIO001,2046,3858.2582
RE1,PWRBIO001,2047,4407.6157
RE1,PWRBIO001,2048,3210.9401
RE1,PWRBIO001,2049,2423.8412
RE1,PWRBIO001,2050,270038.93
RE1,PWRBIO001,2051,9323.5928
RE1,PWRBIO001,2052,4666.179
RE1,PWRBIO001,2053,4709.0756
RE1,PWRBIO001,2054,4752.4009
RE1,PWRBIO001,2055,4796.1189
RE1,PWRBIO001,2056,4840.2699
RE1,PWRBIO001,2057,4884.8356
RE1,PWRBIO001,2058,4929.8205
RE1,PWRBIO001,2059,4220.9886
RE1,PWRBIO001,2060,11285.824
RE1,PWRBIO001,2061,7484.0541
RE1,PWRBIO001,2062,13415.76
RE1,PWRBIO001,2063,12405.671
RE1,PWRBIO001,2064,8672.0174
RE1,PWRBIO001,2065,8788.3616
RE1,PWRBIO001,2066,10076.822
RE1,PWRBIO001,2067,11095.333
RE1,PWRBIO001,2068,8798.1421
RE1,PWRBIO001,2069,8999.5506
RE1,PWRCOA001,2019,1886.8484
RE1,PWRCOA001,2020,33523.867
RE1,PWRCOA001,2021,1395.9482
RE1,PWRCOA001,2022,1753.9919
RE1,PWRCOA001,2023,1752.8433
RE1,PWRCOA001,2024,21195.306
RE1,PWRCOA001,2031,4846.8597
RE1,PWRCOA001,2032,1884.8739
RE1,PWRCOA001,2033,2363.0987
RE1,PWRCOA001,2034,1616.6424
RE1,PWRGEO,2024,20.1194
RE1,PWRSOL001,2025,11800.454
RE1,PWRSOL001,2026,192.5972
RE1,PWRSOL001,2027,298.2833
RE1,PWRSOL001,2028,408.588
RE1,PWRSOL001,2029,288.6882
RE1,PWRSOL001,2030,282.3508
RE1,PWRSOL001,2031,276.9185
RE1,PWRSOL001,2032,271.2877
RE1,PWRSOL001,2033,265.6788
RE1,PWRSOL001,2034,610.7411
RE1,PWRSOL001,2035,1215.8354
RE1,PWRSOL001,2036,902.2336
RE1,PWRSOL001,2037,375.8421
RE1,PWRSOL001,2038,377.141
RE1,PWRSOL001,2039,217.7119
RE1,PWRSOL001,2040,442.3444
RE1,PWRSOL001,2042,195.101
RE1,PWRSOL001,2043,195.0645
RE1,PWRSOL001,2044,195.0281
RE1,PWRSOL001,2045,194.9932
RE1,PWRSOL001,2046,142.312
RE1,PWRSOL001,2047,142.2968
RE1,PWRSOL001,2048,142.2801
RE1,PWRSOL001,2049,142.268
RE1,PWRSOL001,2050,12207.406
RE1,PWRSOL001,2051,644.3847
RE1,PWRSOL001,2052,243.4919
RE1,PWRSOL001,2053,245.6541
RE1,PWRSOL001,2054,247.8296
RE1,PWRSOL001,2055,8920.4874
RE1,PWRSOL001,2056,396.6372
RE1,PWRSOL001,2057,482.7477
RE1,PWRSOL001,2058,576.0436
RE1,PWRSOL001,2059,375.9161
RE1,PWRSOL001,2061,1099.4381
RE1,PWRSOL001,2062,496.3221
RE1,PWRSOL001,2063,498.5765
RE1,PWRSOL001,2064,811.0998
RE1,PWRSOL001,2065,1371.9786
RE1,PWRSOL001,2066,1106.9978
RE1,PWRSOL001,2067,631.3255
RE1,PWRSOL001,2068,642.2638
RE1,PWRSOL001,2069,496.2061
RE1,PWRSOL001,2070,4870.7523
RE1,PWRWND001,2070,16528.37
RE1,PWRSOL001S,2030,17775.82
RE1,PWRSOL001S,2031,343.8098
RE1,PWRSOL001S,2032,336.6546
RE1,PWRSOL001S,2033,329.8509
RE1,PWRSOL001S,2034,757.874
RE1,PWRSOL001S,2035,326.8364
RE1,PWRSOL001S,2036,269.8821
RE1,PWRSOL001S,2037,264.4496
RE1,PWRSOL001S,2038,258.7378
RE1,PWRSOL001S,2039,253.3134
RE1,PWRSOL001S,2040,488.808
RE1,PWRSOL001S,2042,237.5699
RE1,PWRSOL001S,2043,235.6025
RE1,PWRSOL001S,2044,233.9105
RE1,PWRSOL001S,2045,231.9463
RE1,PWRSOL001S,2046,168.079
RE1,PWRSOL001S,2047,166.6583
RE1,PWRSOL001S,2048,165.4364
RE1,PWRSOL001S,2049,164.0198
RE1,PWRSOL001S,2050,13970.682
RE1,PWRSOL001S,2051,737.4616
RE1,PWRSOL001S,2052,278.6626
RE1,PWRSOL001S,2053,281.1372
RE1,PWRSOL001S,2054,283.6268
RE1,PWRSOL001S,2055,286.1473
RE1,PWRSOL001S,2056,288.6848
RE1,PWRSOL001S,2057,291.2482
RE1,PWRSOL001S,2058,293.8375
RE1,PWRSOL001S,2059,1009.8159
RE1,PWRSOL001S,2060,12270.0
RE1,PWRSOL001S,2061,1258.2444
RE1,PWRSOL001S,2062,568.0124
RE1,PWRSOL001S,2063,570.5925
RE1,PWRSOL001S,2064,928.2576
RE1,PWRSOL001S,2065,584.9059
RE1,PWRSOL001S,2066,544.9399
RE1,PWRSOL001S,2067,547.6864
RE1,PWRSOL001S,2068,550.4532
RE1,PWRSOL001S,2069,1810.3884
RE1,PWRSOL001S,2070,4263.5301
RE1,PWRTRNIMP,2015,0.0003
RE1,PWRTRNIMP,2016,0.0004
RE1,PWRTRNIMP,2017,0.0004
RE1,PWRTRNIMP,2018,0.0005
RE1,PWRTRNIMP,2019,0.0005
RE1,PWRTRNIMP,2020,0.0005
RE1,PWRTRNIMP,2021,0.0005
RE1,PWRTRNIMP,2022,0.0005
RE1,PWRTRNIMP,2023,0.0005
RE1,PWRTRNIMP,2024,0.0005
RE1,PWRTRNIMP,2025,0.0007
RE1,PWRTRNIMP,2026,0.0007
RE1,PWRTRNIMP,2027,0.0007
RE1,PWRTRNIMP,2028,0.0007
RE1,PWRTRNIMP,2029,0.0007
RE1,PWRTRNIMP,2030,0.0007
RE1,PWRTRNIMP,2031,0.0007
RE1,PWRTRNIMP,2032,0.0007
RE1,PWRTRNIMP,2033,0.0007
RE1,PWRTRNIMP,2034,0.0007
RE1,PWRTRNIMP,2035,0.0007
RE1,PWRTRNIMP,2036,0.0007
RE1,PWRTRNIMP,2037,0.0007
RE1,PWRTRNIMP,2038,0.0006
RE1,PWRTRNIMP,2039,0.0006
RE1,PWRTRNIMP,2040,0.0006
RE1,PWRTRNIMP,2041,0.0006
RE1,PWRTRNIMP,2042,0.0006
RE1,PWRTRNIMP,2043,0.0006
RE1,PWRTRNIMP,2044,0.0006
RE1,PWRTRNIMP,2045,0.0006
RE1,PWRTRNIMP,2046,0.0006
RE1,PWRTRNIMP,2047,0.0006
RE1,PWRTRNIMP,2048,0.0006
RE1,PWRTRNIMP,2049,0.0006
RE1,PWRTRNIMP,2050,0.0007
RE1,PWRTRNIMP,2051,0.0007
RE1,PWRTRNIMP,2052,0.0007
RE1,PWRTRNIMP,2053,0.0007
RE1,PWRTRNIMP,2054,0.0007
RE1,PWRTRNIMP,2055,0.0007
RE1,PWRTRNIMP,2056,0.0007
RE1,PWRTRNIMP,2057,0.0007
RE1,PWRTRNIMP,2058,0.0007
RE1,PWRTRNIMP,2059,0.0007
RE1,PWRTRNIMP,2060,0.0007
RE1,PWRTRNIMP,2061,0.0007
RE1,PWRTRNIMP,2062,0.0007
RE1,PWRTRNIMP,2063,0.0007
RE1,PWRTRNIMP,2064,0.0007
RE1,PWRTRNIMP,2065,0.0007
RE1,PWRTRNIMP,2066,0.0007
RE1,PWRTRNIMP,2067,0.0007
RE1,PWRTRNIMP,2068,0.0007
RE1,PWRTRNIMP,2069,0.0007
RE1,PWRTRNIMP,2070,0.0007
RE1,PWRTRN,2026,114.9337
RE1,PWRTRN,2027,254.3712
RE1,PWRTRN,2028,254.1539
RE1,PWRTRN,2029,201.3883
RE1,PWRTRN,2030,722.4293
RE1,PWRTRN,2031,48.3359
RE1,PWRTRN,2032,301.5494
RE1,PWRTRN,2033,358.5737
RE1,PWRTRN,2034,372.7123
RE1,PWRTRN,2035,302.0091
RE1,PWRTRN,2036,250.0961
RE1,PWRTRN,2037,249.3707
RE1,PWRTRN,2038,448.0876
RE1,PWRTRN,2039,249.0018
RE1,PWRTRN,2040,325.9144
RE1,PWRTRN,2041,242.787
RE1,PWRTRN,2042,242.3163
RE1,PWRTRN,2043,243.5961
RE1,PWRTRN,2044,366.3072
RE1,PWRTRN,2045,351.2305
RE1,PWRTRN,2046,171.3057
RE1,PWRTRN,2047,182.649
RE1,PWRTRN,2048,172.6895
RE1,PWRTRN,2049,170.9797
RE1,PWRTRN,2050,17890.955
RE1,PWRTRN,2051,11310.234
RE1,PWRTRN,2052,319.8904
RE1,PWRTRN,2053,322.8079
RE1,PWRTRN,2054,325.7521
RE1,PWRTRN,2055,328.7251
RE1,PWRTRN,2056,331.7255
RE1,PWRTRN,2057,334.7545
RE1,PWRTRN,2058,337.8126
RE1,PWRTRN,2059,370.2553
RE1,PWRTRN,2060,197.3676
RE1,PWRTRN,2061,464.4518
RE1,PWRTRN,2062,350.3358
RE1,PWRTRN,2063,353.5412
RE1,PWRTRN,2064,356.7775
RE1,PWRTRN,2065,360.0436
RE1,PWRTRN,2066,363.3411
RE1,PWRTRN,2067,366.6703
RE1,PWRTRN,2068,370.0304
RE1,PWRTRN,2069,412.8674
RE1,PWRDIST,2029,83.8839
RE1,PWRDIST,2030,343.1692
RE1,PWRDIST,2031,24.756
RE1,PWRDIST,2032,144.5011
RE1,PWRDIST,2033,171.5666
RE1,PWRDIST,2034,178.367
RE1,PWRDIST,2035,145.0178
RE1,PWRDIST,2036,120.5323
RE1,PWRDIST,2037,120.266
RE1,PWRDIST,2038,214.4889
RE1,PWRDIST,2039,120.2758
RE1,PWRDIST,2040,156.8152
RE1,PWRDIST,2041,117.4941
RE1,PWRDIST,2042,117.3458
RE1,PWRDIST,2043,118.0279
RE1,PWRDIST,2044,176.3536
RE1,PWRDIST,2045,169.3074
RE1,PWRDIST,2046,83.9509
RE1,PWRDIST,2047,89.3936
RE1,PWRDIST,2048,84.7162
RE1,PWRDIST,2049,83.9565
RE1,PWRDIST,2050,8512.0117
RE1,PWRDIST,2051,5650.0924
RE1,PWRDIST,2052,152.1468
RE1,PWRDIST,2053,153.5344
RE1,PWRDIST,2054,154.9347
RE1,PWRDIST,2055,156.3487
RE1,PWRDIST,2056,157.7758
RE1,PWRDIST,2057,159.2165
RE1,PWRDIST,2058,160.671
RE1,PWRDIST,2059,176.1014
RE1,PWRDIST,2060,93.8723
RE1,PWRDIST,2061,220.9033
RE1,PWRDIST,2062,166.6272
RE1,PWRDIST,2063,168.1518
RE1,PWRDIST,2064,169.6911
RE1,PWRDIST,2065,171.2445
RE1,PWRDIST,2066,172.8129
RE1,PWRDIST,2067,174.3963
RE1,PWRDIST,2068,175.9944
RE1,PWRDIST,2069,196.3686
RE1,PWRTRNEXP,2015,0.0
RE1,PWRTRNEXP,2016,0.0
RE1,PWRTRNEXP,2017,0.0
RE1,PWRTRNEXP,2018,0.0
RE1,PWRTRNEXP,2019,0.0
RE1,PWRTRNEXP,2020,0.0
RE1,PWRTRNEXP,2021,0.0
RE1,PWRTRNEXP,2022,0.0
RE1,PWRTRNEXP,2023,0.0
RE1,PWRTRNEXP,2024,0.0
RE1,PWRTRNEXP,2025,0.0001
RE1,PWRTRNEXP,2026,0.0
RE1,PWRTRNEXP,2027,0.0
RE1,PWRTRNEXP,2028,0.0
RE1,PWRTRNEXP,2029,0.0
RE1,PWRTRNEXP,2030,0.0001
RE1,PWRTRNEXP,2031,0.0001
RE1,PWRTRNEXP,2032,0.0001
RE1,PWRTRNEXP,2033,0.0001
RE1,PWRTRNEXP,2034,0.0001
RE1,PWRTRNEXP,2035,0.0001
RE1,PWRTRNEXP,2036,0.0001
RE1,PWRTRNEXP,2037,0.0001
RE1,PWRTRNEXP,2038,0.0001
RE1,PWRTRNEXP,2039,0.0001
RE1,PWRTRNEXP,2040,0.0001
RE1,PWRTRNEXP,2041,0.0001
RE1,PWRTRNEXP,2042,0.0001
RE1,PWRTRNEXP,2043,0.0001
RE1,PWRTRNEXP,2044,0.0001
RE1,PWRTRNEXP,2045,0.0001
RE1,PWRTRNEXP,2046,0.0001
RE1,PWRTRNEXP,2047,0.0001
RE1,PWRTRNEXP,2048,0.0001
RE1,PWRTRNEXP,2049,0.0001
RE1,PWRTRNEXP,2050,0.0001
RE1,PWRTRNEXP,2051,0.0001
RE1,PWRTRNEXP,2052,0.0001
RE1,PWRTRNEXP,2053,0.0001
RE1,PWRTRNEXP,2054,0.0001
RE1,PWRTRNEXP,2055,0.0001
RE1,PWRTRNEXP,2056,0.0001
RE1,PWRTRNEXP,2057,0.0001
RE1,PWRTRNEXP,2058,0.0001
RE1,PWRTRNEXP,2059,0.0001
RE1,PWRTRNEXP,2060,0.0001
RE1,PWRTRNEXP,2061,0.0001
RE1,PWRTRNEXP,2062,0.0001
RE1,PWRTRNEXP,2063,0.0001
RE1,PWRTRNEXP,2064,0.0001
RE1,PWRTRNEXP,2065,0.0001
RE1,PWRTRNEXP,2066,0.0001
RE1,PWRTRNEXP,2067,0.0001
RE1,PWRTRNEXP,2068,0.0001
RE1,PWRTRNEXP,2069,0.0001
RE1,PWRTRNEXP,2070,0.0
RE1,DEMTRAEVC,2024,4946.8048
RE1,DEMTRAEVC,2025,80.6846
RE1,DEMTRAEVC,2026,89.8661
RE1,DEMTRAEVC,2027,89.8512
RE1,DEMTRAEVC,2028,89.837
RE1,DEMTRAEVC,2029,89.8237
RE1,DEMTRAEVC,2030,89.811
RE1,DEMTRAEVC,2031,74.317
RE1,DEMTRAEVC,2032,74.2965
RE1,DEMTRAEVC,2033,74.2772
RE1,DEMTRAEVC,2034,74.2589
RE1,DEMTRAEVC,2035,74.2416
RE1,DEMTRAEVC,2036,67.6812
RE1,DEMTRAEVC,2037,67.6714
RE1,DEMTRAEVC,2038,67.6619
RE1,DEMTRAEVC,2039,67.6528
RE1,DEMTRAEVC,2040,67.644
RE1,DEMTRAEVC,2041,64.3658
RE1,DEMTRAEVC,2042,64.3593
RE1,DEMTRAEVC,2043,64.353
RE1,DEMTRAEVC,2044,64.347
RE1,DEMTRAEVC,2045,64.3412
RE1,DEMTRAEVC,2046,50.3095
RE1,DEMTRAEVC,2047,50.3069
RE1,DEMTRAEVC,2048,50.3044
RE1,DEMTRAEVC,2049,50.3019
RE1,DEMTRAEVC,2050,28501.753
RE1,DEMTRAEVC,2051,351.9099
RE1,DEMTRAEVC,2052,283.6555
RE1,DEMTRAEVC,2053,285.8836
RE1,DEMTRAEVC,2054,288.128
RE1,DEMTRAEVC,2055,290.3917
RE1,DEMTRAEVC,2056,292.6724
RE1,DEMTRAEVC,2057,294.9717
RE1,DEMTRAEVC,2058,297.2898
RE1,DEMTRAEVC,2059,345.0632
RE1,DEMTRAEVC,2060,134.9056
RE1,DEMTRAEVC,2061,425.9912
RE1,DEMTRAEVC,2062,306.7462
RE1,DEMTRAEVC,2063,309.1578
RE1,DEMTRAEVC,2064,311.5892
