r,t,y,AnnualVariableOperatingCost
RE1,IMPLFO,2048,156634.6
RE1,IMPLFO,2049,158935.21
RE1,UPSREF001,2024,1537.1693
RE1,MINNGS,2015,4099.725
RE1,MINNGS,2016,4720.6405
RE1,MINNGS,2017,5394.2435
RE1,MINNGS,2018,6256.9119
RE1,MINNGS,2019,6958.5695
RE1,MINNGS,2024,109.8584
RE1,MINNGS,2025,103.808
RE1,MINNGS,2026,602.9402
RE1,MINNGS,2027,1091.6601
RE1,MINNGS,2028,1568.6212
RE1,MINNGS,2029,2193.4496
RE1,MINNGS,2030,745.3687
RE1,MINNGS,2031,1325.6878
RE1,MINNGS,2032,1339.2625
RE1,MINNGS,2033,1231.2979
RE1,MINNGS,2034,1206.8178
RE1,MINNGS,2035,1220.356
RE1,MINNGS,2036,1231.0414
RE1,MINNGS,2037,1243.1793
RE1,MINNGS,2038,826.2205
RE1,MINNGS,2039,837.0695
RE1,MINNGS,2040,750.9625
RE1,MINNGS,2041,688.0522
RE1,MINNGS,2042,696.2095
RE1,MINNGS,2043,701.2272
RE1,MINNGS,2044,390.1778
RE1,MINSOL,2015,0.0009
RE1,MINSOL,2016,0.0015
RE1,MINSOL,2017,0.0016
RE1,MINSOL,2018,0.0018
RE1,MINSOL,2019,0.0018
RE1,MINSOL,2020,0.0018
RE1,MINSOL,2021,0.0018
RE1,MINSOL,2022,0.0018
RE1,MINSOL,2023,0.0018
RE1,MINSOL,2024,0.0018
RE1,MINSOL,2025,0.0104
RE1,MINSOL,2026,0.0106
RE1,MINSOL,2027,0.0108
RE1,MINSOL,2028,0.0111
RE1,MINSOL,2029,0.0113
RE1,MINSOL,2030,0.0115
RE1,MINSOL,2031,0.0118
RE1,MINSOL,2032,0.012
RE1,MINSOL,2033,0.0122
RE1,MINSOL,2034,0.0128
RE1,MINSOL,2035,0.013
RE1,MINSOL,2036,0.0132
RE1,MINSOL,2037,0.0134
RE1,MINSOL,2038,0.0136
RE1,MINSOL,2039,0.0138
RE1,MINSOL,2040,0.0142
RE1,MINSOL,2041,0.0142
RE1,MINSOL,2042,0.0144
RE1,MINSOL,2043,0.0146
RE1,MINSOL,2044,0.0148
RE1,MINSOL,2045,0.015
RE1,MINSOL,2046,0.0151
RE1,MINSOL,2047,0.0152
RE1,MINSOL,2048,0.0154
RE1,MINSOL,2049,0.0155
RE1,MINSOL,2050,0.0276
RE1,MINSOL,2051,0.0282
RE1,MINSOL,2052,0.0284
RE1,MINSOL,2053,0.0287
RE1,MINSOL,2054,0.0289
RE1,MINSOL,2055,0.0292
RE1,MINSOL,2056,0.0294
RE1,MINSOL,2057,0.0297
RE1,MINSOL,2058,0.0299
RE1,MINSOL,2059,0.0301
RE1,MINSOL,2060,0.0299
RE1,MINSOL,2061,0.0307
RE1,MINSOL,2062,0.031
RE1,MINSOL,2063,0.0312
RE1,MINSOL,2064,0.0315
RE1,MINSOL,2065,0.0318
RE1,MINSOL,2066,0.032
RE1,MINSOL,2067,0.0323
RE1,MINSOL,2068,0.0326
RE1,MINSOL,2069,0.0329
RE1,MINSOL,2070,0.0373
RE1,MINWND,2015,0.0001
RE1,MINWND,2016,0.0003
RE1,MINWND,2017,0.0003
RE1,MINWND,2018,0.0006
RE1,MINWND,2019,0.0008
RE1,MINWND,2020,0.0008
RE1,MINWND,2021,0.0008
RE1,MINWND,2022,0.0008
RE1,MINWND,2023,0.0008
RE1,MINWND,2024,0.0008
RE1,MINWND,2025,0.0008
RE1,MINWND,2026,0.0008
RE1,MINWND,2027,0.0008
RE1,MINWND,2028,0.0008
RE1,MINWND,2029,0.0008
RE1,MINWND,2030,0.0008
RE1,MINWND,2031,0.0008
RE1,MINWND,2032,0.0008
RE1,MINWND,2033,0.0008
RE1,MINWND,2034,0.0008
RE1,MINWND,2035,0.0008
RE1,MINWND,2036,0.0006
RE1,MINWND,2037,0.0006
RE1,MINWND,2038,0.0006
RE1,MINWND,2039,0.0006
RE1,MINWND,2040,0.0006
RE1,MINWND,2041,0.0006
RE1,MINWND,2042,0.0006
RE1,MINWND,2043,0.0006
RE1,MINWND,2044,0.0006
RE1,MINWND,2045,0.0006
RE1,MINWND,2046,0.0006
RE1,MINWND,2047,0.0003
RE1,MINWND,2048,0.0002
RE1,MINWND,2049,0.0002
RE1,MINWND,2070,0.0373
RE1,MINGEO,2024,0.0001
RE1,MINGEO,2025,0.0001
RE1,MINGEO,2026,0.0001
RE1,MINGEO,2027,0.0001
RE1,MINGEO,2028,0.0001
RE1,MINGEO,2029,0.0001
RE1,MINGEO,2030,0.0001
RE1,MINGEO,2031,0.0001
RE1,MINGEO,2032,0.0001
RE1,MINGEO,2033,0.0001
RE1,MINGEO,2034,0.0001
RE1,MINGEO,2035,0.0001
RE1,MINGEO,2036,0.0001
RE1,MINGEO,2037,0.0001
RE1,MINGEO,2038,0.0001
RE1,MINGEO,2039,0.0001
RE1,MINGEO,2040,0.0001
RE1,MINGEO,2041,0.0001
RE1,MINGEO,2042,0.0001
RE1,MINGEO,2043,0.0001
RE1,MINGEO,2044,0.0001
RE1,MINGEO,2045,0.0001
RE1,MINGEO,2046,0.0001
RE1,MINGEO,2047,0.0001
RE1,MINGEO,2048,0.0001
RE1,MINGEO,2049,0.0001
RE1,MINGEO,2050,0.0001
RE1,MINGEO,2051,0.0001
RE1,MINGEO,2052,0.0001
RE1,MINGEO,2053,0.0001
RE1,MINGEO,2054,0.0001
RE1,MINGEO,2055,0.0001
RE1,MINGEO,2056,0.0001
RE1,MINGEO,2057,0.0001
RE1,MINGEO,2058,0.0001
RE1,MINGEO,2059,0.0001
RE1,MINGEO,2060,0.0001
RE1,MINGEO,2061,0.0001
RE1,MINGEO,2062,0.0001
RE1,MINGEO,2063,0.0001
RE1,MINGEO,2064,0.0001
RE1,MINGEO,2065,0.0001
RE1,MINGEO,2066,0.0001
RE1,MINGEO,2067,0.0001
RE1,MINGEO,2068,0.0001
RE1,MINGEO,2069,0.0001
RE1,MINGEO,2070,0.0001
RE1,MINHYD,2015,0.0029
RE1,MINHYD,2016,0.0029
RE1,MINHYD,2017,0.0029
RE1,MINHYD,2018,0.0029
RE1,MINHYD,2019,0.0029
RE1,MINHYD,2020,0.0029
RE1,MINHYD,2021,0.0029
RE1,MINHYD,2022,0.0029
RE1,MINHYD,2023,0.0029
RE1,MINHYD,2024,0.0029
RE1,MINHYD,2025,0.0029
RE1,MINHYD,2026,0.0029
RE1,MINHYD,2027,0.0029
RE1,MINHYD,2028,0.0029
RE1,MINHYD,2029,0.0029
RE1,MINHYD,2030,0.0029
RE1,MINHYD,2031,0.0029
RE1,MINHYD,2032,0.0029
RE1,MINHYD,2033,0.0029
RE1,MINHYD,2034,0.0029
RE1,MINHYD,2035,0.0029
RE1,MINHYD,2036,0.0029
RE1,MINHYD,2037,0.0029
RE1,MINHYD,2038,0.0029
RE1,MINHYD,2039,0.0029
RE1,MINHYD,2040,0.0029
RE1,MINHYD,2041,0.0029
RE1,MINHYD,2042,0.0029
RE1,MINHYD,2043,0.0029
RE1,MINHYD,2044,0.0029
RE1,MINHYD,2045,0.0029
RE1,MINHYD,2046,0.0029
RE1,MINHYD,2047,0.0029
RE1,MINHYD,2048,0.0029
RE1,MINHYD,2049,0.0029
RE1,MINHYD,2050,0.0029
RE1,PWRBIO001,2015,0.0065
RE1,PWRBIO001,2016,0.0075
RE1,PWRBIO001,2017,0.0084
RE1,PWRBIO001,2018,0.0089
RE1,PWRBIO001,2019,0.0089
RE1,PWRBIO001,2020,0.0093
RE1,PWRBIO001,2021,0.0098
RE1,PWRBIO001,2022,0.0098
RE1,PWRBIO001,2023,0.0098
RE1,PWRBIO001,2024,0.0098
RE1,PWRBIO001,2025,0.0098
RE1,PWRBIO001,2026,0.0098
RE1,PWRBIO001,2027,0.0098
RE1,PWRBIO001,2028,0.0098
RE1,PWRBIO001,2029,0.0098
RE1,PWRBIO001,2030,0.0098
RE1,PWRBIO001,2031,0.0033
RE1,PWRBIO001,2032,0.0033
RE1,PWRBIO001,2033,0.0033
RE1,PWRBIO001,2034,0.0033
RE1,PWRBIO001,2035,0.006
RE1,PWRBIO001,2036,0.0085
RE1,PWRBIO001,2037,0.0139
RE1,PWRBIO001,2038,0.0186
RE1,PWRBIO001,2039,0.0209
RE1,PWRBIO001,2040,0.0232
RE1,PWRBIO001,2041,0.0263
RE1,PWRBIO001,2042,0.0301
RE1,PWRBIO001,2043,0.0323
RE1,PWRBIO001,2044,0.0361
RE1,PWRBIO001,2045,0.041
RE1,PWRBIO001,2046,0.0426
RE1,PWRBIO001,2047,0.0445
RE1,PWRBIO001,2048,0.0462
RE1,PWRBIO001,2049,0.0478
RE1,PWRBIO001,2050,0.224
RE1,PWRBIO001,2051,0.2297
RE1,PWRBIO001,2052,0.2327
RE1,PWRBIO001,2053,0.2358
RE1,PWRBIO001,2054,0.2389
RE1,PWRBIO001,2055,0.2421
RE1,PWRBIO001,2056,0.2452
RE1,PWRBIO001,2057,0.2484
RE1,PWRBIO001,2058,0.2517
RE1,PWRBIO001,2059,0.2544
RE1,PWRBIO001,2060,0.259
RE1,PWRBIO001,2061,0.2615
RE1,PWRBIO001,2062,0.2649
RE1,PWRBIO001,2063,0.2683
RE1,PWRBIO001,2064,0.2717
RE1,PWRBIO001,2065,0.2751
RE1,PWRBIO001,2066,0.2786
RE1,PWRBIO001,2067,0.2821
RE1,PWRBIO001,2068,0.2856
RE1,PWRBIO001,2069,0.2878
RE1,PWRBIO001,2070,0.2828
RE1,PWRCOA001,2015,0.0124
RE1,PWRCOA001,2016,0.0124
RE1,PWRCOA001,2017,0.0124
RE1,PWRCOA001,2018,0.0124
RE1,PWRCOA001,2019,0.0152
RE1,PWRCOA001,2020,0.0649
RE1,PWRCOA001,2021,0.067
RE1,PWRCOA001,2022,0.0696
RE1,PWRCOA001,2023,0.0722
RE1,PWRCOA001,2024,0.1036
RE1,PWRCOA001,2025,0.098
RE1,PWRCOA001,2026,0.098
RE1,PWRCOA001,2027,0.098
RE1,PWRCOA001,2028,0.098
RE1,PWRCOA001,2029,0.0972
RE1,PWRCOA001,2030,0.0972
RE1,PWRCOA001,2031,0.1032
RE1,PWRCOA001,2032,0.106
RE1,PWRCOA001,2033,0.1095
RE1,PWRCOA001,2034,0.1119
RE1,PWRCOA001,2035,0.1119
RE1,PWRCOA001,2036,0.1119
RE1,PWRCOA001,2037,0.1087
RE1,PWRCOA001,2038,0.1087
RE1,PWRCOA001,2039,0.1087
RE1,PWRCOA001,2040,0.1087
RE1,PWRCOA001,2041,0.1087
RE1,PWRCOA001,2042,0.1071
RE1,PWRCOA001,2043,0.1071
RE1,PWRCOA001,2044,0.1071
RE1,PWRCOA001,2045,0.107
RE1,PWRCOA001,2046,0.107
RE1,PWRCOA001,2047,0.107
RE1,PWRCOA001,2048,0.107
RE1,PWRCOA001,2049,0.107
RE1,PWRCOA001,2050,0.1065
RE1,PWRCOA001,2051,0.1063
RE1,PWRCOA001,2052,0.1063
RE1,PWRCOA001,2053,0.1063
RE1,PWRCOA001,2054,0.1063
RE1,PWRCOA001,2055,0.1062
RE1,PWRCOA001,2056,0.1062
RE1,PWRCOA001,2057,0.1062
RE1,PWRCOA001,2058,0.1062
RE1,PWRCOA001,2059,0.1062
RE1,PWRCOA001,2060,0.1062
RE1,PWRCOA001,2061,0.1062
RE1,PWRCOA001,2062,0.1062
RE1,PWRCOA001,2063,0.1062
RE1,PWRCOA001,2064,0.1061
RE1,PWRCOA001,2065,0.1061
RE1,PWRCOA001,2066,0.1061
RE1,PWRCOA001,2067,0.1061
RE1,PWRCOA001,2068,0.1061
RE1,PWRCOA001,2069,0.1071
RE1,PWRCOA001,2070,0.0732
RE1,PWRGEO,2024,0.0
RE1,PWRGEO,2025,0.0
RE1,PWRGEO,2026,0.0
RE1,PWRGEO,2027,0.0
RE1,PWRGEO,2028,0.0
RE1,PWRGEO,2029,0.0
RE1,PWRGEO,2030,0.0
RE1,PWRGEO,2031,0.0
RE1,PWRGEO,2032,0.0
RE1,PWRGEO,2033,0.0
RE1,PWRGEO,2034,0.0
RE1,PWRGEO,2035,0.0
RE1,PWRGEO,2036,0.0
RE1,PWRGEO,2037,0.0
RE1,PWRGEO,2038,0.0
RE1,PWRGEO,2039,0.0
RE1,PWRGEO,2040,0.0
RE1,PWRGEO,2041,0.0
RE1,PWRGEO,2042,0.0
RE1,PWRGEO,2043,0.0
RE1,PWRGEO,2044,0.0
RE1,PWRGEO,2045,0.0
RE1,PWRGEO,2046,0.0
RE1,PWRGEO,2047,0.0
RE1,PWRGEO,2048,0.0
RE1,PWRGEO,2049,0.0
RE1,PWRGEO,2050,0.0
RE1,PWRGEO,2051,0.0
RE1,PWRGEO,2052,0.0
RE1,PWRGEO,2053,0.0
RE1,PWRGEO,2054,0.0
RE1,PWRGEO,2055,0.0
RE1,PWRGEO,2056,0.0
RE1,PWRGEO,2057,0.0
RE1,PWRGEO,2058,0.0
RE1,PWRGEO,2059,0.0
RE1,PWRGEO,2060,0.0
RE1,PWRGEO,2061,0.0
RE1,PWRGEO,2062,0.0
RE1,PWRGEO,2063,0.0
RE1,PWRGEO,2064,0.0
RE1,PWRGEO,2065,0.0
RE1,PWRGEO,2066,0.0
RE1,PWRGEO,2067,0.0
RE1,PWRGEO,2068,0.0
RE1,PWRGEO,2069,0.0
RE1,PWRGEO,2070,0.0
RE1,PWRNGS001,2015,0.0439
RE1,PWRNGS001,2016,0.044
RE1,PWRNGS001,2017,0.0446
RE1,PWRNGS001,2018,0.0464
RE1,PWRNGS001,2019,0.0468
RE1,PWRNGS001,2024,0.0007
RE1,PWRNGS001,2025,0.0006
RE1,PWRNGS001,2026,0.0036
RE1,PWRNGS001,2027,0.0065
RE1,PWRNGS001,2028,0.0094
RE1,PWRNGS001,2029,0.013
RE1,PWRNGS001,2030,0.0044
RE1,PWRNGS001,2031,0.0078
RE1,PWRNGS001,2032,0.0079
RE1,PWRNGS001,2033,0.0072
RE1,PWRNGS001,2034,0.007
RE1,PWRNGS001,2035,0.0071
RE1,PWRNGS001,2036,0.0071
RE1,PWRNGS001,2037,0.0072
RE1,PWRNGS001,2038,0.0048
RE1,PWRNGS001,2039,0.0048
RE1,PWRNGS001,2040,0.0043
RE1,PWRNGS001,2041,0.0039
RE1,PWRNGS001,2042,0.004
RE1,PWRNGS001,2043,0.004
RE1,PWRNGS001,2044,0.0022
RE1,PWRSOL001,2015,0.0009
RE1,PWRSOL001,2016,0.0015
RE1,PWRSOL001,2017,0.0016
RE1,PWRSOL001,2018,0.0018
RE1,PWRSOL001,2019,0.0018
RE1,PWRSOL001,2020,0.0018
RE1,PWRSOL001,2021,0.0018
RE1,PWRSOL001,2022,0.0018
RE1,PWRSOL001,2023,0.0018
RE1,PWRSOL001,2024,0.0018
RE1,PWRSOL001,2025,0.0104
RE1,PWRSOL001,2026,0.0106
RE1,PWRSOL001,2027,0.0108
RE1,PWRSOL001,2028,0.0111
RE1,PWRSOL001,2029,0.0113
RE1,PWRSOL001,2030,0.0115
RE1,PWRSOL001,2031,0.0118
RE1,PWRSOL001,2032,0.012
RE1,PWRSOL001,2033,0.0122
RE1,PWRSOL001,2034,0.0128
RE1,PWRSOL001,2035,0.013
RE1,PWRSOL001,2036,0.0132
RE1,PWRSOL001,2037,0.0134
RE1,PWRSOL001,2038,0.0136
RE1,PWRSOL001,2039,0.0138
RE1,PWRSOL001,2040,0.0142
RE1,PWRSOL001,2041,0.0142
RE1,PWRSOL001,2042,0.0144
RE1,PWRSOL001,2043,0.0146
RE1,PWRSOL001,2044,0.0148
RE1,PWRSOL001,2045,0.015
RE1,PWRSOL001,2046,0.0151
RE1,PWRSOL001,2047,0.0152
RE1,PWRSOL001,2048,0.0154
RE1,PWRSOL001,2049,0.0155
RE1,PWRSOL001,2050,0.0276
RE1,PWRSOL001,2051,0.0282
RE1,PWRSOL001,2052,0.0284
RE1,PWRSOL001,2053,0.0287
RE1,PWRSOL001,2054,0.0289
RE1,PWRSOL001,2055,0.0292
RE1,PWRSOL001,2056,0.0294
RE1,PWRSOL001,2057,0.0297
RE1,PWRSOL001,2058,0.0299
RE1,PWRSOL001,2059,0.0301
RE1,PWRSOL001,2060,0.0299
RE1,PWRSOL001,2061,0.0307
RE1,PWRSOL001,2062,0.031
RE1,PWRSOL001,2063,0.0312
RE1,PWRSOL001,2064,0.0315
RE1,PWRSOL001,2065,0.0318
RE1,PWRSOL001,2066,0.032
RE1,PWRSOL001,2067,0.0323
RE1,PWRSOL001,2068,0.0326
RE1,PWRSOL001,2069,0.0329
RE1,PWRSOL001,2070,0.0373
RE1,PWRCSP002,2015,0.0
RE1,PWRCSP002,2016,0.0
RE1,PWRCSP002,2017,0.0
RE1,PWRCSP002,2018,0.0
RE1,PWRCSP002,2019,0.0
RE1,PWRCSP002,2020,0.0
RE1,PWRCSP002,2021,0.0
RE1,PWRCSP002,2022,0.0
RE1,PWRCSP002,2023,0.0
RE1,PWRCSP002,2024,0.0
RE1,PWRCSP002,2025,0.0
RE1,PWRCSP002,2026,0.0
RE1,PWRCSP002,2027,0.0
RE1,PWRCSP002,2028,0.0
RE1,PWRCSP002,2029,0.0
RE1,PWRCSP002,2030,0.0
RE1,PWRCSP002,2031,0.0
RE1,PWRCSP002,2032,0.0
RE1,PWRCSP002,2033,0.0
RE1,PWRCSP002,2034,0.0
RE1,PWRCSP002,2035,0.0
RE1,PWRCSP002,2036,0.0
RE1,PWRCSP002,2037,0.0
RE1,PWRCSP002,2038,0.0
RE1,PWRCSP002,2039,0.0
RE1,PWRCSP002,2040,0.0
RE1,PWRCSP002,2041,0.0
RE1,PWRCSP002,2042,0.0
RE1,PWRCSP002,2043,0.0
RE1,PWRHYD001,2015,0.0028
RE1,PWRHYD001,2016,0.0028
RE1,PWRHYD001,2017,0.0028
RE1,PWRHYD001,2018,0.0028
RE1,PWRHYD001,2019,0.0028
RE1,PWRHYD001,2020,0.0028
RE1,PWRHYD001,2021,0.0028
RE1,PWRHYD001,2022,0.0028
RE1,PWRHYD001,2023,0.0028
RE1,PWRHYD001,2024,0.0028
RE1,PWRHYD001,2025,0.0028
RE1,PWRHYD001,2026,0.0028
RE1,PWRHYD001,2027,0.0028
RE1,PWRHYD001,2028,0.0028
RE1,PWRHYD001,2029,0.0028
RE1,PWRHYD001,2030,0.0028
RE1,PWRHYD001,2031,0.0028
RE1,PWRHYD001,2032,0.0028
RE1,PWRHYD001,2033,0.0028
RE1,PWRHYD001,2034,0.0028
RE1,PWRHYD001,2035,0.0028
RE1,PWRHYD001,2036,0.0028
RE1,PWRHYD001,2037,0.0028
RE1,PWRHYD001,2038,0.0028
RE1,PWRHYD001,2039,0.0028
RE1,PWRHYD001,2040,0.0028
RE1,PWRHYD001,2041,0.0028
RE1,PWRHYD001,2042,0.0028
RE1,PWRHYD001,2043,0.0028
RE1,PWRHYD001,2044,0.0028
RE1,PWRHYD001,2045,0.0028
RE1,PWRHYD001,2046,0.0028
RE1,PWRHYD001,2047,0.0028
RE1,PWRHYD001,2048,0.0028
RE1,PWRHYD001,2049,0.0028
RE1,PWRHYD001,2050,0.0028
RE1,PWRHYD002,2015,0.0001
RE1,PWRHYD002,2016,0.0001
RE1,PWRHYD002,2017,0.0001
RE1,PWRHYD002,2018,0.0001
RE1,PWRHYD002,2019,0.0001
RE1,PWRHYD002,2020,0.0001
RE1,PWRHYD002,2021,0.0001
RE1,PWRHYD002,2022,0.0001
RE1,PWRHYD002,2023,0.0001
RE1,PWRHYD002,2024,0.0001
RE1,PWRHYD002,2025,0.0001
RE1,PWRHYD002,2026,0.0001
RE1,PWRHYD002,2027,0.0001
RE1,PWRHYD002,2028,0.0001
RE1,PWRHYD002,2029,0.0001
RE1,PWRHYD002,2030,0.0001
RE1,PWRHYD002,2031,0.0001
RE1,PWRHYD002,2032,0.0001
RE1,PWRHYD002,2033,0.0001
RE1,PWRHYD002,2034,0.0001
RE1,PWRHYD002,2035,0.0001
RE1,PWRHYD002,2036,0.0001
RE1,PWRHYD002,2037,0.0001
RE1,PWRHYD002,2038,0.0001
RE1,PWRHYD002,2039,0.0001
RE1,PWRHYD002,2040,0.0001
RE1,PWRHYD002,2041,0.0001
RE1,PWRHYD002,2042,0.0001
RE1,PWRHYD002,2043,0.0001
RE1,PWRHYD002,2044,0.0001
RE1,PWRHYD002,2045,0.0001
RE1,PWRHYD002,2046,0.0001
RE1,PWRHYD002,2047,0.0001
RE1,PWRHYD002,2048,0.0001
RE1,PWRHYD002,2049,0.0001
RE1,PWRHYD002,2050,0.0001
RE1,PWRWND001,2015,0.0001
RE1,PWRWND001,2016,0.0003
RE1,PWRWND001,2017,0.0003
RE1,PWRWND001,2018,0.0006
RE1,PWRWND001,2019,0.0008
RE1,PWRWND001,2020,0.0008
RE1,PWRWND001,2021,0.0008
RE1,PWRWND001,2022,0.0008
RE1,PWRWND001,2023,0.0008
RE1,PWRWND001,2024,0.0008
RE1,PWRWND001,2025,0.0008
RE1,PWRWND001,2026,0.0008
RE1,PWRWND001,2027,0.0008
RE1,PWRWND001,2028,0.0008
RE1,PWRWND001,2029,0.0008
RE1,PWRWND001,2030,0.0008
RE1,PWRWND001,2031,0.0008
RE1,PWRWND001,2032,0.0008
RE1,PWRWND001,2033,0.0008
RE1,PWRWND001,2034,0.0008
RE1,PWRWND001,2035,0.0008
RE1,PWRWND001,2036,0.0006
RE1,PWRWND001,2037,0.0006
RE1,PWRWND001,2038,0.0006
RE1,PWRWND001,2039,0.0006
RE1,PWRWND001,2040,0.0006
RE1,PWRWND001,2041,0.0006
RE1,PWRWND001,2042,0.0006
RE1,PWRWND001,2043,0.0006
RE1,PWRWND001,2044,0.0006
RE1,PWRWND001,2045,0.0006
RE1,PWRWND001,2046,0.0006
RE1,PWRWND001,2047,0.0003
RE1,PWRWND001,2048,0.0002
RE1,PWRWND001,2049,0.0002
RE1,PWRWND001,2070,0.0373
RE1,PWRSOL001S,2030,0.0115
RE1,PWRSOL001S,2031,0.0118
RE1,PWRSOL001S,2032,0.012
RE1,PWRSOL001S,2033,0.0122
RE1,PWRSOL001S,2034,0.0128
RE1,PWRSOL001S,2035,0.013
RE1,PWRSOL001S,2036,0.0132
RE1,PWRSOL001S,2037,0.0134
