r,t,f,y,UseByTechnologyAnnual
RE1,DEMCOMHEEL,ELC003,2031,3.6753
RE1,DEMCOMHEEL,ELC003,2032,5.3362
RE1,DEMCOMHEEL,ELC003,2033,6.9971
RE1,DEMCOMHEEL,ELC003,2034,20.6511
RE1,DEMCOMHEEL,ELC003,2035,21.1764
RE1,DEMCOMHEEL,ELC003,2036,22.5403
RE1,DEMCOMHEEL,ELC003,2037,24.6323
RE1,DEMCOMHEEL,ELC003,2038,24.6323
RE1,DEMCOMHEEL,ELC003,2039,24.6323
RE1,DEMCOMHEEL,ELC003,2040,34.888
RE1,DEMCOMHEEL,ELC003,2041,35.7878
RE1,DEMCOMHEEL,ELC003,2042,35.7878
RE1,DEMCOMHEEL,ELC003,2043,37.0883
RE1,DEMCOMHEEL,ELC003,2044,43.1763
RE1,DEMCOMHEEL,ELC003,2045,61.0638
RE1,DEMCOMHEEL,ELC003,2046,61.5521
RE1,DEMCOMHEEL,ELC003,2047,62.0404
RE1,DEMCOMHEEL,ELC003,2048,62.5287
RE1,DEMCOMHEEL,ELC003,2049,63.017
RE1,DEMCOMHEEL,ELC003,2050,63.5053
RE1,DEMCOMHEEL,ELC003,2051,64.0052
RE1,DEMCOMHEEL,ELC003,2052,64.5091
RE1,DEMCOMHEEL,ELC003,2053,65.0169
RE1,DEMCOMHEEL,ELC003,2054,65.5287
RE1,DEMCOMHEEL,ELC003,2055,66.0446
RE1,DEMCOMHEEL,ELC003,2056,66.5645
RE1,DEMCOMHEEL,ELC003,2057,67.0884
RE1,DEMCOMHEEL,ELC003,2058,67.6166
RE1,DEMCOMHEEL,ELC003,2059,68.1488
RE1,DEMCOMHEEL,ELC003,2060,68.6853
RE1,DEMCOMHEEL,ELC003,2061,69.2259
RE1,DEMCOMHEEL,ELC003,2062,69.7709
RE1,DEMCOMHEEL,ELC003,2063,70.3202
RE1,DEMCOMHEEL,ELC003,2064,70.8737
RE1,DEMCOMHEEL,ELC003,2065,71.4316
RE1,DEMCOMHEEL,ELC003,2066,71.9939
RE1,DEMCOMHEEL,ELC003,2067,72.5607
RE1,DEMCOMHEEL,ELC003,2068,73.1319
RE1,DEMCOMHEEL,ELC003,2069,73.7075
RE1,DEMCOMHEEL,ELC003,2070,74.2878
RE1,DEMINDELC,ELC003,2015,328.0418
RE1,DEMINDELC,ELC003,2016,347.0108
RE1,DEMINDELC,ELC003,2017,363.2685
RE1,DEMINDELC,ELC003,2018,379.5262
RE1,DEMINDELC,ELC003,2019,395.7839
RE1,DEMINDELC,ELC003,2020,412.0416
RE1,DEMINDELC,ELC003,2021,424.52
RE1,DEMINDELC,ELC003,2022,436.9984
RE1,DEMINDELC,ELC003,2023,449.4769
RE1,DEMINDELC,ELC003,2024,461.9553
RE1,DEMINDELC,ELC003,2025,15.2594
RE1,DEMINDELC,ELC003,2026,15.6931
RE1,DEMINDELC,ELC003,2027,16.1268
RE1,DEMINDELC,ELC003,2028,18.5822
RE1,DEMINDELC,ELC003,2029,28.9254
RE1,DEMINDELC,ELC003,2030,13.2157
RE1,DEMINDELC,ELC003,2031,13.5916
RE1,DEMINDELC,ELC003,2032,11.2417
RE1,DEMINDELC,ELC003,2033,11.5443
RE1,DEMINDELC,ELC003,2034,11.8468
RE1,DEMINDELC,ELC003,2035,15.0952
RE1,DEMINDELC,ELC003,2036,15.3978
RE1,DEMINDELC,ELC003,2037,15.7005
RE1,DEMINDELC,ELC003,2038,16.0031
RE1,DEMINDELC,ELC003,2039,16.3057
RE1,DEMINDELC,ELC003,2040,16.6083
RE1,DEMINDELC,ELC003,2041,16.9047
RE1,DEMINDELC,ELC003,2042,17.201
RE1,DEMINDELC,ELC003,2043,17.4973
RE1,DEMINDELC,ELC003,2044,17.7937
RE1,DEMINDELC,ELC003,2045,14.5597
RE1,DEMINDELC,ELC003,2046,18.2964
RE1,DEMINDELC,ELC003,2047,18.5027
RE1,DEMINDELC,ELC003,2048,15.0579
RE1,DEMINDELC,ELC003,2049,15.224
RE1,DEMINDELC,ELC003,2050,56.7705
RE1,DEMINDELC,ELC003,2051,91.3051
RE1,DEMINDELC,ELC003,2052,132.9502
RE1,DEMINDELC,ELC003,2053,169.389
RE1,DEMINDELC,ELC003,2054,205.9276
RE1,DEMINDELC,ELC003,2055,708.6235
RE1,DEMINDELC,ELC003,2056,699.1127
RE1,DEMINDELC,ELC003,2057,587.5056
RE1,DEMINDELC,ELC003,2058,479.4672
RE1,DEMINDELC,ELC003,2059,509.8125
RE1,DEMINDELC,ELC003,2060,75.6417
RE1,DEMINDELC,ELC003,2061,85.4131
RE1,DEMINDELC,ELC003,2062,95.2936
RE1,DEMINDELC,ELC003,2063,49.5781
RE1,DEMINDELC,ELC003,2064,22.3344
RE1,DEMINDELC,ELC003,2065,22.5836
RE1,DEMINDELC,ELC003,2066,22.8355
RE1,DEMINDELC,ELC003,2067,23.0902
RE1,DEMINDELC,ELC003,2068,23.3478
RE1,DEMINDELC,ELC003,2069,23.6082
RE1,DEMINDELC,ELC003,2070,462.069
RE1,DEMINDHEBIO,BIO,2015,520.2667
RE1,DEMINDHEBIO,BIO,2016,466.5755
RE1,DEMINDHEBIO,BIO,2017,474.6554
RE1,DEMINDHEBIO,BIO,2018,488.1075
RE1,DEMINDHEBIO,BIO,2019,499.0635
RE1,DEMINDHEBIO,BIO,2020,510.0028
RE1,DEMINDHEBIO,BIO,2021,517.5933
RE1,DEMINDHEBIO,BIO,2022,525.1725
RE1,DEMINDHEBIO,BIO,2023,532.741
RE1,DEMINDHEBIO,BIO,2024,540.2994
RE1,DEMINDHEBIO,BIO,2025,547.8484
RE1,DEMINDHEBIO,BIO,2026,556.1827
RE1,DEMINDHEBIO,BIO,2027,564.5065
RE1,DEMINDHEBIO,BIO,2028,572.8203
RE1,DEMINDHEBIO,BIO,2029,581.1247
RE1,DEMINDHEBIO,BIO,2030,459.3115
RE1,DEMINDHEBIO,BIO,2031,459.3115
RE1,DEMINDHEBIO,BIO,2032,459.3115
RE1,DEMINDHEBIO,BIO,2033,453.4607
RE1,DEMINDHEBIO,BIO,2034,440.7675
RE1,DEMINDHEBIO,BIO,2035,411.5807
RE1,DEMINDHEBIO,BIO,2036,365.4686
RE1,DEMINDHEBIO,BIO,2037,355.0596
RE1,DEMINDHEBIO,BIO,2038,319.2289
RE1,DEMINDHEBIO,BIO,2039,277.0288
RE1,DEMINDHEBIO,BIO,2040,261.4769
RE1,DEMINDHEBIO,BIO,2041,221.4475
RE1,DEMINDHEBIO,BIO,2042,181.9612
RE1,DEMINDHEBIO,BIO,2043,142.7319
RE1,DEMINDHEBIO,BIO,2044,114.6781
RE1,DEMINDHEBIO,BIO,2045,102.5887
RE1,DEMINDHEBIO,BIO,2046,102.5887
RE1,DEMINDHEBIO,BIO,2047,77.6729
RE1,DEMINDHEBIO,BIO,2048,45.1062
RE1,DEMINDHECOA,COA,2015,790.0347
RE1,DEMINDHECOA,COA,2016,708.5035
RE1,DEMINDHECOA,COA,2017,720.773
RE1,DEMINDHECOA,COA,2018,741.2003
RE1,DEMINDHECOA,COA,2019,757.8371
RE1,DEMINDHECOA,COA,2020,774.4487
RE1,DEMINDHECOA,COA,2021,785.975
RE1,DEMINDHECOA,COA,2022,797.4842
RE1,DEMINDHECOA,COA,2023,808.9771
RE1,DEMINDHECOA,COA,2024,820.4548
RE1,DEMINDHECOA,COA,2025,831.918
RE1,DEMINDHECOA,COA,2026,844.5738
RE1,DEMINDHECOA,COA,2027,857.2136
RE1,DEMINDHECOA,COA,2028,869.8382
RE1,DEMINDHECOA,COA,2029,882.4485
RE1,DEMINDHECOA,COA,2030,895.0453
RE1,DEMINDHECOA,COA,2031,906.4024
RE1,DEMINDHECOA,COA,2032,917.7378
RE1,DEMINDHECOA,COA,2033,923.1985
RE1,DEMINDHECOA,COA,2034,923.1985
RE1,DEMINDHECOA,COA,2035,923.1985
RE1,DEMINDHECOA,COA,2036,897.1659
RE1,DEMINDHECOA,COA,2037,865.9561
RE1,DEMINDHECOA,COA,2038,771.6514
RE1,DEMINDHECOA,COA,2039,602.0136
RE1,DEMINDHECOA,COA,2040,431.454
RE1,DEMINDHECOA,COA,2041,284.7947
RE1,DEMINDHECOA,COA,2042,156.7038
RE1,DEMINDHECOA,COA,2045,28.1532
RE1,DEMINDHECOA,COA,2046,0.9915
RE1,DEMINDHEEH,ELC003,2033,4.7415
RE1,DEMINDHEEH,ELC003,2034,13.8904
RE1,DEMINDHEEH,ELC003,2035,23.0243
RE1,DEMINDHEEH,ELC003,2036,52.1297
RE1,DEMINDHEEH,ELC003,2037,85.4202
RE1,DEMINDHEEH,ELC003,2038,169.8091
RE1,DEMINDHEEH,ELC003,2039,315.21
RE1,DEMINDHEEH,ELC003,2040,461.35
RE1,DEMINDHEEH,ELC003,2041,588.4656
RE1,DEMINDHEEH,ELC003,2042,700.5352
RE1,DEMINDHEEH,ELC003,2043,835.7759
RE1,DEMINDHEEH,ELC003,2044,844.0812
RE1,DEMINDHEEH,ELC003,2045,829.5774
RE1,DEMINDHEEH,ELC003,2046,857.9596
RE1,DEMINDHEEH,ELC003,2047,865.1418
RE1,DEMINDHEEH,ELC003,2048,871.5186
RE1,DEMINDHEEH,ELC003,2049,877.8933
RE1,DEMINDHEEH,ELC003,2050,884.2658
RE1,DEMINDHEEH,ELC003,2051,890.7889
RE1,DEMINDHEEH,ELC003,2052,897.3615
RE1,DEMINDHEEH,ELC003,2053,903.9841
RE1,DEMINDHEEH,ELC003,2054,910.6572
RE1,DEMINDHEEH,ELC003,2055,917.3809
RE1,DEMINDHEEH,ELC003,2056,924.1559
RE1,DEMINDHEEH,ELC003,2057,930.9824
RE1,DEMINDHEEH,ELC003,2058,937.8608
RE1,DEMINDHEEH,ELC003,2059,944.7916
RE1,DEMINDHEEH,ELC003,2060,951.7752
RE1,DEMINDHEEH,ELC003,2061,958.8119
RE1,DEMINDHEEH,ELC003,2062,965.9022
RE1,DEMINDHEEH,ELC003,2063,973.0465
RE1,DEMINDHEEH,ELC003,2064,980.2451
RE1,DEMINDHEEH,ELC003,2065,987.4987
RE1,DEMINDHEEH,ELC003,2066,994.8075
RE1,DEMINDHEEH,ELC003,2067,1002.1719
RE1,DEMINDHEEH,ELC003,2068,1009.5925
RE1,DEMINDHEEH,ELC003,2069,1017.0697
RE1,DEMINDHEEH,ELC003,2070,1024.6038
RE1,DEMINDHEEL,ELC003,2030,106.6891
RE1,DEMINDHEEL,ELC003,2031,112.8219
RE1,DEMINDHEEL,ELC003,2032,118.943
RE1,DEMINDHEEL,ELC003,2033,129.8504
RE1,DEMINDHEEL,ELC003,2034,146.3581
RE1,DEMINDHEEL,ELC003,2035,176.3805
RE1,DEMINDHEEL,ELC003,2036,219.5385
RE1,DEMINDHEEL,ELC003,2037,233.4141
RE1,DEMINDHEEL,ELC003,2038,268.1302
RE1,DEMINDHEEL,ELC003,2039,308.0637
RE1,DEMINDHEEL,ELC003,2040,326.1408
RE1,DEMINDHEEL,ELC003,2041,364.5126
RE1,DEMINDHEEL,ELC003,2042,402.4353
RE1,DEMINDHEEL,ELC003,2043,440.1438
RE1,DEMINDHEEL,ELC003,2044,468.6847
RE1,DEMINDHEEL,ELC003,2045,484.1316
RE1,DEMINDHEEL,ELC003,2046,488.3858
RE1,DEMINDHEEL,ELC003,2047,513.0694
RE1,DEMINDHEEL,ELC003,2048,544.0253
RE1,DEMINDHEEL,ELC003,2049,585.2622
RE1,DEMINDHEEL,ELC003,2050,589.5105
RE1,DEMINDHEEL,ELC003,2051,593.8592
RE1,DEMINDHEEL,ELC003,2052,598.241
RE1,DEMINDHEEL,ELC003,2053,602.6561
RE1,DEMINDHEEL,ELC003,2054,607.1048
RE1,DEMINDHEEL,ELC003,2055,611.5873
RE1,DEMINDHEEL,ELC003,2056,616.1039
RE1,DEMINDHEEL,ELC003,2057,620.6549
RE1,DEMINDHEEL,ELC003,2058,625.2405
RE1,DEMINDHEEL,ELC003,2059,629.8611
RE1,DEMINDHEEL,ELC003,2060,634.5168
RE1,DEMINDHEEL,ELC003,2061,639.2079
RE1,DEMINDHEEL,ELC003,2062,643.9348
RE1,DEMINDHEEL,ELC003,2063,648.6976
RE1,DEMINDHEEL,ELC003,2064,653.4968
RE1,DEMINDHEEL,ELC003,2065,658.3325
RE1,DEMINDHEEL,ELC003,2066,663.205
RE1,DEMINDHEEL,ELC003,2067,668.1146
RE1,DEMINDHEEL,ELC003,2068,673.0617
RE1,DEMINDHEEL,ELC003,2069,678.0464
RE1,DEMINDHEEL,ELC003,2070,683.0692
RE1,DEMRESCKNBIO,BIO,2015,242.4683
RE1,DEMRESCKNBIO,BIO,2016,230.4988
RE1,DEMRESCKNBIO,BIO,2017,233.8928
RE1,DEMRESCKNBIO,BIO,2018,242.2783
RE1,DEMRESCKNBIO,BIO,2019,248.3442
RE1,DEMRESCKNBIO,BIO,2020,254.3949
RE1,DEMRESCKNBIO,BIO,2021,258.8946
RE1,DEMRESCKNBIO,BIO,2022,263.3837
RE1,DEMRESCKNBIO,BIO,2023,267.8629
RE1,DEMRESCKNBIO,BIO,2024,272.3327
RE1,DEMRESCKNBIO,BIO,2025,196.2094
RE1,DEMRESCKNBIO,BIO,2026,155.9161
RE1,DEMRESCKNBIO,BIO,2027,114.5278
RE1,DEMRESCKNBIO,BIO,2028,72.047
RE1,DEMRESCKNBIO,BIO,2030,18.5053
RE1,DEMRESCKNBIO,BIO,2031,27.0316
RE1,DEMRESCKNBIO,BIO,2070,0.0
RE1,DEMRESCKNELC,ELC003,2015,7.3604
RE1,DEMRESCKNELC,ELC003,2016,6.9971
RE1,DEMRESCKNELC,ELC003,2017,7.1001
RE1,DEMRESCKNELC,ELC003,2018,7.3546
RE1,DEMRESCKNELC,ELC003,2019,6.9869
RE1,DEMRESCKNELC,ELC003,2020,6.6192
RE1,DEMRESCKNELC,ELC003,2021,6.2515
RE1,DEMRESCKNELC,ELC003,2022,5.8837
RE1,DEMRESCKNELC,ELC003,2023,5.516
RE1,DEMRESCKNELC,ELC003,2024,5.1483
RE1,DEMRESCKNELC,ELC003,2025,174.656
RE1,DEMRESCKNELC,ELC003,2026,191.5387
RE1,DEMRESCKNELC,ELC003,2027,208.7583
RE1,DEMRESCKNELC,ELC003,2028,226.3144
RE1,DEMRESCKNELC,ELC003,2029,253.1858
RE1,DEMRESCKNELC,ELC003,2030,251.4975
RE1,DEMRESCKNELC,ELC003,2031,252.6067
RE1,DEMRESCKNELC,ELC003,2032,264.9164
RE1,DEMRESCKNELC,ELC003,2033,268.6917
RE1,DEMRESCKNELC,ELC003,2034,272.4568
RE1,DEMRESCKNELC,ELC003,2035,276.2122
RE1,DEMRESCKNELC,ELC003,2036,279.4804
RE1,DEMRESCKNELC,ELC003,2037,282.7431
RE1,DEMRESCKNELC,ELC003,2038,286.0005
RE1,DEMRESCKNELC,ELC003,2039,289.2527
RE1,DEMRESCKNELC,ELC003,2040,292.5
RE1,DEMRESCKNELC,ELC003,2041,295.7422
RE1,DEMRESCKNELC,ELC003,2042,298.9807
RE1,DEMRESCKNELC,ELC003,2043,302.2158
RE1,DEMRESCKNELC,ELC003,2044,305.4474
RE1,DEMRESCKNELC,ELC003,2045,308.6758
RE1,DEMRESCKNELC,ELC003,2046,311.1223
RE1,DEMRESCKNELC,ELC003,2047,313.5672
RE1,DEMRESCKNELC,ELC003,2048,316.0108
RE1,DEMRESCKNELC,ELC003,2049,318.453
RE1,DEMRESCKNELC,ELC003,2050,320.8938
RE1,DEMRESCKNELC,ELC003,2051,323.3948
RE1,DEMRESCKNELC,ELC003,2052,325.9154
RE1,DEMRESCKNELC,ELC003,2053,328.4555
RE1,DEMRESCKNELC,ELC003,2054,331.0155
RE1,DEMRESCKNELC,ELC003,2055,333.5954
RE1,DEMRESCKNELC,ELC003,2056,336.1955
RE1,DEMRESCKNELC,ELC003,2057,338.8158
RE1,DEMRESCKNELC,ELC003,2058,341.4565
RE1,DEMRESCKNELC,ELC003,2059,344.1178
RE1,DEMRESCKNELC,ELC003,2060,346.7998
RE1,DEMRESCKNELC,ELC003,2061,349.5028
RE1,DEMRESCKNELC,ELC003,2062,352.2268
RE1,DEMRESCKNELC,ELC003,2063,354.9721
RE1,DEMRESCKNELC,ELC003,2064,357.7387
RE1,DEMRESCKNELC,ELC003,2065,360.5269
RE1,DEMRESCKNELC,ELC003,2066,363.3369
RE1,DEMRESCKNELC,ELC003,2067,366.1687
RE1,DEMRESCKNELC,ELC003,2068,369.0226
RE1,DEMRESCKNELC,ELC003,2069,371.8988
RE1,DEMRESCKNELC,ELC003,2070,374.7974
RE1,DEMRESCKNOIL,LFO,2015,235.0056
RE1,DEMRESCKNOIL,LFO,2016,223.4045
RE1,DEMRESCKNOIL,LFO,2017,226.6938
RE1,DEMRESCKNOIL,LFO,2018,234.8212
RE1,DEMRESCKNOIL,LFO,2019,241.7519
RE1,DEMRESCKNOIL,LFO,2020,248.6667
RE1,DEMRESCKNOIL,LFO,2021,253.9884
RE1,DEMRESCKNOIL,LFO,2022,259.2993
RE1,DEMRESCKNOIL,LFO,2023,264.6001
RE1,DEMRESCKNOIL,LFO,2024,269.8912
RE1,DEMRESELC,ELC003,2015,163.7593
RE1,DEMRESELC,ELC003,2016,173.2287
RE1,DEMRESELC,ELC003,2017,181.3445
RE1,DEMRESELC,ELC003,2018,189.4604
RE1,DEMRESELC,ELC003,2019,197.5763
RE1,DEMRESELC,ELC003,2020,205.6922
RE1,DEMRESELC,ELC003,2021,211.9215
RE1,DEMRESELC,ELC003,2022,218.1507
RE1,DEMRESELC,ELC003,2023,224.38
RE1,DEMRESELC,ELC003,2024,230.6092
RE1,DEMRESELC,ELC003,2025,7.6175
RE1,DEMRESELC,ELC003,2026,7.834
RE1,DEMRESELC,ELC003,2027,8.0505
RE1,DEMRESELC,ELC003,2028,9.2763
RE1,DEMRESELC,ELC003,2029,14.4396
RE1,DEMRESELC,ELC003,2030,6.5973
RE1,DEMRESELC,ELC003,2031,6.785
RE1,DEMRESELC,ELC003,2032,5.6119
RE1,DEMRESELC,ELC003,2033,5.7629
RE1,DEMRESELC,ELC003,2034,5.914
RE1,DEMRESELC,ELC003,2035,7.5356
RE1,DEMRESELC,ELC003,2036,7.6866
RE1,DEMRESELC,ELC003,2037,7.8377
RE1,DEMRESELC,ELC003,2038,7.9888
RE1,DEMRESELC,ELC003,2039,8.1398
RE1,DEMRESELC,ELC003,2040,8.2909
RE1,DEMRESELC,ELC003,2041,8.4388
RE1,DEMRESELC,ELC003,2042,8.5868
RE1,DEMRESELC,ELC003,2043,8.7347
RE1,DEMRESELC,ELC003,2044,8.8826
RE1,DEMRESELC,ELC003,2045,7.2682
RE1,DEMRESELC,ELC003,2046,9.1336
RE1,DEMRESELC,ELC003,2047,9.2366
RE1,DEMRESELC,ELC003,2048,7.517
RE1,DEMRESELC,ELC003,2049,7.5999
RE1,DEMRESELC,ELC003,2050,28.34
RE1,DEMRESELC,ELC003,2051,45.5798
RE1,DEMRESELC,ELC003,2052,66.3691
RE1,DEMRESELC,ELC003,2053,84.5594
RE1,DEMRESELC,ELC003,2054,102.7996
RE1,DEMRESELC,ELC003,2055,218.4672
RE1,DEMRESELC,ELC003,2056,213.7195
RE1,DEMRESELC,ELC003,2057,212.4924
RE1,DEMRESELC,ELC003,2058,204.3592
RE1,DEMRESELC,ELC003,2059,66.0241
RE1,DEMRESELC,ELC003,2060,37.7605
RE1,DEMRESELC,ELC003,2061,42.6384
RE1,DEMRESELC,ELC003,2062,47.5708
RE1,DEMRESELC,ELC003,2063,34.3999
RE1,DEMRESELC,ELC003,2064,11.1494
RE1,DEMRESELC,ELC003,2065,11.2738
RE1,DEMRESELC,ELC003,2066,11.3995
RE1,DEMRESELC,ELC003,2067,11.5267
RE1,DEMRESELC,ELC003,2068,11.6553
RE1,DEMRESELC,ELC003,2069,11.7853
RE1,DEMRESELC,ELC003,2070,42.1905
RE1,DEMRESHEBIO,BIO,2015,103.0512
RE1,DEMRESHEBIO,BIO,2016,98.041
RE1,DEMRESHEBIO,BIO,2017,99.4845
RE1,DEMRESHEBIO,BIO,2018,103.0512
RE1,DEMRESHEBIO,BIO,2019,105.6313
RE1,DEMRESHEBIO,BIO,2020,108.205
RE1,DEMRESHEBIO,BIO,2021,110.1189
RE1,DEMRESHEBIO,BIO,2022,112.0283
RE1,DEMRESHEBIO,BIO,2023,113.9334
RE1,DEMRESHEBIO,BIO,2024,115.8346
RE1,DEMRESHEBIO,BIO,2025,117.7321
RE1,DEMRESHEBIO,BIO,2026,119.8116
RE1,DEMRESHEBIO,BIO,2027,121.8868
RE1,DEMRESHEBIO,BIO,2028,123.9582
RE1,DEMRESHEBIO,BIO,2029,126.0257
RE1,DEMRESHEBIO,BIO,2030,128.0899
