r,t,y,CapitalInvestment
RE1,MINSOL,2036,0.0
RE1,MINSOL,2037,0.0
RE1,MINSOL,2038,0.0
RE1,MINSOL,2039,0.0
RE1,MINSOL,2040,0.0
RE1,MINSOL,2041,0.0
RE1,MINSOL,2042,0.0
RE1,MINSOL,2043,0.0
RE1,MINWND,2015,0.0001
RE1,MINWND,2016,0.0001
RE1,MINWND,2017,0.0001
RE1,MINWND,2018,0.0001
RE1,MINWND,2019,0.0001
RE1,MINWND,2020,0.0001
RE1,MINWND,2021,0.0001
RE1,MINWND,2022,0.0001
RE1,MINWND,2023,0.0001
RE1,MINWND,2024,0.0001
RE1,MINWND,2025,0.0001
RE1,MINWND,2026,0.0001
RE1,MINWND,2027,0.0001
RE1,MINWND,2028,0.0001
RE1,MINHYD,2015,0.0052
RE1,MINHYD,2016,0.0052
RE1,MINHYD,2017,0.0052
RE1,MINHYD,2018,0.0052
RE1,MINHYD,2019,0.0052
RE1,MINHYD,2020,0.0052
RE1,MINHYD,2021,0.0052
RE1,MINHYD,2022,0.0052
RE1,MINHYD,2023,0.0052
RE1,MINHYD,2024,0.0052
RE1,MINHYD,2025,0.0052
RE1,MINHYD,2026,0.0052
RE1,MINHYD,2027,0.0052
RE1,MINHYD,2028,0.0052
RE1,MINHYD,2029,0.0052
RE1,MINHYD,2030,0.0052
RE1,MINHYD,2031,0.0052
RE1,MINHYD,2032,0.0052
RE1,MINHYD,2033,0.0052
RE1,MINHYD,2034,0.0052
RE1,MINHYD,2035,0.0052
RE1,MINHYD,2036,0.0052
RE1,MINHYD,2037,0.0052
RE1,MINHYD,2038,0.0052
RE1,MINHYD,2039,0.0052
RE1,MINHYD,2040,0.0052
RE1,MINHYD,2041,0.0052
RE1,MINHYD,2042,0.0052
RE1,MINHYD,2043,0.0052
RE1,MINHYD,2044,0.0052
RE1,MINHYD,2045,0.0052
RE1,MINHYD,2046,0.0052
RE1,MINHYD,2047,0.0052
RE1,MINHYD,2048,0.0052
RE1,MINHYD,2049,0.0052
RE1,MINHYD,2050,0.0052
RE1,PWRCOA001,2017,38.4944
RE1,PWRCOA001,2018,1484.8406
RE1,PWRCOA001,2019,1889.2322
RE1,PWRCOA001,2020,1887.9939
RE1,PWRCOA001,2021,1439.394
RE1,PWRCOA001,2022,1439.2835
RE1,PWRCOA001,2023,11550.774
RE1,PWRCOA001,2024,17189.143
RE1,PWRCOA001,2025,4555.6278
RE1,PWRCOA001,2026,1553.5284
RE1,PWRCOA001,2027,1552.5124
RE1,PWRCOA001,2028,1551.4973
RE1,PWRCOA001,2029,2034.3233
RE1,PWRCOA001,2030,1549.4703
RE1,PWRCOA001,2031,6379.2961
RE1,PWRCOA001,2032,1774.7846
RE1,PWRCOA001,2033,1773.6261
RE1,PWRCOA001,2034,2242.5698
RE1,PWRCOA001,2035,1771.3126
RE1,PWRCOA001,2036,1416.2693
RE1,PWRCOA001,2037,3163.846
RE1,PWRCOA001,2038,1414.4237
RE1,PWRCOA001,2039,1434.9768
RE1,PWRCOA001,2040,1434.0422
RE1,PWRCOA001,2041,1402.8109
RE1,PWRCOA001,2042,2259.8979
RE1,PWRCOA001,2043,1400.9857
RE1,PWRCOA001,2044,1401.5913
RE1,PWRCOA001,2045,1399.1643
RE1,PWRCOA001,2046,965.0162
RE1,PWRCOA001,2047,964.3893
RE1,PWRCOA001,2048,963.7628
RE1,PWRCOA001,2049,963.137
RE1,PWRCOA001,2050,967.1355
RE1,PWRCOA001,2051,2829.6231
RE1,PWRCOA001,2052,1049.7121
RE1,PWRCOA001,2053,1061.4215
RE1,PWRCOA001,2054,1073.2615
RE1,PWRCOA001,2055,1087.7073
RE1,PWRCOA001,2056,1108.6423
RE1,PWRCOA001,2057,1121.009
RE1,PWRCOA001,2058,1133.5137
RE1,PWRCOA001,2059,1146.1578
RE1,PWRCOA001,2060,1158.9431
RE1,PWRCOA001,2061,1171.8709
RE1,PWRCOA001,2062,1184.9429
RE1,PWRCOA001,2063,1198.1608
RE1,PWRCOA001,2064,1211.5261
RE1,PWRCOA001,2065,1225.0405
RE1,PWRCOA001,2066,1238.7056
RE1,PWRCOA001,2067,1252.5232
RE1,PWRCOA001,2068,1266.4949
RE1,PWRCOA001,2069,1280.6224
RE1,PWRCOA001,2070,1294.9076
RE1,PWRTRNIMP,2015,0.0003
RE1,PWRTRNIMP,2016,0.0004
RE1,PWRTRNIMP,2017,0.0005
RE1,PWRTRNIMP,2018,0.0005
RE1,PWRTRNIMP,2019,0.0005
RE1,PWRTRNIMP,2020,0.0005
RE1,PWRTRNIMP,2021,0.0005
RE1,PWRTRNIMP,2022,0.0005
RE1,PWRTRNIMP,2023,0.0005
RE1,PWRTRNIMP,2024,0.0005
RE1,PWRTRNIMP,2025,0.0005
RE1,PWRTRNIMP,2026,0.0005
RE1,PWRTRNIMP,2027,0.0006
RE1,PWRTRNIMP,2028,0.0006
RE1,PWRTRNIMP,2029,0.0006
RE1,PWRTRNIMP,2030,0.0006
RE1,PWRTRNIMP,2031,0.0006
RE1,PWRTRNIMP,2032,0.0006
RE1,PWRTRNIMP,2033,0.0006
RE1,PWRTRNIMP,2034,0.0006
RE1,PWRTRNIMP,2035,0.0006
RE1,PWRTRNIMP,2036,0.0006
RE1,PWRTRNIMP,2037,0.0007
RE1,PWRTRNIMP,2038,0.0007
RE1,PWRTRNIMP,2039,0.0007
RE1,PWRTRNIMP,2040,0.0007
RE1,PWRTRNIMP,2041,0.0007
RE1,PWRTRNIMP,2042,0.0007
RE1,PWRTRNIMP,2043,0.0007
RE1,PWRTRNIMP,2044,0.0007
RE1,PWRTRNIMP,2045,0.0007
RE1,PWRTRNIMP,2046,0.0007
RE1,PWRTRNIMP,2047,0.0007
RE1,PWRTRNIMP,2048,0.0007
RE1,PWRTRNIMP,2049,0.0007
RE1,PWRTRNIMP,2050,0.0007
RE1,PWRTRNIMP,2051,0.0007
RE1,PWRTRNIMP,2052,0.0007
RE1,PWRTRNIMP,2053,0.0007
RE1,PWRTRNIMP,2054,0.0007
RE1,PWRTRNIMP,2055,0.0007
RE1,PWRTRNIMP,2056,0.0007
RE1,PWRTRNIMP,2057,0.0007
RE1,PWRTRNIMP,2058,0.0007
RE1,PWRTRNIMP,2059,0.0007
RE1,PWRTRNIMP,2060,0.0007
RE1,PWRTRNIMP,2061,0.0007
RE1,PWRTRNIMP,2062,0.0007
RE1,PWRTRNIMP,2063,0.0007
RE1,PWRTRNIMP,2064,0.0007
RE1,PWRTRNIMP,2065,0.0007
RE1,PWRTRNIMP,2066,0.0007
RE1,PWRTRNIMP,2067,0.0007
RE1,PWRTRNIMP,2068,0.0008
RE1,PWRTRNIMP,2069,0.0008
RE1,PWRTRNIMP,2070,0.0008
RE1,PWRTRN,2033,46.7228
RE1,PWRTRN,2034,224.9553
RE1,PWRTRN,2035,224.8086
RE1,PWRTRN,2036,179.7863
RE1,PWRTRN,2037,179.6691
RE1,PWRTRN,2038,179.5521
RE1,PWRTRN,2039,181.9658
RE1,PWRTRN,2040,181.8473
RE1,PWRTRN,2041,177.8869
RE1,PWRTRN,2042,177.7711
RE1,PWRTRN,2043,177.6554
RE1,PWRTRN,2044,177.5399
RE1,PWRTRN,2045,177.4245
RE1,PWRTRN,2046,122.3713
RE1,PWRTRN,2047,122.2918
RE1,PWRTRN,2048,122.2123
RE1,PWRTRN,2049,122.133
RE1,PWRTRN,2050,122.0537
RE1,PWRTRN,2051,8888.9934
RE1,PWRTRN,2052,131.4893
RE1,PWRTRN,2053,132.956
RE1,PWRTRN,2054,134.4392
RE1,PWRTRN,2055,135.9388
RE1,PWRTRN,2056,137.4552
RE1,PWRTRN,2057,138.9885
RE1,PWRTRN,2058,140.5389
RE1,PWRTRN,2059,142.1066
RE1,PWRTRN,2060,143.6917
RE1,PWRTRN,2061,145.2946
RE1,PWRTRN,2062,146.9153
RE1,PWRTRN,2063,148.5542
RE1,PWRTRN,2064,150.2112
RE1,PWRTRN,2065,151.8868
RE1,PWRTRN,2066,153.5811
RE1,PWRTRN,2067,155.2943
RE1,PWRTRN,2068,157.0266
RE1,PWRTRN,2069,158.7782
RE1,PWRTRN,2070,160.5493
RE1,PWRDIST,2036,81.8915
RE1,PWRDIST,2037,86.4374
RE1,PWRDIST,2038,86.4374
RE1,PWRDIST,2039,87.6351
RE1,PWRDIST,2040,87.6351
RE1,PWRDIST,2041,85.8155
RE1,PWRDIST,2042,85.8155
RE1,PWRDIST,2043,85.8155
RE1,PWRDIST,2044,85.8155
RE1,PWRDIST,2045,85.8155
RE1,PWRDIST,2046,59.7539
RE1,PWRDIST,2047,59.7539
RE1,PWRDIST,2048,59.7539
RE1,PWRDIST,2049,59.7539
RE1,PWRDIST,2050,59.7539
RE1,PWRDIST,2051,4441.2457
RE1,PWRDIST,2052,62.4574
RE1,PWRDIST,2053,63.1541
RE1,PWRDIST,2054,63.8586
RE1,PWRDIST,2055,64.5709
RE1,PWRDIST,2056,65.2912
RE1,PWRDIST,2057,66.0195
RE1,PWRDIST,2058,66.756
RE1,PWRDIST,2059,67.5006
RE1,PWRDIST,2060,68.2536
RE1,PWRDIST,2061,69.0149
RE1,PWRDIST,2062,69.7848
RE1,PWRDIST,2063,70.5632
RE1,PWRDIST,2064,71.3503
RE1,PWRDIST,2065,72.1462
RE1,PWRDIST,2066,72.951
RE1,PWRDIST,2067,73.7648
RE1,PWRDIST,2068,74.5876
RE1,PWRDIST,2069,75.4196
RE1,PWRDIST,2070,76.2609
RE1,PWRTRNEXP,2015,0.0
RE1,PWRTRNEXP,2016,0.0
RE1,PWRTRNEXP,2017,0.0
RE1,PWRTRNEXP,2018,0.0
RE1,PWRTRNEXP,2019,0.0
RE1,PWRTRNEXP,2020,0.0
RE1,PWRTRNEXP,2021,0.0
RE1,PWRTRNEXP,2022,0.0
RE1,PWRTRNEXP,2023,0.0
RE1,PWRTRNEXP,2024,0.0
RE1,PWRTRNEXP,2025,0.0
RE1,PWRTRNEXP,2026,0.0
RE1,PWRTRNEXP,2027,0.0
RE1,PWRTRNEXP,2028,0.0
RE1,PWRTRNEXP,2029,0.0
RE1,PWRTRNEXP,2030,0.0
RE1,PWRTRNEXP,2031,0.0
RE1,PWRTRNEXP,2032,0.0
RE1,PWRTRNEXP,2033,0.0
RE1,PWRTRNEXP,2034,0.0
RE1,PWRTRNEXP,2035,0.0
RE1,PWRTRNEXP,2036,0.0
RE1,PWRTRNEXP,2037,0.0
RE1,PWRTRNEXP,2038,0.0
RE1,PWRTRNEXP,2039,0.0
RE1,PWRTRNEXP,2040,0.0
RE1,PWRTRNEXP,2041,0.0
RE1,PWRTRNEXP,2042,0.0001
RE1,PWRTRNEXP,2043,0.0001
RE1,PWRTRNEXP,2044,0.0001
RE1,PWRTRNEXP,2045,0.0001
RE1,PWRTRNEXP,2046,0.0001
RE1,PWRTRNEXP,2047,0.0001
RE1,PWRTRNEXP,2048,0.0001
RE1,PWRTRNEXP,2049,0.0001
RE1,PWRTRNEXP,2050,0.0001
RE1,PWRTRNEXP,2051,0.0002
RE1,PWRTRNEXP,2052,0.0001
RE1,PWRTRNEXP,2053,0.0001
RE1,PWRTRNEXP,2054,0.0001
RE1,PWRTRNEXP,2055,0.0001
RE1,PWRTRNEXP,2056,0.0001
RE1,PWRTRNEXP,2057,0.0002
RE1,PWRTRNEXP,2058,0.0001
RE1,PWRTRNEXP,2059,0.0001
RE1,PWRTRNEXP,2060,0.0001
RE1,PWRTRNEXP,2061,0.0001
RE1,PWRTRNEXP,2062,0.0001
RE1,PWRTRNEXP,2063,0.0001
RE1,PWRTRNEXP,2064,0.0001
RE1,PWRTRNEXP,2065,0.0
RE1,PWRTRNEXP,2066,0.0001
RE1,PWRTRNEXP,2067,0.0001
RE1,PWRTRNEXP,2068,0.0001
RE1,PWRTRNEXP,2069,0.0001
RE1,PWRTRNEXP,2070,0.0001
RE1,DEMTRAMCYGSL,2015,0.0007
RE1,DEMTRAMCYGSL,2016,0.0
RE1,DEMTRAMCYGSL,2017,0.0
RE1,DEMTRAMCYGSL,2018,0.0
RE1,DEMTRAMCYGSL,2019,0.0
RE1,DEMTRAMCYGSL,2020,0.0
RE1,DEMTRAMCYGSL,2021,0.0
RE1,DEMTRAMCYGSL,2022,0.0
RE1,DEMTRAMCYGSL,2023,0.0
RE1,DEMTRAMCYGSL,2024,0.0
RE1,DEMTRAMCYGSL,2025,0.0
RE1,DEMTRAMCYGSL,2026,0.0
RE1,DEMTRAMCYGSL,2027,0.0
RE1,DEMTRAMCYGSL,2028,0.0
RE1,DEMTRAMCYGSL,2029,0.0
RE1,DEMTRAMCYGSL,2030,0.0007
RE1,DEMTRAMCYGSL,2031,0.0
RE1,DEMTRAMCYGSL,2032,0.0
RE1,DEMTRAMCYGSL,2033,0.0
RE1,DEMTRAMCYGSL,2034,125.1334
RE1,DEMTRAMCYGSL,2042,420.8926
RE1,DEMTRAMCYGSL,2043,471.5072
RE1,DEMTRAMCYGSL,2044,522.1117
RE1,DEMTRAMCYGSL,2045,15672.51
RE1,DEMTRAMCYGSL,2046,1133.9247
RE1,DEMTRAMCYGSL,2047,969.0341
RE1,DEMTRAMCYGSL,2048,1077.5404
RE1,DEMTRAMCYGSL,2049,6523.8888
RE1,DEMTRAMCYGSL,2050,269.5206
RE1,DEMTRAMCYGSL,2051,275.833
RE1,DEMTRAMCYGSL,2052,277.9664
RE1,DEMTRAMCYGSL,2053,280.1165
RE1,DEMTRAMCYGSL,2054,282.2834
RE1,DEMTRAMCYGSL,2055,284.4671
RE1,DEMTRAMCYGSL,2056,286.6679
RE1,DEMTRAMCYGSL,2057,1115.1945
RE1,DEMTRAMCYGSL,2058,1117.3205
RE1,DEMTRAMCYGSL,2059,1119.4693
RE1,DEMTRAMCYGSL,2060,22899.595
RE1,DEMTRAMCYGSL,2061,1800.452
RE1,DEMTRAMCYGSL,2062,1487.7633
RE1,DEMTRAMCYGSL,2063,1530.7512
RE1,DEMTRAMCYGSL,2064,7255.0465
RE1,DEMTRAMCYGSL,2065,576.7844
RE1,DEMTRAMCYGSL,2066,585.4754
RE1,DEMTRAMCYGSL,2067,590.006
RE1,DEMTRAMCYGSL,2068,594.572
RE1,DEMTRAMCYGSL,2069,599.1735
RE1,DEMTRAMCYGSL,2070,603.811
RE1,DEMTRACARGSL,2015,0.0017
RE1,DEMTRACARGSL,2016,0.0004
RE1,DEMTRACARGSL,2029,0.0024
RE1,DEMTRACARGSL,2040,0.0
RE1,DEMTRACARGSL,2041,0.0
RE1,DEMTRACARGSL,2042,0.0
RE1,DEMTRACARGSL,2043,0.0
RE1,DEMTRACARGSL,2044,0.0
RE1,DEMTRACARGSL,2045,0.0
RE1,DEMTRACARGSL,2046,0.0
RE1,DEMTRACARGSL,2047,0.0
RE1,DEMTRACARGSL,2048,0.0
RE1,DEMTRACARGSL,2049,0.0024
RE1,DEMTRACARGSL,2053,197.4712
RE1,DEMTRACARGSL,2054,198.9987
RE1,DEMTRACARGSL,2055,200.5382
RE1,DEMTRACARGSL,2056,202.0896
RE1,DEMTRACARGSL,2057,203.6532
RE1,DEMTRACARGSL,2058,205.229
RE1,DEMTRACARGSL,2059,206.817
RE1,DEMTRACARGSL,2060,463.936
RE1,DEMTRACARGSL,2061,453.166
RE1,DEMTRACARGSL,2062,454.767
RE1,DEMTRACARGSL,2063,456.3815
RE1,DEMTRACARGSL,2064,458.0097
RE1,DEMTRACARGSL,2065,459.6515
RE1,DEMTRACARGSL,2066,408.325
RE1,DEMTRACARGSL,2067,410.0051
RE1,DEMTRACARGSL,2068,411.6987
RE1,DEMTRACARGSL,2069,24106.751
RE1,DEMTRACARGSL,2070,225.1249
RE1,DEMTRABUSGSL,2015,0.0014
RE1,DEMTRABUSGSL,2016,0.0
RE1,DEMTRABUSGSL,2017,0.0
RE1,DEMTRABUSGSL,2018,0.0
RE1,DEMTRABUSGSL,2019,0.0
RE1,DEMTRABUSGSL,2020,0.0
RE1,DEMTRABUSGSL,2021,0.0
RE1,DEMTRABUSGSL,2022,0.0
RE1,DEMTRABUSGSL,2023,0.0
RE1,DEMTRABUSGSL,2024,0.0001
RE1,DEMTRABUSGSL,2025,0.0
RE1,DEMTRABUSGSL,2027,0.0
RE1,DEMTRABUSGSL,2028,0.0
RE1,DEMTRABUSGSL,2029,0.0
RE1,DEMTRABUSGSL,2030,0.0
RE1,DEMTRABUSGSL,2031,0.0
RE1,DEMTRABUSGSL,2032,0.0
RE1,DEMTRABUSGSL,2033,0.0
RE1,DEMTRABUSGSL,2034,0.0
RE1,DEMTRABUSGSL,2035,0.0017
RE1,DEMTRABUSGSL,2037,0.0
RE1,DEMTRABUSGSL,2038,0.0
RE1,DEMTRABUSGSL,2040,0.0
RE1,DEMTRABUSGSL,2041,0.0
RE1,DEMTRABUSGSL,2042,0.0
RE1,DEMTRABUSGSL,2043,0.0
RE1,DEMTRABUSGSL,2044,0.0001
RE1,DEMTRABUSGSL,2045,0.0001
RE1,DEMTRABUSGSL,2046,0.0
RE1,DEMTRABUSGSL,2047,0.0
RE1,DEMTRABUSGSL,2048,0.0
RE1,DEMTRABUSGSL,2049,0.0
RE1,DEMTRABUSGSL,2050,0.0
RE1,DEMTRABUSGSL,2051,0.0
RE1,DEMTRABUSGSL,2052,0.0
RE1,DEMTRABUSGSL,2053,0.0
RE1,DEMTRABUSGSL,2054,0.0
RE1,DEMTRABUSGSL,2055,0.0017
RE1,DEMTRABUSGSL,2056,0.0
RE1,DEMTRABUSGSL,2057,0.0
RE1,DEMTRABUSGSL,2058,0.0
RE1,DEMTRABUSGSL,2059,0.0
RE1,DEMTRABUSGSL,2060,0.0
RE1,DEMTRABUSGSL,2061,0.0
RE1,DEMTRABUSGSL,2062,0.0001
RE1,DEMTRABUSGSL,2063,0.0001
RE1,DEMTRABUSGSL,2064,0.0001
RE1,DEMTRABUSGSL,2065,0.0001
RE1,DEMTRABUSGSL,2066,0.0
RE1,DEMTRABUSGSL,2067,0.0
RE1,DEMTRABUSGSL,2068,0.0001
RE1,DEMTRABUSGSL,2069,0.0001
RE1,DEMTRABUSGSL,2070,0.0001
RE1,DEMINDELC,2015,0.0011
RE1,DEMINDELC,2016,0.0001
RE1,DEMINDELC,2017,0.0001
RE1,DEMINDELC,2018,0.0001
RE1,DEMINDELC,2019,0.0001
RE1,DEMINDELC,2020,0.0001
RE1,DEMINDELC,2021,0.0
RE1,DEMINDELC,2022,0.0
RE1,DEMINDELC,2023,0.0
RE1,DEMINDELC,2024,0.0
RE1,DEMINDELC,2025,0.0012
RE1,DEMINDELC,2026,0.0001
RE1,DEMINDELC,2027,0.0001
RE1,DEMINDELC,2028,0.0001
RE1,DEMINDELC,2029,0.0001
RE1,DEMINDELC,2030,0.0001
RE1,DEMINDELC,2031,0.0001
RE1,DEMINDELC,2032,0.0001
RE1,DEMINDELC,2033,0.0001
RE1,DEMINDELC,2034,0.0001
RE1,DEMINDELC,2035,0.0012
RE1,DEMINDELC,2036,0.0002
RE1,DEMINDELC,2037,0.0001
RE1,DEMINDELC,2038,0.0001
RE1,DEMINDELC,2039,0.0001
RE1,DEMINDELC,2040,0.0001
RE1,DEMINDELC,2041,0.0001
RE1,DEMINDELC,2042,0.0001
RE1,DEMINDELC,2043,0.0001
RE1,DEMINDELC,2044,0.0001
RE1,DEMINDELC,2045,0.0013
RE1,DEMINDELC,2046,0.0002
RE1,DEMINDELC,2047,0.0002
RE1,DEMINDELC,2048,0.0002
RE1,DEMINDELC,2049,0.0002
RE1,DEMINDELC,2050,0.0002
RE1,DEMINDELC,2051,0.0002
RE1,DEMINDELC,2052,0.0002
RE1,DEMINDELC,2053,0.0002
RE1,DEMINDELC,2054,0.0002
RE1,DEMINDELC,2055,0.0013
RE1,DEMINDELC,2056,0.0002
RE1,DEMINDELC,2057,0.0002
RE1,DEMINDELC,2058,0.0002
RE1,DEMINDELC,2059,0.0002
RE1,DEMINDELC,2060,0.0002
RE1,DEMINDELC,2061,0.0002
RE1,DEMINDELC,2062,0.0002
RE1,DEMINDELC,2063,0.0002
RE1,DEMINDELC,2064,0.0002
RE1,DEMINDELC,2065,0.0013
RE1,DEMINDELC,2066,0.0003
RE1,DEMINDELC,2067,0.0002
RE1,DEMINDELC,2068,0.0002
RE1,DEMINDELC,2069,0.0002
RE1,DEMINDELC,2070,0.0002
RE1,DEMINDHEBIO,2015,6118.9699
RE1,DEMINDHEBIO,2022,57.5756
