r,t,y,SalvageValue
RE1,DEMTRACARGSL,2067,376.7824
RE1,DEMTRACARGSL,2068,387.906
RE1,DEMTRACARGSL,2069,23222.872
RE1,DEMTRACARGSL,2070,221.1943
RE1,DEMTRABUSGSL,2052,0.0
RE1,DEMTRABUSGSL,2053,0.0
RE1,DEMTRABUSGSL,2054,0.0
RE1,DEMTRABUSGSL,2055,0.0006
RE1,DEMTRABUSGSL,2056,0.0
RE1,DEMTRABUSGSL,2057,0.0
RE1,DEMTRABUSGSL,2058,0.0
RE1,DEMTRABUSGSL,2059,0.0
RE1,DEMTRABUSGSL,2060,0.0
RE1,DEMTRABUSGSL,2061,0.0
RE1,DEMTRABUSGSL,2062,0.0001
RE1,DEMTRABUSGSL,2063,0.0001
RE1,DEMTRABUSGSL,2064,0.0001
RE1,DEMTRABUSGSL,2065,0.0001
RE1,DEMTRABUSGSL,2066,0.0
RE1,DEMTRABUSGSL,2067,0.0
RE1,DEMTRABUSGSL,2068,0.0001
RE1,DEMTRABUSGSL,2069,0.0001
RE1,DEMTRABUSGSL,2070,0.0001
RE1,DEMINDELC,2062,0.0
RE1,DEMINDELC,2063,0.0001
RE1,DEMINDELC,2064,0.0001
RE1,DEMINDELC,2065,0.0007
RE1,DEMINDELC,2066,0.0002
RE1,DEMINDELC,2067,0.0002
RE1,DEMINDELC,2068,0.0002
RE1,DEMINDELC,2069,0.0002
RE1,DEMINDELC,2070,0.0002
RE1,DEMINDHEBIO,2057,28.3125
RE1,DEMINDHEBIO,2058,54.0624
RE1,DEMINDHEBIO,2059,77.4947
RE1,DEMINDHEBIO,2060,2579.8881
RE1,DEMINDHEBIO,2061,104.7707
RE1,DEMINDHEBIO,2062,120.4919
RE1,DEMINDHEBIO,2063,134.8238
RE1,DEMINDHEBIO,2064,147.9207
RE1,DEMINDHEBIO,2065,159.9307
RE1,DEMINDHEBIO,2066,163.7841
RE1,DEMINDHEBIO,2067,221.6633
RE1,DEMINDHEBIO,2068,260.5465
RE1,DEMINDHEBIO,2069,272.3267
RE1,DEMINDHEBIO,2070,283.217
RE1,DEMRESELC,2062,0.0
RE1,DEMRESELC,2063,0.0
RE1,DEMRESELC,2064,0.0
RE1,DEMRESELC,2065,0.0003
RE1,DEMRESELC,2066,0.0001
RE1,DEMRESELC,2067,0.0001
RE1,DEMRESELC,2068,0.0001
RE1,DEMRESELC,2069,0.0001
RE1,DEMRESELC,2070,0.0001
RE1,DEMRESCKNOIL,2052,4.3191
RE1,DEMRESCKNOIL,2053,8.2483
RE1,DEMRESCKNOIL,2054,11.8233
RE1,DEMRESCKNOIL,2055,15.0764
RE1,DEMRESCKNOIL,2056,17.7107
RE1,DEMRESCKNOIL,2057,20.3595
RE1,DEMRESCKNOIL,2058,22.7716
RE1,DEMRESCKNOIL,2059,5.6816
RE1,DEMRESCKNOIL,2060,6.1497
RE1,DEMRESCKNOIL,2061,6.5789
RE1,DEMRESCKNOIL,2062,6.9745
RE1,DEMRESCKNOIL,2063,7.3384
RE1,DEMRESCKNOIL,2064,7.6734
RE1,DEMRESCKNOIL,2065,7.9822
RE1,DEMRESCKNOIL,2066,7.2002
RE1,DEMRESCKNOIL,2067,41.3307
RE1,DEMRESCKNOIL,2068,42.6639
RE1,DEMRESCKNOIL,2069,43.6403
RE1,DEMRESCKNOIL,2070,44.5314
RE1,DEMRESCKNBIO,2052,5.3436
RE1,DEMRESCKNBIO,2053,10.2039
RE1,DEMRESCKNBIO,2054,14.6249
RE1,DEMRESCKNBIO,2055,18.6468
RE1,DEMRESCKNBIO,2056,22.0197
RE1,DEMRESCKNBIO,2057,25.3087
RE1,DEMRESCKNBIO,2058,28.3023
RE1,DEMRESCKNBIO,2059,4.9838
RE1,DEMRESCKNBIO,2060,5.3944
RE1,DEMRESCKNBIO,2061,5.7708
RE1,DEMRESCKNBIO,2062,6.1179
RE1,DEMRESCKNBIO,2063,6.4371
RE1,DEMRESCKNBIO,2064,6.731
RE1,DEMRESCKNBIO,2065,7.0018
RE1,DEMRESCKNBIO,2066,6.3159
RE1,DEMRESCKNBIO,2067,6.5219
RE1,DEMRESCKNBIO,2068,6.713
RE1,DEMRESCKNBIO,2069,6.8905
RE1,DEMRESCKNBIO,2070,20.4249
RE1,DEMRESHEBIO,2057,6.8488
RE1,DEMRESHEBIO,2058,13.0719
RE1,DEMRESHEBIO,2059,18.7296
RE1,DEMRESHEBIO,2060,515.6941
RE1,DEMRESHEBIO,2061,25.3749
RE1,DEMRESHEBIO,2062,29.1658
RE1,DEMRESHEBIO,2063,32.6172
RE1,DEMRESHEBIO,2064,55.7798
RE1,DEMRESHEBIO,2065,60.8961
RE1,DEMRESHEBIO,2066,57.0159
RE1,DEMRESHEBIO,2067,60.388
RE1,DEMRESHEBIO,2068,63.4871
RE1,DEMRESHEBIO,2069,66.3282
RE1,DEMRESHEBIO,2070,68.9517
RE1,DEMCOMELC,2062,0.0
RE1,DEMCOMELC,2063,0.0
RE1,DEMCOMELC,2064,0.0
RE1,DEMCOMELC,2065,0.0004
RE1,DEMCOMELC,2066,0.0001
RE1,DEMCOMELC,2067,0.0001
RE1,DEMCOMELC,2068,0.0001
RE1,DEMCOMELC,2069,0.0001
RE1,DEMCOMELC,2070,0.0001
RE1,DEMCOMHEBIO,2057,3.3723
RE1,DEMCOMHEBIO,2058,6.4438
RE1,DEMCOMHEBIO,2059,9.2428
RE1,DEMCOMHEBIO,2060,228.1883
RE1,DEMCOMHEBIO,2061,25.2826
RE1,DEMCOMHEBIO,2062,21.4977
RE1,DEMCOMHEBIO,2063,24.0559
RE1,DEMCOMHEBIO,2064,26.3926
RE1,DEMCOMHEBIO,2065,28.5342
RE1,DEMCOMHEBIO,2066,28.0085
RE1,DEMCOMHEBIO,2067,29.7004
RE1,DEMCOMHEBIO,2068,31.2598
RE1,DEMCOMHEBIO,2069,32.6934
RE1,DEMCOMHEBIO,2070,34.0208
RE1,DEMINDHECOA,2057,54.0564
RE1,DEMINDHECOA,2058,103.3378
RE1,DEMINDHECOA,2059,148.2797
RE1,DEMINDHECOA,2060,4941.6226
RE1,DEMINDHECOA,2061,200.8657
RE1,DEMINDHECOA,2062,231.1187
RE1,DEMINDHECOA,2063,258.7496
RE1,DEMINDHECOA,2064,283.9986
RE1,DEMINDHECOA,2065,307.0833
RE1,DEMINDHECOA,2066,314.5544
RE1,DEMINDHECOA,2067,425.7871
RE1,DEMINDHECOA,2068,500.5198
RE1,DEMINDHECOA,2069,523.24
RE1,DEMINDHECOA,2070,544.1643
