r,t,y,NewCapacity
RE1,PWRTRNIMP,2068,7.5325
RE1,PWRTRNIMP,2069,7.5709
RE1,PWRTRNIMP,2070,7.6099
RE1,PWRTRN,2033,0.2287
RE1,PWRTRN,2034,1.1013
RE1,PWRTRN,2035,1.1006
RE1,PWRTRN,2036,0.8802
RE1,PWRTRN,2037,0.8796
RE1,PWRTRN,2038,0.879
RE1,PWRTRN,2039,0.8908
RE1,PWRTRN,2040,0.8902
RE1,PWRTRN,2041,0.8709
RE1,PWRTRN,2042,0.8703
RE1,PWRTRN,2043,0.8697
RE1,PWRTRN,2044,0.8692
RE1,PWRTRN,2045,0.8686
RE1,PWRTRN,2046,0.5991
RE1,PWRTRN,2047,0.5987
RE1,PWRTRN,2048,0.5983
RE1,PWRTRN,2049,0.5979
RE1,PWRTRN,2050,0.5975
RE1,PWRTRN,2051,43.5166
RE1,PWRTRN,2052,0.6437
RE1,PWRTRN,2053,0.6509
RE1,PWRTRN,2054,0.6582
RE1,PWRTRN,2055,0.6655
RE1,PWRTRN,2056,0.6729
RE1,PWRTRN,2057,0.6804
RE1,PWRTRN,2058,0.688
RE1,PWRTRN,2059,0.6957
RE1,PWRTRN,2060,0.7035
RE1,PWRTRN,2061,0.7113
RE1,PWRTRN,2062,0.7192
RE1,PWRTRN,2063,0.7273
RE1,PWRTRN,2064,0.7354
RE1,PWRTRN,2065,0.7436
RE1,PWRTRN,2066,0.7519
RE1,PWRTRN,2067,0.7603
RE1,PWRTRN,2068,0.7687
RE1,PWRTRN,2069,0.7773
RE1,PWRTRN,2070,0.786
RE1,PWRDIST,2036,0.8018
RE1,PWRDIST,2037,0.8463
RE1,PWRDIST,2038,0.8463
RE1,PWRDIST,2039,0.858
RE1,PWRDIST,2040,0.858
RE1,PWRDIST,2041,0.8402
RE1,PWRDIST,2042,0.8402
RE1,PWRDIST,2043,0.8402
RE1,PWRDIST,2044,0.8402
RE1,PWRDIST,2045,0.8402
RE1,PWRDIST,2046,0.5851
RE1,PWRDIST,2047,0.5851
RE1,PWRDIST,2048,0.5851
RE1,PWRDIST,2049,0.5851
RE1,PWRDIST,2050,0.5851
RE1,PWRDIST,2051,43.4848
RE1,PWRDIST,2052,0.6115
RE1,PWRDIST,2053,0.6183
RE1,PWRDIST,2054,0.6252
RE1,PWRDIST,2055,0.6322
RE1,PWRDIST,2056,0.6393
RE1,PWRDIST,2057,0.6464
RE1,PWRDIST,2058,0.6536
RE1,PWRDIST,2059,0.6609
RE1,PWRDIST,2060,0.6683
RE1,PWRDIST,2061,0.6757
RE1,PWRDIST,2062,0.6833
RE1,PWRDIST,2063,0.6909
RE1,PWRDIST,2064,0.6986
RE1,PWRDIST,2065,0.7064
RE1,PWRDIST,2066,0.7143
RE1,PWRDIST,2067,0.7222
RE1,PWRDIST,2068,0.7303
RE1,PWRDIST,2069,0.7384
RE1,PWRDIST,2070,0.7467
RE1,PWRTRNEXP,2015,0.277
RE1,PWRTRNEXP,2016,0.1731
RE1,PWRTRNEXP,2017,0.1385
RE1,PWRTRNEXP,2018,0.1385
RE1,PWRTRNEXP,2019,0.1385
RE1,PWRTRNEXP,2020,0.1385
RE1,PWRTRNEXP,2021,0.1385
RE1,PWRTRNEXP,2022,0.1385
RE1,PWRTRNEXP,2023,0.1385
RE1,PWRTRNEXP,2024,0.1385
RE1,PWRTRNEXP,2025,0.1385
RE1,PWRTRNEXP,2026,0.1385
RE1,PWRTRNEXP,2027,0.1385
RE1,PWRTRNEXP,2028,0.1385
RE1,PWRTRNEXP,2029,0.1385
RE1,PWRTRNEXP,2030,0.1385
RE1,PWRTRNEXP,2031,0.1385
RE1,PWRTRNEXP,2032,0.1385
RE1,PWRTRNEXP,2033,0.1385
RE1,PWRTRNEXP,2034,0.1385
RE1,PWRTRNEXP,2035,0.1385
RE1,PWRTRNEXP,2036,0.1385
RE1,PWRTRNEXP,2037,0.1464
RE1,PWRTRNEXP,2038,0.2179
RE1,PWRTRNEXP,2039,0.2894
RE1,PWRTRNEXP,2040,0.3609
RE1,PWRTRNEXP,2041,0.4308
RE1,PWRTRNEXP,2042,0.5006
RE1,PWRTRNEXP,2043,0.5704
RE1,PWRTRNEXP,2044,0.6395
RE1,PWRTRNEXP,2045,0.7092
RE1,PWRTRNEXP,2046,0.7573
RE1,PWRTRNEXP,2047,0.8053
RE1,PWRTRNEXP,2048,0.8534
RE1,PWRTRNEXP,2049,0.9013
RE1,PWRTRNEXP,2050,0.952
RE1,PWRTRNEXP,2051,1.7935
RE1,PWRTRNEXP,2052,0.9695
RE1,PWRTRNEXP,2053,0.9695
RE1,PWRTRNEXP,2054,0.9695
RE1,PWRTRNEXP,2055,0.9595
RE1,PWRTRNEXP,2056,0.9139
RE1,PWRTRNEXP,2057,2.1723
RE1,PWRTRNEXP,2058,0.821
RE1,PWRTRNEXP,2059,0.7739
RE1,PWRTRNEXP,2060,0.7261
RE1,PWRTRNEXP,2061,0.6779
RE1,PWRTRNEXP,2062,0.6291
RE1,PWRTRNEXP,2063,0.5798
RE1,PWRTRNEXP,2064,0.5299
RE1,PWRTRNEXP,2065,0.4901
RE1,PWRTRNEXP,2066,0.5411
RE1,PWRTRNEXP,2067,0.5926
RE1,PWRTRNEXP,2068,0.6448
RE1,PWRTRNEXP,2069,0.6975
RE1,PWRTRNEXP,2070,0.7508
RE1,DEMTRAMCYGSL,2015,7.3231
RE1,DEMTRAMCYGSL,2016,0.2807
RE1,DEMTRAMCYGSL,2017,0.1748
RE1,DEMTRAMCYGSL,2018,0.1885
RE1,DEMTRAMCYGSL,2019,0.1822
RE1,DEMTRAMCYGSL,2020,0.1821
RE1,DEMTRAMCYGSL,2021,0.1455
RE1,DEMTRAMCYGSL,2022,0.1455
RE1,DEMTRAMCYGSL,2023,0.1454
RE1,DEMTRAMCYGSL,2024,0.1454
RE1,DEMTRAMCYGSL,2025,0.1454
RE1,DEMTRAMCYGSL,2026,0.1619
RE1,DEMTRAMCYGSL,2027,0.1619
RE1,DEMTRAMCYGSL,2028,0.1619
RE1,DEMTRAMCYGSL,2029,0.1618
RE1,DEMTRAMCYGSL,2030,7.4849
RE1,DEMTRAMCYGSL,2031,0.4146
RE1,DEMTRAMCYGSL,2032,0.3087
RE1,DEMTRAMCYGSL,2033,0.3224
RE1,DEMTRAMCYGSL,2034,2.2464
RE1,DEMTRAMCYGSL,2042,0.2779
RE1,DEMTRAMCYGSL,2043,0.2778
RE1,DEMTRAMCYGSL,2044,0.2778
RE1,DEMTRAMCYGSL,2045,7.6009
RE1,DEMTRAMCYGSL,2046,0.5052
RE1,DEMTRAMCYGSL,2047,0.3993
RE1,DEMTRAMCYGSL,2048,0.413
RE1,DEMTRAMCYGSL,2049,2.3371
RE1,DEMTRAMCYGSL,2050,0.0906
RE1,DEMTRAMCYGSL,2051,0.0928
RE1,DEMTRAMCYGSL,2052,0.0935
RE1,DEMTRAMCYGSL,2053,0.0942
RE1,DEMTRAMCYGSL,2054,0.0949
RE1,DEMTRAMCYGSL,2055,0.0957
RE1,DEMTRAMCYGSL,2056,0.0964
RE1,DEMTRAMCYGSL,2057,0.375
RE1,DEMTRAMCYGSL,2058,0.3757
RE1,DEMTRAMCYGSL,2059,0.3764
RE1,DEMTRAMCYGSL,2060,7.7003
RE1,DEMTRAMCYGSL,2061,0.6054
RE1,DEMTRAMCYGSL,2062,0.5003
RE1,DEMTRAMCYGSL,2063,0.5147
RE1,DEMTRAMCYGSL,2064,2.4396
RE1,DEMTRAMCYGSL,2065,0.194
RE1,DEMTRAMCYGSL,2066,0.1969
RE1,DEMTRAMCYGSL,2067,0.1984
RE1,DEMTRAMCYGSL,2068,0.1999
RE1,DEMTRAMCYGSL,2069,0.2015
RE1,DEMTRAMCYGSL,2070,0.203
RE1,DEMTRACARGSL,2015,16.9879
RE1,DEMTRACARGSL,2016,3.5322
RE1,DEMTRACARGSL,2029,23.7032
RE1,DEMTRACARGSL,2040,0.262
RE1,DEMTRACARGSL,2041,0.2493
RE1,DEMTRACARGSL,2042,0.2493
RE1,DEMTRACARGSL,2043,0.2493
RE1,DEMTRACARGSL,2044,0.2493
RE1,DEMTRACARGSL,2045,0.2492
RE1,DEMTRACARGSL,2046,0.1949
RE1,DEMTRACARGSL,2047,0.1949
RE1,DEMTRACARGSL,2048,0.1949
RE1,DEMTRACARGSL,2049,24.4933
RE1,DEMTRACARGSL,2053,0.2025
RE1,DEMTRACARGSL,2054,0.2041
RE1,DEMTRACARGSL,2055,0.2057
RE1,DEMTRACARGSL,2056,0.2073
RE1,DEMTRACARGSL,2057,0.2089
RE1,DEMTRACARGSL,2058,0.2105
RE1,DEMTRACARGSL,2059,0.2121
RE1,DEMTRACARGSL,2060,0.4758
RE1,DEMTRACARGSL,2061,0.4647
RE1,DEMTRACARGSL,2062,0.4664
RE1,DEMTRACARGSL,2063,0.468
RE1,DEMTRACARGSL,2064,0.4697
RE1,DEMTRACARGSL,2065,0.4714
RE1,DEMTRACARGSL,2066,0.4188
RE1,DEMTRACARGSL,2067,0.4205
RE1,DEMTRACARGSL,2068,0.4222
RE1,DEMTRACARGSL,2069,24.7224
RE1,DEMTRACARGSL,2070,0.2309
RE1,DEMTRABUSGSL,2015,13.8586
RE1,DEMTRABUSGSL,2016,0.2085
RE1,DEMTRABUSGSL,2017,0.3234
RE1,DEMTRABUSGSL,2018,0.3488
RE1,DEMTRABUSGSL,2019,0.337
RE1,DEMTRABUSGSL,2020,0.3369
RE1,DEMTRABUSGSL,2021,0.2691
RE1,DEMTRABUSGSL,2022,0.2691
RE1,DEMTRABUSGSL,2023,0.269
RE1,DEMTRABUSGSL,2024,0.5797
RE1,DEMTRABUSGSL,2025,0.4626
RE1,DEMTRABUSGSL,2027,0.0947
RE1,DEMTRABUSGSL,2028,0.2995
RE1,DEMTRABUSGSL,2029,0.2994
RE1,DEMTRABUSGSL,2030,0.2994
RE1,DEMTRABUSGSL,2031,0.2477
RE1,DEMTRABUSGSL,2032,0.2477
RE1,DEMTRABUSGSL,2033,0.2476
RE1,DEMTRABUSGSL,2034,0.2475
RE1,DEMTRABUSGSL,2035,17.14
RE1,DEMTRABUSGSL,2037,0.0394
RE1,DEMTRABUSGSL,2038,0.0714
RE1,DEMTRABUSGSL,2040,0.0035
RE1,DEMTRABUSGSL,2041,0.0177
RE1,DEMTRABUSGSL,2042,0.4836
RE1,DEMTRABUSGSL,2043,0.4836
RE1,DEMTRABUSGSL,2044,0.7942
RE1,DEMTRABUSGSL,2045,0.6771
RE1,DEMTRABUSGSL,2046,0.1677
RE1,DEMTRABUSGSL,2047,0.2624
RE1,DEMTRABUSGSL,2048,0.4671
RE1,DEMTRABUSGSL,2049,0.4671
RE1,DEMTRABUSGSL,2050,0.467
RE1,DEMTRABUSGSL,2051,0.4193
RE1,DEMTRABUSGSL,2052,0.4206
RE1,DEMTRABUSGSL,2053,0.4218
RE1,DEMTRABUSGSL,2054,0.4231
RE1,DEMTRABUSGSL,2055,17.317
RE1,DEMTRABUSGSL,2056,0.1783
RE1,DEMTRABUSGSL,2057,0.2191
RE1,DEMTRABUSGSL,2058,0.2525
RE1,DEMTRABUSGSL,2059,0.1825
RE1,DEMTRABUSGSL,2060,0.1874
RE1,DEMTRABUSGSL,2061,0.2031
RE1,DEMTRABUSGSL,2062,0.6704
RE1,DEMTRABUSGSL,2063,0.6718
RE1,DEMTRABUSGSL,2064,0.9839
RE1,DEMTRABUSGSL,2065,0.8682
RE1,DEMTRABUSGSL,2066,0.3603
RE1,DEMTRABUSGSL,2067,0.4565
RE1,DEMTRABUSGSL,2068,0.6628
RE1,DEMTRABUSGSL,2069,0.6642
RE1,DEMTRABUSGSL,2070,0.6657
RE1,DEMINDELC,2015,11.2574
RE1,DEMINDELC,2016,0.651
RE1,DEMINDELC,2017,0.5579
RE1,DEMINDELC,2018,0.5579
RE1,DEMINDELC,2019,0.5579
RE1,DEMINDELC,2020,0.5579
RE1,DEMINDELC,2021,0.4282
RE1,DEMINDELC,2022,0.4282
RE1,DEMINDELC,2023,0.4282
RE1,DEMINDELC,2024,0.4282
RE1,DEMINDELC,2025,11.6856
RE1,DEMINDELC,2026,1.1137
RE1,DEMINDELC,2027,1.0206
RE1,DEMINDELC,2028,1.0206
RE1,DEMINDELC,2029,1.0206
RE1,DEMINDELC,2030,1.0206
RE1,DEMINDELC,2031,0.9571
RE1,DEMINDELC,2032,0.9571
RE1,DEMINDELC,2033,0.9571
RE1,DEMINDELC,2034,0.9571
RE1,DEMINDELC,2035,12.2145
RE1,DEMINDELC,2036,1.5395
RE1,DEMINDELC,2037,1.4464
RE1,DEMINDELC,2038,1.4464
RE1,DEMINDELC,2039,1.4464
RE1,DEMINDELC,2040,1.4464
RE1,DEMINDELC,2041,1.3741
RE1,DEMINDELC,2042,1.3741
RE1,DEMINDELC,2043,1.3741
RE1,DEMINDELC,2044,1.3741
RE1,DEMINDELC,2045,12.6315
RE1,DEMINDELC,2046,1.8298
RE1,DEMINDELC,2047,1.7368
RE1,DEMINDELC,2048,1.7368
RE1,DEMINDELC,2049,1.7368
RE1,DEMINDELC,2050,1.7368
RE1,DEMINDELC,2051,1.6742
RE1,DEMINDELC,2052,1.6775
RE1,DEMINDELC,2053,1.6809
RE1,DEMINDELC,2054,1.6843
RE1,DEMINDELC,2055,12.9452
RE1,DEMINDELC,2056,2.1471
RE1,DEMINDELC,2057,2.0575
RE1,DEMINDELC,2058,2.0611
RE1,DEMINDELC,2059,2.0647
RE1,DEMINDELC,2060,2.0684
RE1,DEMINDELC,2061,2.0095
RE1,DEMINDELC,2062,2.0166
RE1,DEMINDELC,2063,2.0238
